# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	어이, 큰 강아지.
line:7c9fe106	I'll make sure to get out of your scales.	그럼 방해 안 하게 가 볼게.
line:87006442	I'll make sure to tell others about this place	다른 사람들한테도 여기 이야기해야겠어요.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	어떻게 됐는지 꼭 이야기해 줄게요.
line:49b6a167	I'll make sure you're <i>spotless.	제가 <i>티끌 하나 없게 해 드릴게요.
line:96981b61	I'll manage.	어떻게든 해 봐야죠.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	서둘러 주셔야겠습니다. 학생들이 알아서 배우지는 않으니까요.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	이그윅스를 되살려야겠군요. 이 얼마나 부끄러운 일입니까!
line:90a9a98e	I'll see you next time I come in, yeah?	다음에 오면 또 봐요, 알겠죠?
line:d0f6a49a	I'll see you next time I come in, yeah?	다음에 오면 또 봐요, 알겠죠?
line:160bf40f	I'll start prepping for it.	슬슬 준비해야겠네.
line:8af64cb8	I'll take care of this, don't you worry.	제가 돌봐 드릴게요. 걱정 마요.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	조금 있다가 말할게요. 일단 문부터 열어 줄래요?
line:04c62f9b	I'm <i>spotless</i>.	<i>티끌 하나 없이</i> 깨끗하군요.
line:629f8cff	I'm a bit of a big deal around there.	거기선 내가 좀 유명하거든.
line:d9272031	I'm a dragon.	전 드래곤이잖아요.
line:675e7284	I'm a rule breaker!	전 규칙을 깨는 드래곤이거든요!
line:afcd5586	I'm a... kobold.	전... 코볼트인데요.
line:5d41b5d6	I'm all dirty still!	나 아직 더러워!
line:2f6eb3c3	I'm all soapy still!	나 아직 비누투성이야!
line:18707b19	I'm always happy to give you a wash!	씻겨 드리는 건 언제나 좋아요!
line:3b01eb3b	I'm always happy to give you a wash!	씻겨 드리는 건 언제나 좋아요!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	돕는 건 언제나 즐거워요. <i><size=70%>특히 커다란 드래곤이라면요.
line:46c6a3ed	I'm always happy to see you Ryan.	전 언제나 라이언을 보면 반가워요.
line:75206eee	I'm always happy to see you Ryan.	전 언제나 라이언을 보면 반가워요.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	전 언제든 만나면 반가워요. 문 열어 드릴게요.
line:07e5fc05	I'm amazed!	정말 놀라워!
line:4586d55d	I'm an asshole. I know I am.	난 개자식이야. 나도 알아.
line:a6d46685	I'm certain he also finds you pleasant!	그도 분명 당신을 좋아할 겁니다!
line:ef399e26	I'm doing good!	잘 지내요!
line:a6c1f2f4	I'm excited for you!	저도 덩달아 기대되네요!
line:94fbdbf0	I'm excited for you. I'll get the gate!	제가 다 기쁘네요. 문 열게요!
line:f83e4966	I'm excited to hear about it!	빨리 듣고 싶어요!
line:bd55b8f4	I'm excited to see them washing down the drain though.	그래도 배수구로 내려가는 모습도 보고 싶네요.
line:24832f01	I'm excited.	기대되네.
line:69f406a6	I'm excited.	기대되네.
line:a00f681d	I'm excited.	기대돼요.
line:a0479425	I'm excited.	기대돼요.
line:b5d7d26f	I'm excited.	기대돼요.
line:d66b9155	I'm excited.	기대돼요.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	당신도 즐겁다니 기쁘군요.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	그가 마음에 드신다니 다행입니다. 그도 당신을 좋아할 겁니다.
line:c56ee060	I'm glad you enjoy my crest.	제 문장이 마음에 드신다니 기쁘군요.
line:f44a1493	I'm glad you trust me.	저를 믿어 주셔서 기뻐요.
line:3a2ed5ef	I'm glad you two are working out though.	아무튼 둘이 잘되고 있다니 기뻐요.
line:c0972e81	I'm glad you two are working out.	둘이 잘되고 있어서 기뻐요.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	자신에게 가장 좋은 선택을 할 수 있어서 다행이에요.
line:d5a90e1c	I'm glad!	기쁘군요!
line:286fec49	I'm glad.	다행이네요.
line:42f5fd9d	I'm glad.	다행이네요.
line:99b6dc81	I'm glad.	다행이네요.
line:570d4953	I'm happy for you!	둘이 잘돼서 기쁘네!
line:ac6d5bd3	I'm happy for you!	둘이 잘돼서 기쁘네!
line:ed5c40ca	I'm happy for you!	둘이 잘돼서 기쁘네!
line:79099951	I'm happy to be here too.	저도 여기 와서 기쁩니다.
line:99fd9b51	I'm happy to give you a place you can relax.	편히 쉬실 곳을 드릴 수 있어서 기뻐요.
line:5d36d5c8	I'm happy to have met you.	당신을 만나 기쁩니다.
line:ce21622a	I'm happy to hear that.	그렇다니 기뻐요.
line:69963a6c	I'm happy you feel comfy here.	여기를 편하게 느끼셔서 기뻐요.
line:38388248	I'm here for a wash.	씻으러 왔습니다.
line:a6974256	I'm here if you need someone to talk to.	이야기할 사람이 필요하면 제가 있어요.
line:6690512d	I'm impressed.	감탄스럽네.
line:2e424b13	I'm in need of another wash.	또 씻으러 왔어요.
line:ef91a572	I'm Jealous!	질투 나네!
line:a79b8639	I'm just happy I don't feel judged here.	여기서는 평가받는 기분이 들지 않아서 좋아요.
line:8076eb95	I'm just here for a wash though.	그래도 그냥 씻으러 온 거야.
line:c2caa0b7	I'm just here to bring you food!	그냥 음식 가져다주려고 온 거예요!
line:ec6c7823	I'm just... Happy.	그냥... 행복해서요.
line:ed4b0d48	I'm kind of excited.	조금 기대되네요.
line:266c652e	I'm looking forward to seeing you again	또 만날 날이 기다려져요.
line:e91e2041	I'm not <i>that</i> little-	전 <i>그렇게</i> 작지는 않은데...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	왜 갑자기 당신의 '이프'가 이해되는지 모르겠군요.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	잘 모르겠어요. WingCo에서 할인하길래 샀거든요.
line:5b31909a	I'm only doing what I think is right.	옳다고 생각하는 일을 할 뿐이에요.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	이번 일은 정말 부끄럽기 짝이 없습니다.
line:cfaffc52	I'm pumped.	기대된다.
line:c0a140f8	I'm really fond of letting folks ride on my back.	전 다른 사람을 등에 태워 주는 걸 좋아해요.
line:1a5e6184	I'm really looking forward to this.	정말 기대돼요.
line:8b43a434	I'm really sorry you got hurt. Who did this?	이렇게 다치다니 정말 속상하네요. 누가 그랬어요?
line:69ffe957	I'm so excited about this date!	이번 데이트 정말 기대돼요!
line:e6290003	I'm so excited. I'll get you two in contact!	정말 기대돼요. 둘을 연결해 줄게요!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	아까 그런 이야기를 쏟아 내서 미안해요.
line:e613b1c3	I'm sorry I snapped at you earlier.	아까 너한테 쏘아붙여서 미안해.
line:de208e68	I'm sorry you got hurt...	다쳐서 마음이 아프네요...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	아직 진흙이 많네요. 비누칠해 주면 좋겠어요.
line:51d4e418	I'm such an idiot.	난 진짜 멍청해.
line:32114891	I'm sure nobody will know...	아무도 모를 거예요...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	뭐라도 떠오르겠죠! 부두에서 만나요!
line:8136ef1a	I'm surprised how nice it is.	이렇게 좋을 줄은 몰랐어요.
line:722c6ab2	I'm thinking a date soon.	곧 데이트할까 생각 중이에요.
line:3471e9b1	I'm trying my best.	최선을 다하고 있어.
line:01492e5e	I'm trying not to be pushy.	강요는 안 하려고.
line:4d6cd625	I'm trying to get away from the house for a bit.	집에서 잠깐 벗어나고 싶어서요.
line:c1ef777a	I'm unsure why speaking with you is so easy.	왜 당신과는 이렇게 쉽게 대화할 수 있는지 모르겠습니다.
line:822c0718	I'm very excited.	정말 기대돼요.
line:ddab3d34	I'm very satisfied with these results..	결과가 무척 만족스럽군요..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	잘 알고 있습니다. 꼼꼼히 씻고 나면 느낌부터 다르지요!
line:f9193c0d	I'm willing to do it. But I'd like something new.	해 볼 생각은 있어요. 그래도 새로운 게 좋겠네요.
line:63981253	I'm... Happy.	저... 행복해요.
line:f80bd44b	I'm... not certain I'd like to use this today.	오늘은... 이걸 쓰고 싶은지 잘 모르겠습니다.
line:d422462e	I'm... not sure I can answer that for you.	그건... 제가 대신 답해 드릴 수 있을지 모르겠어요.
line:8f107933	I'm... Rather close now	이제... 거의 한계입니다.
line:24c52c54	I'm... wondering...	저... 그게...
line:6bbd7f1d	I've always hated the rain.	전 원래 비를 싫어했어요.
line:b4353808	I've always loved giving my biped friends rides...	두 발로 걷는 친구들을 태워 주는 건 항상 즐거웠어요...
line:9541fceb	I've been considering asking you this for a while now.	이 질문을 드릴까 한동안 고민했습니다.
line:505154a4	I've been thinking...	생각해 봤는데요...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	작은 친구들에게는 얼굴을 마주 보고 말하는 게 예의라고 배웠어요.
line:2c560e29	I've been trying to get into the social sciences aswell.	사회과학 쪽에도 발을 들여 보려 하고 있습니다.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	아는 녀석이 내일 선물 하나 가져다줄 수 있어. 분위기가 살아날걸.
line:212f0021	I've had a lot of free time lately.	요즘 시간이 많거든요.
line:701b9feb	I've had a lot of free time lately.	요즘 시간이 많거든요.
line:79da763f	I've had a lot of free time lately.	요즘 시간이 많거든요.
line:3c4443fd	I've seen bigger	더 큰 것도 봤어요.
line:d7a90078	I...	전...
line:393d0e05	I... hm.	저... 음.
line:0da5609b	I... Know this is unprompted.	갑작스러운... 이야기인 건 압니다.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	관계가 <i>너무</i> 힘들고 결국 끝날 거라는 걸 알아요.
line:b2f52b23	If I could uhm...	혹시, 제가...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	사실 전부터 조금 마음에 두고 있었어요.
line:7c13c28e	If only.	있으면 좋겠네요.
line:a56c5621	If someone like Ryan is interested, you're doing great.	라이언 같은 사람이 관심을 보였다면 잘하고 있는 거예요.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	또 규정 위반이 들통나면 제 명예는 끝장입니다!
line:83f511d2	If ya' place the mount for me I'll have at it.	기구만 놓아 주면 바로 시작할게.
line:7ead92b1	If you could come up front so I could talk.	이야기할 수 있게 앞으로 와 줄래요?
line:e78656aa	If you could come up to where I can see you.	제가 볼 수 있는 쪽으로 와 줄래요?
line:9a013329	If you wanna talk about it more, I've got a minute.	더 이야기하고 싶으면 잠깐 시간 있어요.
line:3d014153	If you want to use it that's fine!	쓰고 싶으시면 괜찮아요!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	이 문구가 보이면 Nael에게 알리거나 버그를 제보해 주세요.
line:b9ab4eed	Im not complaining though.	불만은 없지만.
line:27340362	In a bad way?	나쁜 쪽으로요?
line:2019bb85	In a good way?	좋은 쪽으로요?
line:91d5fb72	Incredible!	믿을 수 없어!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	그렇습니다! 이제 저를 씻겨 줬으면 하는 코볼트는 당신뿐입니다.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	그렇습니다. 제 문장을 알아보셨군요! 저는 연금술을 가르칩니다.
line:dd9d30d2	Indeed. I'm glad you were able to help.	그렇습니다. 도움을 받아 다행입니다.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	그렇습니다. 함께 있기 무척 좋은 분이지요.
line:78c9b5cc	Is everything okay?	별일 없어요?
line:bea8f1f7	Is something on your mind?	무슨 생각 해요?
line:6b6dd8bc	Is that a good thing...?	좋은 뜻인가요...?
line:848727f2	Is that a threat...?	협박하는 거예요...?
line:db302830	Is that why you came in the first time?	그래서 처음 여기 오셨던 거예요?
line:00e41343	Is this good?	이렇게 하면 좋아요?
line:7982d3d8	Is this the right place?	제대로 찾아온 거 맞죠?
line:c48f59a9	Is this the right place?	제대로 찾아온 거 맞죠?
line:b05f6eea	Isn't that... Wood?	그거... 나무 아닌가요?
line:bf137cb4	It arrived this morning, it should be near the gate.	오늘 아침에 도착했으니 문 근처에 있을 겁니다.
line:5080b6dd	It depends! Dragon thing.	때에 따라 다르죠! 드래곤이니까요.
line:34cf0601	It did! Thanks for asking.	잘됐어요! 물어봐 줘서 고마워요.
line:900dca3c	It does wonders.	큰 힘이 됩니다.
line:cfd504c5	It does wonders.	큰 힘이 됩니다.
line:ac13bf68	It is indeed rather cool.	정말 꽤 멋집니다.
line:ea445b46	It is rather novel isn't it?	꽤 신선한 경험이지요?
line:56d34a41	It is? Good to know...	그래요? 알아 둘게요...
line:b058318f	It means you're doing a good job in kobold.	코볼트 말로 잘하고 있다는 뜻이에요.
line:13c906c7	It really has been. You're wonderful.	정말 그랬어요. 당신은 멋져요.
line:b032bfb1	It turns out baking is messy!	베이킹을 하면 몸이 더러워지더라고요!
line:da4f12a1	It turns out baking is messy!	베이킹을 하면 몸이 더러워지더라고요!
line:e106207b	It turns out baking is messy!	베이킹을 하면 몸이 더러워지더라고요!
line:e0c8c57b	It was good. We had sex.	좋았어요. 섹스했어요.
line:681117ec	It was great. Conrad is wild. Good wild.	좋았어요. 콘래드는 거칠죠. 좋은 의미로요.
line:28eee9f5	It went great!	아주 좋았어요!
line:92bfe06c	It went great!	아주 좋았어요!
line:a5d2b991	It went well.	잘됐어요.
line:1ab5969b	It would be a... date. As most would say.	그러니까... 데이트입니다. 흔히들 그렇게 부르지요.
line:8440a3f4	It's a regrettable state I find myself in...	제 꼴이 참 한심하군요...
line:1706e86d	It's also new to me...	저도 처음이에요...
line:c1b8e62b	It's always good when a kobold knows what they like.	자기가 뭘 좋아하는지 아는 코볼트는 언제나 좋지.
line:deffce5c	It's crazy how much your neck can handle.	목에 얼마나 들어가는지 정말 신기해요.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	지금 어울리는 사람들 밖에서 새로운 사람을 만나기는 어렵네요.
line:48cfc92b	It's endearing!	사랑스럽죠!
line:5b6f00bd	It's fine.	괜찮아요.
line:13dc0f15	It's fine. I close in about an hour.	괜찮아요. 한 시간쯤 뒤에 닫아요.
line:23ac92c8	It's freeing. I'll be back, yeah?	해방되는 기분입니다. 또 오겠습니다.
line:de9fdb93	It's hard to hold back..	참기 어렵네요..
line:9ebea3d0	It's hard to not be nervous after everything...	지금까지 그런 일을 겪고 나니 긴장 안 하기가 힘드네...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	재미있어요. 두 발로 걷는 분들은 음식을 음미하더라고요.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	콘래드한테 무슨 일이 있었거든요. 괜찮아야 할 텐데.
line:bee6c7dd	It's just that...	그냥...
line:3b76093c	It's made for eating things whole.	통째로 삼키게 만들어진 목이니까요.
line:19f36dc0	It's my dream.	제 꿈입니다.
line:18db795f	It's never easy to end things.	관계를 끝내는 건 언제나 어렵죠.
line:049fb01f	It's nice to have friends to rely on.	기댈 수 있는 친구가 있다는 건 좋네.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	잠깐이나마 통제권을 내려놓을 수 있으니 좋군요.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	별일 아니에요. 다들 괜찮은 것 같은데요.
line:7e511da7	It's okay!	괜찮아요!
line:b14d8520	It's okay, you sound like you need it.	괜찮아요. 이야기가 필요한 것 같아서요.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	괜찮아요. 그래야 했어요. 함께 있어도 행복하지 않았거든요.
line:47455767	It's okay. I'll figure something out.	괜찮아요. 어떻게든 해 봐야죠.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	점점 <i>내</i> 잘못 같아져.
line:7ab244af	It's the best way to enjoy food.	이게 음식을 즐기는 제일 좋은 방법이에요.
line:0b7589ff	It's the mount you asked for.	부탁했던 기구예요.
line:a5780e74	It's wonderful to be back!	다시 오니 정말 좋군요!
line:649e8eb3	Its a nice get away from everything out there.	바깥일을 잠시 잊고 쉬기 좋네요.
line:d0361dd9	Its like an equine fusion thing...	말 종족의 퓨전 요리 같은 건데...
line:df86a610	Jokes aside, your wash is definitely the best.	농담 빼고, 여기가 확실히 최고야.
line:7fe40d2b	Just a rough day. Hoping this helps!	그냥 좀 힘든 날이었어요. 씻고 나면 나아지겠죠!
line:ce77a00e	Just did!	방금 했어요!
line:7c93c604	Just doing my job!	제 일을 할 뿐이에요!
line:fa0a9fbb	Just having fun.	그냥 즐기는 거야.
line:9e9425cd	Just possibly...	어쩌면...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	술집에 있던 드래곤 하나. 내가 멍청했어... 입을 닥치질 못했지.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	손으로 만져 주면 저도 도와볼게요.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	그냥, 어... 내가 이런 말 했다는 건 아무한테도 말하지 마.
line:3bac1dad	Just... open the gate.	그냥... 문이나 열어 줘.
line:4f826403	Keep going a little longer please	조금만 더 해 줘요.
line:087039ba	Keep going.	계속해.
line:d8f92323	Kinda! I've been getting out more.	좀 있어! 밖에 더 자주 나가고 있거든.
line:b965b4dd	Knock that off, we're not done yet. Right?	그만해요. 아직 안 끝났잖아요. 그렇죠?
line:d9d276bb	Kobolds always seem enamored by me eating.	코볼트들은 제가 먹는 모습을 늘 신기해해요.
line:0274cacd	Kobolds are very flexible. It will fit.	코볼트는 아주 유연해요. 들어갈 거예요.
line:20cb68b9	lemme in?	들어가도 돼요?
line:41d5085a	Let go whenever you are ready.	준비되면 마음껏 하세요.
line:29a77d09	Let me give it a try!	한번 써 보자!
line:265e14cb	Let me know when you're finished rinsing.	헹구는 일이 끝나면 말씀해 주십시오.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	이 <i>빅 C</i>를 내보내 줘!
line:f7382398	Let's get going~!	시작해 보죠~!
line:c50535b3	Let's have it!	전부 줘요!
line:9accd60e	Lets wash it off for our date tonight then.	그럼 오늘 데이트를 위해 씻어 내죠.
line:7ce1b833	Like what?	어떻게요?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	주변 사람들은 좋지만, 얽힌 사정도 많아서요.
line:aa1c54ab	Like, in general.	전부 다요.
line:bbe51f87	Like, in general.	전부 다요.
line:7b7b0a3f	Like, the future of my relationships.	앞으로의 연애 말이에요.
line:db79a905	Like... a lemon?	그러니까... 레몬이요?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	그러니까... 개자식처럼? 나랑 있으면 괴로운 거 알아.
line:a0a0a49c	Like... sexual stuff?	그러니까... 야한 거요?
line:9becd177	Look at me! I'll be the laughing stock of my students.	제 꼴을 보십시오! 학생들 웃음거리가 되겠습니다.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	물로 좀 씻으려고. 기구도 쓰면 좋겠고.
line:abdb5822	Looking forward to seeing ya'	다음에 또 만나요.
line:5c335985	Looking forward to seeing you soon.	곧 다시 뵙기를 바랍니다.
line:1d0abc80	Looking forward to the wash.	씻는 게 기대되는군요.
line:646279a0	Looks like it.	그런 것 같네.
line:b6093881	Looks like ya' got a shipment, eh?	뭐가 배송됐나 보네?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	다행히 현대에는 자연 발화로 인한 죽음을 상당 부분 막아 냈지요.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	좀 어질렀네요... 그래도 그럴 만한 가치가 있었어요.
line:301e8665	Make haste! My reputation is on the line.	서둘러 주십시오! 제 명예가 걸려 있습니다.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	아주 깨끗이 씻어야죠. <size=70%><i>헤헤.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	그럴 수 있죠! 작은 드래곤은 재미있어요.
line:22b2643b	Makes sense.	이해돼요.
line:e7f0e9ed	Makes sense.	이해돼요.
line:89c9a73b	Many think it's part of my body.	몸의 일부라고 생각하는 이들이 많습니다.
line:d7bcbe29	Max says I'm a clumsy dragon,	맥스는 제가 덜렁대는 드래곤이라고 해요.
line:db986d0d	May you open the gate?	문을 열어 주시겠습니까?
line:76a97730	Maybe later...?	나중에는 모르겠지만요...?
line:08a422ba	Maybe like...	뭐랄까...
line:6f293b7a	Maybe someone new...	어쩌면 새로운 사람...
line:d2558a04	Maybe someone?	새로운 사람일 수도 있겠죠?
line:67a46ddc	Maybe we can hang out later?	나중에 같이 놀까요?
line:5691478f	Maybe we could just... Walk?	그냥... 산책할까요?
line:7734bf93	Me too, thanks!	저도요, 고마워요!
line:627a13e4	Me too.	저도요.
line:d3c733f5	Me too.	저도요.
line:ffa63d1b	Me too.	저도요.
line:040ee2a7	me too.	저도요.
line:d13cd125	Me.	저 자신이기만을 바라는 첫 번째 사람입니다.
line:14e7b293	Me?	제가요?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	어떤 코볼트와 데이트할 준비가 됐다는 뜻이죠.
line:e5da247d	Means you know how to get hands on!	그러니까 손쓰는 법도 알겠지!
line:171707d2	Mhm!	네!
line:11306335	Mhm! Come back anytime.	네! 언제든 또 오세요.
line:69dd6a73	Mhm! he's trying to meet new people.	네! 새로운 사람을 만나 보려고 하고 있어요.
line:da17b746	Mhm! I'm <i>the</i> kobold!	네! 제가 바로 <i>그</i> 코볼트예요!
line:a0cb3f78	Mhm! that's him.	네! 맞아요.
line:164fdb01	Mhm, he's trying.	네, 노력하고 있어요.
line:1a663dcf	Mhm, right this way.	네, 이쪽으로 오세요.
line:3cd8a8bd	Mhm... Thank you.	음... 감사합니다.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	지금 묻기는 좀 이상할지도 몰라. 그래도오...
line:57d8b72a	Mind opening the gate to let me out?	나갈 수 있게 문 좀 열어 줄래요?
line:b2a507ab	Mind opening the gate to let me out?	나갈 수 있게 문 좀 열어 줄래요?
line:6d726280	Mind washing more?	조금만 더 씻겨 줄래요?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	음, 문을 열겠다는 뜻으로 이해하면 됩니까?
line:dd0c77ae	Mmm, Yeah I know the type.	음, 네, 어떤 성격인지 알겠어요.
line:d8cafcc7	mmm..	으음...
line:729cea0c	Mmmhm, I always do my best.	네, 언제나 최선을 다해요.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	음. 수면 시간은 좀 고쳐 볼게...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	네, 콘래드랑 데이트할 준비를 해야죠.
line:a78dd44b	mmph! (Yea!)	읍! (네!)
line:b132719c	Mmph- Hm?	음... 네?
line:16ee6b14	Money... mmm...	돈... 음...
line:d8cc8048	Most people do!	대부분 그렇죠!
line:3d723db0	Must mean you two are a good match.	두 분이 잘 맞는다는 뜻이겠지요.
line:9ca994a5	My bad	제 실수예요.
line:aaecba3d	My bad	제 실수예요.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	제 동료 이그윅스 교수가 저를 발판으로 쓰고 싶어 했습니다.
line:08af3902	My date with Ryan was...	라이언이랑 데이트는...
line:116b5405	My date with Ryan was...	라이언이랑 데이트는...
line:e26c3b65	My first ever Yarn script in Unity!	Unity에서 처음 만든 Yarn 스크립트!
line:f15b014f	My names Ryan. So...	제 이름은 라이언이에요. 그런데...
line:e4aced7b	My students could learn a thing or two from your work ethic!	제 학생들도 당신의 성실함을 배워야겠습니다!
line:dfe74420	My-	이런...
line:9b915bf2	Nah.	아니요.
line:c3642dec	Nah.	아니요.
line:393c128a	Never cleaned a teacher dragon... woah.	선생님인 드래곤은 처음 씻겨 봐요... 우와.
line:a99b03ed	Never tried it.	먹어 본 적은 없네요.
line:6df809e1	Nevermind. Could you get the gate?	아니에요. 문 좀 열어 줄래요?
line:d3a50f3f	Next time I come in for a wash we'll go.	다음에 씻으러 오면 가자.
line:ac5afd96	Next time I come in I'll have reservations!	다음에 올 땐 예약해 둘게!
line:8990fcc9	Nice! Whats with all the... Gloop?	잘됐네요! 그런데 그... 끈적한 건 뭐예요?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	좋아. 근데 문부터 열어. 콘래드 들어간다!
line:acab92d4	Nnf... I believe I needed that. Thank you.	으응... 필요했던 것 같습니다. 감사합니다.
line:8fe11008	Nnnf... That was way better than those berries.	으응... 베리보다 훨씬 낫네.
line:b251704a	No	아니요.
line:e05c2dca	No	아니요.
line:dc86c2de	no	아니요
line:5794ea87	No amount of justification makes it feel good though.	하지만 아무리 이유를 찾아도 마음이 아픈 건 어쩔 수 없네요.
line:5a5ec440	No I actually just got it	아뇨, 사실 막 받은 거예요.
line:cd5f07ca	No more excuses.	이제 변명은 그만할래.
line:4b38230f	No need for thanks. I'll get the gate.	별말씀을요. 문 열어 드릴게요.
line:11604fbd	No need to be nervous, Alexander!	긴장하지 않으셔도 돼요, 알렉산더!
line:eefef647	No need to be.	그렇게 생각하지 않으셔도 돼요.
line:73ea230a	No no, you're a certified cleaner yeah?	아니, 아니. 너 목욕사 자격증 있잖아?
line:743c64e6	No not really.	아뇨, 사실 안 괜찮아요.
line:50feefe8	No problem!	별말씀을요!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	별말씀을요! 빨리 콘래드를 만나 봤으면 좋겠어요.
line:0a9993d2	No problem, thanks!	괜찮아요, 고마워요!
line:10bdb3a4	No problem, thanks!	괜찮아요, 고마워요!
line:3a8f65fa	No problem.	별말씀을요.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	괜찮아요. 문 열어 드릴게요!
line:eedccaec	No way.	그럴 리가요.
line:f0351f0c	No way.	그럴 리가요.
line:d726f776	No worries,	괜찮아요.
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	아니요! 아니, 맞지만 제 명예를 위해 이곳에 온 건 비밀로 해 주시겠습니까?
line:f7f963e3	No, I am.	아뇨, 더럽습니다.
line:54faa7c0	No, I don't think I do.	아뇨, 아마 없을 거예요.
line:38419d8b	No, it's not. No more excuses.	아니, 안 괜찮아. 이제 변명은 그만할래.
line:cd9b2a8f	No, thank you. I'm... Really excited.	아니에요, 제가 고맙죠. 정말... 기대돼요.
line:1af1ad05	No, we don't offer things like that here.	아니요, 여기서는 그런 서비스를 하지 않아요.
line:cb7e94e5	no.	아뇨.
line:6128a09c	No. A lime that is yellow.	아뇨. 노란색인 라임입니다.
line:de25dacd	No. I'm not. Do you have a medkit or not?	아니, 안 괜찮아. 구급상자 있냐고.
line:1cc64bcf	No.. No it's fine... thank you.	아니... 아니, 괜찮아... 고마워.
line:525f5744	Nope	아니요.
line:fbd2c3e7	Nope.	아니요.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	평소 같으면 기구도 좋지. 근데 지금은 아니야.
line:ab92da6a	Not anymore at least!	적어도 이제는 아니죠!
line:0cfcd179	Not for a date though.	데이트하기엔 아니지만.
line:d1b90e2c	Not sure yet.	아직 모르겠어요.
line:e9643b5d	Not yet.	아직요.
line:326cc84d	Not yet. a little longer.	아직요. 조금만 더요.
line:56a729f6	Nothing more attractive than a man who can improve!	발전할 줄 아는 남자보다 매력적인 건 없죠!
line:b5dabf9f	Nothing more attractive than a man who can improve!	발전할 줄 아는 남자보다 매력적인 건 없죠!
line:8a321997	Now I'm eyeballing the mount...	이제 저 기구가 눈에 들어오네...
line:5e0a6d7a	Now I'm out here, agh!	결국 제가 이렇게 밖에 나와 있지 않습니까!
line:564a9606	Now they'll never need to know!	이제 아무도 몰라도 되겠네요!
line:d66b7986	Now!	자, 이제!
line:63596bb3	Now, do you have a medkit or not?	그래서 구급상자 있어, 없어?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	이제 들어가게 해 줘! 저거 써 보고 싶어!
line:0554966a	Now, more food?	그럼, 좀 더 먹을까요?
line:3fb3f8d4	Now, round two!	이제 두 번째 판이지!
