# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	E aí, cachorrão.
line:3a2ed5ef	I'm glad you two are working out though.	Mas fico feliz que vocês estejam dando certo.
line:c0972e81	I'm glad you two are working out.	Fico feliz que vocês estejam dando certo.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Fico feliz que tenha conseguido tomar a melhor decisão pra você.
line:d5a90e1c	I'm glad!	Fico feliz!
line:286fec49	I'm glad.	Fico feliz.
line:42f5fd9d	I'm glad.	Fico feliz.
line:99b6dc81	I'm glad.	Fico feliz.
line:570d4953	I'm happy for you!	Fico feliz por vocês!
line:ac6d5bd3	I'm happy for you!	Fico feliz por vocês!
line:ed5c40ca	I'm happy for you!	Fico feliz por vocês!
line:79099951	I'm happy to be here too.	Também fico feliz de estar aqui.
line:99fd9b51	I'm happy to give you a place you can relax.	Fico feliz em oferecer um lugar onde possa relaxar.
line:5d36d5c8	I'm happy to have met you.	Fico feliz por ter conhecido você.
line:ce21622a	I'm happy to hear that.	Fico feliz de ouvir isso.
line:69963a6c	I'm happy you feel comfy here.	Fico feliz que se sinta à vontade aqui.
line:38388248	I'm here for a wash.	Vim tomar banho.
line:a6974256	I'm here if you need someone to talk to.	Estou aqui se precisar conversar com alguém.
line:6690512d	I'm impressed.	Tô impressionado.
line:2e424b13	I'm in need of another wash.	Preciso de outro banho.
line:ef91a572	I'm Jealous!	Tô com inveja!
line:a79b8639	I'm just happy I don't feel judged here.	Só fico feliz por não me sentir julgado aqui.
line:8076eb95	I'm just here for a wash though.	Mas só vim tomar banho.
line:c2caa0b7	I'm just here to bring you food!	Só vim trazer comida pra você!
line:ec6c7823	I'm just... Happy.	É só que... estou feliz.
line:ed4b0d48	I'm kind of excited.	Estou até animado.
line:266c652e	I'm looking forward to seeing you again	Estou com vontade de te ver de novo.
line:e91e2041	I'm not <i>that</i> little-	Não sou <i>tão</i> pequeno assim...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Não sei por que comecei a entender seus "yips" de repente.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Não tenho certeza. Estava em promoção na WingCo.
line:5b31909a	I'm only doing what I think is right.	Só estou fazendo o que acho certo.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Estou profundamente constrangido com toda esta situação.
line:cfaffc52	I'm pumped.	Tô animado.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Gosto muito de levar as pessoas nas minhas costas.
line:1a5e6184	I'm really looking forward to this.	Estou com muita vontade.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Sinto muito mesmo pelos seus ferimentos. Quem fez isso?
line:69ffe957	I'm so excited about this date!	Estou tão animado pra este encontro!
line:e6290003	I'm so excited. I'll get you two in contact!	Que animação! Vou colocar vocês em contato!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Desculpa por despejar tudo aquilo em você antes.
line:e613b1c3	I'm sorry I snapped at you earlier.	Desculpa por ter sido grosso com você antes.
line:de208e68	I'm sorry you got hurt...	Sinto muito que tenham te machucado...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Ainda estou bem enlameado. Seria ótimo se me ensaboasse.
line:51d4e418	I'm such an idiot.	Sou um idiota.
line:32114891	I'm sure nobody will know...	Tenho certeza de que ninguém vai saber...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	A gente vai pensar em alguma coisa! Me encontra no píer!
line:8136ef1a	I'm surprised how nice it is.	Estou surpreso com o quanto é bom.
line:722c6ab2	I'm thinking a date soon.	Estou pensando num encontro em breve.
line:3471e9b1	I'm trying my best.	Tô fazendo o meu melhor.
line:01492e5e	I'm trying not to be pushy.	Tô tentando não ser insistente.
line:4d6cd625	I'm trying to get away from the house for a bit.	Estou tentando sair um pouco de casa.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Não sei por que conversar com você é tão fácil.
line:822c0718	I'm very excited.	Estou muito animado.
line:ddab3d34	I'm very satisfied with these results..	Estou muito satisfeito com o resultado..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Sei muito bem. Dá para sentir a diferença de uma limpeza completa!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Estou disposto a fazer isso. Mas queria algo novo.
line:63981253	I'm... Happy.	Estou... feliz.
line:f80bd44b	I'm... not certain I'd like to use this today.	Não... tenho certeza de que gostaria de usar isso hoje.
line:d422462e	I'm... not sure I can answer that for you.	Não... sei se posso responder isso por você.
line:8f107933	I'm... Rather close now	Estou... bem perto agora.
line:24c52c54	I'm... wondering...	Estou... pensando...
line:6bbd7f1d	I've always hated the rain.	Sempre odiei chuva.
line:b4353808	I've always loved giving my biped friends rides...	Sempre gostei de levar meus amigos bípedes pra passear...
line:9541fceb	I've been considering asking you this for a while now.	Já faz um tempo que penso em lhe perguntar isso.
line:505154a4	I've been thinking...	Andei pensando...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Me disseram que é educado falar cara a cara com o pessoal menor.
line:2c560e29	I've been trying to get into the social sciences aswell.	Também tenho tentado me aprofundar nas ciências sociais.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Conheço um cara que pode deixar um presente amanhã pra dar uma animada.
line:212f0021	I've had a lot of free time lately.	Tenho tido bastante tempo livre ultimamente.
line:701b9feb	I've had a lot of free time lately.	Tenho tido bastante tempo livre ultimamente.
line:79da763f	I've had a lot of free time lately.	Tenho tido bastante tempo livre ultimamente.
line:3c4443fd	I've seen bigger	Já vi maiores.
line:d7a90078	I...	Eu...
line:393d0e05	I... hm.	Eu... Hum.
line:0da5609b	I... Know this is unprompted.	Eu... sei que isso veio do nada.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Se um relacionamento está <i>tão</i> complicado e você sabe que vai acabar.
line:b2f52b23	If I could uhm...	Se eu poderia, é...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Pra ser sincero, estou a fim de você faz um tempinho.
line:7c13c28e	If only.	Se pelo menos.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Se alguém como o Ryan se interessou, você está indo muito bem.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Se nos pegarem quebrando outra regra, minha reputação estará arruinada!
line:83f511d2	If ya' place the mount for me I'll have at it.	Se colocar o aparelho pra mim, eu mando ver.
line:7ead92b1	If you could come up front so I could talk.	Se puder vir aqui na frente pra gente conversar.
line:e78656aa	If you could come up to where I can see you.	Você pode vir até onde eu consiga te ver?
line:9a013329	If you wanna talk about it more, I've got a minute.	Se quiser conversar mais, tenho um tempinho.
line:3d014153	If you want to use it that's fine!	Se quiser usar, tudo bem!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Se estiver vendo isto, avise o Nael ou envie um relatório de bug.
line:b9ab4eed	Im not complaining though.	Mas não tô reclamando.
line:27340362	In a bad way?	No mau sentido?
line:2019bb85	In a good way?	No bom sentido?
line:91d5fb72	Incredible!	Incrível!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	De fato! Agora você é o único kobold que quero que me lave.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Sim, deve ter reconhecido meu brasão! Ensino alquimia.
line:dd9d30d2	Indeed. I'm glad you were able to help.	De fato. Fico feliz que tenha conseguido ajudar.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	De fato. Sua companhia é excelente.
line:78c9b5cc	Is everything okay?	Tá tudo bem?
line:bea8f1f7	Is something on your mind?	Tem alguma coisa na sua cabeça?
line:6b6dd8bc	Is that a good thing...?	Isso é bom...?
line:848727f2	Is that a threat...?	Isso é uma ameaça...?
line:db302830	Is that why you came in the first time?	Foi por isso que você veio da primeira vez?
line:00e41343	Is this good?	Está bom assim?
line:7982d3d8	Is this the right place?	É aqui mesmo?
line:c48f59a9	Is this the right place?	É aqui mesmo?
line:b05f6eea	Isn't that... Wood?	Isso não é... madeira?
line:bf137cb4	It arrived this morning, it should be near the gate.	Chegou hoje de manhã. Deve estar perto do portão.
line:5080b6dd	It depends! Dragon thing.	Depende! Coisa de dragão.
line:34cf0601	It did! Thanks for asking.	Foi! Obrigado por perguntar.
line:900dca3c	It does wonders.	Faz maravilhas.
line:cfd504c5	It does wonders.	Faz maravilhas.
line:ac13bf68	It is indeed rather cool.	De fato, é muito legal.
line:ea445b46	It is rather novel isn't it?	É algo bem novo, não é?
line:56d34a41	It is? Good to know...	É? Bom saber...
line:b058318f	It means you're doing a good job in kobold.	Em kobold, quer dizer que você está indo bem.
line:13c906c7	It really has been. You're wonderful.	Foi mesmo. Você é maravilhoso.
line:b032bfb1	It turns out baking is messy!	Descobri que fazer doces dá uma sujeira!
line:da4f12a1	It turns out baking is messy!	Descobri que fazer doces dá uma sujeira!
line:e106207b	It turns out baking is messy!	Descobri que fazer doces dá uma sujeira!
line:e0c8c57b	It was good. We had sex.	Foi bom. A gente transou.
line:681117ec	It was great. Conrad is wild. Good wild.	Foi ótimo. O Conrad é uma fera. No bom sentido.
line:28eee9f5	It went great!	Foi ótimo!
line:92bfe06c	It went great!	Foi ótimo!
line:a5d2b991	It went well.	Foi bom.
line:1ab5969b	It would be a... date. As most would say.	Seria um... encontro. Como costumam dizer.
line:8440a3f4	It's a regrettable state I find myself in...	É um estado lamentável, o meu...
line:1706e86d	It's also new to me...	Também é novidade pra mim...
line:c1b8e62b	It's always good when a kobold knows what they like.	É sempre bom quando um kobold sabe do que gosta.
line:deffce5c	It's crazy how much your neck can handle.	É doido o quanto seu pescoço aguenta.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	É difícil conhecer gente fora do meu círculo atual.
line:48cfc92b	It's endearing!	É fofo!
line:5b6f00bd	It's fine.	Tudo bem.
line:13dc0f15	It's fine. I close in about an hour.	Tudo bem. Fecho daqui a mais ou menos uma hora.
line:23ac92c8	It's freeing. I'll be back, yeah?	É libertador. Vou voltar, sim?
line:de9fdb93	It's hard to hold back..	É difícil segurar..
line:9ebea3d0	It's hard to not be nervous after everything...	É difícil não ficar nervoso depois de tudo...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	É curioso, vocês bípedes costumam saborear as refeições.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	É que aconteceu uma coisa com o Conrad. Espero que ele esteja bem.
line:bee6c7dd	It's just that...	É que...
line:3b76093c	It's made for eating things whole.	Ele foi feito pra engolir coisas inteiras.
line:19f36dc0	It's my dream.	É o meu sonho.
line:18db795f	It's never easy to end things.	Nunca é fácil terminar.
line:049fb01f	It's nice to have friends to rely on.	É bom ter amigos com quem contar.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	É bom abrir mão do controle, nem que seja por um momento.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Não é nada de mais. Parece que todo mundo está bem.
line:7e511da7	It's okay!	Tudo bem!
line:b14d8520	It's okay, you sound like you need it.	Tudo bem, parece que você precisa disso.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Tudo bem. Eu precisava. Não estava feliz com ela.
line:47455767	It's okay. I'll figure something out.	Tudo bem. Vou pensar em alguma coisa.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Tô começando a achar que a culpa é <i>minha</i>.
line:7ab244af	It's the best way to enjoy food.	É o melhor jeito de aproveitar a comida.
line:0b7589ff	It's the mount you asked for.	É o aparelho que você pediu.
line:a5780e74	It's wonderful to be back!	É maravilhoso estar de volta!
line:649e8eb3	Its a nice get away from everything out there.	É bom se afastar um pouco de tudo lá fora.
line:d0361dd9	Its like an equine fusion thing...	É meio que uma culinária de fusão equina...
line:df86a610	Jokes aside, your wash is definitely the best.	Brincadeiras à parte, seu banho é o melhor mesmo.
line:7fe40d2b	Just a rough day. Hoping this helps!	Só foi um dia difícil. Tomara que isso ajude!
line:ce77a00e	Just did!	Acabei de falar!
line:7c93c604	Just doing my job!	Só estou fazendo meu trabalho!
line:fa0a9fbb	Just having fun.	Só tô me divertindo.
line:9e9425cd	Just possibly...	Quem sabe...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Um dragão no bar. Fui idiota... Não soube calar a boca.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	É só tocar em mim com a mão que eu tento ajudar.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Só, é... Não conta pra ninguém que tô falando tudo isso.
line:3bac1dad	Just... open the gate.	Só... abre o portão.
line:4f826403	Keep going a little longer please	Continua mais um pouco, por favor.
line:087039ba	Keep going.	Continua.
line:d8f92323	Kinda! I've been getting out more.	Mais ou menos! Tenho saído mais.
line:b965b4dd	Knock that off, we're not done yet. Right?	Para com isso, a gente ainda não terminou. Certo?
line:d9d276bb	Kobolds always seem enamored by me eating.	Kobolds sempre parecem fascinados quando eu como.
line:0274cacd	Kobolds are very flexible. It will fit.	Kobolds são muito flexíveis. Vai caber.
line:20cb68b9	lemme in?	Me deixa entrar?
line:41d5085a	Let go whenever you are ready.	Pode se soltar quando estiver pronto.
line:29a77d09	Let me give it a try!	Deixa eu experimentar!
line:265e14cb	Let me know when you're finished rinsing.	Avise quando terminar de enxaguar.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Deixa o <i>grande C</i> sair daqui!
line:f7382398	Let's get going~!	Vamos nessa~!
line:c50535b3	Let's have it!	Manda tudo!
line:9accd60e	Lets wash it off for our date tonight then.	Então vamos limpar isso pro nosso encontro de hoje à noite.
line:7ce1b833	Like what?	Que jeito?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Eu amo quem está perto de mim, mas tem muita história envolvida.
line:aa1c54ab	Like, in general.	Por tudo, no geral.
line:bbe51f87	Like, in general.	Por tudo, no geral.
line:7b7b0a3f	Like, the future of my relationships.	No futuro dos meus relacionamentos, sabe?
line:db79a905	Like... a lemon?	Tipo... limão-siciliano?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Como... um babaca? Sei que sou insuportável.
line:a0a0a49c	Like... sexual stuff?	Tipo... coisas sexuais?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Olhe para mim! Vou virar piada entre meus alunos.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Quero uma ducha. E não ia achar ruim usar o aparelho também.
line:abdb5822	Looking forward to seeing ya'	Quero te ver de novo logo.
line:5c335985	Looking forward to seeing you soon.	Espero ver você de novo em breve.
line:1d0abc80	Looking forward to the wash.	Estou ansioso pelo banho.
line:646279a0	Looks like it.	Parece que sim.
line:b6093881	Looks like ya' got a shipment, eh?	Parece que chegou uma entrega, hein?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	Felizmente, as mortes por combustão espontânea são algo que já reduzimos bastante no mundo moderno.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Fiz uma baguncinha... Mas valeu a pena.
line:301e8665	Make haste! My reputation is on the line.	Depressa! Minha reputação está em jogo.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Fique bem limpinho. <size=70%><i>Hehe.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Faz sentido! É, dragões pequenos são divertidos.
line:22b2643b	Makes sense.	Faz sentido.
line:e7f0e9ed	Makes sense.	Faz sentido.
line:89c9a73b	Many think it's part of my body.	Muitos acham que faz parte do meu corpo.
line:d7bcbe29	Max says I'm a clumsy dragon,	Max diz que sou um dragão desastrado.
line:db986d0d	May you open the gate?	Poderia abrir o portão?
line:76a97730	Maybe later...?	Talvez depois...?
line:08a422ba	Maybe like...	Talvez, assim...
line:6f293b7a	Maybe someone new...	Talvez alguém novo...
line:d2558a04	Maybe someone?	Ou talvez alguém?
line:67a46ddc	Maybe we can hang out later?	A gente podia sair depois?
line:5691478f	Maybe we could just... Walk?	Talvez a gente pudesse só... passear?
line:7734bf93	Me too, thanks!	Eu também, obrigado!
line:627a13e4	Me too.	Eu também.
line:d3c733f5	Me too.	Eu também.
line:ffa63d1b	Me too.	Eu também.
line:040ee2a7	me too.	Eu também.
line:d13cd125	Me.	Eu mesmo.
line:14e7b293	Me?	Eu?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Significa que estou pronto pra sair com certo kobold.
line:e5da247d	Means you know how to get hands on!	Então sabe pôr a mão na massa!
line:171707d2	Mhm!	Uhum!
line:11306335	Mhm! Come back anytime.	Uhum! Volte quando quiser.
line:69dd6a73	Mhm! he's trying to meet new people.	Uhum! Ele está tentando conhecer gente nova.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Uhum! Eu sou <i>o</i> kobold!
line:a0cb3f78	Mhm! that's him.	Uhum! É ele.
line:164fdb01	Mhm, he's trying.	Uhum, ele está tentando.
line:1a663dcf	Mhm, right this way.	Uhum, por aqui.
line:3cd8a8bd	Mhm... Thank you.	Uhum... Obrigado.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Talvez seja meio estranho perguntar agora. Maaas...
line:57d8b72a	Mind opening the gate to let me out?	Pode abrir o portão pra eu sair?
line:b2a507ab	Mind opening the gate to let me out?	Pode abrir o portão pra eu sair?
line:6d726280	Mind washing more?	Pode lavar mais um pouco?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Hum, devo entender que vai abrir o portão?
line:dd0c77ae	Mmm, Yeah I know the type.	Hum, é, conheço o tipo.
line:d8cafcc7	mmm..	Hum...
line:729cea0c	Mmmhm, I always do my best.	Uhum, sempre faço o meu melhor.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Uhum. Vou tentar arrumar meus horários de sono...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Uhum, preciso me preparar pra um encontro com ele.
line:a78dd44b	mmph! (Yea!)	Mmph! (Sim!)
line:b132719c	Mmph- Hm?	Mmph... Hum?
line:16ee6b14	Money... mmm...	Dinheiro... Hum...
line:d8cc8048	Most people do!	A maioria das pessoas gosta!
line:3d723db0	Must mean you two are a good match.	Isso deve significar que vocês combinam.
line:9ca994a5	My bad	Foi mal.
line:aaecba3d	My bad	Foi mal.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Meu colega, o professor Igwyx, quis me usar como plataforma.
line:08af3902	My date with Ryan was...	Meu encontro com o Ryan foi...
line:116b5405	My date with Ryan was...	Meu encontro com o Ryan foi...
line:e26c3b65	My first ever Yarn script in Unity!	Meu primeiro roteiro Yarn no Unity!
line:f15b014f	My names Ryan. So...	Meu nome é Ryan. Então...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Meus alunos poderiam aprender com sua dedicação ao trabalho!
line:dfe74420	My-	Minha nossa...
line:9b915bf2	Nah.	Não.
line:c3642dec	Nah.	Não.
line:393c128a	Never cleaned a teacher dragon... woah.	Nunca dei banho num dragão professor de escola... Uau.
line:a99b03ed	Never tried it.	Nunca experimentei.
line:6df809e1	Nevermind. Could you get the gate?	Deixa pra lá. Pode abrir o portão?
line:d3a50f3f	Next time I come in for a wash we'll go.	Na próxima vez que eu vier tomar banho, a gente sai.
line:ac5afd96	Next time I come in I'll have reservations!	Na próxima vez que vier, já vou ter a reserva!
line:8990fcc9	Nice! Whats with all the... Gloop?	Que bom! O que é toda essa... meleca?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Boa. Mas tem que abrir o portão. Deixa o Conrad entrar!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Nnf... Acho que estava precisando disso. Obrigado.
line:8fe11008	Nnnf... That was way better than those berries.	Nnnf... Foi muito melhor do que aquelas frutinhas.
line:b251704a	No	Não.
line:e05c2dca	No	Não.
line:dc86c2de	no	Não
line:5794ea87	No amount of justification makes it feel good though.	Mas nenhuma justificativa faz isso deixar de doer.
line:5a5ec440	No I actually just got it	Não, na verdade acabei de receber.
line:cd5f07ca	No more excuses.	Chega de desculpas.
line:4b38230f	No need for thanks. I'll get the gate.	Não precisa agradecer. Vou abrir o portão.
line:11604fbd	No need to be nervous, Alexander!	Não precisa ficar nervoso, Alexander!
line:eefef647	No need to be.	Não precisa ficar assim.
line:73ea230a	No no, you're a certified cleaner yeah?	Não, não. Você tem certificado pra dar banho, né?
line:743c64e6	No not really.	Não, na verdade não.
line:50feefe8	No problem!	Sem problema!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Imagina! Quero muito que conheça o Conrad.
line:0a9993d2	No problem, thanks!	Sem problema, obrigado!
line:10bdb3a4	No problem, thanks!	Sem problema, obrigado!
line:3a8f65fa	No problem.	Sem problema.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Sem problema. Vou abrir o portão pro senhor!
line:eedccaec	No way.	Não é possível.
line:f0351f0c	No way.	Não é possível.
line:d726f776	No worries,	Tudo bem,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Não! Quer dizer, sim, mas, pelo bem da minha reputação, poderia guardar minha visita em segredo?
line:f7f963e3	No, I am.	Estou, sim.
line:54faa7c0	No, I don't think I do.	Não, acho que não.
line:38419d8b	No, it's not. No more excuses.	Não, não tá tudo bem. Chega de desculpas.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Não, eu que agradeço. Estou... muito animado.
line:1af1ad05	No, we don't offer things like that here.	Não, não oferecemos esse tipo de serviço aqui.
line:cb7e94e5	no.	Não.
line:6128a09c	No. A lime that is yellow.	Não. Um limão-taiti que é amarelo.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Não. Não tô bem. Tem um kit ou não?
line:1cc64bcf	No.. No it's fine... thank you.	Não... Não, tá tudo bem... Obrigado.
line:525f5744	Nope	Não.
line:fbd2c3e7	Nope.	Não.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Normalmente eu toparia usar o aparelho. Mas não agora.
line:ab92da6a	Not anymore at least!	Pelo menos agora não!
line:0cfcd179	Not for a date though.	Mas não pra um encontro.
line:d1b90e2c	Not sure yet.	Ainda não sei.
line:e9643b5d	Not yet.	Ainda não.
line:326cc84d	Not yet. a little longer.	Ainda não. Mais um pouco.
line:56a729f6	Nothing more attractive than a man who can improve!	Nada mais atraente que um homem capaz de melhorar!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Nada mais atraente que um homem capaz de melhorar!
line:8a321997	Now I'm eyeballing the mount...	Agora tô de olho no aparelho...
line:5e0a6d7a	Now I'm out here, agh!	E agora estou aqui fora, argh!
line:564a9606	Now they'll never need to know!	Agora eles nunca vão precisar saber!
line:d66b7986	Now!	Agora!
line:63596bb3	Now, do you have a medkit or not?	Então, tem um kit ou não?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Agora me deixa entrar! Quero experimentar esse negócio!
line:0554966a	Now, more food?	Então, mais comida?
line:3fb3f8d4	Now, round two!	Agora, segunda rodada!
line:12e6043e	Now... Food?	Então... Comida?
line:5f8b2de4	oah. <size=70%>okay.	Ah. <size=70%>Tá bom.
line:13223129	Of course	Claro.
line:283e56d8	Of course I am! I know I'm very...	Claro que sou! Sei que sou muito...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Claro que sei. Sou <i>profissional</i>.
line:0b226939	Of course it is!	Claro que não!
line:f21dd9d4	Of course it is!	Claro que não!
line:642255fc	Of course!	Claro!
line:76f8c20c	Of course!	Claro!
line:877aced7	Of course!	Claro!
line:d2401e75	Of course!	Claro!
line:f9eb2b4a	Of course! Right this way!	Claro! Por aqui!
line:0d20d327	Of course! Thank you for the food.	Claro! Obrigado pela comida.
line:4da976f5	Of course! You run a fine establishment.	Claro! Você tem um ótimo estabelecimento.
line:b629bcf2	Of course! You're wonderful.	Claro! Você é maravilhoso.
line:b6c96475	Of course, you run a fine establishment.	Claro, você tem um ótimo estabelecimento.
line:dd082478	Of course.	Claro.
line:203cc3d2	Of course. One moment!	Claro. Só um instante!
line:fd145efe	Of course. Sorry you're going through all this.	Claro. Sinto muito que esteja passando por tudo isso.
line:7305cdbc	Oh cool!	Ah, legal!
line:eb6ae4c3	Oh cool!	Ah, legal!
line:77c996e8	Oh damn! You really are adventurous!	Caralho! Você é aventureiro mesmo!
line:3fdb9d01	Oh fcuk something went wrong	Merda, alguma coisa deu errado.
line:9e403ecd	Oh fuck yeah.	Ah, porra, sim.
line:13c39c50	Oh fudge, forget I said that!	Ah, droga, esqueça que eu disse isso!
line:e722753e	Oh goodness no..	Ah, céus, não..
line:55e3dd36	Oh hi! um..	Ah, oi! É...
line:e8ee5747	Oh hi! um..	Ah, oi! É...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Ah, é aquele dragão pequenininho que vi entrando outro dia, né?
line:001ab950	Oh I heard good things about that.	Ah, ouvi coisas boas desse.
line:0a4a28c0	Oh I see the button there, gotcha!	Ah, vi o botão ali. Entendi!
line:c6b0b1aa	Oh like, swallowing things whole?	Ah, engolindo as coisas inteiras?
line:10254d13	Oh my	Minha nossa.
line:39f6c77d	Oh my bad	Ah, foi mal.
line:79511a66	Oh my bad	Ah, foi mal.
line:8cfbd75d	Oh my bad	Ah, foi mal.
line:cb71b2a1	Oh my bad	Ah, foi mal.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Meu Deus... Não esperava que fosse tão... ousado com as mãos.
line:c60c65e8	Oh my. I suppose I could use the mount!	Minha nossa. Acho que poderia usar o aparelho!
line:433cb27e	Oh no! Do you want to talk about it?	Ah, não! Quer conversar sobre isso?
line:d908622a	Oh no, Conrad. are you okay?	Ah, não, Conrad. Você está bem?
line:bf977a7e	Oh okay. I'll go grab it.	Ah, tá. Vou buscar.
line:7428755b	Oh so it's new for both of us!	Ah, então é novidade pros dois!
line:513bed5a	Oh so it's new to both of us!	Então é novidade pros dois!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Ah, que bom. Fico feliz que ele esteja bem.
line:7d791906	Oh this is better, but I still feel dirty.	Ah, está melhor, mas ainda me sinto sujo.
line:63926ecd	Oh we're done?	Ah, terminamos?
line:546d1bf2	Oh wow, you're really covered in it!	Nossa, o senhor está mesmo coberto!
line:b2d99a43	Oh wow..	Ah, nossa..
line:e8052272	Oh yeah I liked the first one.	Ah, é, gostei do primeiro.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ah, sim, tem um lugar legal no centro chamado Wings.
line:d4d3ecd5	Oh yeah.	Ah, sim.
line:059142a3	Oh Yeah?	Ah, é?
line:71053a53	Oh Yeah?	Ah, é?
line:1121309c	Oh yeah?	Ah, é?
line:2b560f59	Oh yeah?	Ah, é?
line:2d2820b0	Oh yeah?	Ah, é?
line:6e82e54c	Oh yeah?	Ah, é?
line:b9d8a22f	Oh yeah?	Ah, é?
line:d8ce8566	Oh yeah?	Ah, é?
line:f103a4a8	Oh yeah?	Ah, é?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Ah, é? Ele parece meio esquentado.
line:60cdf456	Oh yeah? The little red drake?	Ah, sim? O pequeno dragão vermelho?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Ah, sim? O dragão azul-celeste que vi por aí?
line:762882b4	Oh yeeeaaah?	Ah, ééé?
line:5d737ca7	Oh yes	Ah, sim.
line:1c90fb6d	Oh you. Gonna make me blush.	Ah, você. Vai me fazer corar.
line:7e3e59aa	Oh!	Ah!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	Ah! Acho que já vi. O pequenininho, né?
line:3bc15278	Oh! No it wouldn't be. It's fun!	Ah! Não seria, não. É divertido!
line:c95a153d	Oh! nothing. I'll get the gate.	Ah! Nada. Vou abrir o portão.
line:b6fb6fce	Oh! Okay. I'll get the gate!	Ah! Tá bom. Vou abrir o portão!
line:4d3233a1	Oh! That's cold!	Ah! Está gelada!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	Ah! Então é melhor deixar o senhor entrar. Vou abrir o portão.
line:0f2dc134	Oh! Yeah that makes sense...	Ah! É, faz sentido...
line:1270a483	Oh, and I apologize for being absolutely filthy.	Ah, e peço desculpas por estar tão imundo.
