# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Qué tal, perro grande.
line:07e5fc05	I'm amazed!	¡Estoy impresionado!
line:4586d55d	I'm an asshole. I know I am.	Soy un imbécil. Lo sé.
line:a6d46685	I'm certain he also finds you pleasant!	¡Estoy seguro de que usted también le agrada!
line:ef399e26	I'm doing good!	¡Estoy bien!
line:a6c1f2f4	I'm excited for you!	¡Me alegra mucho por ti!
line:94fbdbf0	I'm excited for you. I'll get the gate!	Me alegro por ti. ¡Te abro la puerta!
line:f83e4966	I'm excited to hear about it!	¡Tengo ganas de que me cuentes!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Aunque también tengo ganas de verlas irse por el desagüe.
line:24832f01	I'm excited.	Me hace ilusión.
line:69f406a6	I'm excited.	Me hace ilusión.
line:a00f681d	I'm excited.	Me hace ilusión.
line:a0479425	I'm excited.	Me hace ilusión.
line:b5d7d26f	I'm excited.	Me hace ilusión.
line:d66b9155	I'm excited.	Me hace ilusión.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Me alegra que usted también disfrute de esto.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Me alegra que disfrute de su compañía. Seguro que él también disfruta de la suya.
line:c56ee060	I'm glad you enjoy my crest.	Me alegra que le guste mi emblema.
line:f44a1493	I'm glad you trust me.	Me alegra que confíe en mí.
line:3a2ed5ef	I'm glad you two are working out though.	De todos modos, me alegra que lo suyo funcione.
line:c0972e81	I'm glad you two are working out.	Me alegra que lo suyo esté funcionando.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Me alegra que hayas podido decidir lo mejor para ti.
line:d5a90e1c	I'm glad!	¡Me alegra!
line:286fec49	I'm glad.	Me alegra.
line:42f5fd9d	I'm glad.	Me alegra.
line:99b6dc81	I'm glad.	Me alegra.
line:570d4953	I'm happy for you!	¡Me alegro por ti!
line:ac6d5bd3	I'm happy for you!	¡Me alegro por ti!
line:ed5c40ca	I'm happy for you!	¡Me alegro por ti!
line:79099951	I'm happy to be here too.	A mí también me alegra estar aquí.
line:99fd9b51	I'm happy to give you a place you can relax.	Me alegra ofrecerle un lugar donde pueda relajarse.
line:5d36d5c8	I'm happy to have met you.	Me alegra haberlo conocido.
line:ce21622a	I'm happy to hear that.	Me alegra oírlo.
line:69963a6c	I'm happy you feel comfy here.	Me alegra que se sienta a gusto aquí.
line:38388248	I'm here for a wash.	Vengo a bañarme.
line:a6974256	I'm here if you need someone to talk to.	Estoy aquí si necesitas hablar con alguien.
line:6690512d	I'm impressed.	Me impresionas.
line:2e424b13	I'm in need of another wash.	Necesito otro baño.
line:ef91a572	I'm Jealous!	¡Qué envidia!
line:a79b8639	I'm just happy I don't feel judged here.	Me alegra poder estar aquí sin sentir que me juzgan.
line:8076eb95	I'm just here for a wash though.	Pero solo vengo a bañarme.
line:c2caa0b7	I'm just here to bring you food!	¡Solo vine a traerte comida!
line:ec6c7823	I'm just... Happy.	Es que... estoy feliz.
line:ed4b0d48	I'm kind of excited.	Me hace un poco de ilusión.
line:266c652e	I'm looking forward to seeing you again	Tengo ganas de volver a verte.
line:e91e2041	I'm not <i>that</i> little-	No soy <i>tan</i> pequeño...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	No sé por qué de pronto entiendo sus «yips».
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	No estoy muy seguro. Estaba en oferta en WingCo.
line:5b31909a	I'm only doing what I think is right.	Solo hago lo que creo que está bien.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Todo este asunto me avergüenza profundamente.
line:cfaffc52	I'm pumped.	Estoy emocionadísimo.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Me gusta mucho llevar gente sobre el lomo.
line:1a5e6184	I'm really looking forward to this.	Tengo muchas ganas de hacerlo.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Siento mucho que te hayan lastimado. ¿Quién te hizo esto?
line:69ffe957	I'm so excited about this date!	¡Tengo tantas ganas de esta cita!
line:e6290003	I'm so excited. I'll get you two in contact!	¡Qué emoción! ¡Los pondré en contacto!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Perdón por soltarte todo eso hace rato.
line:e613b1c3	I'm sorry I snapped at you earlier.	Perdón por haberte hablado así antes.
line:de208e68	I'm sorry you got hurt...	Siento que te hayan lastimado...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Todavía tengo mucho lodo. Me vendría bien que me enjabonaras.
line:51d4e418	I'm such an idiot.	Soy un idiota.
line:32114891	I'm sure nobody will know...	Seguro que nadie se enterará...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	¡Seguro que se nos ocurre algo! ¡Nos vemos en el muelle!
line:8136ef1a	I'm surprised how nice it is.	Me sorprende lo agradable que es.
line:722c6ab2	I'm thinking a date soon.	Estoy pensando en una cita pronto.
line:3471e9b1	I'm trying my best.	Estoy haciendo lo que puedo.
line:01492e5e	I'm trying not to be pushy.	Estoy intentando no presionar.
line:4d6cd625	I'm trying to get away from the house for a bit.	Quería salir un rato de casa.
line:c1ef777a	I'm unsure why speaking with you is so easy.	No sé por qué me resulta tan fácil hablar con usted.
line:822c0718	I'm very excited.	Tengo muchísimas ganas.
line:ddab3d34	I'm very satisfied with these results..	Estoy muy satisfecho con el resultado..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Lo sé muy bien. ¡Una limpieza a fondo se nota!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Estoy dispuesto a intentarlo. Pero me gustaría algo nuevo.
line:63981253	I'm... Happy.	Estoy... feliz.
line:f80bd44b	I'm... not certain I'd like to use this today.	No... estoy seguro de querer usar esto hoy.
line:d422462e	I'm... not sure I can answer that for you.	No... sé si puedo responder eso por ti.
line:8f107933	I'm... Rather close now	Estoy... bastante cerca ya.
line:24c52c54	I'm... wondering...	Me... preguntaba...
line:6bbd7f1d	I've always hated the rain.	Siempre he odiado la lluvia.
line:b4353808	I've always loved giving my biped friends rides...	Siempre me ha encantado llevar de paseo a mis amigos bípedos...
line:9541fceb	I've been considering asking you this for a while now.	Llevo un tiempo considerando preguntárselo.
line:505154a4	I've been thinking...	He estado pensando...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Me dijeron que es de buena educación hablar cara a cara con la gente más pequeña.
line:2c560e29	I've been trying to get into the social sciences aswell.	También he intentado adentrarme en las ciencias sociales.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Conozco a alguien que puede traer un regalo mañana para darle vida al lugar.
line:212f0021	I've had a lot of free time lately.	Últimamente he tenido mucho tiempo libre.
line:701b9feb	I've had a lot of free time lately.	Últimamente he tenido mucho tiempo libre.
line:79da763f	I've had a lot of free time lately.	Últimamente he tenido mucho tiempo libre.
line:3c4443fd	I've seen bigger	He visto más grandes.
line:d7a90078	I...	Yo...
line:393d0e05	I... hm.	Yo... Mmm.
line:0da5609b	I... Know this is unprompted.	Sé... que esto no viene al caso.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Si una relación va <i>tan</i> mal y sabes que se va a terminar.
line:b2f52b23	If I could uhm...	Si podría, eh...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	La verdad, me gustas desde hace un tiempo.
line:7c13c28e	If only.	Si tan solo.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Si le interesas a alguien como Ryan, vas muy bien.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	¡Si nos descubren infringiendo otra norma, mi reputación quedará arruinada!
line:83f511d2	If ya' place the mount for me I'll have at it.	Si me pones el aparato, me lanzo.
line:7ead92b1	If you could come up front so I could talk.	¿Puedes venir adelante para que hablemos?
line:e78656aa	If you could come up to where I can see you.	¿Puedes venir a donde te vea?
line:9a013329	If you wanna talk about it more, I've got a minute.	Si quieres seguir hablando, tengo un momento.
line:3d014153	If you want to use it that's fine!	¡Si quiere usarlo, no hay problema!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Si ves esto, avisa a Nael o envía un informe del error.
line:b9ab4eed	Im not complaining though.	Pero no me quejo.
line:27340362	In a bad way?	¿En el mal sentido?
line:2019bb85	In a good way?	¿En el buen sentido?
line:91d5fb72	Incredible!	¡Increíble!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	¡En efecto! Ahora usted es el único kobold que quiero que me bañe.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Así es, ¡debe de reconocer mi emblema! Doy clases de alquimia.
line:dd9d30d2	Indeed. I'm glad you were able to help.	En efecto. Me alegra que haya podido ayudar.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	En efecto. Es muy agradable estar con usted.
line:78c9b5cc	Is everything okay?	¿Está todo bien?
line:bea8f1f7	Is something on your mind?	¿Te preocupa algo?
line:6b6dd8bc	Is that a good thing...?	¿Eso es bueno...?
line:848727f2	Is that a threat...?	¿Eso es una amenaza...?
line:db302830	Is that why you came in the first time?	¿Por eso viniste la primera vez?
line:00e41343	Is this good?	¿Está bien así?
line:7982d3d8	Is this the right place?	¿Es aquí?
line:c48f59a9	Is this the right place?	¿Es aquí?
line:b05f6eea	Isn't that... Wood?	¿Eso no es... madera?
line:bf137cb4	It arrived this morning, it should be near the gate.	Llegó esta mañana. Debería estar cerca de la puerta.
line:5080b6dd	It depends! Dragon thing.	¡Depende! Cosas de dragones.
line:34cf0601	It did! Thanks for asking.	¡Sí! Gracias por preguntar.
line:900dca3c	It does wonders.	Hace maravillas.
line:cfd504c5	It does wonders.	Hace maravillas.
line:ac13bf68	It is indeed rather cool.	Lo es, en efecto.
line:ea445b46	It is rather novel isn't it?	Es bastante novedoso, ¿verdad?
line:56d34a41	It is? Good to know...	¿Sí? Es bueno saberlo...
line:b058318f	It means you're doing a good job in kobold.	En kobold significa que lo estás haciendo bien.
line:13c906c7	It really has been. You're wonderful.	Lo ha sido. Eres maravilloso.
line:b032bfb1	It turns out baking is messy!	¡Resulta que hornear ensucia bastante!
line:da4f12a1	It turns out baking is messy!	¡Resulta que hornear ensucia bastante!
line:e106207b	It turns out baking is messy!	¡Resulta que hornear ensucia bastante!
line:e0c8c57b	It was good. We had sex.	Fue bien. Tuvimos sexo.
line:681117ec	It was great. Conrad is wild. Good wild.	Fue genial. Conrad es una fiera. En el buen sentido.
line:28eee9f5	It went great!	¡Fue genial!
line:92bfe06c	It went great!	¡Fue genial!
line:a5d2b991	It went well.	Nos fue bien.
line:1ab5969b	It would be a... date. As most would say.	Sería una... cita. Como suele decirse.
line:8440a3f4	It's a regrettable state I find myself in...	Me encuentro en un estado lamentable...
line:1706e86d	It's also new to me...	También es nuevo para mí...
line:c1b8e62b	It's always good when a kobold knows what they like.	Siempre viene bien que un kobold sepa lo que le gusta.
line:deffce5c	It's crazy how much your neck can handle.	Es increíble cuánto aguanta tu cuello.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Es difícil conocer gente fuera de mi círculo de siempre.
line:48cfc92b	It's endearing!	¡Es tierno!
line:5b6f00bd	It's fine.	No pasa nada.
line:13dc0f15	It's fine. I close in about an hour.	No pasa nada. Cierro en una hora, más o menos.
line:23ac92c8	It's freeing. I'll be back, yeah?	Es liberador. Volveré, ¿sí?
line:de9fdb93	It's hard to hold back..	Cuesta aguantar..
line:9ebea3d0	It's hard to not be nervous after everything...	Es difícil no ponerse nervioso después de todo...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Es curioso: ustedes los bípedos suelen saborear la comida.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Es que le pasó algo a Conrad. Espero que esté bien.
line:bee6c7dd	It's just that...	Es que...
line:3b76093c	It's made for eating things whole.	Está hecho para tragar cosas enteras.
line:19f36dc0	It's my dream.	Es mi sueño.
line:18db795f	It's never easy to end things.	Nunca es fácil terminar una relación.
line:049fb01f	It's nice to have friends to rely on.	Es bueno tener amigos en quienes apoyarse.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Es agradable ceder el control, aunque sea un momento.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	No es para tanto. Parece que todos están bien.
line:7e511da7	It's okay!	¡No pasa nada!
line:b14d8520	It's okay, you sound like you need it.	No pasa nada, parece que lo necesitas.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Está bien. Tenía que hacerlo. No era feliz con ella.
line:47455767	It's okay. I'll figure something out.	Está bien. Ya encontraré qué hacer.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Empiezo a sentir que la culpa es <i>mía</i>.
line:7ab244af	It's the best way to enjoy food.	Es la mejor forma de disfrutar la comida.
line:0b7589ff	It's the mount you asked for.	Es el aparato que pediste.
line:a5780e74	It's wonderful to be back!	¡Qué maravilla volver!
line:649e8eb3	Its a nice get away from everything out there.	Es una buena forma de desconectarse de todo lo de afuera.
line:d0361dd9	Its like an equine fusion thing...	Es algo así como cocina fusión equina...
line:df86a610	Jokes aside, your wash is definitely the best.	Fuera de bromas, tu baño es sin duda el mejor.
line:7fe40d2b	Just a rough day. Hoping this helps!	Solo fue un día difícil. ¡Ojalá esto ayude!
line:ce77a00e	Just did!	¡Acabo de hacerlo!
line:7c93c604	Just doing my job!	¡Solo hago mi trabajo!
line:fa0a9fbb	Just having fun.	Solo me divierto.
line:9e9425cd	Just possibly...	Solo tal vez...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Un dragón del bar. Fui un idiota... No supe cerrar la boca.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Solo tócame con la mano e intentaré ayudar.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Solo, eh... No le cuentes a nadie que estoy diciendo esto.
line:3bac1dad	Just... open the gate.	Solo... abre la puerta.
line:4f826403	Keep going a little longer please	Sigue un poco más, por favor.
line:087039ba	Keep going.	Sigue.
line:d8f92323	Kinda! I've been getting out more.	¡Más o menos! Estoy saliendo más.
line:b965b4dd	Knock that off, we're not done yet. Right?	Deja eso, todavía no terminamos. ¿Verdad?
line:d9d276bb	Kobolds always seem enamored by me eating.	Los kobolds siempre parecen fascinados cuando como.
line:0274cacd	Kobolds are very flexible. It will fit.	Los kobolds somos muy flexibles. Va a entrar.
line:20cb68b9	lemme in?	¿Me dejaf entrar?
line:41d5085a	Let go whenever you are ready.	Déjese llevar cuando esté listo.
line:29a77d09	Let me give it a try!	¡Déjame probarlo!
line:265e14cb	Let me know when you're finished rinsing.	Avíseme cuando termine de enjuagar.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	¡Deja salir de aquí al <i>gran C</i>!
line:f7382398	Let's get going~!	¡Vamos allá~!
line:c50535b3	Let's have it!	¡Vamos, suéltalo!
line:9accd60e	Lets wash it off for our date tonight then.	Entonces vamos a quitarme esto para nuestra cita de esta noche.
line:7ce1b833	Like what?	¿Así cómo?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Quiero mucho a quienes me rodean, pero hay demasiadas cosas de por medio.
line:aa1c54ab	Like, in general.	Sino a todo, en general.
line:bbe51f87	Like, in general.	Sino a todo, en general.
line:7b7b0a3f	Like, the future of my relationships.	En cómo serán de ahora en adelante.
line:db79a905	Like... a lemon?	¿Como... un limón?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Como... ¿un imbécil? Sé que estar conmigo es un suplicio.
line:a0a0a49c	Like... sexual stuff?	¿Te refieres a... cosas sexuales?
line:9becd177	Look at me! I'll be the laughing stock of my students.	¡Míreme! Seré el hazmerreír de mis alumnos.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Busco un enjuague. Y tampoco me vendría mal usar el aparato.
line:abdb5822	Looking forward to seeing ya'	Espero verte pronto.
line:5c335985	Looking forward to seeing you soon.	Espero verlo pronto.
line:1d0abc80	Looking forward to the wash.	Tengo ganas de ese baño.
line:646279a0	Looks like it.	Eso parece.
line:b6093881	Looks like ya' got a shipment, eh?	Parece que recibiste un pedido, ¿eh?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	Por suerte, en el mundo moderno hemos reducido muchísimo las muertes por combustión espontánea.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Hice un poco de desastre... Aun así, valió la pena.
line:301e8665	Make haste! My reputation is on the line.	¡Dese prisa! Mi reputación está en juego.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Asegúrate de estar bien limpio. <size=70%><i>Jeje.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	¡Tiene sentido! Sí, los dragones pequeños son divertidos.
line:22b2643b	Makes sense.	Tiene sentido.
line:e7f0e9ed	Makes sense.	Tiene sentido.
line:89c9a73b	Many think it's part of my body.	Muchos creen que es parte de mi cuerpo.
line:d7bcbe29	Max says I'm a clumsy dragon,	Max dice que soy un dragón torpe.
line:db986d0d	May you open the gate?	¿Podría abrir la puerta?
line:76a97730	Maybe later...?	¿Quizá después...?
line:08a422ba	Maybe like...	Quizá, como...
line:6f293b7a	Maybe someone new...	Quizá alguien nuevo...
line:d2558a04	Maybe someone?	¿O quizá a alguien?
line:67a46ddc	Maybe we can hang out later?	¿Quizá podríamos pasar el rato después?
line:5691478f	Maybe we could just... Walk?	¿Quizá podríamos simplemente... pasear?
line:7734bf93	Me too, thanks!	¡Yo también, gracias!
line:627a13e4	Me too.	A mí también.
line:d3c733f5	Me too.	A mí también.
line:ffa63d1b	Me too.	A mí también.
line:040ee2a7	me too.	Yo también.
line:d13cd125	Me.	Yo mismo.
line:14e7b293	Me?	¿Yo?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Significa que estoy listo para salir con cierto kobold.
line:e5da247d	Means you know how to get hands on!	¡Eso significa que sabes poner manos a la obra!
line:171707d2	Mhm!	¡Ajá!
line:11306335	Mhm! Come back anytime.	¡Ajá! Vuelve cuando quieras.
line:69dd6a73	Mhm! he's trying to meet new people.	¡Ajá! Está intentando conocer gente nueva.
line:da17b746	Mhm! I'm <i>the</i> kobold!	¡Ajá! ¡Yo soy <i>el</i> kobold!
line:a0cb3f78	Mhm! that's him.	¡Ajá! Ese mismo.
line:164fdb01	Mhm, he's trying.	Ajá, se está esforzando.
line:1a663dcf	Mhm, right this way.	Ajá, por aquí.
line:3cd8a8bd	Mhm... Thank you.	Ajá... Gracias.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Quizá sea raro preguntar esto ahora. Peeero...
line:57d8b72a	Mind opening the gate to let me out?	¿Me abres la puerta para salir?
line:b2a507ab	Mind opening the gate to let me out?	¿Me abres la puerta para salir?
line:6d726280	Mind washing more?	¿Puedes seguir lavando un poco más?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Mmm, ¿entiendo que eso significa que abrirá la puerta?
line:dd0c77ae	Mmm, Yeah I know the type.	Mmm, sí, conozco ese tipo.
line:d8cafcc7	mmm..	Mmm...
line:729cea0c	Mmmhm, I always do my best.	Ajá, siempre doy lo mejor de mí.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Ajá. Voy a arreglar mis horarios de sueño...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Ajá, tengo que prepararme para una cita con él.
line:a78dd44b	mmph! (Yea!)	¡Mmph! (¡Sí!)
line:b132719c	Mmph- Hm?	Mmph... ¿Mmm?
line:16ee6b14	Money... mmm...	Dinero... Mmm...
line:d8cc8048	Most people do!	¡A casi todo el mundo!
line:3d723db0	Must mean you two are a good match.	Eso debe de significar que hacen buena pareja.
line:9ca994a5	My bad	Perdón, fue mi culpa.
line:aaecba3d	My bad	Perdón, fue mi culpa.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Mi colega, el profesor Igwyx, quiso utilizarme como plataforma.
line:08af3902	My date with Ryan was...	Mi cita con Ryan fue...
line:116b5405	My date with Ryan was...	Mi cita con Ryan fue...
line:e26c3b65	My first ever Yarn script in Unity!	¡Mi primer guion de Yarn en Unity!
line:f15b014f	My names Ryan. So...	Me llamo Ryan. Entonces...
line:e4aced7b	My students could learn a thing or two from your work ethic!	¡Mis alumnos podrían aprender de su ética de trabajo!
line:dfe74420	My-	Vaya...
line:9b915bf2	Nah.	No.
line:c3642dec	Nah.	No.
line:393c128a	Never cleaned a teacher dragon... woah.	Nunca había bañado a un dragón maestro... Vaya.
line:a99b03ed	Never tried it.	Nunca lo he probado.
line:6df809e1	Nevermind. Could you get the gate?	Olvídalo. ¿Puedes abrirme la puerta?
line:d3a50f3f	Next time I come in for a wash we'll go.	Saldremos la próxima vez que venga a bañarme.
line:ac5afd96	Next time I come in I'll have reservations!	¡La próxima vez que venga ya tendré la reserva!
line:8990fcc9	Nice! Whats with all the... Gloop?	¡Qué bien! ¿Y todo ese... pegote?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Bien. Pero abre la puerta. ¡Deja entrar a Conrad!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Nnf... Creo que lo necesitaba. Gracias.
line:8fe11008	Nnnf... That was way better than those berries.	Nnnf... Eso estuvo mucho mejor que las bayas.
line:b251704a	No	No.
line:e05c2dca	No	No.
line:dc86c2de	no	No
line:5794ea87	No amount of justification makes it feel good though.	Pero por muchas razones que haya, no deja de doler.
line:5a5ec440	No I actually just got it	No, en realidad acabo de conseguirlo.
line:cd5f07ca	No more excuses.	Se acabaron las excusas.
line:4b38230f	No need for thanks. I'll get the gate.	No hay de qué. Te abro la puerta.
line:11604fbd	No need to be nervous, Alexander!	¡No tiene por qué ponerse nervioso, Alexander!
line:eefef647	No need to be.	No tiene por qué avergonzarse.
line:73ea230a	No no, you're a certified cleaner yeah?	No, no, tienes un certificado para esto, ¿verdad?
line:743c64e6	No not really.	No, la verdad no.
line:50feefe8	No problem!	¡No hay problema!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	¡No hay de qué! Tengo muchas ganas de que conozcas a Conrad.
line:0a9993d2	No problem, thanks!	No hay problema, ¡gracias!
line:10bdb3a4	No problem, thanks!	No hay problema, ¡gracias!
line:3a8f65fa	No problem.	No hay problema.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	No hay problema. ¡Le abro la puerta!
line:eedccaec	No way.	No puede ser.
line:f0351f0c	No way.	No puede ser.
line:d726f776	No worries,	No te preocupes,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	¡No! Es decir, sí, pero por el bien de mi reputación, ¿podría guardar silencio sobre mi visita?
line:f7f963e3	No, I am.	Sí, lo estoy.
line:54faa7c0	No, I don't think I do.	No, creo que no.
line:38419d8b	No, it's not. No more excuses.	Sí pasa. Se acabaron las excusas.
line:cd9b2a8f	No, thank you. I'm... Really excited.	No, gracias a ti. Estoy... muy emocionado.
line:1af1ad05	No, we don't offer things like that here.	No, aquí no ofrecemos esos servicios.
line:cb7e94e5	no.	No.
line:6128a09c	No. A lime that is yellow.	No. Una lima de color amarillo.
line:de25dacd	No. I'm not. Do you have a medkit or not?	No. No estoy bien. ¿Tienes un botiquín o no?
line:1cc64bcf	No.. No it's fine... thank you.	No... No, está bien... Gracias.
line:525f5744	Nope	No.
line:fbd2c3e7	Nope.	No.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Normalmente sí usaría el aparato. Pero ahora no.
line:ab92da6a	Not anymore at least!	¡Al menos ya no!
line:0cfcd179	Not for a date though.	Pero no para una cita.
line:d1b90e2c	Not sure yet.	Todavía no sé.
line:e9643b5d	Not yet.	Todavía no.
line:326cc84d	Not yet. a little longer.	Todavía no. Un poco más.
line:56a729f6	Nothing more attractive than a man who can improve!	¡Nada más atractivo que un hombre capaz de mejorar!
line:b5dabf9f	Nothing more attractive than a man who can improve!	¡Nada más atractivo que un hombre capaz de mejorar!
line:8a321997	Now I'm eyeballing the mount...	Ahora no puedo dejar de mirar el aparato...
line:5e0a6d7a	Now I'm out here, agh!	¡Y ahora estoy aquí afuera, agh!
line:564a9606	Now they'll never need to know!	¡Ahora nunca tendrán que enterarse!
line:d66b7986	Now!	¡Ahora sí!
line:63596bb3	Now, do you have a medkit or not?	Bueno, ¿tienes un botiquín o no?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	¡Ahora déjame entrar! ¡Quiero probar esa cosa!
line:0554966a	Now, more food?	Entonces, ¿más comida?
line:3fb3f8d4	Now, round two!	¡Ahora, la segunda ronda!
line:12e6043e	Now... Food?	Entonces... ¿Comemos?
line:5f8b2de4	oah. <size=70%>okay.	Ah. <size=70%>Bueno.
line:13223129	Of course	Por supuesto.
line:283e56d8	Of course I am! I know I'm very...	¡Claro que sí! Sé que soy muy...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Claro que sí. Soy <i>profesional</i>.
line:0b226939	Of course it is!	¡Claro que no!
line:f21dd9d4	Of course it is!	¡Claro que sí!
line:642255fc	Of course!	¡Claro que sí!
line:76f8c20c	Of course!	¡Claro que sí!
line:877aced7	Of course!	¡Claro que sí!
line:d2401e75	Of course!	¡Claro que sí!
line:f9eb2b4a	Of course! Right this way!	¡Claro! ¡Por aquí!
line:0d20d327	Of course! Thank you for the food.	¡Claro! Gracias por la comida.
line:4da976f5	Of course! You run a fine establishment.	¡Por supuesto! Tiene un excelente establecimiento.
line:b629bcf2	Of course! You're wonderful.	¡Por supuesto! Es maravilloso.
line:b6c96475	Of course, you run a fine establishment.	Por supuesto, tiene un excelente establecimiento.
line:dd082478	Of course.	Por supuesto.
line:203cc3d2	Of course. One moment!	Claro. ¡Un momento!
line:fd145efe	Of course. Sorry you're going through all this.	Claro. Siento que estés pasando por todo esto.
line:7305cdbc	Oh cool!	¡Ah, qué bien!
line:eb6ae4c3	Oh cool!	¡Ah, qué bien!
line:77c996e8	Oh damn! You really are adventurous!	¡Carajo! ¡Sí que eres aventurero!
line:3fdb9d01	Oh fcuk something went wrong	Mierda, algo salió mal.
line:9e403ecd	Oh fuck yeah.	Carajo, sí.
line:13c39c50	Oh fudge, forget I said that!	¡Ay, caramba, olvide que dije eso!
line:e722753e	Oh goodness no..	Ay, cielos, no..
line:55e3dd36	Oh hi! um..	¡Ah, hola! Este...
line:e8ee5747	Oh hi! um..	¡Ah, hola! Este...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Ah, ¿es el dragoncito que vi entrar hace un tiempo?
line:001ab950	Oh I heard good things about that.	Ah, he oído buenas cosas de esa.
line:0a4a28c0	Oh I see the button there, gotcha!	Ah, veo el botón. ¡Entendido!
line:c6b0b1aa	Oh like, swallowing things whole?	Ah, ¿tragarme las cosas enteras?
line:10254d13	Oh my	Vaya.
line:39f6c77d	Oh my bad	Ah, perdón.
line:79511a66	Oh my bad	Ah, perdón.
line:8cfbd75d	Oh my bad	Ah, perdón.
line:cb71b2a1	Oh my bad	Ah, perdón.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Vaya... No esperaba que fuera tan... hábil con las manos.
line:c60c65e8	Oh my. I suppose I could use the mount!	Vaya. ¡Supongo que podría usar el aparato!
line:433cb27e	Oh no! Do you want to talk about it?	¡Ay, no! ¿Quieres hablar de eso?
line:d908622a	Oh no, Conrad. are you okay?	Ay, no, Conrad. ¿Estás bien?
line:bf977a7e	Oh okay. I'll go grab it.	Ah, bueno. Voy a traerlo.
line:7428755b	Oh so it's new for both of us!	¡Ah, entonces es nuevo para los dos!
line:513bed5a	Oh so it's new to both of us!	¡Entonces es nuevo para los dos!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Ah, qué bien. Me alegra que esté bien.
line:7d791906	Oh this is better, but I still feel dirty.	Ah, así está mejor, pero todavía me siento sucio.
line:63926ecd	Oh we're done?	Ah, ¿ya terminamos?
line:546d1bf2	Oh wow, you're really covered in it!	Vaya, ¡sí que está cubierto de tinta!
line:b2d99a43	Oh wow..	Ah, vaya..
