# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Здоров, здоровенний псе.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Радий, що й ви дістаєте від цього задоволення.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Радий, що він вам подобається. Певен, йому теж добре з вами.
line:c56ee060	I'm glad you enjoy my crest.	Радий, що вам подобається мій герб.
line:f44a1493	I'm glad you trust me.	Радий, що ви мені довіряєте.
line:3a2ed5ef	I'm glad you two are working out though.	Але я радий, що у вас усе складається.
line:c0972e81	I'm glad you two are working out.	Радий, що у вас усе складається.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Радий, що ти зміг обрати те, що краще для тебе.
line:d5a90e1c	I'm glad!	Я радий!
line:286fec49	I'm glad.	Я радий.
line:42f5fd9d	I'm glad.	Я радий.
line:99b6dc81	I'm glad.	Я радий.
line:570d4953	I'm happy for you!	Радий за тебе!
line:ac6d5bd3	I'm happy for you!	Радий за тебе!
line:ed5c40ca	I'm happy for you!	Радий за тебе!
line:79099951	I'm happy to be here too.	Я теж радий бути тут.
line:99fd9b51	I'm happy to give you a place you can relax.	Радий дати вам місце, де можна розслабитися.
line:5d36d5c8	I'm happy to have met you.	Радий, що познайомився з вами.
line:ce21622a	I'm happy to hear that.	Радий це чути.
line:69963a6c	I'm happy you feel comfy here.	Радий, що вам тут затишно.
line:38388248	I'm here for a wash.	Я прийшов помитися.
line:a6974256	I'm here if you need someone to talk to.	Я поруч, якщо треба з кимось поговорити.
line:6690512d	I'm impressed.	Я вражений.
line:2e424b13	I'm in need of another wash.	Мені знову треба помитися.
line:ef91a572	I'm Jealous!	Заздрю!
line:a79b8639	I'm just happy I don't feel judged here.	Я просто радий, що тут мене не засуджують.
line:8076eb95	I'm just here for a wash though.	Але я тільки помитися.
line:c2caa0b7	I'm just here to bring you food!	Я просто прийшов принести тобі їжу!
line:ec6c7823	I'm just... Happy.	Я просто... щасливий.
line:ed4b0d48	I'm kind of excited.	Трохи хвилююся від передчуття.
line:266c652e	I'm looking forward to seeing you again	Чекаю на наступну зустріч.
line:e91e2041	I'm not <i>that</i> little-	Я не <i>такий</i> уже й маленький...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Не знаю, чому раптом розумію ваше «дзяв».
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Не зовсім певен. Було зі знижкою у WingCo.
line:5b31909a	I'm only doing what I think is right.	Просто роблю те, що вважаю правильним.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Уся ця історія мене страшенно бентежить.
line:cfaffc52	I'm pumped.	Я в передчутті.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Мені дуже подобається катати інших на спині.
line:1a5e6184	I'm really looking forward to this.	Дуже на це чекаю.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Мені дуже шкода, що тебе поранили. Хто це зробив?
line:69ffe957	I'm so excited about this date!	Я так чекаю на це побачення!
line:e6290003	I'm so excited. I'll get you two in contact!	Я так радію. Обов'язково вас познайомлю!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Вибач, що раніше вивалив усе це на тебе.
line:e613b1c3	I'm sorry I snapped at you earlier.	Вибач, що раніше зірвався на тебе.
line:de208e68	I'm sorry you got hurt...	Мені шкода, що тебе поранили...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	На мені ще багато багнюки. Було б добре, якби ти мене намилив.
line:51d4e418	I'm such an idiot.	Я такий ідіот.
line:32114891	I'm sure nobody will know...	Певен, ніхто не дізнається...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Упевнений, щось придумаємо! Просто зустрінь мене біля пірса!
line:8136ef1a	I'm surprised how nice it is.	Дивуюся, як це приємно.
line:722c6ab2	I'm thinking a date soon.	Думаю скоро піти на побачення.
line:3471e9b1	I'm trying my best.	Стараюся як можу.
line:01492e5e	I'm trying not to be pushy.	Намагаюся не тиснути.
line:4d6cd625	I'm trying to get away from the house for a bit.	Хочу трохи побути не вдома.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Не знаю, чому з вами так легко розмовляти.
line:822c0718	I'm very excited.	Дуже чекаю.
line:ddab3d34	I'm very satisfied with these results..	Я дуже задоволений результатом...
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Добре це знаю. Глибоке очищення відчувається по-особливому!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Я готовий із цим розбиратися. Але хотілося б чогось нового.
line:63981253	I'm... Happy.	Я... щасливий.
line:f80bd44b	I'm... not certain I'd like to use this today.	Я... не певен, що хочу сьогодні цим скористатися.
line:d422462e	I'm... not sure I can answer that for you.	Я... не певен, що можу відповісти за тебе.
line:8f107933	I'm... Rather close now	Я... Уже досить близько.
line:24c52c54	I'm... wondering...	Я... думаю...
line:6bbd7f1d	I've always hated the rain.	Завжди ненавидів дощ.
line:b4353808	I've always loved giving my biped friends rides...	Завжди любив катати своїх двоногих друзів...
line:9541fceb	I've been considering asking you this for a while now.	Уже якийсь час обмірковую, чи запросити вас.
line:505154a4	I've been thinking...	Я тут міркував...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Мені казали, що з меншими чемно говорити віч-на-віч.
line:2c560e29	I've been trying to get into the social sciences aswell.	Також намагаюся опанувати суспільні науки.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Знаю одного, хто завтра може завезти подарунок і пожвавити тут усе.
line:212f0021	I've had a lot of free time lately.	Останнім часом маю багато вільного часу.
line:701b9feb	I've had a lot of free time lately.	Останнім часом маю багато вільного часу.
line:79da763f	I've had a lot of free time lately.	Останнім часом маю багато вільного часу.
line:3c4443fd	I've seen bigger	Бачив і більші.
line:d7a90078	I...	Я...
line:393d0e05	I... hm.	Я... гм.
line:0da5609b	I... Know this is unprompted.	Я... Знаю, це трохи несподівано.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Якщо стосунки <i>настільки</i> складні й ти знаєш, що їм кінець.
line:b2f52b23	If I could uhm...	Чи міг би я, ем...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Чесно кажучи, ти вже якийсь час мені подобаєшся.
line:7c13c28e	If only.	От би.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Якщо тобою зацікавився хтось такий, як Раян, ти чудово справляєшся.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Якщо нас знову спіймають на порушенні правил, моя репутація загине!
line:83f511d2	If ya' place the mount for me I'll have at it.	Постав мені станок, і я за нього візьмуся.
line:7ead92b1	If you could come up front so I could talk.	Підійди спереду, будь ласка, щоб я міг поговорити.
line:e78656aa	If you could come up to where I can see you.	Підійди, будь ласка, щоб я тебе бачив.
line:9a013329	If you wanna talk about it more, I've got a minute.	Якщо хочеш ще поговорити, я маю хвилинку.
line:3d014153	If you want to use it that's fine!	Якщо хочете ним скористатися, усе гаразд!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Якщо ви це бачите, зверніться до nael або надішліть звіт про помилку.
line:b9ab4eed	Im not complaining though.	Але я не скаржуся.
line:27340362	In a bad way?	У поганому сенсі?
line:2019bb85	In a good way?	У доброму сенсі?
line:91d5fb72	Incredible!	Неймовірно!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	Саме так! Тепер я хочу, щоб мене мив лише один кобольд — ви.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Саме так, мабуть, ви впізнали мій герб! Я викладаю алхімію.
line:dd9d30d2	Indeed. I'm glad you were able to help.	Саме так. Радий, що ви змогли допомогти.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	Саме так. Поруч із вами дуже приємно бути.
line:78c9b5cc	Is everything okay?	Усе гаразд?
line:bea8f1f7	Is something on your mind?	Тебе щось непокоїть?
line:6b6dd8bc	Is that a good thing...?	Це добре...?
line:848727f2	Is that a threat...?	Це погроза...?
line:db302830	Is that why you came in the first time?	Тому ти й прийшов уперше?
line:00e41343	Is this good?	Так добре?
line:7982d3d8	Is this the right place?	Я за адресою?
line:c48f59a9	Is this the right place?	Я за адресою?
line:b05f6eea	Isn't that... Wood?	Хіба це не... деревина?
line:bf137cb4	It arrived this morning, it should be near the gate.	Він прибув сьогодні вранці й має стояти біля брами.
line:5080b6dd	It depends! Dragon thing.	По-різному! Драконяча особливість.
line:34cf0601	It did! Thanks for asking.	Так! Дякую, що спитав.
line:900dca3c	It does wonders.	Творить дива.
line:cfd504c5	It does wonders.	Творить дива.
line:ac13bf68	It is indeed rather cool.	Це й справді досить цікаво.
line:ea445b46	It is rather novel isn't it?	Досить незвично, чи не так?
line:56d34a41	It is? Good to know...	Справді? Добре знати...
line:b058318f	It means you're doing a good job in kobold.	Кобольдською це означає, що ти добре справляєшся.
line:13c906c7	It really has been. You're wonderful.	І справді. Ти чудовий.
line:b032bfb1	It turns out baking is messy!	Виявляється, випікання — брудна справа!
line:da4f12a1	It turns out baking is messy!	Виявляється, випікання — брудна справа!
line:e106207b	It turns out baking is messy!	Виявляється, випікання — брудна справа!
line:e0c8c57b	It was good. We had sex.	Добре. У нас був секс.
line:681117ec	It was great. Conrad is wild. Good wild.	Чудово. Конрад дикий. У хорошому сенсі.
line:28eee9f5	It went great!	Усе пройшло чудово!
line:92bfe06c	It went great!	Усе пройшло чудово!
line:a5d2b991	It went well.	Усе пройшло добре.
line:1ab5969b	It would be a... date. As most would say.	Це було б... побачення. Як зазвичай кажуть.
line:8440a3f4	It's a regrettable state I find myself in...	Прикро опинитися в такому стані...
line:1706e86d	It's also new to me...	Для мене це теж нове...
line:c1b8e62b	It's always good when a kobold knows what they like.	Завжди добре, коли кобольд знає, що йому подобається.
line:deffce5c	It's crazy how much your neck can handle.	Неймовірно, скільки може вмістити твоя шия.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Важко знайти когось поза своїм теперішнім колом.
line:48cfc92b	It's endearing!	Це зворушливо!
line:5b6f00bd	It's fine.	Нічого страшного.
line:13dc0f15	It's fine. I close in about an hour.	Нічого. Закриваюся десь за годину.
line:23ac92c8	It's freeing. I'll be back, yeah?	Це звільняє. Я ще повернуся, добре?
line:de9fdb93	It's hard to hold back..	Важко стримуватися...
line:9ebea3d0	It's hard to not be nervous after everything...	Після всього важко не нервувати...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Цікаво, що ви, двоногі, любите смакувати кожен шматочок.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Просто з Конрадом щось сталося. Сподіваюся, він у порядку.
line:bee6c7dd	It's just that...	Просто...
line:3b76093c	It's made for eating things whole.	Вона пристосована ковтати все цілим.
line:19f36dc0	It's my dream.	Це моя мрія.
line:18db795f	It's never easy to end things.	Закінчувати стосунки завжди нелегко.
line:049fb01f	It's nice to have friends to rely on.	Добре мати друзів, на яких можна покластися.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Приємно передати контроль комусь іншому, хоч на мить.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Нічого страшного. Схоже, усі в порядку.
line:7e511da7	It's okay!	Усе гаразд!
line:b14d8520	It's okay, you sound like you need it.	Усе добре, схоже, тобі треба виговоритися.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Усе гаразд. Так було треба. Я не був із нею щасливий.
line:47455767	It's okay. I'll figure something out.	Нічого. Щось придумаю.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Починає здаватися, що це <i>моя</i> провина.
line:7ab244af	It's the best way to enjoy food.	Так найкраще насолоджуватися їжею.
line:0b7589ff	It's the mount you asked for.	Той станок, який ти просив.
line:a5780e74	It's wonderful to be back!	Чудово знову бути тут!
line:649e8eb3	Its a nice get away from everything out there.	Гарна нагода відволіктися від усього, що там, назовні.
line:d0361dd9	Its like an equine fusion thing...	Там щось на кшталт кінської ф'южн-кухні...
line:df86a610	Jokes aside, your wash is definitely the best.	А якщо без жартів, у тебе справді миють найкраще.
line:7fe40d2b	Just a rough day. Hoping this helps!	Просто важкий день. Сподіваюся, це допоможе!
line:ce77a00e	Just did!	Щойно!
line:7c93c604	Just doing my job!	Просто роблю свою роботу!
line:fa0a9fbb	Just having fun.	Просто розважаюся.
line:9e9425cd	Just possibly...	Чисто теоретично...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Та один дракон у барі. Повівся як дурень... Не міг стулити пельку.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Просто торкнися рукою, і я спробую допомогти.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Тільки, ем... Нікому не кажи, що я все це говорю.
line:3bac1dad	Just... open the gate.	Просто... відчини браму.
line:4f826403	Keep going a little longer please	Продовжуй ще трохи, будь ласка.
line:087039ba	Keep going.	Не зупиняйся.
line:d8f92323	Kinda! I've been getting out more.	Ніби так! Частіше виходжу у світ.
line:b965b4dd	Knock that off, we're not done yet. Right?	Припини, ми ж іще не закінчили. Так?
line:d9d276bb	Kobolds always seem enamored by me eating.	Кобольди завжди захоплюються тим, як я їм.
line:0274cacd	Kobolds are very flexible. It will fit.	Кобольди дуже гнучкі. Влізе.
line:20cb68b9	lemme in?	Впушштиш?
line:41d5085a	Let go whenever you are ready.	Відпустіть себе, щойно будете готові.
line:29a77d09	Let me give it a try!	Дай спробувати!
line:265e14cb	Let me know when you're finished rinsing.	Скажіть, коли закінчите споліскувати.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Випускай звідси <i>великого К</i>!
line:f7382398	Let's get going~!	Ну ж бо, до справи~!
line:c50535b3	Let's have it!	Давай сюди!
line:9accd60e	Lets wash it off for our date tonight then.	Тоді змиємо це перед нашим вечірнім побаченням.
line:7ce1b833	Like what?	Як саме?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Люблю тих, хто поруч, але з ними пов'язано стільки всього.
line:aa1c54ab	Like, in general.	А взагалі.
line:bbe51f87	Like, in general.	А взагалі.
line:7b7b0a3f	Like, the future of my relationships.	Про те, що буде зі стосунками далі.
line:db79a905	Like... a lemon?	Тобто... як лимон?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Як... мудак? Знаю, зі мною нестерпно.
line:a0a0a49c	Like... sexual stuff?	Тобто... щось сексуальне?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Погляньте на мене! Студенти з мене сміятимуться.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Хочу, щоб мене сполоснули. І від станка не відмовлюся.
line:abdb5822	Looking forward to seeing ya'	Чекатиму на тебе.
line:5c335985	Looking forward to seeing you soon.	Сподіваюся невдовзі вас побачити.
line:1d0abc80	Looking forward to the wash.	Чекаю на миття.
line:646279a0	Looks like it.	Схоже на те.
line:b6093881	Looks like ya' got a shipment, eh?	Схоже, тобі щось привезли, га?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	На щастя, у сучасному світі ми навчилися суттєво обмежувати смертність від самозаймання.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Трохи насмітив... Але воно того варте.
line:301e8665	Make haste! My reputation is on the line.	Покваптеся! На кону моя репутація.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Подбай, щоб бути дуже чистим. <size=70%><i>Хе-хе.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Логічно! Так, із маленькими драконами весело.
line:22b2643b	Makes sense.	Це зрозуміло.
line:e7f0e9ed	Makes sense.	Це зрозуміло.
line:89c9a73b	Many think it's part of my body.	Багато хто думає, що це частина мого тіла.
line:d7bcbe29	Max says I'm a clumsy dragon,	Макс каже, що я незграбний дракон.
line:db986d0d	May you open the gate?	Чи могли б ви відчинити браму?
line:76a97730	Maybe later...?	Може, згодом...?
line:08a422ba	Maybe like...	Можливо, ну...
line:6f293b7a	Maybe someone new...	Може, когось нового...
line:d2558a04	Maybe someone?	Може, когось?
line:67a46ddc	Maybe we can hang out later?	Може, потім ще проведемо час разом?
line:5691478f	Maybe we could just... Walk?	Може, просто... прогуляємося?
line:7734bf93	Me too, thanks!	Я теж, дякую!
line:627a13e4	Me too.	Я також.
line:d3c733f5	Me too.	Я також.
line:ffa63d1b	Me too.	Я також.
line:040ee2a7	me too.	Я теж.
line:d13cd125	Me.	Собою.
line:14e7b293	Me?	Я?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Що я готовий піти на побачення з одним конкретним кобольдом.
line:e5da247d	Means you know how to get hands on!	Отже, вмієш прикласти руки!
line:171707d2	Mhm!	Мгм!
line:11306335	Mhm! Come back anytime.	Мгм! Заходь будь-коли.
line:69dd6a73	Mhm! he's trying to meet new people.	Мгм! Він намагається знайти нових знайомих.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Мгм! Я <i>той самий</i> кобольд!
line:a0cb3f78	Mhm! that's him.	Мгм! Це він.
line:164fdb01	Mhm, he's trying.	Мгм, він старається.
line:1a663dcf	Mhm, right this way.	Мгм, прошу сюди.
line:3cd8a8bd	Mhm... Thank you.	Мгм... Дякую.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Мабуть, дивно питати саме зараз. Але-е-е.
line:57d8b72a	Mind opening the gate to let me out?	Відчиниш браму, щоб я вийшов?
line:b2a507ab	Mind opening the gate to let me out?	Відчиниш браму, щоб я вийшов?
line:6d726280	Mind washing more?	Помив би ще трохи?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Ммм, я правильно зрозумів, що ви відчините браму?
line:dd0c77ae	Mmm, Yeah I know the type.	Ммм, так, знаю таких.
line:d8cafcc7	mmm..	Ммм...
line:729cea0c	Mmmhm, I always do my best.	Мгм, я завжди стараюся.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Мммгм. Попрацюю над режимом сну...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Мммгм, треба підготуватися до побачення з ним.
line:a78dd44b	mmph! (Yea!)	Ммф! (Так!)
line:b132719c	Mmph- Hm?	Ммф... Гм?
line:16ee6b14	Money... mmm...	Гроші... Ммм...
line:d8cc8048	Most people do!	Більшості це подобається!
line:3d723db0	Must mean you two are a good match.	Мабуть, ви добре підходите одне одному.
line:9ca994a5	My bad	Моя помилка.
line:aaecba3d	My bad	Моя помилка.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Мій колега, професор Іґвікс, захотів використати мене як підставку.
line:08af3902	My date with Ryan was...	Моє побачення з Раяном було...
line:116b5405	My date with Ryan was...	Моє побачення з Раяном було...
line:e26c3b65	My first ever Yarn script in Unity!	Мій найперший сценарій Yarn в Unity!
line:f15b014f	My names Ryan. So...	Мене звати Раян. То...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Моїм студентам варто було б повчитися у вас старанності!
line:dfe74420	My-	Ох...
line:9b915bf2	Nah.	Ні.
line:c3642dec	Nah.	Ні.
line:393c128a	Never cleaned a teacher dragon... woah.	Ще ніколи не мив дракона-вчителя... Ого.
line:a99b03ed	Never tried it.	Ніколи не пробував.
line:6df809e1	Nevermind. Could you get the gate?	Неважливо. Відчиниш браму?
line:d3a50f3f	Next time I come in for a wash we'll go.	Як наступного разу прийду митися, тоді й підемо.
line:ac5afd96	Next time I come in I'll have reservations!	Наступного разу прийду вже з бронюванням!
line:8990fcc9	Nice! Whats with all the... Gloop?	Клас! А що це за... жижа?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Чудово. Тільки браму відчини. Впусти Конрада!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Ннф... Гадаю, мені це було потрібно. Дякую.
line:8fe11008	Nnnf... That was way better than those berries.	Ннф... Це було значно краще за ті ягоди.
line:b251704a	No	Ні
line:e05c2dca	No	Ні
line:dc86c2de	no	ні
line:5794ea87	No amount of justification makes it feel good though.	Але жодні пояснення не роблять це менш болючим.
line:5a5ec440	No I actually just got it	Ні, я щойно його придбав.
line:cd5f07ca	No more excuses.	Годі виправдовуватися.
line:4b38230f	No need for thanks. I'll get the gate.	Нема за що. Відчиню браму.
line:11604fbd	No need to be nervous, Alexander!	Не треба нервувати, Олександре!
line:eefef647	No need to be.	Не варто бентежитися.
line:73ea230a	No no, you're a certified cleaner yeah?	Ні-ні, ти ж дипломований мийник?
line:743c64e6	No not really.	Ні, не зовсім.
line:50feefe8	No problem!	Нема за що!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Нема за що! Не можу дочекатися, коли ти познайомишся з Конрадом.
line:0a9993d2	No problem, thanks!	Нічого страшного, дякую!
line:10bdb3a4	No problem, thanks!	Нічого страшного, дякую!
line:3a8f65fa	No problem.	Без проблем.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Нічого страшного. Зараз відчиню вам браму!
line:eedccaec	No way.	Та не може бути.
line:f0351f0c	No way.	Та не може бути.
line:d726f776	No worries,	Не переймайся.
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Ні! Тобто так, але заради моєї репутації збережіть цю вилазку в таємниці.
line:f7f963e3	No, I am.	Ні, настільки.
line:54faa7c0	No, I don't think I do.	Ні, здається, не треба.
line:38419d8b	No, it's not. No more excuses.	Ні, не все гаразд. Годі виправдовуватися.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Ні, це тобі дякую. Я... Дуже чекаю.
line:1af1ad05	No, we don't offer things like that here.	Ні, таких послуг ми не надаємо.
line:cb7e94e5	no.	Ні.
line:6128a09c	No. A lime that is yellow.	Ні. Як лайм жовтого кольору.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Ні. Не в порядку. Аптечка є чи ні?
line:1cc64bcf	No.. No it's fine... thank you.	Ні... Ні, усе нормально... Дякую.
line:525f5744	Nope	Ні.
line:fbd2c3e7	Nope.	Ні.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Зазвичай я б не відмовився від станка. Але зараз не хочу.
line:ab92da6a	Not anymore at least!	Принаймні тепер уже ні!
line:0cfcd179	Not for a date though.	Але не для побачення.
line:d1b90e2c	Not sure yet.	Ще не знаю.
line:e9643b5d	Not yet.	Ще ні.
line:326cc84d	Not yet. a little longer.	Ще ні. Ще трохи.
line:56a729f6	Nothing more attractive than a man who can improve!	Немає нічого привабливішого за чоловіка, який уміє ставати кращим!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Немає нічого привабливішого за чоловіка, який уміє ставати кращим!
line:8a321997	Now I'm eyeballing the mount...	А я вже задивляюся на станок...
line:5e0a6d7a	Now I'm out here, agh!	І ось я тут, ох!
line:564a9606	Now they'll never need to know!	Тепер ніхто й не мусить знати!
line:d66b7986	Now!	А тепер!
line:63596bb3	Now, do you have a medkit or not?	То є в тебе аптечка чи ні?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	А тепер впускай! Хочу випробувати цю штуку!
line:0554966a	Now, more food?	А тепер ще поїмо?
line:3fb3f8d4	Now, round two!	А тепер другий раунд!
line:12e6043e	Now... Food?	А тепер... Поїмо?
line:5f8b2de4	oah. <size=70%>okay.	О. <size=70%>Добре.
line:13223129	Of course	Звісно.
line:283e56d8	Of course I am! I know I'm very...	Аякже! Я знаю, що я дуже...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Звісно вмію. Я ж <i>професіонал</i>.
line:0b226939	Of course it is!	Звісно, не проти!
line:f21dd9d4	Of course it is!	Звісно, не проти!
line:642255fc	Of course!	Звісно!
line:76f8c20c	Of course!	Звісно!
line:877aced7	Of course!	Звісно!
line:d2401e75	Of course!	Звісно!
line:f9eb2b4a	Of course! Right this way!	Звісно! Прошу сюди!
line:0d20d327	Of course! Thank you for the food.	Звісно! Дякую за їжу.
line:4da976f5	Of course! You run a fine establishment.	Звісно! У вас чудовий заклад.
line:b629bcf2	Of course! You're wonderful.	Звісно! Ви чудовий.
line:b6c96475	Of course, you run a fine establishment.	Звісно, у вас чудовий заклад.
line:dd082478	Of course.	Авжеж.
line:203cc3d2	Of course. One moment!	Звісно. Хвилинку!
line:fd145efe	Of course. Sorry you're going through all this.	Звісно. Шкода, що тобі доводиться через це проходити.
line:7305cdbc	Oh cool!	О, клас!
line:eb6ae4c3	Oh cool!	О, клас!
line:77c996e8	Oh damn! You really are adventurous!	Ого, блін! Ти справді любиш пригоди!
line:3fdb9d01	Oh fcuk something went wrong	От бляха, щось пішло не так.
line:9e403ecd	Oh fuck yeah.	О, бляха, так.
line:13c39c50	Oh fudge, forget I said that!	От халепа, забудьте, що я це сказав!
line:e722753e	Oh goodness no..	О боже, ні...
line:55e3dd36	Oh hi! um..	О, привіт! Ем...
line:e8ee5747	Oh hi! um..	О, привіт! Ем...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	О, це той крихітний дракон, якого я недавно бачив на вході?
line:001ab950	Oh I heard good things about that.	О, чув про нього хороше.
line:0a4a28c0	Oh I see the button there, gotcha!	О, бачу там кнопку. Зрозумів!
line:c6b0b1aa	Oh like, swallowing things whole?	А, ковтаю все цілим?
line:10254d13	Oh my	Ох.
line:39f6c77d	Oh my bad	О, моя помилка.
line:79511a66	Oh my bad	О, моя помилка.
line:8cfbd75d	Oh my bad	О, моя помилка.
line:cb71b2a1	Oh my bad	О, моя помилка.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Ох... Не очікував, що ви так... активно візьметеся руками.
line:c60c65e8	Oh my. I suppose I could use the mount!	Ох. Мабуть, я міг би скористатися станком!
line:433cb27e	Oh no! Do you want to talk about it?	О ні! Хочеш поговорити?
line:d908622a	Oh no, Conrad. are you okay?	О ні, Конраде. Ти в порядку?
line:bf977a7e	Oh okay. I'll go grab it.	О, добре. Піду принесу.
line:7428755b	Oh so it's new for both of us!	О, то для нас обох це нове!
line:513bed5a	Oh so it's new to both of us!	О, то для нас обох це щось нове!
line:4bad37a5	Oh that's good. I'm happy he's okay.	О, це добре. Радий, що він у порядку.
line:7d791906	Oh this is better, but I still feel dirty.	О, так краще, але я ще почуваюся брудним.
line:63926ecd	Oh we're done?	О, уже все?
line:546d1bf2	Oh wow, you're really covered in it!	Ого, ви справді весь у ньому!
line:b2d99a43	Oh wow..	О, ого...
line:e8052272	Oh yeah I liked the first one.	О так, перший мені сподобався.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	О так, у центрі є гарний заклад Wings.
line:d4d3ecd5	Oh yeah.	О так.
line:059142a3	Oh Yeah?	О, справді?
line:71053a53	Oh Yeah?	О, справді?
line:1121309c	Oh yeah?	О, так?
line:2b560f59	Oh yeah?	О, так?
line:2d2820b0	Oh yeah?	О, так?
line:6e82e54c	Oh yeah?	О, так?
line:b9d8a22f	Oh yeah?	О, так?
line:d8ce8566	Oh yeah?	О, так?
line:f103a4a8	Oh yeah?	О, так?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Справді? Схоже, він трохи запальний.
line:60cdf456	Oh yeah? The little red drake?	Справді? З тим маленьким червоним драконом?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	Справді? З тим небесно-блакитним драконом, якого я тут бачив?
line:762882b4	Oh yeeeaaah?	О, спра-а-авді?
line:5d737ca7	Oh yes	О так.
line:1c90fb6d	Oh you. Gonna make me blush.	Ой, ну тебе. Зараз почервонію.
line:7e3e59aa	Oh!	О!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	О! Здається, я його бачив. Той крихітний, так?
line:3bc15278	Oh! No it wouldn't be. It's fun!	О! Зовсім ні. Це весело!
line:c95a153d	Oh! nothing. I'll get the gate.	Ой! Нічого. Відчиню браму.
line:b6fb6fce	Oh! Okay. I'll get the gate!	О! Добре. Відчиню браму!
line:4d3233a1	Oh! That's cold!	Ой! Холодно!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	О! Тоді краще впущу вас. Піду відчиню браму.
line:0f2dc134	Oh! Yeah that makes sense...	О! Так, логічно...
