# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hey, großer Hund.
line:1642b6f1	I'll get out of your scales now. Thank you for the wash.	Ich lasse Sie jetzt in Ruhe. Vielen Dank für die Wäsche.
line:707d2693	I'll get out of your scales...	Ich störe dich dann nicht länger...
line:ca480eed	I'll get you two in contact then.	Dann bringe ich euch in Kontakt.
line:59416000	I'll go get the gate for ya'	Ich mache dir auf.
line:6aa7ad03	I'll go get the gate for ya'	Ich mache dir auf.
line:2a6d7e7d	I'll go get the gate for you.	Ich gehe dir das Tor öffnen.
line:8107858d	I'll go get the gate for you.	Ich gehe Ihnen das Tor öffnen.
line:d1755010	I'll go get the gate for you.	Ich gehe dir das Tor öffnen.
line:4d692a01	I'll go get the gate.	Ich öffne das Tor.
line:a75bb519	I'll go get the gate.	Ich öffne das Tor.
line:8689a124	I'll happily get that for you.	Ich hole ihn Ihnen gerne.
line:48e99d7b	I'll have to close up shop first-	Ich muss erst noch den Laden schließen...
line:f2b894e2	I'll have to reserve your spot while you close up.	Während du schließt, halte ich deinen Platz frei.
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	Das merke ich mir. Ich bin es gewohnt, dass alles auf Gegenleistungen beruht.
line:956a0f47	I'll make sure to ask him next time I see him.	Ich frage ihn, sobald ich ihn wiedersehe.
line:e64d21e4	I'll make sure to come back.	Ich komme auf jeden Fall wieder.
line:7c9fe106	I'll make sure to get out of your scales.	Ich halte dich dann nicht länger auf.
line:87006442	I'll make sure to tell others about this place	Ich erzähle den anderen auf jeden Fall von euch.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	Ich erzähle dir, wie es läuft, ja?
line:49b6a167	I'll make sure you're <i>spotless.	Ich sorge dafür, dass du <i>blitzblank bist.
line:96981b61	I'll manage.	Ich komme zurecht.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	Es müsste rasch gehen. Die Studenten unterrichten sich schließlich nicht selbst.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	Ich muss Igwix wiederbeleben. Wie peinlich!
line:90a9a98e	I'll see you next time I come in, yeah?	Wir sehen uns bei meinem nächsten Besuch, ja?
line:d0f6a49a	I'll see you next time I come in, yeah?	Wir sehen uns bei meinem nächsten Besuch, ja?
line:160bf40f	I'll start prepping for it.	Ich fange schon mal mit den Vorbereitungen an.
line:8af64cb8	I'll take care of this, don't you worry.	Ich kümmere mich darum, keine Sorge.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	Ich erzähl's dir gleich. Kannst du mich erst mal reinlassen?
line:04c62f9b	I'm <i>spotless</i>.	Ich bin <i>blitzblank</i>.
line:629f8cff	I'm a bit of a big deal around there.	Da bin ich eine kleine Berühmtheit.
line:d9272031	I'm a dragon.	Ich bin ein Drache.
line:675e7284	I'm a rule breaker!	Ich halte mich nicht an Regeln!
line:afcd5586	I'm a... kobold.	Ich bin ein... Kobold.
line:5d41b5d6	I'm all dirty still!	Ich bin noch völlig dreckig!
line:2f6eb3c3	I'm all soapy still!	Ich bin noch voller Seife!
line:18707b19	I'm always happy to give you a wash!	Ich wasche dich immer gerne!
line:3b01eb3b	I'm always happy to give you a wash!	Ich wasche dich immer gerne!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	Ich helfe immer gerne. <i><size=70%> Besonders einem großen Drachen.
line:46c6a3ed	I'm always happy to see you Ryan.	Ich sehe dich immer gerne, Ryan.
line:75206eee	I'm always happy to see you Ryan.	Ich sehe dich immer gerne, Ryan.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	Ich sehe Sie immer gerne. Ich öffne Ihnen das Tor.
line:07e5fc05	I'm amazed!	Ich bin beeindruckt!
line:4586d55d	I'm an asshole. I know I am.	Ich bin ein Arschloch. Das weiß ich.
line:a6d46685	I'm certain he also finds you pleasant!	Ich bin sicher, er findet Sie ebenfalls sympathisch!
line:ef399e26	I'm doing good!	Mir geht es gut!
line:a6c1f2f4	I'm excited for you!	Ich freue mich für dich!
line:94fbdbf0	I'm excited for you. I'll get the gate!	Ich freue mich für dich. Ich öffne das Tor!
line:f83e4966	I'm excited to hear about it!	Ich bin schon gespannt!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Ich freue mich aber auch darauf, zuzusehen, wie sie im Abfluss verschwinden.
line:24832f01	I'm excited.	Ich freue mich schon.
line:69f406a6	I'm excited.	Ich freue mich schon.
line:a00f681d	I'm excited.	Ich freue mich schon.
line:a0479425	I'm excited.	Ich freue mich schon.
line:b5d7d26f	I'm excited.	Ich freue mich schon.
line:d66b9155	I'm excited.	Ich freue mich schon.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Schön, dass es auch Ihnen Freude bereitet.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Schön, dass Sie sich mit ihm wohlfühlen. Er findet Sie bestimmt ebenfalls sympathisch.
line:c56ee060	I'm glad you enjoy my crest.	Ich freue mich, dass Ihnen mein Wappen gefällt.
line:f44a1493	I'm glad you trust me.	Ich freue mich, dass Sie mir vertrauen.
line:3a2ed5ef	I'm glad you two are working out though.	Jedenfalls freut es mich, dass es mit euch klappt.
line:c0972e81	I'm glad you two are working out.	Schön, dass es mit euch klappt.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Gut, dass du dich für das entscheiden konntest, was dir guttut.
line:d5a90e1c	I'm glad!	Das freut mich!
line:286fec49	I'm glad.	Das freut mich.
line:42f5fd9d	I'm glad.	Das freut mich.
line:99b6dc81	I'm glad.	Das freut mich.
line:570d4953	I'm happy for you!	Ich freue mich für dich!
line:ac6d5bd3	I'm happy for you!	Ich freue mich für dich!
line:ed5c40ca	I'm happy for you!	Ich freue mich für dich!
line:79099951	I'm happy to be here too.	Ich bin auch froh, hier zu sein.
line:99fd9b51	I'm happy to give you a place you can relax.	Ich freue mich, Ihnen einen Ort zum Entspannen zu bieten.
line:5d36d5c8	I'm happy to have met you.	Ich bin froh, Sie kennengelernt zu haben.
line:ce21622a	I'm happy to hear that.	Das freut mich zu hören.
line:69963a6c	I'm happy you feel comfy here.	Schön, dass Sie sich hier wohlfühlen.
line:38388248	I'm here for a wash.	Ich bin für eine Wäsche hier.
line:a6974256	I'm here if you need someone to talk to.	Ich bin da, wenn du jemanden zum Reden brauchst.
line:6690512d	I'm impressed.	Ich bin beeindruckt.
line:2e424b13	I'm in need of another wash.	Ich brauche noch eine Wäsche.
line:ef91a572	I'm Jealous!	Ich bin neidisch!
line:a79b8639	I'm just happy I don't feel judged here.	Ich bin nur froh, dass mich hier niemand verurteilt.
line:8076eb95	I'm just here for a wash though.	Ich bin bloß zum Waschen da.
line:c2caa0b7	I'm just here to bring you food!	Ich bin nur hier, um dir etwas zu essen zu bringen!
line:ec6c7823	I'm just... Happy.	Ich bin einfach... glücklich.
line:ed4b0d48	I'm kind of excited.	Ich freue mich irgendwie darauf.
line:266c652e	I'm looking forward to seeing you again	Ich freue mich darauf, dich wiederzusehen.
line:e91e2041	I'm not <i>that</i> little-	So <i>klein</i> bin ich nun auch nicht...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Ich weiß nicht, warum ich Ihre „Yips“ plötzlich verstehe.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Ich weiß nicht genau. Es war bei WingCo im Angebot.
line:5b31909a	I'm only doing what I think is right.	Ich tue nur, was ich für richtig halte.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Diese ganze Angelegenheit ist mir zutiefst peinlich.
line:cfaffc52	I'm pumped.	Ich bin voller Vorfreude.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Ich lasse Leute sehr gerne auf meinem Rücken mitreiten.
line:1a5e6184	I'm really looking forward to this.	Ich freue mich wirklich darauf.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Tut mir wirklich leid, dass du verletzt bist. Wer war das?
line:69ffe957	I'm so excited about this date!	Ich freue mich so auf dieses Date!
line:e6290003	I'm so excited. I'll get you two in contact!	Ich freue mich so. Ich bringe euch in Kontakt!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Entschuldige, dass ich das vorhin alles bei dir abgeladen habe.
line:e613b1c3	I'm sorry I snapped at you earlier.	Tut mir leid, dass ich dich vorhin angefahren habe.
line:de208e68	I'm sorry you got hurt...	Tut mir leid, dass du verletzt bist...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Ich bin noch sehr schlammig. Es wäre toll, wenn du mich einseifen könntest.
line:51d4e418	I'm such an idiot.	Ich bin so ein Idiot.
line:32114891	I'm sure nobody will know...	Ich bin sicher, niemand wird davon erfahren...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Uns fällt bestimmt etwas ein! Komm einfach zum Pier!
line:8136ef1a	I'm surprised how nice it is.	Ich bin überrascht, wie schön es ist.
line:722c6ab2	I'm thinking a date soon.	Ich denke, bald ein Date.
line:3471e9b1	I'm trying my best.	Ich gebe mein Bestes.
line:01492e5e	I'm trying not to be pushy.	Ich versuche, nicht zu drängeln.
line:4d6cd625	I'm trying to get away from the house for a bit.	Ich möchte einfach eine Weile von zu Hause weg.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Ich weiß nicht, warum es so leicht ist, mit Ihnen zu sprechen.
line:822c0718	I'm very excited.	Ich freue mich riesig.
line:ddab3d34	I'm very satisfied with these results..	Ich bin mit dem Ergebnis äußerst zufrieden..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Das merke ich. Eine gründliche Reinigung fühlt sich anders an!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Ich bin bereit, es zu versuchen. Aber etwas Neues wäre schön.
line:63981253	I'm... Happy.	Ich bin... glücklich.
line:f80bd44b	I'm... not certain I'd like to use this today.	Ich... weiß nicht, ob ich das heute benutzen möchte.
line:d422462e	I'm... not sure I can answer that for you.	Ich... weiß nicht, ob ich dir diese Frage beantworten kann.
line:8f107933	I'm... Rather close now	Ich bin... inzwischen ziemlich nahe dran.
line:24c52c54	I'm... wondering...	Ich... frage mich...
line:6bbd7f1d	I've always hated the rain.	Ich habe Regen schon immer gehasst.
line:b4353808	I've always loved giving my biped friends rides...	Ich habe meine zweibeinigen Freunde schon immer gerne herumgetragen...
line:9541fceb	I've been considering asking you this for a while now.	Ich überlege schon seit einer Weile, Sie das zu fragen.
line:505154a4	I've been thinking...	Ich habe nachgedacht...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Mir wurde gesagt, es sei höflich, mit kleineren Leuten auf Augenhöhe zu reden.
line:2c560e29	I've been trying to get into the social sciences aswell.	Ich versuche mich außerdem in den Sozialwissenschaften.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Ich kenn da jemanden, der morgen ein Geschenk vorbeibringen kann. Das peppt den Laden auf.
line:212f0021	I've had a lot of free time lately.	Ich hatte in letzter Zeit viel Freizeit.
line:701b9feb	I've had a lot of free time lately.	Ich hatte in letzter Zeit viel Freizeit.
line:79da763f	I've had a lot of free time lately.	Ich hatte in letzter Zeit viel Freizeit.
line:3c4443fd	I've seen bigger	Ich hab schon größere gesehen.
line:d7a90078	I...	Ich...
line:393d0e05	I... hm.	Ich... hm.
line:0da5609b	I... Know this is unprompted.	Ich... weiß, das kommt jetzt unvermittelt.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Wenn eine Beziehung <i>so</i> schwierig ist und man weiß, dass sie enden wird.
line:b2f52b23	If I could uhm...	Ob ich vielleicht, ähm...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Ehrlich gesagt bin ich schon eine Weile in dich verknallt.
line:7c13c28e	If only.	Wenn doch nur.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Wenn jemand wie Ryan Interesse hat, machst du alles richtig.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Wenn wir bei einem weiteren Regelverstoß erwischt werden, ist mein Ruf ruiniert!
line:83f511d2	If ya' place the mount for me I'll have at it.	Stell mir den Bock hin, dann lege ich los.
line:7ead92b1	If you could come up front so I could talk.	Könntest du nach vorne kommen, damit ich mit dir reden kann?
line:e78656aa	If you could come up to where I can see you.	Komm doch bitte nach vorne, damit ich dich sehen kann.
line:9a013329	If you wanna talk about it more, I've got a minute.	Wenn du noch reden willst, habe ich Zeit.
line:3d014153	If you want to use it that's fine!	Wenn Sie ihn benutzen wollen, nur zu!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Wenn du das siehst, hol bitte nael oder melde den Fehler.
line:b9ab4eed	Im not complaining though.	Aber ich beschwer mich nicht.
line:27340362	In a bad way?	Im schlechten Sinne?
line:2019bb85	In a good way?	Im guten Sinne?
line:91d5fb72	Incredible!	Unglaublich!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	In der Tat! Ich möchte inzwischen nur noch von Ihnen gewaschen werden.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	In der Tat. Sie erkennen sicher mein Wappen! Ich unterrichte Alchemie.
line:dd9d30d2	Indeed. I'm glad you were able to help.	In der Tat. Schön, dass Sie helfen konnten.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	In der Tat. In Ihrer Gesellschaft lässt es sich sehr gut aushalten.
line:78c9b5cc	Is everything okay?	Ist alles in Ordnung?
line:bea8f1f7	Is something on your mind?	Beschäftigt dich etwas?
line:6b6dd8bc	Is that a good thing...?	Ist das gut...?
line:848727f2	Is that a threat...?	Ist das eine Drohung...?
line:db302830	Is that why you came in the first time?	Darum bist du damals zum ersten Mal gekommen?
line:00e41343	Is this good?	Ist das gut so?
line:7982d3d8	Is this the right place?	Bin ich hier richtig?
line:c48f59a9	Is this the right place?	Bin ich hier richtig?
line:b05f6eea	Isn't that... Wood?	Ist das nicht... Holz?
line:bf137cb4	It arrived this morning, it should be near the gate.	Er kam heute Morgen an und müsste beim Tor stehen.
line:5080b6dd	It depends! Dragon thing.	Kommt drauf an! So eine Drachensache.
line:34cf0601	It did! Thanks for asking.	Ja! Danke der Nachfrage.
line:900dca3c	It does wonders.	Wirkt Wunder.
line:cfd504c5	It does wonders.	Wirkt Wunder.
line:ac13bf68	It is indeed rather cool.	Das ist es in der Tat.
line:ea445b46	It is rather novel isn't it?	Eine ganz neue Erfahrung, nicht wahr?
line:56d34a41	It is? Good to know...	Findest du? Gut zu wissen...
line:b058318f	It means you're doing a good job in kobold.	Das heißt auf Koboldisch: Du machst das gut.
line:13c906c7	It really has been. You're wonderful.	Das war es wirklich. Du bist wunderbar.
line:b032bfb1	It turns out baking is messy!	Backen macht ganz schön dreckig!
line:da4f12a1	It turns out baking is messy!	Backen macht ganz schön dreckig!
line:e106207b	It turns out baking is messy!	Backen macht ganz schön dreckig!
line:e0c8c57b	It was good. We had sex.	Es war gut. Wir hatten Sex.
line:681117ec	It was great. Conrad is wild. Good wild.	Es war toll. Conrad ist wild. Auf die gute Art.
line:28eee9f5	It went great!	Es lief großartig!
line:92bfe06c	It went great!	Es lief großartig!
line:a5d2b991	It went well.	Es lief gut.
line:1ab5969b	It would be a... date. As most would say.	Es wäre ein... Date. Wie man so sagt.
line:8440a3f4	It's a regrettable state I find myself in...	Eine bedauerliche Lage, in der ich mich befinde...
line:1706e86d	It's also new to me...	Für mich ist das auch neu...
line:c1b8e62b	It's always good when a kobold knows what they like.	Schön, wenn ein Kobold weiß, was ihm gefällt.
line:deffce5c	It's crazy how much your neck can handle.	Unglaublich, was alles durch deinen Hals passt.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Es ist schwierig, Leute außerhalb meines bisherigen Umfelds zu finden.
line:48cfc92b	It's endearing!	Das ist niedlich!
line:5b6f00bd	It's fine.	Ist okay.
line:13dc0f15	It's fine. I close in about an hour.	Schon gut. Ich mache in etwa einer Stunde zu.
line:23ac92c8	It's freeing. I'll be back, yeah?	Es ist befreiend. Ich komme wieder, ja?
line:de9fdb93	It's hard to hold back..	Es ist schwer, mich zurückzuhalten..
line:9ebea3d0	It's hard to not be nervous after everything...	Nach allem ist es schwer, nicht nervös zu sein...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Interessant, ihr Zweibeiner lasst euch beim Essen gerne Zeit.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Conrad ist etwas passiert. Ich hoffe, es geht ihm gut.
line:bee6c7dd	It's just that...	Es ist nur...
line:3b76093c	It's made for eating things whole.	Dafür ist er gemacht: Dinge am Stück schlucken.
line:19f36dc0	It's my dream.	Es ist mein Traum.
line:18db795f	It's never easy to end things.	Schluss zu machen ist nie leicht.
line:049fb01f	It's nice to have friends to rely on.	Es ist schön, Freunde zu haben, auf die man zählen kann.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Es tut gut, die Kontrolle abzugeben, und sei es nur kurz.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Halb so schlimm. Offenbar geht's allen gut.
line:7e511da7	It's okay!	Schon gut!
line:b14d8520	It's okay, you sound like you need it.	Schon okay. Klingt, als müsstest du darüber reden.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Schon gut. Es musste sein. Ich war mit ihr nicht glücklich.
line:47455767	It's okay. I'll figure something out.	Schon gut. Mir fällt etwas ein.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Langsam kommt es mir vor, als wäre <i>ich</i> schuld.
line:7ab244af	It's the best way to enjoy food.	So genießt man Essen am besten.
line:0b7589ff	It's the mount you asked for.	Den Bock, den du wolltest.
line:a5780e74	It's wonderful to be back!	Es ist herrlich, wieder hier zu sein!
line:649e8eb3	Its a nice get away from everything out there.	Hier kann man mal von allem da draußen abschalten.
line:d0361dd9	Its like an equine fusion thing...	So eine Art Fusionküche mit ihren Gerichten...
line:df86a610	Jokes aside, your wash is definitely the best.	Spaß beiseite, deine Wäsche ist wirklich die beste.
line:7fe40d2b	Just a rough day. Hoping this helps!	Nur ein schwieriger Tag. Hoffentlich hilft das hier!
line:ce77a00e	Just did!	Gerade eben!
line:7c93c604	Just doing my job!	Ich mache nur meine Arbeit!
line:fa0a9fbb	Just having fun.	Ich mache nur Spaß.
line:9e9425cd	Just possibly...	Ganz eventuell...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Irgendein Drache in der Bar. War blöd von mir... Konnte die Klappe nicht halten.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Berühr mich einfach mit deiner Hand, dann versuche ich mitzuhelfen.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Nur, ähm... Erzähl keinem, dass ich das alles gesagt habe.
line:3bac1dad	Just... open the gate.	Mach einfach... das Tor auf.
line:4f826403	Keep going a little longer please	Bitte mach noch ein bisschen weiter.
line:087039ba	Keep going.	Weiter so.
line:d8f92323	Kinda! I've been getting out more.	Schon! Ich gehe mehr aus.
line:b965b4dd	Knock that off, we're not done yet. Right?	Lass das, wir sind doch noch nicht fertig. Oder?
line:d9d276bb	Kobolds always seem enamored by me eating.	Kobolde sind immer ganz hin und weg, wenn sie mich essen sehen.
line:0274cacd	Kobolds are very flexible. It will fit.	Kobolde sind sehr dehnbar. Das passt schon.
line:20cb68b9	lemme in?	Läfft du mich rein?
line:41d5085a	Let go whenever you are ready.	Lassen Sie los, wenn Sie so weit sind.
line:29a77d09	Let me give it a try!	Lass mich ihn ausprobieren!
line:265e14cb	Let me know when you're finished rinsing.	Sagen Sie Bescheid, wenn Sie mit dem Abspülen fertig sind.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Lass den <i>großen C</i> hier raus!
line:f7382398	Let's get going~!	Na dann, los geht's~!
line:c50535b3	Let's have it!	Immer her damit!
line:9accd60e	Lets wash it off for our date tonight then.	Dann waschen wir das für unser Date heute Abend ab.
line:7ce1b833	Like what?	Wie denn?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Ich mag die Leute um mich herum, aber da hängt so viel Vergangenheit dran.
line:aa1c54ab	Like, in general.	Ich meine allgemein.
line:bbe51f87	Like, in general.	Ich meine allgemein.
line:7b7b0a3f	Like, the future of my relationships.	Darüber, wie es mit meinen Beziehungen weitergeht.
line:db79a905	Like... a lemon?	Also... Zitrone?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Wie... ein Arschloch? Ich weiß, mit mir hält man's kaum aus.
line:a0a0a49c	Like... sexual stuff?	Du meinst... was Sexuelles?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Sehen Sie mich an! Meine Studenten werden mich auslachen.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Wollte mich abspritzen lassen. Hätte auch Lust auf den Bock.
line:abdb5822	Looking forward to seeing ya'	Ich freue mich aufs Wiedersehen.
line:5c335985	Looking forward to seeing you soon.	Ich freue mich aufs baldige Wiedersehen.
line:1d0abc80	Looking forward to the wash.	Ich freue mich auf die Wäsche.
line:646279a0	Looks like it.	Sieht so aus.
line:b6093881	Looks like ya' got a shipment, eh?	Du hast wohl eine Lieferung bekommen, was?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	Zum Glück haben wir Todesfälle durch Selbstentzündung in der modernen Welt weitgehend eingedämmt.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Gab ein bisschen Sauerei... War's trotzdem wert.
line:301e8665	Make haste! My reputation is on the line.	Beeilen Sie sich! Mein Ruf steht auf dem Spiel.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Sieh zu, dass du richtig sauber bist. <size=70%><i>Hehe.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Verständlich! Kleine Drachen machen Spaß.
line:22b2643b	Makes sense.	Verstehe.
line:e7f0e9ed	Makes sense.	Verstehe.
line:89c9a73b	Many think it's part of my body.	Viele halten es für einen Teil meines Körpers.
line:d7bcbe29	Max says I'm a clumsy dragon,	Max sagt, ich sei ein tollpatschiger Drache.
line:db986d0d	May you open the gate?	Würden Sie das Tor öffnen?
line:76a97730	Maybe later...?	Vielleicht später...?
line:08a422ba	Maybe like...	Sozusagen...
line:6f293b7a	Maybe someone new...	Vielleicht jemand Neues...
line:d2558a04	Maybe someone?	Vielleicht jemand Neuem?
line:67a46ddc	Maybe we can hang out later?	Vielleicht können wir später was zusammen machen?
line:5691478f	Maybe we could just... Walk?	Vielleicht könnten wir einfach... spazieren gehen?
line:7734bf93	Me too, thanks!	Ich mich auch, danke!
line:627a13e4	Me too.	Ich auch.
line:d3c733f5	Me too.	Ich auch.
line:ffa63d1b	Me too.	Ich auch.
line:040ee2a7	me too.	Ich auch.
line:d13cd125	Me.	Ich selbst bin.
line:14e7b293	Me?	Ich?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Ich bin bereit für ein Date mit einem gewissen Kobold.
line:e5da247d	Means you know how to get hands on!	Dann verstehst du dich auch auf Handarbeit!
line:171707d2	Mhm!	Mhm!
line:11306335	Mhm! Come back anytime.	Mhm! Komm jederzeit wieder.
line:69dd6a73	Mhm! he's trying to meet new people.	Mhm! Er möchte neue Leute kennenlernen.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Mhm! Ich bin <i>der</i> Kobold!
line:a0cb3f78	Mhm! that's him.	Mhm, genau der.
line:164fdb01	Mhm, he's trying.	Mhm, er bemüht sich.
line:1a663dcf	Mhm, right this way.	Mhm, hier entlang.
line:3cd8a8bd	Mhm... Thank you.	Mhm... Ich danke Ihnen.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Kommt jetzt vielleicht etwas komisch. Aaaber.
line:57d8b72a	Mind opening the gate to let me out?	Machst du mir das Tor auf, damit ich rauskomme?
line:b2a507ab	Mind opening the gate to let me out?	Machst du mir das Tor auf, damit ich rauskomme?
line:6d726280	Mind washing more?	Könntest du noch ein bisschen weitermachen?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Mhm, ich nehme an, das heißt, Sie öffnen das Tor?
line:dd0c77ae	Mmm, Yeah I know the type.	Mhm, ja, ich kenne den Typ.
line:d8cafcc7	mmm..	Mmm...
line:729cea0c	Mmmhm, I always do my best.	Mhm, ich gebe mir immer Mühe.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Mhm. Ich kümmere mich mal um meinen Schlafrhythmus...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Mhm, ich muss mich auf ein Date mit ihm vorbereiten.
line:a78dd44b	mmph! (Yea!)	Mmph! (Ja!)
line:b132719c	Mmph- Hm?	Mmpf... Hm?
line:16ee6b14	Money... mmm...	Geld... Mmm...
line:d8cc8048	Most people do!	Das mögen die meisten!
line:3d723db0	Must mean you two are a good match.	Dann passen Sie beide wohl gut zusammen.
line:9ca994a5	My bad	Mein Fehler.
line:aaecba3d	My bad	Mein Fehler.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Mein Kollege, Professor Igwyx, wollte mich als Podest benutzen.
line:08af3902	My date with Ryan was...	Mein Date mit Ryan war...
line:116b5405	My date with Ryan was...	Mein Date mit Ryan war...
line:e26c3b65	My first ever Yarn script in Unity!	Mein allererstes Yarn-Skript in Unity!
line:f15b014f	My names Ryan. So...	Ich heiße Ryan. Also...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Von Ihrem Fleiß könnten meine Studenten sich etwas abschauen!
line:dfe74420	My-	Meine Güte...
line:9b915bf2	Nah.	Nee.
line:c3642dec	Nah.	Nee.
line:393c128a	Never cleaned a teacher dragon... woah.	Einen Lehrerdrachen habe ich noch nie gewaschen... Wow.
line:a99b03ed	Never tried it.	Habe ich noch nie probiert.
line:6df809e1	Nevermind. Could you get the gate?	Ach, egal. Machst du das Tor auf?
line:d3a50f3f	Next time I come in for a wash we'll go.	Wenn ich das nächste Mal zum Waschen komme, gehen wir los.
line:ac5afd96	Next time I come in I'll have reservations!	Wenn ich wiederkomme, ist alles reserviert!
line:8990fcc9	Nice! Whats with all the... Gloop?	Schön! Was ist das für ein... klebriges Zeug?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Gut. Musst bloß das Tor aufmachen. Conrad will rein!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Nnf... Ich glaube, das habe ich gebraucht. Vielen Dank.
line:8fe11008	Nnnf... That was way better than those berries.	Nnng... Viel besser als die Beeren.
line:b251704a	No	Nein.
line:e05c2dca	No	Nein.
line:dc86c2de	no	Nein
line:5794ea87	No amount of justification makes it feel good though.	Aber ich kann es mir noch so gut erklären, besser fühlt es sich nicht an.
line:5a5ec440	No I actually just got it	Nein, ich habe ihn gerade erst bekommen.
line:cd5f07ca	No more excuses.	Schluss mit den Ausreden.
line:4b38230f	No need for thanks. I'll get the gate.	Nicht der Rede wert. Ich mache das Tor auf.
line:11604fbd	No need to be nervous, Alexander!	Sie müssen nicht nervös sein, Alexander!
line:eefef647	No need to be.	Das muss Ihnen nicht peinlich sein.
line:73ea230a	No no, you're a certified cleaner yeah?	Nein, nein, du bist doch geprüfter Wäscher?
line:743c64e6	No not really.	Nein, nicht wirklich.
line:50feefe8	No problem!	Kein Problem!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Kein Problem! Ich freue mich schon darauf, dass du Conrad kennenlernst.
line:0a9993d2	No problem, thanks!	Kein Problem, danke!
line:10bdb3a4	No problem, thanks!	Kein Problem, danke!
line:3a8f65fa	No problem.	Kein Problem.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Kein Problem. Ich mache Ihnen auf!
line:eedccaec	No way.	Unmöglich.
line:f0351f0c	No way.	Unmöglich.
line:d726f776	No worries,	Kein Problem,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Nein! Ich meine, ja, aber könnten Sie meinem Ruf zuliebe meinen Besuch hier für sich behalten?
line:f7f963e3	No, I am.	Doch, das bin ich.
