# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Ehi, cagnone.
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	Sono sempre felice di aiutare. <i><size=70%>Soprattutto un drago grosso.
line:46c6a3ed	I'm always happy to see you Ryan.	Sono sempre felice di vederti, Ryan.
line:75206eee	I'm always happy to see you Ryan.	Sono sempre felice di vederti, Ryan.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	Sono sempre felice di vederla. Le apro il cancello.
line:07e5fc05	I'm amazed!	Sono impressionato!
line:4586d55d	I'm an asshole. I know I am.	Sono uno stronzo. Lo so.
line:a6d46685	I'm certain he also finds you pleasant!	Sono certo che anche lui la trovi piacevole!
line:ef399e26	I'm doing good!	Sto bene!
line:a6c1f2f4	I'm excited for you!	Sono emozionato per te!
line:94fbdbf0	I'm excited for you. I'll get the gate!	Sono emozionato per te. Apro il cancello!
line:f83e4966	I'm excited to hear about it!	Non vedo l'ora di sentirlo!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Però non vedo l'ora di vederle scendere nello scarico.
line:24832f01	I'm excited.	Non vedo l'ora.
line:69f406a6	I'm excited.	Non vedo l'ora.
line:a00f681d	I'm excited.	Non vedo l'ora.
line:a0479425	I'm excited.	Non vedo l'ora.
line:b5d7d26f	I'm excited.	Non vedo l'ora.
line:d66b9155	I'm excited.	Non vedo l'ora.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Mi fa piacere che anche lei ne tragga soddisfazione.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Sono felice che le piaccia. Sono certo che anche lui la trovi piacevole.
line:c56ee060	I'm glad you enjoy my crest.	Sono contento che le piaccia il mio stemma.
line:f44a1493	I'm glad you trust me.	Sono contento che si fidi di me.
line:3a2ed5ef	I'm glad you two are working out though.	Comunque sono contento che tra voi funzioni.
line:c0972e81	I'm glad you two are working out.	Sono contento che tra voi funzioni.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Sono contento che tu sia riuscito a scegliere il meglio per te.
line:d5a90e1c	I'm glad!	Ne sono felice!
line:286fec49	I'm glad.	Mi fa piacere.
line:42f5fd9d	I'm glad.	Mi fa piacere.
line:99b6dc81	I'm glad.	Mi fa piacere.
line:570d4953	I'm happy for you!	Sono felice per te!
line:ac6d5bd3	I'm happy for you!	Sono felice per te!
line:ed5c40ca	I'm happy for you!	Sono felice per te!
line:79099951	I'm happy to be here too.	Anch'io sono felice di essere qui.
line:99fd9b51	I'm happy to give you a place you can relax.	Sono felice di offrirle un posto dove rilassarsi.
line:5d36d5c8	I'm happy to have met you.	Sono felice di averla conosciuta.
line:ce21622a	I'm happy to hear that.	Sono felice di sentirlo.
line:69963a6c	I'm happy you feel comfy here.	Sono contento che si senta a suo agio qui.
line:38388248	I'm here for a wash.	Sono qui per una lavata.
line:a6974256	I'm here if you need someone to talk to.	Se hai bisogno di qualcuno con cui parlare, io ci sono.
line:6690512d	I'm impressed.	Sono colpito.
line:2e424b13	I'm in need of another wash.	Ho bisogno di un'altra lavata.
line:ef91a572	I'm Jealous!	Che invidia!
line:a79b8639	I'm just happy I don't feel judged here.	Mi fa solo piacere non sentirmi giudicato qui.
line:8076eb95	I'm just here for a wash though.	Comunque sono qui solo per una lavata.
line:c2caa0b7	I'm just here to bring you food!	Sono qui solo per portarti da mangiare!
line:ec6c7823	I'm just... Happy.	Sono solo... Felice.
line:ed4b0d48	I'm kind of excited.	Sono piuttosto emozionato.
line:266c652e	I'm looking forward to seeing you again	Non vedo l'ora di rivederti.
line:e91e2041	I'm not <i>that</i> little-	Non sono <i>così</i> piccolo...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Non so perché all'improvviso capisca i suoi «yip».
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Non ne sono sicuro. Era in offerta da WingCo.
line:5b31909a	I'm only doing what I think is right.	Faccio solo quello che ritengo giusto.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Tutta questa faccenda mi imbarazza profondamente.
line:cfaffc52	I'm pumped.	Non sto nella pelle.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Mi piace molto portare in giro la gente sulla schiena.
line:1a5e6184	I'm really looking forward to this.	Non vedo davvero l'ora.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Mi dispiace davvero che tu sia ferito. Chi è stato?
line:69ffe957	I'm so excited about this date!	Sono così emozionato per questo appuntamento!
line:e6290003	I'm so excited. I'll get you two in contact!	Che emozione. Vi metterò in contatto!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Scusa se prima ti ho scaricato addosso tutti quei problemi.
line:e613b1c3	I'm sorry I snapped at you earlier.	Scusa se prima ti ho risposto male.
line:de208e68	I'm sorry you got hurt...	Mi dispiace che ti abbiano fatto male...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Sono ancora molto infangato. Se potessi insaponarmi sarebbe fantastico.
line:51d4e418	I'm such an idiot.	Sono proprio un idiota.
line:32114891	I'm sure nobody will know...	Sono sicuro che nessuno verrà a saperlo...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Troveremo sicuramente qualcosa da fare! Raggiungimi al molo!
line:8136ef1a	I'm surprised how nice it is.	Non pensavo fosse così piacevole.
line:722c6ab2	I'm thinking a date soon.	Pensavo di uscire con lui presto.
line:3471e9b1	I'm trying my best.	Sto facendo del mio meglio.
line:01492e5e	I'm trying not to be pushy.	Sto cercando di non essere insistente.
line:4d6cd625	I'm trying to get away from the house for a bit.	Sto cercando di stare un po' lontano da casa.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Non so perché sia così facile parlare con lei.
line:822c0718	I'm very excited.	Non vedo l'ora.
line:ddab3d34	I'm very satisfied with these results..	Sono molto soddisfatto del risultato...
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Lo so bene. Una pulizia a fondo ha una sensazione inconfondibile!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Sono disposto a farlo. Ma vorrei qualcosa di nuovo.
line:63981253	I'm... Happy.	Sono... Felice.
line:f80bd44b	I'm... not certain I'd like to use this today.	Non... sono certo di volerlo usare oggi.
line:d422462e	I'm... not sure I can answer that for you.	Non... sono sicuro di poter rispondere al posto tuo.
line:8f107933	I'm... Rather close now	Adesso... Sono piuttosto vicino.
line:24c52c54	I'm... wondering...	Mi... chiedevo...
line:6bbd7f1d	I've always hated the rain.	Ho sempre odiato la pioggia.
line:b4353808	I've always loved giving my biped friends rides...	Mi è sempre piaciuto portare in giro i miei amici bipedi...
line:9541fceb	I've been considering asking you this for a while now.	È da un po' che penso di chiederglielo.
line:505154a4	I've been thinking...	Stavo pensando...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Mi hanno detto che è educato parlare faccia a faccia con chi è più piccolo.
line:2c560e29	I've been trying to get into the social sciences aswell.	Sto cercando di avvicinarmi anche alle scienze sociali.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Conosco uno che domani può portare un regalo per ravvivare un po' l'ambiente.
line:212f0021	I've had a lot of free time lately.	Ultimamente ho molto tempo libero.
line:701b9feb	I've had a lot of free time lately.	Ultimamente ho molto tempo libero.
line:79da763f	I've had a lot of free time lately.	Ultimamente ho molto tempo libero.
line:3c4443fd	I've seen bigger	Ne ho visti di più grossi.
line:d7a90078	I...	Io...
line:393d0e05	I... hm.	Io... Mmh.
line:0da5609b	I... Know this is unprompted.	So... che è un'osservazione improvvisa.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Se una relazione va <i>così</i> male e sai che finirà...
line:b2f52b23	If I could uhm...	Se potessi, ehm...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	A dire il vero, ho una cotta per te già da un po'.
line:7c13c28e	If only.	Se solo.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Se interessi a uno come Ryan, stai andando alla grande.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Se ci scoprono a infrangere un'altra norma, la mia reputazione sarà rovinata!
line:83f511d2	If ya' place the mount for me I'll have at it.	Se mi sistemi il cavalletto, mi ci metto subito.
line:7ead92b1	If you could come up front so I could talk.	Potresti venire qui davanti, così posso parlare?
line:e78656aa	If you could come up to where I can see you.	Potresti venire qui davanti, dove posso vederti?
line:9a013329	If you wanna talk about it more, I've got a minute.	Se vuoi parlarne ancora, ho un momento.
line:3d014153	If you want to use it that's fine!	Se vuole usarlo non c'è problema!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Se leggi questo messaggio, contatta nael o invia una segnalazione del bug.
line:b9ab4eed	Im not complaining though.	Ma non mi lamento.
line:27340362	In a bad way?	In senso cattivo?
line:2019bb85	In a good way?	In senso buono?
line:91d5fb72	Incredible!	Incredibile!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	Proprio così! Ormai lei è l'unico coboldo da cui voglio farmi lavare.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Esatto, avrà riconosciuto il mio stemma! Insegno alchimia.
line:dd9d30d2	Indeed. I'm glad you were able to help.	Infatti. Sono lieto che abbia potuto aiutarmi.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	Proprio così. È una compagnia eccellente.
line:78c9b5cc	Is everything okay?	Va tutto bene?
line:bea8f1f7	Is something on your mind?	Hai qualcosa per la testa?
line:6b6dd8bc	Is that a good thing...?	È una cosa positiva...?
line:848727f2	Is that a threat...?	È una minaccia...?
line:db302830	Is that why you came in the first time?	È per questo che sei venuto la prima volta?
line:00e41343	Is this good?	Così va bene?
line:7982d3d8	Is this the right place?	Sono nel posto giusto?
line:c48f59a9	Is this the right place?	Sono nel posto giusto?
line:b05f6eea	Isn't that... Wood?	Ma non è... legno?
line:bf137cb4	It arrived this morning, it should be near the gate.	È arrivato stamattina. Dovrebbe essere vicino al cancello.
line:5080b6dd	It depends! Dragon thing.	Dipende! Roba da draghi.
line:34cf0601	It did! Thanks for asking.	Sì! Grazie per avermelo chiesto.
line:900dca3c	It does wonders.	Fa miracoli.
line:cfd504c5	It does wonders.	Fa miracoli.
line:ac13bf68	It is indeed rather cool.	Lo è davvero.
line:ea445b46	It is rather novel isn't it?	È una novità, non trova?
line:56d34a41	It is? Good to know...	Davvero? Buono a sapersi...
line:b058318f	It means you're doing a good job in kobold.	In coboldese significa che stai andando bene.
line:13c906c7	It really has been. You're wonderful.	Lo è stato davvero. Sei meraviglioso.
line:b032bfb1	It turns out baking is messy!	A quanto pare si finisce per sporcarsi un sacco!
line:da4f12a1	It turns out baking is messy!	A quanto pare si finisce per sporcarsi un sacco!
line:e106207b	It turns out baking is messy!	A quanto pare si finisce per sporcarsi un sacco!
line:e0c8c57b	It was good. We had sex.	Bene. Abbiamo fatto sesso.
line:681117ec	It was great. Conrad is wild. Good wild.	Benissimo. Conrad è scatenato. In senso buono.
line:28eee9f5	It went great!	È andato alla grande!
line:92bfe06c	It went great!	È andato alla grande!
line:a5d2b991	It went well.	È andata bene.
line:1ab5969b	It would be a... date. As most would say.	Sarebbe un... appuntamento. Come si suol dire.
line:8440a3f4	It's a regrettable state I find myself in...	Mi trovo in condizioni deplorevoli...
line:1706e86d	It's also new to me...	È una novità anche per me...
line:c1b8e62b	It's always good when a kobold knows what they like.	È sempre bello quando un coboldo sa quello che gli piace.
line:deffce5c	It's crazy how much your neck can handle.	È pazzesco quanto possa passare da quel collo.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	È difficile conoscere persone fuori dalla mia solita cerchia.
line:48cfc92b	It's endearing!	È tenero!
line:5b6f00bd	It's fine.	Non fa niente.
line:13dc0f15	It's fine. I close in about an hour.	Non fa niente. Chiudo tra circa un'ora.
line:23ac92c8	It's freeing. I'll be back, yeah?	È liberatorio. Tornerò, d'accordo?
line:de9fdb93	It's hard to hold back..	È difficile trattenermi...
line:9ebea3d0	It's hard to not be nervous after everything...	È difficile non essere nervosi dopo tutto quello che è successo...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	È interessante: voi bipedi tendete ad assaporare i pasti.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	È solo che è successo qualcosa a Conrad. Spero che stia bene.
line:bee6c7dd	It's just that...	È solo che...
line:3b76093c	It's made for eating things whole.	È fatto apposta per inghiottire le cose intere.
line:19f36dc0	It's my dream.	È il mio sogno.
line:18db795f	It's never easy to end things.	Non è mai facile chiudere una relazione.
line:049fb01f	It's nice to have friends to rely on.	È bello avere amici su cui contare.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	È piacevole cedere il controllo, anche solo per un istante.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Non è niente di grave. Sembra che stiano tutti bene.
line:7e511da7	It's okay!	Non fa niente!
line:b14d8520	It's okay, you sound like you need it.	Tranquillo, sembra che tu ne abbia bisogno.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Tranquillo. Dovevo farlo. Con lei non ero felice.
line:47455767	It's okay. I'll figure something out.	Tranquillo. Troverò una soluzione.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Comincio a pensare che sia colpa <i>mia</i>.
line:7ab244af	It's the best way to enjoy food.	È il modo migliore di godersi il cibo.
line:0b7589ff	It's the mount you asked for.	È il cavalletto che mi avevi chiesto.
line:a5780e74	It's wonderful to be back!	È meraviglioso essere tornato!
line:649e8eb3	Its a nice get away from everything out there.	È una bella pausa da tutto quello che c'è là fuori.
line:d0361dd9	Its like an equine fusion thing...	Fa una specie di cucina fusion equina...
line:df86a610	Jokes aside, your wash is definitely the best.	Scherzi a parte, il tuo lavaggio è decisamente il migliore.
line:7fe40d2b	Just a rough day. Hoping this helps!	È solo una giornata difficile. Spero che mi faccia bene!
line:ce77a00e	Just did!	Proprio adesso!
line:7c93c604	Just doing my job!	Faccio solo il mio lavoro!
line:fa0a9fbb	Just having fun.	Mi stavo solo divertendo.
line:9e9425cd	Just possibly...	Solo eventualmente...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Un drago al bar. Sono stato stupido... Non riuscivo a tenere la bocca chiusa.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Basta che mi tocchi con la mano e cercherò di aiutarti.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Solo, ehm... Non dire a nessuno che sto dicendo queste cose.
line:3bac1dad	Just... open the gate.	Apri... solo il cancello.
line:4f826403	Keep going a little longer please	Continua ancora un pochino, per favore.
line:087039ba	Keep going.	Continua.
line:d8f92323	Kinda! I've been getting out more.	Più o meno! Sto uscendo di più.
line:b965b4dd	Knock that off, we're not done yet. Right?	Smettila, non abbiamo ancora finito. Vero?
line:d9d276bb	Kobolds always seem enamored by me eating.	I coboldi sembrano sempre incantati quando mangio.
line:0274cacd	Kobolds are very flexible. It will fit.	I coboldi sono molto elastici. Entrerà.
line:20cb68b9	lemme in?	Mi fai entrare?
line:41d5085a	Let go whenever you are ready.	Si lasci andare quando è pronto.
line:29a77d09	Let me give it a try!	Fammelo provare!
line:265e14cb	Let me know when you're finished rinsing.	Mi avvisi quando ha finito di risciacquare.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Fai uscire il <i>grande C</i> da qui!
line:f7382398	Let's get going~!	Mettiamoci all'opera~!
line:c50535b3	Let's have it!	Spara tutto!
line:9accd60e	Lets wash it off for our date tonight then.	Allora laviamolo via per il nostro appuntamento di stasera.
line:7ce1b833	Like what?	Così come?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Voglio bene a chi mi sta intorno, ma ci sono tanti trascorsi complicati.
line:aa1c54ab	Like, in general.	Intendo in generale.
line:bbe51f87	Like, in general.	Intendo in generale.
line:7b7b0a3f	Like, the future of my relationships.	Al futuro delle mie relazioni, insomma.
line:db79a905	Like... a lemon?	Tipo... un limone?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Come... uno stronzo? Lo so che stare con me è un supplizio.
line:a0a0a49c	Like... sexual stuff?	Intendi... roba sessuale?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Mi guardi! Sarò lo zimbello dei miei studenti.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Vorrei una sciacquata. Non mi dispiacerebbe usare anche il cavalletto.
line:abdb5822	Looking forward to seeing ya'	Non vedo l'ora di rivederti.
line:5c335985	Looking forward to seeing you soon.	Non vedo l'ora di rivederla presto.
line:1d0abc80	Looking forward to the wash.	Non vedo l'ora di essere lavato.
line:646279a0	Looks like it.	Sembra proprio di sì.
line:b6093881	Looks like ya' got a shipment, eh?	Vedo che ti è arrivata della roba, eh?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	Per fortuna, nel mondo moderno abbiamo notevolmente ridotto i casi di morte per combustione spontanea.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Ho sporcato un po'... Ma ne è valsa la pena.
line:301e8665	Make haste! My reputation is on the line.	Faccia presto! C'è in gioco la mia reputazione.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Assicurati di essere pulitissimo. <size=70%><i>Eheh.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Ha senso! I draghetti sono divertenti.
line:22b2643b	Makes sense.	Ha senso.
line:e7f0e9ed	Makes sense.	Ha senso.
line:89c9a73b	Many think it's part of my body.	Molti credono che faccia parte del mio corpo.
line:d7bcbe29	Max says I'm a clumsy dragon,	Max dice che sono un drago maldestro,
line:db986d0d	May you open the gate?	Potrebbe aprirmi il cancello?
line:76a97730	Maybe later...?	Magari più tardi...?
line:08a422ba	Maybe like...	Magari, ecco...
line:6f293b7a	Maybe someone new...	Magari qualcuno di nuovo...
line:d2558a04	Maybe someone?	O magari qualcuno?
line:67a46ddc	Maybe we can hang out later?	Magari potremmo passare del tempo insieme più tardi?
line:5691478f	Maybe we could just... Walk?	Magari potremmo solo... passeggiare?
line:7734bf93	Me too, thanks!	Anch'io, grazie!
line:627a13e4	Me too.	Anch'io.
line:d3c733f5	Me too.	Anch'io.
line:ffa63d1b	Me too.	Anch'io.
line:040ee2a7	me too.	Anch’io.
line:d13cd125	Me.	Me stesso.
line:14e7b293	Me?	Io?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Significa che sono pronto a uscire con un certo coboldo.
line:e5da247d	Means you know how to get hands on!	Quindi sai come metterci le mani!
line:171707d2	Mhm!	Mhm!
line:11306335	Mhm! Come back anytime.	Mhm! Torna quando vuoi.
line:69dd6a73	Mhm! he's trying to meet new people.	Mhm! Sta cercando di conoscere gente nuova.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Mhm! Sono io <i>il</i> coboldo!
line:a0cb3f78	Mhm! that's him.	Mhm! Proprio lui.
line:164fdb01	Mhm, he's trying.	Mhm, ci sta provando.
line:1a663dcf	Mhm, right this way.	Mhm, da questa parte.
line:3cd8a8bd	Mhm... Thank you.	Mhm... Grazie.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Forse è strano chiederlo adesso. Maa...
line:57d8b72a	Mind opening the gate to let me out?	Ti dispiace aprire il cancello per farmi uscire?
line:b2a507ab	Mind opening the gate to let me out?	Ti dispiace aprire il cancello per farmi uscire?
line:6d726280	Mind washing more?	Ti dispiace lavarmi ancora?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Mmh, devo dedurne che aprirà il cancello?
line:dd0c77ae	Mmm, Yeah I know the type.	Mmh, sì, conosco il tipo.
line:d8cafcc7	mmm..	Mmm...
line:729cea0c	Mmmhm, I always do my best.	Mhm, faccio sempre del mio meglio.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Mmmhm. Cercherò di sistemare i miei orari del sonno...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Mmmhm, devo prepararmi per un appuntamento con lui.
line:a78dd44b	mmph! (Yea!)	Mmph! (Sì!)
line:b132719c	Mmph- Hm?	Mmph... Mmh?
line:16ee6b14	Money... mmm...	Soldi... Mmh...
line:d8cc8048	Most people do!	Piace a quasi tutti!
line:3d723db0	Must mean you two are a good match.	Vorrà dire che siete ben assortiti.
line:9ca994a5	My bad	Colpa mia.
line:aaecba3d	My bad	Colpa mia.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Il mio collega, il professor Igwyx, voleva usarmi come piattaforma.
line:08af3902	My date with Ryan was...	Il mio appuntamento con Ryan è stato...
line:116b5405	My date with Ryan was...	Il mio appuntamento con Ryan è stato...
line:e26c3b65	My first ever Yarn script in Unity!	Il mio primissimo script Yarn in Unity!
line:f15b014f	My names Ryan. So...	Mi chiamo Ryan. Quindi...
line:e4aced7b	My students could learn a thing or two from your work ethic!	I miei studenti avrebbero molto da imparare dalla sua dedizione al lavoro!
line:dfe74420	My-	Cielo...
line:9b915bf2	Nah.	No.
line:c3642dec	Nah.	No.
line:393c128a	Never cleaned a teacher dragon... woah.	Non ho mai lavato un drago insegnante... Wow.
line:a99b03ed	Never tried it.	Mai provati.
line:6df809e1	Nevermind. Could you get the gate?	Lascia stare. Potresti aprire il cancello?
line:d3a50f3f	Next time I come in for a wash we'll go.	La prossima volta che vengo a lavarmi, andiamo.
line:ac5afd96	Next time I come in I'll have reservations!	La prossima volta che vengo avrò prenotato!
line:8990fcc9	Nice! Whats with all the... Gloop?	Bello! Cos'è tutta quella... poltiglia?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Bene. Però devi aprire il cancello. Fai entrare Conrad!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Nnf... Credo che mi ci volesse. La ringrazio.
line:8fe11008	Nnnf... That was way better than those berries.	Nnnf... Molto meglio di quelle bacche.
line:b251704a	No	No.
line:e05c2dca	No	No.
line:dc86c2de	no	no
line:5794ea87	No amount of justification makes it feel good though.	Però nessuna spiegazione riesce a farmi stare meglio.
line:5a5ec440	No I actually just got it	No, in realtà l'ho appena preso.
line:cd5f07ca	No more excuses.	Basta scuse.
line:4b38230f	No need for thanks. I'll get the gate.	Non serve ringraziarmi. Apro il cancello.
line:11604fbd	No need to be nervous, Alexander!	Non serve essere nervoso, Alexander!
line:eefef647	No need to be.	Non ce n'è bisogno.
line:73ea230a	No no, you're a certified cleaner yeah?	No, no. Sei un lavadraghi qualificato, giusto?
line:743c64e6	No not really.	No, non proprio.
line:50feefe8	No problem!	Figurati!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Figurati! Non vedo l'ora che tu conosca Conrad.
line:0a9993d2	No problem, thanks!	Nessun problema, grazie!
line:10bdb3a4	No problem, thanks!	Nessun problema, grazie!
line:3a8f65fa	No problem.	Nessun problema.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Nessun problema. Le apro il cancello!
line:eedccaec	No way.	Impossibile.
line:f0351f0c	No way.	Impossibile.
line:d726f776	No worries,	Tranquillo,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	No! Cioè, sì, ma per il bene della mia reputazione, potrebbe tenere per sé questa mia incursione?
line:f7f963e3	No, I am.	No, invece lo sono.
line:54faa7c0	No, I don't think I do.	No, non credo.
line:38419d8b	No, it's not. No more excuses.	No, non va bene. Basta scuse.
line:cd9b2a8f	No, thank you. I'm... Really excited.	No, grazie a te. Sono... Davvero emozionato.
line:1af1ad05	No, we don't offer things like that here.	No, qui non offriamo quel genere di servizi.
line:cb7e94e5	no.	No.
line:6128a09c	No. A lime that is yellow.	No. Un lime che è giallo.
line:de25dacd	No. I'm not. Do you have a medkit or not?	No, non sto bene. Ce l'hai una cassetta del pronto soccorso o no?
line:1cc64bcf	No.. No it's fine... thank you.	No... No, va bene... Grazie.
line:525f5744	Nope	No.
line:fbd2c3e7	Nope.	No.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Di solito accetterei il cavalletto. Ma non adesso.
line:ab92da6a	Not anymore at least!	Almeno, adesso non più!
line:0cfcd179	Not for a date though.	Non per un appuntamento, però.
line:d1b90e2c	Not sure yet.	Non lo so ancora.
line:e9643b5d	Not yet.	Non ancora.
line:326cc84d	Not yet. a little longer.	Non ancora. Un altro po'.
line:56a729f6	Nothing more attractive than a man who can improve!	Non c'è niente di più attraente di un uomo che sa migliorarsi!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Non c'è niente di più attraente di un uomo che sa migliorarsi!
line:8a321997	Now I'm eyeballing the mount...	Adesso ho messo gli occhi sul cavalletto...
line:5e0a6d7a	Now I'm out here, agh!	E ora mi ritrovo qui fuori, argh!
line:564a9606	Now they'll never need to know!	Ora non dovranno mai saperlo!
line:d66b7986	Now!	Adesso!
line:63596bb3	Now, do you have a medkit or not?	Allora, ce l'hai una cassetta del pronto soccorso o no?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Adesso fammi entrare! Voglio provarlo!
line:0554966a	Now, more food?	Allora... Altro cibo?
line:3fb3f8d4	Now, round two!	Adesso, secondo round!
line:12e6043e	Now... Food?	E adesso... Si mangia?
line:5f8b2de4	oah. <size=70%>okay.	Oh. <size=70%>Va bene.
line:13223129	Of course	Certamente.
line:283e56d8	Of course I am! I know I'm very...	Certo! So di essere molto...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Certo che sì. Sono un <i>professionista</i>.
line:0b226939	Of course it is!	Certo che va bene!
line:f21dd9d4	Of course it is!	Certo che va bene!
line:642255fc	Of course!	Certo!
line:76f8c20c	Of course!	Certo!
line:877aced7	Of course!	Certo!
line:d2401e75	Of course!	Certo!
line:f9eb2b4a	Of course! Right this way!	Certo! Da questa parte!
line:0d20d327	Of course! Thank you for the food.	Certo! Grazie per il cibo.
line:4da976f5	Of course! You run a fine establishment.	Certamente! Gestisce un ottimo esercizio.
line:b629bcf2	Of course! You're wonderful.	Certamente! Lei è meraviglioso.
line:b6c96475	Of course, you run a fine establishment.	Certamente, gestisce un ottimo esercizio.
line:dd082478	Of course.	Certo.
line:203cc3d2	Of course. One moment!	Certo. Un attimo!
line:fd145efe	Of course. Sorry you're going through all this.	Figurati. Mi dispiace che tu debba affrontare tutto questo.
line:7305cdbc	Oh cool!	Oh, che bello!
line:eb6ae4c3	Oh cool!	Oh, che bello!
line:77c996e8	Oh damn! You really are adventurous!	Oh, cazzo! Ti piace proprio sperimentare!
line:3fdb9d01	Oh fcuk something went wrong	Oh cazzo, qualcosa è andato storto.
line:9e403ecd	Oh fuck yeah.	Oh, cazzo, sì.
line:13c39c50	Oh fudge, forget I said that!	Oh, accidenti. Dimentichi quello che ho detto!
line:e722753e	Oh goodness no..	Oh, cielo, no...
line:55e3dd36	Oh hi! um..	Oh, ciao! Ehm...
line:e8ee5747	Oh hi! um..	Oh, ciao! Ehm...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	Oh, è quel draghetto che ho visto entrare qualche tempo fa, vero?
line:001ab950	Oh I heard good things about that.	Oh, ne ho sentito parlare bene.
line:0a4a28c0	Oh I see the button there, gotcha!	Oh, vedo il pulsante laggiù. Capito!
line:c6b0b1aa	Oh like, swallowing things whole?	Oh, inghiottire le cose intere?
line:10254d13	Oh my	Oh, cielo.
line:39f6c77d	Oh my bad	Oh, colpa mia.
line:79511a66	Oh my bad	Oh, colpa mia.
line:8cfbd75d	Oh my bad	Oh, colpa mia.
line:cb71b2a1	Oh my bad	Oh, colpa mia.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Oh, cielo... Non mi aspettavo che fosse così... intraprendente con le mani.
line:c60c65e8	Oh my. I suppose I could use the mount!	Oh, cielo. Direi che potrei usare il cavalletto!
line:433cb27e	Oh no! Do you want to talk about it?	Oh no! Vuoi parlarne?
line:d908622a	Oh no, Conrad. are you okay?	Oh no, Conrad. Stai bene?
line:bf977a7e	Oh okay. I'll go grab it.	Oh, va bene. Vado a prenderlo.
