# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:48cfc92b	It's endearing!	น่าเอ็นดูดี!
line:5b6f00bd	It's fine.	ไม่เป็นไรหรอก
line:13dc0f15	It's fine. I close in about an hour.	ไม่เป็นไร อีกประมาณชั่วโมงค่อยปิด
line:23ac92c8	It's freeing. I'll be back, yeah?	รู้สึกเป็นอิสระดี ผมจะกลับมานะ?
line:de9fdb93	It's hard to hold back..	กลั้นยากจัง...
line:9ebea3d0	It's hard to not be nervous after everything...	หลังจากทุกเรื่องที่ผ่านมา มันอดกังวลไม่ได้...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	น่าสนใจนะ พวกสองขาอย่างคุณมักค่อยๆ ละเลียดอาหาร
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	แค่มีอะไรเกิดขึ้นกับคอนราด หวังว่าเขาจะโอเค
line:bee6c7dd	It's just that...	แค่...
line:3b76093c	It's made for eating things whole.	มันถูกสร้างมาให้กลืนทั้งชิ้น
line:19f36dc0	It's my dream.	มันคือความฝันของผม
line:18db795f	It's never easy to end things.	การจบความสัมพันธ์ไม่เคยง่าย
line:049fb01f	It's nice to have friends to rely on.	ดีนะที่มีเพื่อนให้พึ่งพา
line:ed69e3a1	It's nice to relinquish control, even for a moment.	การปล่อยการควบคุมให้คนอื่นบ้างก็ดี แม้เพียงชั่วครู่
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	ไม่ใช่เรื่องใหญ่ ฟังดูทุกคนปลอดภัยดี
line:7e511da7	It's okay!	ไม่เป็นไร!
line:b14d8520	It's okay, you sound like you need it.	ไม่เป็นไร ดูเหมือนคุณต้องการคนรับฟัง
line:50b95260	It's okay. I needed to. She wasn't making me happy.	ไม่เป็นไร ผมจำเป็นต้องทำ อยู่กับเธอแล้วผมไม่มีความสุข
line:47455767	It's okay. I'll figure something out.	ไม่เป็นไร ผมจะหาทางเอง
line:9287c933	It's starting to feel like it's <i>my</i> fault.	เริ่มรู้สึกว่าเป็นความผิด<i>ฉัน</i>
line:7ab244af	It's the best way to enjoy food.	นี่เป็นวิธีกินอาหารให้อร่อยที่สุด
line:0b7589ff	It's the mount you asked for.	แท่นที่คุณขอไง
line:a5780e74	It's wonderful to be back!	ได้กลับมานี่ยอดเยี่ยมจริงๆ!
line:649e8eb3	Its a nice get away from everything out there.	ได้หลบจากเรื่องวุ่นๆ ข้างนอกบ้างก็ดี
line:d0361dd9	Its like an equine fusion thing...	เป็นอาหารฟิวชันแบบเผ่าม้าน่ะ...
line:df86a610	Jokes aside, your wash is definitely the best.	เลิกเล่นมุกก่อน ที่นี่อาบน้ำดีที่สุดจริงๆ
line:7fe40d2b	Just a rough day. Hoping this helps!	แค่วันนี้หนักหน่อย หวังว่าอาบน้ำแล้วจะดีขึ้น!
line:ce77a00e	Just did!	เพิ่งคุยเสร็จ!
line:7c93c604	Just doing my job!	แค่ทำงานของผม!
line:fa0a9fbb	Just having fun.	แค่สนุกน่ะ
line:9e9425cd	Just possibly...	อาจเป็นไปได้ว่า...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	ก็แค่มังกรตัวหนึ่งที่บาร์ ฉันโง่เอง... หุบปากไม่เป็น
line:ecb9a15d	Just touch me with your hand and I'll try to help.	แค่แตะด้วยมือ ผมจะพยายามช่วย
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	แค่ เอ่อ... อย่าบอกใครว่าฉันพูดเรื่องพวกนี้นะ
line:3bac1dad	Just... open the gate.	แค่... เปิดประตูเถอะ
line:4f826403	Keep going a little longer please	ช่วยทำต่ออีกนิดนะ
line:087039ba	Keep going.	ทำต่อสิ
line:d8f92323	Kinda! I've been getting out more.	ก็มี! ฉันออกไปข้างนอกมากขึ้น
line:b965b4dd	Knock that off, we're not done yet. Right?	หยุดก่อน เรายังไม่เสร็จใช่ไหม?
line:d9d276bb	Kobolds always seem enamored by me eating.	โคโบลด์ดูจะหลงใหลตอนผมกินเสมอ
line:0274cacd	Kobolds are very flexible. It will fit.	โคโบลด์ยืดหยุ่นมาก ใส่ได้แน่
line:20cb68b9	lemme in?	ให้เข้าไปหน่อย?
line:41d5085a	Let go whenever you are ready.	พร้อมเมื่อไรก็ปล่อยได้เลย
line:29a77d09	Let me give it a try!	ให้ฉันลองสิ!
line:265e14cb	Let me know when you're finished rinsing.	บอกด้วยเมื่อล้างน้ำเสร็จ
line:0e1fd4b0	Let the <i>big C</i> out of this place!	ปล่อย<i>บิ๊กซี</i>ออกไปได้แล้ว!
line:f7382398	Let's get going~!	เริ่มกันเลย~!
line:c50535b3	Let's have it!	เอามาเลย!
line:9accd60e	Lets wash it off for our date tonight then.	งั้นล้างออกก่อนเดตคืนนี้กัน
line:7ce1b833	Like what?	แบบไหน?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	ผมรักคนรอบตัวนะ แต่มีเรื่องเก่าๆ พัวพันกันเยอะ
line:aa1c54ab	Like, in general.	หมายถึงทุกเรื่อง
line:bbe51f87	Like, in general.	หมายถึงทุกเรื่อง
line:7b7b0a3f	Like, the future of my relationships.	แบบว่า อนาคตของความสัมพันธ์น่ะ
line:db79a905	Like... a lemon?	แบบ... เลมอน?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	แบบ... ไอ้เวรไง? รู้ว่าอยู่กับฉันแล้วไม่มีความสุข
line:a0a0a49c	Like... sexual stuff?	หมายถึง... เรื่องเซ็กซ์เหรอ?
line:9becd177	Look at me! I'll be the laughing stock of my students.	ดูผมสิ! นักศึกษาต้องหัวเราะเยาะแน่
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	อยากให้ฉีดน้ำล้างตัว ใช้แท่นด้วยก็ดี
line:abdb5822	Looking forward to seeing ya'	รอเจอคุณอยู่นะ
line:5c335985	Looking forward to seeing you soon.	หวังว่าจะได้พบคุณเร็วๆ นี้
line:1d0abc80	Looking forward to the wash.	รอที่จะได้อาบน้ำแล้ว
line:646279a0	Looks like it.	ดูเหมือนงั้น
line:b6093881	Looks like ya' got a shipment, eh?	ดูเหมือนมีของมาส่งนะ?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	โชคดีที่โลกยุคใหม่ของเราลดการตายจากการลุกไหม้เองได้มากแล้ว
line:d2ba8ba9	Made a bit of a mess... Still worth it.	ทำเลอะนิดหน่อย... แต่คุ้ม
line:301e8665	Make haste! My reputation is on the line.	เร็วเข้า! ชื่อเสียงผมเป็นเดิมพัน
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	ต้องสะอาดมากๆ นะ <size=70%><i>ฮิๆ
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	เข้าใจได้! มังกรตัวเล็กสนุกดี
line:22b2643b	Makes sense.	ก็สมเหตุสมผลนะ
line:e7f0e9ed	Makes sense.	ก็สมเหตุสมผลนะ
line:89c9a73b	Many think it's part of my body.	หลายคนคิดว่าเป็นส่วนหนึ่งของร่างกาย
line:d7bcbe29	Max says I'm a clumsy dragon,	แม็กซ์บอกว่าผมเป็นมังกรซุ่มซ่าม
line:db986d0d	May you open the gate?	ช่วยเปิดประตูได้ไหม?
line:76a97730	Maybe later...?	ไว้ทีหลังไหม...?
line:08a422ba	Maybe like...	บางทีแบบว่า...
line:6f293b7a	Maybe someone new...	อาจเป็นคนใหม่...
line:d2558a04	Maybe someone?	อาจเป็นใครสักคน?
line:67a46ddc	Maybe we can hang out later?	ไว้เราไปเที่ยวกันไหม?
line:5691478f	Maybe we could just... Walk?	หรือเราแค่... เดินเล่น?
line:7734bf93	Me too, thanks!	ผมด้วย ขอบคุณ!
line:627a13e4	Me too.	ผมด้วย
line:d3c733f5	Me too.	ผมด้วย
line:ffa63d1b	Me too.	ผมด้วย
line:040ee2a7	me too.	ผมด้วย
line:d13cd125	Me.	ตัวเอง
line:14e7b293	Me?	ผม?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	แปลว่าพร้อมไปเดตกับโคโบลด์คนหนึ่งแล้ว
line:e5da247d	Means you know how to get hands on!	แปลว่ารู้จักใช้มือสิ!
line:171707d2	Mhm!	อื้ม!
line:11306335	Mhm! Come back anytime.	อื้ม! แวะมาได้ทุกเมื่อ
line:69dd6a73	Mhm! he's trying to meet new people.	อื้ม! เขากำลังพยายามรู้จักคนใหม่ๆ
line:da17b746	Mhm! I'm <i>the</i> kobold!	อื้ม! ผมนี่แหละ<i>โคโบลด์คนนั้น</i>!
line:a0cb3f78	Mhm! that's him.	อื้ม! คนนั้นแหละ
line:164fdb01	Mhm, he's trying.	อื้ม เขาพยายามอยู่
line:1a663dcf	Mhm, right this way.	อื้ม เชิญทางนี้
line:3cd8a8bd	Mhm... Thank you.	อืม... ขอบคุณ
line:4546abce	Might seem kinda weird to ask now. Buuuut.	อาจจะแปลกที่ถามตอนนี้ แต่ก็...
line:57d8b72a	Mind opening the gate to let me out?	ช่วยเปิดประตูให้ผมออกหน่อยได้ไหม?
line:b2a507ab	Mind opening the gate to let me out?	ช่วยเปิดประตูให้ผมออกหน่อยได้ไหม?
line:6d726280	Mind washing more?	ช่วยล้างเพิ่มหน่อยได้ไหม?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	อืม ผมเข้าใจว่าแปลว่าคุณจะเปิดประตู?
line:dd0c77ae	Mmm, Yeah I know the type.	อืม ใช่ ผมรู้จักแบบนั้น
line:d8cafcc7	mmm..	อืม...
line:729cea0c	Mmmhm, I always do my best.	อื้ม ผมตั้งใจเต็มที่เสมอ
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	อื้ม จะปรับเวลานอนให้ดีขึ้น...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	อื้ม ต้องเตรียมตัวไปเดตกับเขา
line:a78dd44b	mmph! (Yea!)	อื้มฟ์! (ใช่!)
line:b132719c	Mmph- Hm?	อืมฟ์... หืม?
line:16ee6b14	Money... mmm...	เงิน... อืม...
line:d8cc8048	Most people do!	คนส่วนใหญ่ก็ชอบ!
line:3d723db0	Must mean you two are a good match.	คงแปลว่าคุณสองคนเหมาะกัน
line:9ca994a5	My bad	ผมผิดเอง
line:aaecba3d	My bad	ผมผิดเอง
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	ศาสตราจารย์อิกวิกซ์ เพื่อนร่วมงานผม อยากใช้ผมเป็นแท่นยืน
line:08af3902	My date with Ryan was...	เดตกับไรอันของฉัน...
line:116b5405	My date with Ryan was...	เดตกับไรอันของฉัน...
line:e26c3b65	My first ever Yarn script in Unity!	สคริปต์ Yarn แรกของฉันใน Unity!
line:f15b014f	My names Ryan. So...	ผมชื่อไรอัน คือว่า...
line:e4aced7b	My students could learn a thing or two from your work ethic!	นักศึกษาของผมน่าจะเรียนรู้ความขยันจากคุณบ้าง!
line:dfe74420	My-	โอ้...
line:9b915bf2	Nah.	ไม่ชอบ
line:c3642dec	Nah.	ไม่
line:393c128a	Never cleaned a teacher dragon... woah.	ไม่เคยอาบน้ำให้มังกรอาจารย์เลย... โห
line:a99b03ed	Never tried it.	ไม่เคยลองเลย
line:6df809e1	Nevermind. Could you get the gate?	ช่างเถอะ เปิดประตูให้หน่อยได้ไหม?
line:d3a50f3f	Next time I come in for a wash we'll go.	ฉันมาอาบน้ำครั้งหน้า เราค่อยไปกัน
line:ac5afd96	Next time I come in I'll have reservations!	ครั้งหน้าที่มาจะจองไว้เรียบร้อย!
line:8990fcc9	Nice! Whats with all the... Gloop?	ดีเลย! แล้วอะไรที่... เละๆ นี่?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	ดี แต่เปิดประตูก่อน ให้คอนราดเข้าไปสิ!
line:acab92d4	Nnf... I believe I needed that. Thank you.	อึฟ... คิดว่าผมต้องการแบบนั้น ขอบคุณ
line:8fe11008	Nnnf... That was way better than those berries.	อื๊อ... ดีกว่าเบอร์รีพวกนั้นเยอะ
line:b251704a	No	ไม่โกรธ
line:e05c2dca	No	ไม่
line:dc86c2de	no	ไม่
line:5794ea87	No amount of justification makes it feel good though.	แต่มีเหตุผลแค่ไหนก็ไม่ได้ทำให้รู้สึกดีขึ้น
line:5a5ec440	No I actually just got it	ไม่ จริงๆ ผมเพิ่งได้มา
line:cd5f07ca	No more excuses.	ไม่แก้ตัวแล้ว
line:4b38230f	No need for thanks. I'll get the gate.	ไม่ต้องขอบคุณหรอก ผมเปิดประตูให้
line:11604fbd	No need to be nervous, Alexander!	ไม่ต้องกังวล อเล็กซานเดอร์!
line:eefef647	No need to be.	ไม่ต้องอายหรอก
line:73ea230a	No no, you're a certified cleaner yeah?	ไม่ๆ นายเป็นคนอาบน้ำมีใบรับรองใช่ไหม?
line:743c64e6	No not really.	ไม่ คงไม่ค่อยโอเค
line:50feefe8	No problem!	ไม่มีปัญหา!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	ไม่มีปัญหา! รอให้คุณได้เจอคอนราดไม่ไหวแล้ว
line:0a9993d2	No problem, thanks!	ไม่มีปัญหา ขอบคุณ!
line:10bdb3a4	No problem, thanks!	ไม่มีปัญหา ขอบคุณ!
line:3a8f65fa	No problem.	ไม่มีปัญหา
line:ee3d0ee4	No problem. Let me get that gate for ya'!	ไม่มีปัญหา เดี๋ยวเปิดประตูให้!
line:eedccaec	No way.	ไม่มีทาง
line:f0351f0c	No way.	ไม่มีทาง
line:d726f776	No worries,	ไม่ต้องห่วง
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	ไม่! หมายถึงใช่ แต่เพื่อชื่อเสียงผม ช่วยเก็บการมาที่นี่เป็นความลับ
line:f7f963e3	No, I am.	ไม่ ผมสกปรกจริงๆ
line:54faa7c0	No, I don't think I do.	ไม่ ผมว่าไม่ต้อง
line:38419d8b	No, it's not. No more excuses.	ไม่ มันไม่โอเค ไม่แก้ตัวแล้ว
line:cd9b2a8f	No, thank you. I'm... Really excited.	ไม่ ผมต่างหากที่ต้องขอบคุณ ผม... ตื่นเต้นมาก
line:1af1ad05	No, we don't offer things like that here.	ไม่ ที่นี่ไม่ได้ให้บริการแบบนั้น
line:cb7e94e5	no.	ไม่
line:6128a09c	No. A lime that is yellow.	ไม่ มะนาวที่เปลือกเป็นสีเหลือง
line:de25dacd	No. I'm not. Do you have a medkit or not?	ไม่ ไม่โอเค มีหรือไม่มีกล่องปฐมพยาบาล?
line:1cc64bcf	No.. No it's fine... thank you.	ไม่... ไม่เป็นไร... ขอบคุณ
line:525f5744	Nope	ไม่
line:fbd2c3e7	Nope.	ยังเลย
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	ปกติฉันเอาแท่นนะ แต่ตอนนี้ไม่
line:ab92da6a	Not anymore at least!	อย่างน้อยตอนนี้ก็ไม่แล้ว!
line:0cfcd179	Not for a date though.	แต่ไม่เหมาะกับไปเดต
line:d1b90e2c	Not sure yet.	ยังไม่แน่ใจ
line:e9643b5d	Not yet.	ยังไม่พร้อม
line:326cc84d	Not yet. a little longer.	ยัง อีกนิด
line:56a729f6	Nothing more attractive than a man who can improve!	ไม่มีอะไรน่าดึงดูดกว่าผู้ชายที่พัฒนาตัวเองได้!
line:b5dabf9f	Nothing more attractive than a man who can improve!	ไม่มีอะไรน่าดึงดูดกว่าผู้ชายที่พัฒนาตัวเองได้!
line:8a321997	Now I'm eyeballing the mount...	ตอนนี้ฉันเหล่มองแท่นอยู่...
line:5e0a6d7a	Now I'm out here, agh!	ทีนี้ผมเลยต้องมานี่ โอ๊ย!
line:564a9606	Now they'll never need to know!	ทีนี้ก็ไม่ต้องให้ใครรู้แล้ว!
line:d66b7986	Now!	ทีนี้!
line:63596bb3	Now, do you have a medkit or not?	ตกลงมีกล่องปฐมพยาบาลหรือไม่มี?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	งั้นให้ฉันเข้าไป! อยากลองไอ้นั่นแล้ว!
line:0554966a	Now, more food?	ทีนี้ กินต่อไหม?
line:3fb3f8d4	Now, round two!	ตอนนี้รอบสอง!
line:12e6043e	Now... Food?	ทีนี้... กินกันไหม?
line:5f8b2de4	oah. <size=70%>okay.	อ๋อ <size=70%>ได้
line:13223129	Of course	แน่นอน
line:283e56d8	Of course I am! I know I'm very...	แน่นอน! ฉันรู้ว่าตัวเอง...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	แน่นอน ผมเป็น<i>มืออาชีพ</i>
line:0b226939	Of course it is!	ไม่เป็นไรอยู่แล้ว!
line:f21dd9d4	Of course it is!	ไม่เป็นไรอยู่แล้ว!
line:642255fc	Of course!	แน่นอน!
line:76f8c20c	Of course!	แน่นอน!
line:877aced7	Of course!	แน่นอน!
line:d2401e75	Of course!	แน่นอน!
line:f9eb2b4a	Of course! Right this way!	แน่นอน! ทางนี้เลย!
line:0d20d327	Of course! Thank you for the food.	แน่นอน! ขอบคุณสำหรับอาหาร
line:4da976f5	Of course! You run a fine establishment.	แน่นอน! คุณดูแลกิจการได้ดี
line:b629bcf2	Of course! You're wonderful.	แน่นอน! คุณยอดเยี่ยม
line:b6c96475	Of course, you run a fine establishment.	แน่นอน คุณดูแลกิจการได้ดี
line:dd082478	Of course.	ได้แน่นอน
line:203cc3d2	Of course. One moment!	ได้เลย สักครู่!
line:fd145efe	Of course. Sorry you're going through all this.	แน่นอน เสียใจด้วยที่คุณต้องเจอเรื่องพวกนี้
line:7305cdbc	Oh cool!	อ๋อ เจ๋งเลย!
line:eb6ae4c3	Oh cool!	อ๋อ เจ๋งเลย!
line:77c996e8	Oh damn! You really are adventurous!	โอ้ แม่ง! นายกล้าลองจริงๆ!
line:3fdb9d01	Oh fcuk something went wrong	เชี่ย มีอะไรผิดพลาดแล้ว
line:9e403ecd	Oh fuck yeah.	โอ้ แม่ง ใช่เลย
line:13c39c50	Oh fudge, forget I said that!	ตายจริง ลืมที่ผมพูดไปซะ!
line:e722753e	Oh goodness no..	โอ้ ไม่เลย...
line:55e3dd36	Oh hi! um..	อ๋อ สวัสดี! เอ่อ...
line:e8ee5747	Oh hi! um..	อ๋อ สวัสดี! เอ่อ...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	อ๋อ มังกรตัวจิ๋วที่ผมเห็นเข้ามาก่อนหน้านี้ใช่ไหม?
line:001ab950	Oh I heard good things about that.	อ๋อ ได้ยินคำชมเรื่องนี้เยอะ
line:0a4a28c0	Oh I see the button there, gotcha!	อ๋อ เห็นปุ่มตรงนั้นแล้ว เข้าใจแล้ว!
line:c6b0b1aa	Oh like, swallowing things whole?	อ๋อ กลืนทั้งชิ้นเหรอ?
line:10254d13	Oh my	โอ้โห
line:39f6c77d	Oh my bad	อ๋อ ผมผิดเอง
line:79511a66	Oh my bad	อ๋อ ผมผิดเอง
line:8cfbd75d	Oh my bad	อ๋อ ผมผิดเอง
line:cb71b2a1	Oh my bad	อ๋อ ผมผิดเอง
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	โอ้... ไม่คิดว่าคุณจะ... ลงมือขนาดนี้
line:c60c65e8	Oh my. I suppose I could use the mount!	โอ้ ผมคิดว่าใช้แท่นก็ได้นะ!
line:433cb27e	Oh no! Do you want to talk about it?	ไม่นะ! อยากเล่าไหม?
line:d908622a	Oh no, Conrad. are you okay?	ไม่นะ คอนราด คุณโอเคไหม?
line:bf977a7e	Oh okay. I'll go grab it.	อ๋อ ได้ เดี๋ยวไปหยิบมา
line:7428755b	Oh so it's new for both of us!	อ๋อ งั้นใหม่สำหรับเราทั้งคู่!
line:513bed5a	Oh so it's new to both of us!	งั้นก็เป็นเรื่องใหม่สำหรับเราทั้งคู่!
line:4bad37a5	Oh that's good. I'm happy he's okay.	อ๋อ ดีเลย ดีใจที่เขาไม่เป็นไร
line:7d791906	Oh this is better, but I still feel dirty.	อ๋อ ดีขึ้นนะ แต่ยังรู้สึกสกปรก
line:63926ecd	Oh we're done?	อ๋อ เสร็จแล้วเหรอ?
line:546d1bf2	Oh wow, you're really covered in it!	โห เปื้อนเต็มเลยจริงๆ!
line:b2d99a43	Oh wow..	โอ้ โห...
line:e8052272	Oh yeah I liked the first one.	อ๋อ ใช่ ผมชอบภาคแรก
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	อ๋อ มีร้านดีๆ ในเมืองชื่อ Wings
line:d4d3ecd5	Oh yeah.	อ๋อ ใช่
line:059142a3	Oh Yeah?	อ๋อ เหรอ?
line:71053a53	Oh Yeah?	อ๋อ เหรอ?
line:1121309c	Oh yeah?	อ๋อ เหรอ?
line:2b560f59	Oh yeah?	อ๋อ เหรอ?
line:2d2820b0	Oh yeah?	อ๋อ เหรอ?
line:6e82e54c	Oh yeah?	อ๋อ เหรอ?
line:b9d8a22f	Oh yeah?	อ๋อ เหรอ?
line:d8ce8566	Oh yeah?	อ๋อ เหรอ?
line:f103a4a8	Oh yeah?	อ๋อ เหรอ?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	อ๋อ เหรอ? ฟังดูใจร้อนหน่อยนะ
line:60cdf456	Oh yeah? The little red drake?	อ๋อ เหรอ? มังกรสีแดงตัวเล็ก?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	อ๋อ เหรอ? มังกรสีฟ้าที่ผมเห็นแถวนี้?
line:762882b4	Oh yeeeaaah?	โอ้ เหรอออ?
line:5d737ca7	Oh yes	อ๋อ ใช่
line:1c90fb6d	Oh you. Gonna make me blush.	คุณนี่นะ เดี๋ยวผมก็เขินหรอก
line:7e3e59aa	Oh!	อ๋อ!
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	อ๋อ! คิดว่าเคยเห็น ตัวจิ๋วๆ ใช่ไหม?
line:3bc15278	Oh! No it wouldn't be. It's fun!	อ๋อ! ไม่เลย มันสนุก!
line:c95a153d	Oh! nothing. I'll get the gate.	อ๋อ! ไม่มีอะไร ผมเปิดประตูให้
line:b6fb6fce	Oh! Okay. I'll get the gate!	อ๋อ! ได้ ผมจะเปิดประตู!
line:4d3233a1	Oh! That's cold!	โอ้! เย็น!
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	อ๋อ! งั้นให้เข้ามาก่อนดีกว่า ผมจะเปิดประตู
line:0f2dc134	Oh! Yeah that makes sense...	อ๋อ! ใช่ สมเหตุสมผล...
line:1270a483	Oh, and I apologize for being absolutely filthy.	อ้อ ขอโทษด้วยที่ตัวสกปรกมอมแมมขนาดนี้
line:7b5be1f8	Oh, and I've figured it where to go.	อ๋อ ฉันคิดออกแล้วว่าจะไปไหน
line:52fb116d	Oh, and seems I got some on my face. woops.	อ๋อ ดูเหมือนติดหน้าหน่อย อุ๊ย
line:73a37947	Oh, awesome. I'm a big salmon guy.	อ๋อ เยี่ยม ผมเป็นหนุ่มสายแซลมอน
line:74c9c07b	Oh, like... working class?	อ๋อ แบบ... ชนชั้นแรงงาน?
line:e048566b	Oh, no.	อ๋อ ไม่มี
line:1a9e6537	Oh, no. Ryan is a sweetheart.	โอ้ ไม่ ไรอันใจดีมาก
line:5f6a124a	Oh, okay. Thanks.	อ๋อ ได้ ขอบคุณ
line:17716b05	Oh, right. Sorry.	อ๋อ จริงด้วย ขอโทษ
line:82ba64bf	Oh, sorry-	อ๋อ ขอโทษ...
line:956e5c91	Oh, sorry.	อ๋อ ขอโทษ
line:54a8bb22	Oh, sure. Come on in.	อ๋อ ได้ เข้ามาสิ
line:270276eb	Oh, that's my favorite part!	อ๋อ นั่นส่วนโปรดเลย!
line:1ff9a04c	Oh, the crest around my head?	อ๋อ ตรารอบหัวผมเหรอ?
line:ffed6d04	Oh, wonderful. Seem's we're similar.	โอ้ ดีเลย ดูเหมือนเราจะคล้ายกัน
line:30e6b801	Oh, yeah!	อ๋อ ใช่!
line:bedeee82	Oh- Eager!	โอ้ ใจร้อนจัง!
line:38b3c8c1	Oh- I mean. I'll go open the gate!	อ๋อ หมายถึง... ผมจะไปเปิดประตูให้!
line:714c180e	Oh- I'm glad!	อ๋อ ดีใจจัง!
line:ccf87ea9	Oh- I'm not too interested in using that right now.	อ๋อ ตอนนี้ยังไม่ค่อยสนใจใช้นั่น
line:963981e4	Oh- I'm sorry for making a mess...	อ๋อ ขอโทษที่ทำเลอะ...
line:8e407c6e	Oh- Not just the wash.	อ๋อ ไม่ใช่แค่อาบน้ำ
line:ad31ec4c	Oh- Not just the wash.	อ๋อ ไม่ใช่แค่อาบน้ำ
line:6866c2c9	Oh- Right now? 'aight I'm down.	อ๋อ ตอนนี้เลย? ได้ ฉันเอาด้วย
line:9a6dca4b	Oh- Ya. On it.	อ๋อ ใช่ ไปแล้ว
line:3b6d644d	Oh.	อ๋อ
line:4399096b	Oh.	อ๋อ
line:8441bf7b	Oh.	อ๋อ
line:87233429	Oh.	อ๋อ
line:e90fee8e	Oh.	อ๋อ
line:ebd9b4d3	Oh.	อ๋อ
line:8a79f72c	Oh. And one other thing.	อ๋อ อีกเรื่องหนึ่ง
line:e8289be5	Oh. good.	อ๋อ ดี
line:5442e228	Oh. Okay I'll go get the gate.	อ๋อ ได้ ผมจะเปิดประตู
line:0da15c85	Oh. Okay.	อ๋อ เข้าใจแล้ว
line:73f7f13d	OH. RIGHT.	อ๋อ จริงด้วย
line:c35890c8	Oh. That's... Wonderful!	อ๋อ นั่น... เยี่ยมเลย!
line:0ce8d5aa	Oh. Then yeah, we're open.	อ๋อ งั้นก็ใช่ เราเปิด
line:52ed140c	Oh. Uhm. <size=70%>Good.	อ๋อ เอ่อ <size=70%>ดี
line:780d0993	Oh. yeah. Sorry.	อ๋อ ได้ ขอโทษ
line:7f5113d5	OH. You're not used to eating them whole.	อ๋อ คุณไม่ชินกับการกินทั้งฟอง
line:45bc649d	Oh...	อ๋อ...
line:0a093816	Oh... hah. I like that.	อ๋อ... ฮะ ชอบนะ
line:f885f11d	Oh... I suppose this is alright~	โอ้... คิดว่าแบบนี้ก็โอเคนะ~
line:7cd85c8e	Oh... I'm so sorry.	อ๋อ... เสียใจด้วยจริงๆ
line:8cc1aa72	Oh... yeah we don't have one.	อ๋อ... ใช่ เราไม่มี
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	อ๋อ... ใช่ มังกรตัวเล็กมักจะ... มีอย่างอื่นชดเชย
line:1d491283	Oh?	อ๋อ?
line:21c46e75	Oh?	อ๋อ?
line:fd8d786a	Oh?	อ๋อ?
line:0ce8d3c2	ohmygod I thought the egg was decorative.	โห ผมนึกว่าไข่นั่นเอาไว้ประดับ
line:d9b26374	Ok I can do that	ได้ ผมทำได้
line:1777121d	Ok I got this..	ได้ ผมไหว...
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	ได้ บอกด้วยนะถ้าอึดอัดหรืออะไร
line:6c3a98cc	Ok lets wash it off for our date tonight then.	ได้ งั้นล้างออกก่อนเดตคืนนี้กัน
line:7a54a1e1	Okay	ตกลง
line:f64a5b30	Okay	ตกลง
line:249500dc	Okay!	ได้เลย!
line:a327b5f9	Okay!	ได้เลย!
line:ccaabca3	Okay!	ได้เลย!
line:82d0ea81	Okay! I'll be back later then.	ได้! งั้นเดี๋ยวกลับมา
line:3deb5f55	Okay! I'll go get the gate for you.	ได้! ผมจะไปเปิดประตูให้
line:9c3d6cb7	Okay! I'll see you soon.	ได้! แล้วเจอกันเร็วๆ นี้
line:72e0348e	Okay, bye!	ได้ บ๊ายบาย!
line:255362b9	Okay, Conrad.	ได้ คอนราด
line:0d16ab28	Okay, I'll be waiting. Thanks.	ได้ ผมจะรอนะ ขอบคุณ
line:155d1c64	Okay, I'll open the gate!	ได้ ผมจะเปิดประตู!
line:886f5df2	Okay, I'll see you later!	ได้ แล้วเจอกัน!
line:585d6a08	Okay, thank you.	ได้ ขอบคุณ
