# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	a, soweli suli o.
line:8689a124	I'll happily get that for you.	mi pilin pona li kama jo e ni tawa sina.
line:48e99d7b	I'll have to close up shop first-	nanpa wan la, mi wile pini e tomo esun-
line:f2b894e2	I'll have to reserve your spot while you close up.	sina pini la, mi wile awen e ma sina.
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	mi awen sona e ni. mi kama sona e ni: ijo ale li wile e esun.
line:956a0f47	I'll make sure to ask him next time I see him.	mi lukin sin e ona la mi wile sona tan ona.
line:e64d21e4	I'll make sure to come back.	mi kama sin.
line:7c9fe106	I'll make sure to get out of your scales.	mi tawa. mi wile ala awen pakala e pali sina.
line:87006442	I'll make sure to tell others about this place	mi toki e tomo ni tawa jan ante.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	tenpo ni li pini la, mi toki tawa sina e ona, lon?
line:49b6a167	I'll make sure you're <i>spotless.	mi weka e jaki <i>ale a.
line:96981b61	I'll manage.	mi ken awen.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	mi wile e tenpo lili taso. jan kama sona li ken ala pana e sona tawa sama.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	mi wile lon sin e jan Ikuwi. a, ni li pana e pilin pi wile len!
line:90a9a98e	I'll see you next time I come in, yeah?	mi kama sin tawa telo la, mi lukin e sina, anu seme?
line:d0f6a49a	I'll see you next time I come in, yeah?	mi kama sin tawa telo la, mi lukin e sina, anu seme?
line:160bf40f	I'll start prepping for it.	mi open kama pona tawa ni.
line:8af64cb8	I'll take care of this, don't you worry.	mi awen pona e ni. o pilin ike ala.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	mi toki lon tenpo kama lili. tenpo ni la o open taso e lupa suli.
line:04c62f9b	I'm <i>spotless</i>.	mi jo e <i>jaki ala</i>.
line:629f8cff	I'm a bit of a big deal around there.	mi jan suli lili lon ma ni.
line:d9272031	I'm a dragon.	mi akesi.
line:675e7284	I'm a rule breaker!	mi pakala e lawa!
line:afcd5586	I'm a... kobold.	mi... jan akesi lili.
line:5d41b5d6	I'm all dirty still!	jaki li awen ale lon mi!
line:2f6eb3c3	I'm all soapy still!	ko telo li awen lon mi!
line:18707b19	I'm always happy to give you a wash!	tenpo ale la, mi pilin pona li telo e sina!
line:3b01eb3b	I'm always happy to give you a wash!	tenpo ale la, mi pilin pona li telo e sina!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	mi wile pona e jan lon tenpo ale. <i><size=70%>akesi suli li pona nanpa wan.
line:46c6a3ed	I'm always happy to see you Ryan.	jan Wajan o, tenpo ale la mi pilin pona li lukin e sina.
line:75206eee	I'm always happy to see you Ryan.	jan Wajan o, tenpo ale la mi pilin pona li lukin e sina.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	mi lukin e sina la mi pilin pona lon tenpo ale. mi open e lupa suli tawa sina.
line:07e5fc05	I'm amazed!	ni li pona mute tawa mi!
line:4586d55d	I'm an asshole. I know I am.	mi jan ike. mi sona.
line:a6d46685	I'm certain he also finds you pleasant!	mi sona e ni: sina kin li pona tawa ona!
line:ef399e26	I'm doing good!	mi pona!
line:a6c1f2f4	I'm excited for you!	mi pilin pona tan sina!
line:94fbdbf0	I'm excited for you. I'll get the gate!	mi pilin wawa pona tan sina. mi open e lupa suli!
line:f83e4966	I'm excited to hear about it!	mi wile a kute e ni!
line:bd55b8f4	I'm excited to see them washing down the drain though.	taso mi wile a lukin e ni: ona li telo tawa lupa weka.
line:24832f01	I'm excited.	mi pilin wawa pona.
line:69f406a6	I'm excited.	mi pilin wawa pona.
line:a00f681d	I'm excited.	mi pilin wawa pona.
line:a0479425	I'm excited.	mi pilin wawa pona.
line:b5d7d26f	I'm excited.	mi pilin wawa pona.
line:d66b9155	I'm excited.	mi pilin wawa pona.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	sina kin li pilin pona tan ni. ni li pona.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	ona li pona tawa sina la, mi pilin pona. mi sona e ni: sina pona tawa ona.
line:c56ee060	I'm glad you enjoy my crest.	sitelen kulupu mi li pona tawa sina la mi pilin pona.
line:f44a1493	I'm glad you trust me.	sina pilin awen lon mi la mi pilin pona.
line:3a2ed5ef	I'm glad you two are working out though.	taso olin sina tu li pona la, mi pilin pona.
line:c0972e81	I'm glad you two are working out.	olin sina tu li pona la, mi pilin pona.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	sina ken alasa e nasin pona tawa sina. ni li pona tawa mi.
line:d5a90e1c	I'm glad!	mi pilin pona!
line:286fec49	I'm glad.	mi pilin pona.
line:42f5fd9d	I'm glad.	mi pilin pona.
line:99b6dc81	I'm glad.	mi pilin pona.
line:570d4953	I'm happy for you!	mi pilin pona tan sina!
line:ac6d5bd3	I'm happy for you!	mi pilin pona tan sina!
line:ed5c40ca	I'm happy for you!	mi pilin pona tan sina!
line:79099951	I'm happy to be here too.	mi kin li pilin pona tan lon ni.
line:99fd9b51	I'm happy to give you a place you can relax.	mi ken pana e ma lape tawa sina la, mi pilin pona.
line:5d36d5c8	I'm happy to have met you.	mi kama sona e sina la, mi pilin pona.
line:ce21622a	I'm happy to hear that.	mi kute e ni la mi pilin pona.
line:69963a6c	I'm happy you feel comfy here.	sina pilin awen pona lon ni la mi pilin pona.
line:38388248	I'm here for a wash.	mi lon ni tawa telo.
line:a6974256	I'm here if you need someone to talk to.	sina wile toki tawa jan la, mi lon ni.
line:6690512d	I'm impressed.	sina wawa tawa mi.
line:2e424b13	I'm in need of another wash.	mi wile e telo sin.
line:ef91a572	I'm Jealous!	mi wile e sama!
line:a79b8639	I'm just happy I don't feel judged here.	mi pilin pona tan ni: sina alasa ala e ike mi lon ni.
line:8076eb95	I'm just here for a wash though.	taso mi lon ni tawa telo taso.
line:c2caa0b7	I'm just here to bring you food!	mi lon ni tawa pana moku tawa sina taso!
line:ec6c7823	I'm just... Happy.	mi... pilin pona taso.
line:ed4b0d48	I'm kind of excited.	mi pilin wawa pona.
line:266c652e	I'm looking forward to seeing you again	mi wile lukin sin e sina lon tenpo kama
line:e91e2041	I'm not <i>that</i> little-	mi lili ala <i>ni</i> a-
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	mi sona ala e tan ni: tenpo ni la mi kama sona e 'wi' sina.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	mi sona ala. ona li mani lili lon tomo WingCo.
line:5b31909a	I'm only doing what I think is right.	mi pali taso e ni: mi pilin e ona lon.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	mi wile weka tan lukin jan tan ijo ale ni.
line:cfaffc52	I'm pumped.	mi pilin wawa pona.
line:c0a140f8	I'm really fond of letting folks ride on my back.	jan li lon monsi mi li tawa la, ni li pona mute tawa mi.
line:1a5e6184	I'm really looking forward to this.	mi wile mute a e ni.
line:8b43a434	I'm really sorry you got hurt. Who did this?	sina pakala la mi pilin ike mute. jan seme li pali e ni?
line:69ffe957	I'm so excited about this date!	mi pilin wawa pona mute tan tenpo olin ni!
line:e6290003	I'm so excited. I'll get you two in contact!	mi pilin wawa pona a. mi pana e nasin toki tawa sina tu!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	mi pakala tan pana pi ike ale ni tawa sina.
line:e613b1c3	I'm sorry I snapped at you earlier.	mi toki utala tawa sina lon tenpo pini lili. mi pakala.
line:de208e68	I'm sorry you got hurt...	jan li pakala e sina la mi pilin ike...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	mi awen jo e ko ma mute. sina pana e ko telo tawa mi la, ni li pona mute.
line:51d4e418	I'm such an idiot.	mi jan nasa ike.
line:32114891	I'm sure nobody will know...	mi sona e ni: jan ala li kama sona...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	mi sona e ni: mi tu li ken alasa e nasin! o kama wan lon supa pi poka telo!
line:8136ef1a	I'm surprised how nice it is.	ni li pona mute la, mi pilin nasa.
line:722c6ab2	I'm thinking a date soon.	mi pilin e ni: tenpo olin li kama lon tenpo poka.
line:3471e9b1	I'm trying my best.	mi pali kepeken wawa ale mi.
line:01492e5e	I'm trying not to be pushy.	mi alasa weka e nasin pi wawa ike.
line:4d6cd625	I'm trying to get away from the house for a bit.	mi wile weka lili tan tomo mi.
line:c1ef777a	I'm unsure why speaking with you is so easy.	mi sona ala e tan ni: toki tawa sina li pali lili taso.
line:822c0718	I'm very excited.	mi pilin wawa pona mute.
line:ddab3d34	I'm very satisfied with these results..	pini ni li pona mute tawa mi..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	mi sona pona. telo suli li jo e pilin ante!
line:f9193c0d	I'm willing to do it. But I'd like something new.	mi wile pali e ni. taso mi wile e ijo sin.
line:63981253	I'm... Happy.	mi... pilin pona.
line:f80bd44b	I'm... not certain I'd like to use this today.	mi... sona ala e wile mi pi ilo ni lon tenpo suno ni.
line:d422462e	I'm... not sure I can answer that for you.	mi... sona ala e ken mi pi toki ni tawa sina.
line:8f107933	I'm... Rather close now	mi... poka e pana telo unpa lon tenpo ni
line:24c52c54	I'm... wondering...	mi... wile sona...
line:6bbd7f1d	I've always hated the rain.	tenpo ale la, telo sewi li ike tawa mi.
line:b4353808	I've always loved giving my biped friends rides...	jan pona mi pi noka tu li tawa lon monsi mi la, tenpo ale la ni li pona tawa mi...
line:9541fceb	I've been considering asking you this for a while now.	tenpo suli lili la, mi toki insa e ni: mi o wile sona e ni tan sina.
line:505154a4	I've been thinking...	mi toki insa...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	jan li toki tawa mi e ni: sina toki tawa jan lili la, toki sinpin tawa sinpin li nasin suwi.
line:2c560e29	I've been trying to get into the social sciences aswell.	mi alasa kama sona e nasin pi kulupu jan kin.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	mi sona e jan. tenpo suno kama la, ona li ken pana e ijo pona tawa ni tawa pona e ma.
line:212f0021	I've had a lot of free time lately.	tenpo pini poka la, mi jo e tenpo pi pali ala mute.
line:701b9feb	I've had a lot of free time lately.	tenpo pini poka la, mi jo e tenpo pi pali ala mute.
line:79da763f	I've had a lot of free time lately.	tenpo pini poka la, mi jo e tenpo pi pali ala mute.
line:3c4443fd	I've seen bigger	mi lukin e suli mute sin lon tenpo pini
line:d7a90078	I...	mi...
line:393d0e05	I... hm.	mi... a.
line:0da5609b	I... Know this is unprompted.	mi... sona e ni: mi toki e ijo ante lon tenpo ni.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	poka olin li ike <i>mute</i>. sina sona e ni: ona li pini lon tenpo kama.
line:b2f52b23	If I could uhm...	mi ken anu... mmm...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	mi toki lon la, tenpo lili pini la mi open olin e sina.
line:7c13c28e	If only.	lon la...
line:a56c5621	If someone like Ryan is interested, you're doing great.	jan sama jan Wajan li wile e sina la, pali sina li pona mute.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	jan li lukin e mi pi pakala lawa sin la, nimi pona mi li pakala ale!
line:83f511d2	If ya' place the mount for me I'll have at it.	sina pana e ilo unpa tawa mi la mi open kepeken ona.
line:7ead92b1	If you could come up front so I could talk.	o kama tawa sinpin tawa ni: mi ken toki.
line:e78656aa	If you could come up to where I can see you.	o kama tawa ma pi lukin mi.
line:9a013329	If you wanna talk about it more, I've got a minute.	sina wile toki sin la mi jo e tenpo lili.
line:3d014153	If you want to use it that's fine!	sina wile kepeken ona la, ni li pona!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	sina lukin e ni la o toki tawa jan Nael anu o pana e lipu pakala.
line:b9ab4eed	Im not complaining though.	taso mi toki ike ala.
line:27340362	In a bad way?	ante ike?
line:2019bb85	In a good way?	ante pona?
line:91d5fb72	Incredible!	ni li wawa mute!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	lon! tenpo ni la mi wile e telo tan sina taso.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	lon. sina sona e sitelen kulupu mi! mi pana e sona pi ante nasa ijo.
line:dd9d30d2	Indeed. I'm glad you were able to help.	lon. sina ken pona e mi la mi pilin pona.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	lon. lon poka sina li pona mute.
line:78c9b5cc	Is everything okay?	ale li pona ala pona?
line:bea8f1f7	Is something on your mind?	sina toki insa e ijo anu seme?
line:6b6dd8bc	Is that a good thing...?	ni li pona...?
line:848727f2	Is that a threat...?	sina toki ala toki e ike kama tawa mi...?
line:db302830	Is that why you came in the first time?	tan ni la sina kama tawa ni lon tenpo nanpa wan?
line:00e41343	Is this good?	ni li pona anu seme?
line:7982d3d8	Is this the right place?	ma ni li pona ala pona?
line:c48f59a9	Is this the right place?	ma ni li pona ala pona?
line:b05f6eea	Isn't that... Wood?	ni li... kasi kiwen anu seme?
line:bf137cb4	It arrived this morning, it should be near the gate.	ona li kama lon tenpo suno sin ni. ona li lon poka lupa suli.
line:5080b6dd	It depends! Dragon thing.	ijo li ante la, ni li ante! nasin akesi.
line:34cf0601	It did! Thanks for asking.	ona li pona! sina wile sona la, sina pona.
line:900dca3c	It does wonders.	ni li pona suli e mi.
line:cfd504c5	It does wonders.	ni li pona suli e mi.
line:ac13bf68	It is indeed rather cool.	ona li wawa pona lon.
line:ea445b46	It is rather novel isn't it?	ni li sin nasa, anu seme?
line:56d34a41	It is? Good to know...	lon anu seme? ni li pona tawa sona...
line:b058318f	It means you're doing a good job in kobold.	toki pi jan akesi lili la ni li toki e ni: sina pali pona.
line:13c906c7	It really has been. You're wonderful.	lon a. sina pona mute.
line:b032bfb1	It turns out baking is messy!	mi kama sona e ni: seli pan li pana e jaki!
line:da4f12a1	It turns out baking is messy!	mi kama sona e ni: seli pan li pana e jaki!
line:e106207b	It turns out baking is messy!	mi kama sona e ni: seli pan li pana e jaki!
line:e0c8c57b	It was good. We had sex.	ona li pona. mi tu li unpa.
line:681117ec	It was great. Conrad is wild. Good wild.	ona li pona mute. jan Konwa li wawa nasa. nasa pona.
line:28eee9f5	It went great!	ona li pona mute!
line:92bfe06c	It went great!	ona li pona mute!
line:a5d2b991	It went well.	ona li pona.
line:1ab5969b	It would be a... date. As most would say.	ni li... tenpo olin. jan mute li toki e ni.
line:8440a3f4	It's a regrettable state I find myself in...	sijelo mi li lon nasin ike a...
line:1706e86d	It's also new to me...	ni li sin tawa mi kin...
line:c1b8e62b	It's always good when a kobold knows what they like.	jan akesi lili li sona e wile ona la ni li pona.
line:deffce5c	It's crazy how much your neck can handle.	noka lawa sina li ken kama suli mute a. nasa.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	mi wile kama sona e jan pi kulupu ante la, ni li pali suli.
line:48cfc92b	It's endearing!	ni li suwi!
line:5b6f00bd	It's fine.	ike ala.
line:13dc0f15	It's fine. I close in about an hour.	ike ala. tenpo ilo wan poka la, mi pini.
line:23ac92c8	It's freeing. I'll be back, yeah?	ni li weka e awen ike. mi kama sin, lon?
line:de9fdb93	It's hard to hold back..	awen li pali suli..
line:9ebea3d0	It's hard to not be nervous after everything...	ijo ale ni li kama la... awen pi monsuta ala li pali suli.
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	ni li nasa pona: jan pi noka tu li moku lili lon tenpo suli tawa pilin uta.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	ijo li kama tawa jan Konwa taso. mi wile e ni: ona li pona.
line:bee6c7dd	It's just that...	taso...
line:3b76093c	It's made for eating things whole.	noka lawa li ken ni tawa moku e ijo ale lon tenpo sama.
line:19f36dc0	It's my dream.	ni li wile suli mi.
line:18db795f	It's never easy to end things.	pini poka li pali suli lon tenpo ale.
line:049fb01f	It's nice to have friends to rely on.	mi ken wile e pona tan jan pona la, ni li pona.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	pana e wawa lawa tawa jan ante li pona. tenpo lili taso la kin.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	ni li suli ala. jan ale li pona, sama kute mi.
line:7e511da7	It's okay!	ike li lon ala!
line:b14d8520	It's okay, you sound like you need it.	ike ala. sina sama ni: sina wile toki.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	mi ken. mi o pali e ni. ona li pana ala e pilin pona tawa mi.
line:47455767	It's okay. I'll figure something out.	mi ken. mi kama sona e nasin.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	mi open pilin e ni: ike li kama tan <i>mi</i>.
line:7ab244af	It's the best way to enjoy food.	nasin ni li pona nanpa wan tawa pilin pona tan moku.
line:0b7589ff	It's the mount you asked for.	ni li ilo unpa pi wile sina.
line:a5780e74	It's wonderful to be back!	kama sin li pona mute!
line:649e8eb3	Its a nice get away from everything out there.	mi ken weka lili tan ijo ale pi ma selo. ni li pona.
line:d0361dd9	Its like an equine fusion thing...	ona li wan e nasin moku pi jan soweli tawa e nasin ante...
line:df86a610	Jokes aside, your wash is definitely the best.	mi toki musi ala la, telo sina li pona nanpa wan a.
line:7fe40d2b	Just a rough day. Hoping this helps!	tenpo suno li ike taso. mi wile e ni: telo li pona e mi!
line:ce77a00e	Just did!	mi toki lon tenpo pini lili!
line:7c93c604	Just doing my job!	mi pali taso e pali mi!
line:fa0a9fbb	Just having fun.	mi musi taso.
line:9e9425cd	Just possibly...	ken lili la...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	akesi lon tomo pi telo nasa taso. mi nasa ike... mi ken ala pini e uta mi.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	o luka e mi taso. mi alasa pona.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	taso... o toki ala e toki mi ni tawa jan ante.
line:3bac1dad	Just... open the gate.	o... open taso e lupa suli.
line:4f826403	Keep going a little longer please	o awen lili sin
line:087039ba	Keep going.	o awen pali.
line:d8f92323	Kinda! I've been getting out more.	lili! mi tawa kulupu jan lon tenpo mute sin.
line:b965b4dd	Knock that off, we're not done yet. Right?	o pini e ni. mi tu li pini ala, anu seme?
line:d9d276bb	Kobolds always seem enamored by me eating.	mi moku la, jan akesi lili li pilin wawa lon tenpo ale.
line:0274cacd	Kobolds are very flexible. It will fit.	sijelo pi jan akesi lili li ken kama suli mute. ona li ken kama insa.
line:20cb68b9	lemme in?	mi ken kama insa anu seme?
line:41d5085a	Let go whenever you are ready.	sina ken la, o pana.
line:29a77d09	Let me give it a try!	o pana e ken kepeken tawa mi!
line:265e14cb	Let me know when you're finished rinsing.	sina pini weka e ko telo kepeken telo la, o toki tawa mi.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	o pana e <i>K suli</i> tan ma ni!
line:f7382398	Let's get going~!	o open~!
line:c50535b3	Let's have it!	o pana a!
line:9accd60e	Lets wash it off for our date tonight then.	ni la, o telo e ni tawa tenpo olin mi tu pi pimeja ni.
line:7ce1b833	Like what?	sama seme?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	mi olin e jan poka mi, taso kulupu ni li jo e ike mute tan tenpo pini.
line:aa1c54ab	Like, in general.	mi toki e ale.
line:bbe51f87	Like, in general.	mi toki e ale.
line:7b7b0a3f	Like, the future of my relationships.	e tenpo kama pi kulupu olin mi.
line:db79a905	Like... a lemon?	sama... kili Lemon?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	sama... jan ike? mi sona: lon poka mi la jan li pilin ike.
line:a0a0a49c	Like... sexual stuff?	sina toki e... unpa?
line:9becd177	Look at me! I'll be the laughing stock of my students.	o lukin e mi! jan pi kama sona mi li musi e ike mi.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	mi wile e telo pi palisa telo. mi wile kepeken ilo unpa kin.
line:abdb5822	Looking forward to seeing ya'	mi wile lukin sin e sina.
line:5c335985	Looking forward to seeing you soon.	mi wile lukin e sina lon tenpo kama lili.
line:1d0abc80	Looking forward to the wash.	mi wile e telo kama.
line:646279a0	Looks like it.	mi lukin e ni.
line:b6093881	Looks like ya' got a shipment, eh?	ijo esun li kama tawa sina, anu seme?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	pona la tenpo sin ni la moli tan seli pi open ona sama li lili mute.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	mi pana e jaki lili... taso ni li pona.
line:301e8665	Make haste! My reputation is on the line.	o pali lon tenpo lili! nimi pona mi li ken pakala.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	o weka e jaki ale a. <size=70%><i>a a.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	mi sona! lon, akesi lili li musi.
line:22b2643b	Makes sense.	ni li pona tawa sona.
line:e7f0e9ed	Makes sense.	ni li pona tawa sona.
line:89c9a73b	Many think it's part of my body.	jan mute li pilin e ni: ona li sijelo mi.
line:d7bcbe29	Max says I'm a clumsy dragon,	jan Maku li toki e ni: mi akesi pi tawa pakala,
line:db986d0d	May you open the gate?	sina ken ala ken open e lupa suli?
line:76a97730	Maybe later...?	ken la, tenpo kama...?
line:08a422ba	Maybe like...	ken la...
line:6f293b7a	Maybe someone new...	anu jan sin...
line:d2558a04	Maybe someone?	anu jan sin?
line:67a46ddc	Maybe we can hang out later?	ken la, mi tu li ken musi lon tenpo kama?
line:5691478f	Maybe we could just... Walk?	ken la mi tu li ken... tawa noka taso?
line:7734bf93	Me too, thanks!	mi kin. sina pona!
line:627a13e4	Me too.	mi kin.
line:d3c733f5	Me too.	mi kin.
line:ffa63d1b	Me too.	mi kin.
line:040ee2a7	me too.	mi kin.
line:d13cd125	Me.	sama mi.
line:14e7b293	Me?	mi?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	kon ni li ni: mi ken tawa tenpo olin lon poka pi jan akesi lili wan.
line:e5da247d	Means you know how to get hands on!	ni la sina sona e pali luka!
line:171707d2	Mhm!	lon a!
line:11306335	Mhm! Come back anytime.	lon! o kama sin lon tenpo pi wile sina.
line:69dd6a73	Mhm! he's trying to meet new people.	lon! ona li alasa kama sona e jan sin.
line:da17b746	Mhm! I'm <i>the</i> kobold!	lon! <i>mi</i> jan akesi lili ni!
line:a0cb3f78	Mhm! that's him.	lon! ona a.
line:164fdb01	Mhm, he's trying.	lon, ona li alasa.
line:1a663dcf	Mhm, right this way.	lon. o kama tawa ni.
line:3cd8a8bd	Mhm... Thank you.	mmm... sina pona.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	wile sona ni li ken nasa lon tenpo ni. tasoo...
line:57d8b72a	Mind opening the gate to let me out?	o open e lupa suli tawa weka mi.
line:b2a507ab	Mind opening the gate to let me out?	o open e lupa suli tawa weka mi.
line:6d726280	Mind washing more?	sina ken telo sin anu seme?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	mmm, mi sona e ni: sina open e lupa suli, anu seme?
line:dd0c77ae	Mmm, Yeah I know the type.	mmm, lon. mi sona e jan sama.
line:d8cafcc7	mmm..	mmm..
line:729cea0c	Mmmhm, I always do my best.	lon. mi alasa e pona suli lon pali mi.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	mmm. mi alasa pona e tenpo lape mi...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	mmm, mi wile kama pona tawa tenpo olin lon poka ona.
line:a78dd44b	mmph! (Yea!)	mmm! (lon!)
line:b132719c	Mmph- Hm?	mmm- seme?
line:16ee6b14	Money... mmm...	mani... mmm...
line:d8cc8048	Most people do!	jan mute li wile e ni!
line:3d723db0	Must mean you two are a good match.	ni la, sina tu li pona tawa olin wan.
line:9ca994a5	My bad	mi pakala
line:aaecba3d	My bad	mi pakala
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	jan pana sona Ikuwi li jan pali poka mi. ona li wile kepeken mi sama supa.
line:08af3902	My date with Ryan was...	tenpo olin mi lon poka pi jan Wajan li...
line:116b5405	My date with Ryan was...	tenpo olin mi lon poka pi jan Wajan li...
line:e26c3b65	My first ever Yarn script in Unity!	ni li lipu Yarn nanpa wan mi lon ilo Unity!
line:f15b014f	My names Ryan. So...	mi jan Wajan. ni la...
line:e4aced7b	My students could learn a thing or two from your work ethic!	jan kama sona mi o kama jo e wawa pali sina!
line:dfe74420	My-	a-
line:9b915bf2	Nah.	ala.
line:c3642dec	Nah.	ala.
line:393c128a	Never cleaned a teacher dragon... woah.	mi telo ala e akesi pi pana sona lon tenpo pini... a.
line:a99b03ed	Never tried it.	mi alasa ala moku e ona lon tenpo pini.
line:6df809e1	Nevermind. Could you get the gate?	o weka e ni. sina ken ala ken open e lupa suli?
line:d3a50f3f	Next time I come in for a wash we'll go.	mi kama sin tawa telo la, mi tu li tawa.
line:ac5afd96	Next time I come in I'll have reservations!	mi kama sin la, mi pini awen e ma mi!
line:8990fcc9	Nice! Whats with all the... Gloop?	pona! ko ale ni li... seme?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	pona. taso o open e lupa suli. o pana e ken pi kama insa tawa jan Konwa!
line:acab92d4	Nnf... I believe I needed that. Thank you.	nn... mi pilin e ni: mi wile e ni. sina pona.
line:8fe11008	Nnnf... That was way better than those berries.	nnn... ni li pona mute tawa kili lili ni.
line:b251704a	No	ala
line:e05c2dca	No	ala
line:dc86c2de	no	ala
line:5794ea87	No amount of justification makes it feel good though.	taso tan ale li ken ala weka e ike pilin.
line:5a5ec440	No I actually just got it	ala, mi kama jo e ona lon tenpo pini poka taso
line:cd5f07ca	No more excuses.	mi toki ala e tan pi pona ike mi.
line:4b38230f	No need for thanks. I'll get the gate.	sina wile ala toki e pona mi. mi open e lupa suli.
line:11604fbd	No need to be nervous, Alexander!	jan Aleksanta o, sina wile ala monsuta!
line:eefef647	No need to be.	sina wile ala pilin ike tan ni.
line:73ea230a	No no, you're a certified cleaner yeah?	ala, ala. lipu lawa li toki e ni: sina jan telo, anu seme?
line:743c64e6	No not really.	ala. lon la ala.
line:50feefe8	No problem!	ike ala!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	ike ala! mi wile a e ni: sina lukin e jan Konwa.
line:0a9993d2	No problem, thanks!	ike ala, sina pona!
line:10bdb3a4	No problem, thanks!	ike ala, sina pona!
line:3a8f65fa	No problem.	ike li lon ala.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	ike li lon ala. mi open e lupa suli tawa sina!
line:eedccaec	No way.	ken ala.
line:f0351f0c	No way.	ken ala.
line:d726f776	No worries,	o pilin ike ala,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	ala! mi toki e... lon. taso o awen e nimi pona mi. o toki ala tawa jan ante e kama mi tawa ni.
line:f7f963e3	No, I am.	ala. jaki li suli.
line:54faa7c0	No, I don't think I do.	ala, mi pilin ala e ni.
line:38419d8b	No, it's not. No more excuses.	ala. ike li lon. mi toki ala e tan pi pona ike mi.
line:cd9b2a8f	No, thank you. I'm... Really excited.	ala, sina pona. mi... pilin wawa pona a.
line:1af1ad05	No, we don't offer things like that here.	ala. mi mute li pali ala e ni lon tomo ni.
line:cb7e94e5	no.	ala.
line:6128a09c	No. A lime that is yellow.	ala. kili Lajun pi kule jelo.
line:de25dacd	No. I'm not. Do you have a medkit or not?	ala. mi ike. poki pi pona sijelo li lon ala lon?
line:1cc64bcf	No.. No it's fine... thank you.	ala.. ala, ni li pona... sina pona.
line:525f5744	Nope	ala
line:fbd2c3e7	Nope.	mi sona ala.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	tenpo mute la mi wile kepeken ilo unpa. taso tenpo ni la ala.
line:ab92da6a	Not anymore at least!	tenpo ni la ni li lon ala!
line:0cfcd179	Not for a date though.	taso tawa tenpo olin ala.
line:d1b90e2c	Not sure yet.	mi sona ala lon tenpo ni.
line:e9643b5d	Not yet.	tenpo ni ala.
