# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Эй, здоровенный пёс!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Но уже жду, как они поплывут в слив.
line:24832f01	I'm excited.	Уже предвкушаю.
line:69f406a6	I'm excited.	Уже предвкушаю.
line:a00f681d	I'm excited.	Уже предвкушаю.
line:a0479425	I'm excited.	Уже предвкушаю.
line:b5d7d26f	I'm excited.	Уже предвкушаю.
line:d66b9155	I'm excited.	Уже предвкушаю.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Рад, что и вам это доставляет удовольствие.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Рад, что вам с ним хорошо. Уверен, это взаимно.
line:c56ee060	I'm glad you enjoy my crest.	Рад, что мой герб вам понравился.
line:f44a1493	I'm glad you trust me.	Рад, что вы мне доверяете.
line:3a2ed5ef	I'm glad you two are working out though.	В любом случае рад, что у вас всё хорошо.
line:c0972e81	I'm glad you two are working out.	Рад, что у вас всё получается.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Хорошо, что ты сумел выбрать то, что лучше для тебя.
line:d5a90e1c	I'm glad!	Очень рад!
line:286fec49	I'm glad.	Рад это слышать.
line:42f5fd9d	I'm glad.	Рад это слышать.
line:99b6dc81	I'm glad.	Рад это слышать.
line:570d4953	I'm happy for you!	Рад за тебя!
line:ac6d5bd3	I'm happy for you!	Рад за тебя!
line:ed5c40ca	I'm happy for you!	Рад за тебя!
line:79099951	I'm happy to be here too.	Я тоже рад здесь оказаться.
line:99fd9b51	I'm happy to give you a place you can relax.	Рад, что у вас есть место, где можно расслабиться.
line:5d36d5c8	I'm happy to have met you.	Я рад, что познакомился с вами.
line:ce21622a	I'm happy to hear that.	Рад слышать это.
line:69963a6c	I'm happy you feel comfy here.	Рад, что вам здесь уютно.
line:38388248	I'm here for a wash.	Я пришёл помыться.
line:a6974256	I'm here if you need someone to talk to.	Если захочешь поговорить, я рядом.
line:6690512d	I'm impressed.	Впечатляет.
line:2e424b13	I'm in need of another wash.	Мне бы снова помыться.
line:ef91a572	I'm Jealous!	Даже завидую!
line:a79b8639	I'm just happy I don't feel judged here.	Мне хорошо здесь оттого, что меня никто не осуждает.
line:8076eb95	I'm just here for a wash though.	Я только помыться.
line:c2caa0b7	I'm just here to bring you food!	Я просто пришёл тебя угостить!
line:ec6c7823	I'm just... Happy.	Просто я... счастлив.
line:ed4b0d48	I'm kind of excited.	Даже предвкушаю немного.
line:266c652e	I'm looking forward to seeing you again	Уже жду следующей встречи.
line:e91e2041	I'm not <i>that</i> little-	Я не <i>такой</i> уж малыш...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Не знаю, почему я вдруг стал понимать ваши «йипы».
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Не очень-то знаю. В WingCo по скидке продавалось.
line:5b31909a	I'm only doing what I think is right.	Просто делаю то, что считаю правильным.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Вся эта история меня ужасно смущает.
line:cfaffc52	I'm pumped.	Я весь на взводе от радости.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Мне очень нравится катать кого-нибудь на спине.
line:1a5e6184	I'm really looking forward to this.	Очень жду этого вечера.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Как жаль, что тебе досталось. Кто тебя так?
line:69ffe957	I'm so excited about this date!	Я так жду этого свидания!
line:e6290003	I'm so excited. I'll get you two in contact!	Как здорово! Обязательно вас сведу!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Извини, что раньше столько на тебя вывалил.
line:e613b1c3	I'm sorry I snapped at you earlier.	Прости, что на тебя сорвался.
line:de208e68	I'm sorry you got hurt...	Мне жаль, что тебя так...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	На мне ещё много грязи. Было бы здорово, если бы ты меня намылил.
line:51d4e418	I'm such an idiot.	Вот же я придурок.
line:32114891	I'm sure nobody will know...	Уверен, никто не узнает...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Уверен, что-нибудь придумаем! Просто приходи на причал!
line:8136ef1a	I'm surprised how nice it is.	Удивительно, насколько это приятно.
line:722c6ab2	I'm thinking a date soon.	Думаю, скоро на свидание сходим.
line:3471e9b1	I'm trying my best.	Стараюсь изо всех сил.
line:01492e5e	I'm trying not to be pushy.	Стараюсь больше не давить.
line:4d6cd625	I'm trying to get away from the house for a bit.	Хочу ненадолго из дома выбраться.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Не понимаю, отчего с вами так легко разговаривать.
line:822c0718	I'm very excited.	Я так жду.
line:ddab3d34	I'm very satisfied with these results..	Результатом весьма доволен...
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Это я заметил. После тщательного мытья совсем иные ощущения!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Я готов постараться. Но хотелось бы чего-то нового.
line:63981253	I'm... Happy.	Я... счастлив.
line:f80bd44b	I'm... not certain I'd like to use this today.	Я... не уверен, что хочу воспользоваться этим сегодня.
line:d422462e	I'm... not sure I can answer that for you.	Не знаю... Смогу ли я ответить за тебя.
line:8f107933	I'm... Rather close now	Я... уже близок.
line:24c52c54	I'm... wondering...	Я... хотел бы узнать...
line:6bbd7f1d	I've always hated the rain.	Всегда терпеть не мог дождь.
line:b4353808	I've always loved giving my biped friends rides...	Всегда любил катать своих двуногих друзей...
line:9541fceb	I've been considering asking you this for a while now.	Я уже некоторое время собирался вас спросить.
line:505154a4	I've been thinking...	Я тут размышлял...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Мне говорили, что с теми, кто меньше ростом, вежливо разговаривать лицом к лицу.
line:2c560e29	I've been trying to get into the social sciences aswell.	Пытаюсь также освоить общественные науки.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Есть знакомый, завтра может подкинуть подарочек. Тут сразу всё оживёт.
line:212f0021	I've had a lot of free time lately.	В последнее время свободного времени много.
line:701b9feb	I've had a lot of free time lately.	В последнее время свободного времени много.
line:79da763f	I've had a lot of free time lately.	В последнее время свободного времени много.
line:3c4443fd	I've seen bigger	Видал и побольше.
line:d7a90078	I...	Я...
line:393d0e05	I... hm.	Я... Хм.
line:0da5609b	I... Know this is unprompted.	Я... понимаю, что это довольно внезапно.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Если всё <i>настолько</i> сложно и понятно, что отношениям конец.
line:b2f52b23	If I could uhm...	Могу ли я, эм...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Если честно, ты мне уже некоторое время нравишься.
line:7c13c28e	If only.	Вот бы был.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Если тобой заинтересовался такой, как Райан, всё у тебя отлично.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Если нас снова поймают на нарушении правил, моей репутации конец!
line:83f511d2	If ya' place the mount for me I'll have at it.	Поставь станок, и я за него возьмусь.
line:7ead92b1	If you could come up front so I could talk.	Подойди вперёд, пожалуйста, чтобы можно было поговорить.
line:e78656aa	If you could come up to where I can see you.	Подойди, пожалуйста, чтобы я тебя видел.
line:9a013329	If you wanna talk about it more, I've got a minute.	Хочешь ещё поговорить? У меня найдётся время.
line:3d014153	If you want to use it that's fine!	Если хотите воспользоваться — пожалуйста!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Если вы видите этот текст, позовите nael или отправьте сообщение об ошибке.
line:b9ab4eed	Im not complaining though.	Но я не жалуюсь.
line:27340362	In a bad way?	В плохом смысле?
line:2019bb85	In a good way?	В хорошем смысле?
line:91d5fb72	Incredible!	Невероятно!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	Именно! Теперь я хочу, чтобы меня мыли только вы.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Именно. Должно быть, узнали мой герб! Я преподаю алхимию.
line:dd9d30d2	Indeed. I'm glad you were able to help.	Именно. Рад, что вы сумели помочь.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	Именно. С вами удивительно приятно проводить время.
line:78c9b5cc	Is everything okay?	У тебя всё в порядке?
line:bea8f1f7	Is something on your mind?	Тебя что-то беспокоит?
line:6b6dd8bc	Is that a good thing...?	Это хорошо...?
line:848727f2	Is that a threat...?	Ты мне угрожаешь...?
line:db302830	Is that why you came in the first time?	Поэтому ты тогда впервые пришёл сюда?
line:00e41343	Is this good?	Так хорошо?
line:7982d3d8	Is this the right place?	Я туда попал?
line:c48f59a9	Is this the right place?	Я туда попал?
line:b05f6eea	Isn't that... Wood?	Это же... дерево?
line:bf137cb4	It arrived this morning, it should be near the gate.	Доставка была сегодня утром. Он должен быть у ворот.
line:5080b6dd	It depends! Dragon thing.	По-разному! Драконья особенность.
line:34cf0601	It did! Thanks for asking.	Да! Спасибо, что спросил.
line:900dca3c	It does wonders.	Творит чудеса.
line:cfd504c5	It does wonders.	Творит чудеса.
line:ac13bf68	It is indeed rather cool.	Да, место и впрямь замечательное.
line:ea445b46	It is rather novel isn't it?	Довольно необычное ощущение, не правда ли?
line:56d34a41	It is? Good to know...	Правда? Буду знать...
line:b058318f	It means you're doing a good job in kobold.	По-кобольдски это значит «молодец».
line:13c906c7	It really has been. You're wonderful.	И правда чудесно. Ты замечательный.
line:b032bfb1	It turns out baking is messy!	Оказалось, от выпечки столько грязи!
line:da4f12a1	It turns out baking is messy!	Оказалось, от выпечки столько грязи!
line:e106207b	It turns out baking is messy!	Оказалось, от выпечки столько грязи!
line:e0c8c57b	It was good. We had sex.	Хорошо. У нас был секс.
line:681117ec	It was great. Conrad is wild. Good wild.	Прекрасно. Конрад необузданный. В хорошем смысле.
line:28eee9f5	It went great!	Всё прошло прекрасно!
line:92bfe06c	It went great!	Всё прошло прекрасно!
line:a5d2b991	It went well.	Хорошо прошло.
line:1ab5969b	It would be a... date. As most would say.	Это было бы... свидание. Как принято говорить.
line:8440a3f4	It's a regrettable state I find myself in...	Весьма прискорбное положение, в котором я оказался...
line:1706e86d	It's also new to me...	Я тоже ещё не пробовал...
line:c1b8e62b	It's always good when a kobold knows what they like.	Люблю, когда кобольд знает, чего хочет.
line:deffce5c	It's crazy how much your neck can handle.	Невероятно, сколько в твоё горло помещается.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Непросто знакомиться с кем-то вне своего круга.
line:48cfc92b	It's endearing!	Такие милые!
line:5b6f00bd	It's fine.	Всё нормально.
line:13dc0f15	It's fine. I close in about an hour.	Ничего. Я примерно через час закрываюсь.
line:23ac92c8	It's freeing. I'll be back, yeah?	Такое чувство свободы. Я ещё загляну, хорошо?
line:de9fdb93	It's hard to hold back..	Трудно сдерживаться...
line:9ebea3d0	It's hard to not be nervous after everything...	После всего случившегося трудно не нервничать...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Любопытно: вы, двуногие, любите смаковать еду.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Просто с Конрадом кое-что произошло. Надеюсь, с ним всё хорошо.
line:bee6c7dd	It's just that...	Просто...
line:3b76093c	It's made for eating things whole.	Оно для этого и предназначено — глотать всё целиком.
line:19f36dc0	It's my dream.	Это моя мечта.
line:18db795f	It's never easy to end things.	Ставить точку всегда тяжело.
line:049fb01f	It's nice to have friends to rely on.	Хорошо иметь друзей, на которых можно положиться.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Приятно уступить контроль другому, хотя бы ненадолго.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Да ладно вам. Вроде все целы.
line:7e511da7	It's okay!	Ничего страшного!
line:b14d8520	It's okay, you sound like you need it.	Ничего. По-моему, тебе нужно выговориться.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Ничего. Так было нужно. С ней я не был счастлив.
line:47455767	It's okay. I'll figure something out.	Ничего. Что-нибудь придумаю.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Уже кажется, что это <i>я</i> виноват.
line:7ab244af	It's the best way to enjoy food.	Так вкуснее всего.
line:0b7589ff	It's the mount you asked for.	Тот станок, который ты просил.
line:a5780e74	It's wonderful to be back!	Как приятно сюда вернуться!
line:649e8eb3	Its a nice get away from everything out there.	Здесь хорошо отдыхать от всей суеты снаружи.
line:d0361dd9	Its like an equine fusion thing...	Там их кухню с другими смешивают...
line:df86a610	Jokes aside, your wash is definitely the best.	А если без шуток, лучше твоей мойки не найти.
line:7fe40d2b	Just a rough day. Hoping this helps!	Просто день тяжёлый. Надеюсь, станет полегче!
line:ce77a00e	Just did!	Только что!
line:7c93c604	Just doing my job!	Просто выполняю свою работу!
line:fa0a9fbb	Just having fun.	Я просто развлекаюсь.
line:9e9425cd	Just possibly...	Чисто теоретически...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Да какой-то дракон в баре. Сглупил я... Надо было рот держать закрытым.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Просто коснись меня рукой, и я постараюсь помочь.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Только это... Никому не рассказывай, что я тут наговорил.
line:3bac1dad	Just... open the gate.	Просто... открой ворота.
line:4f826403	Keep going a little longer please	Пожалуйста, ещё чуть-чуть.
line:087039ba	Keep going.	Не останавливайся.
line:d8f92323	Kinda! I've been getting out more.	Вроде того! Я чаще стал выбираться.
line:b965b4dd	Knock that off, we're not done yet. Right?	Перестань, мы же ещё не закончили. Правда?
line:d9d276bb	Kobolds always seem enamored by me eating.	Кобольды всегда так заворожённо смотрят, как я ем.
line:0274cacd	Kobolds are very flexible. It will fit.	Кобольды очень гибкие. Поместится.
line:20cb68b9	lemme in?	Впуфти меня?
line:41d5085a	Let go whenever you are ready.	Кончайте, когда будете готовы.
line:29a77d09	Let me give it a try!	Дай-ка опробовать!
line:265e14cb	Let me know when you're finished rinsing.	Сообщите, когда закончите ополаскивать.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Выпускай <i>большого К</i> из этой мойки!
line:f7382398	Let's get going~!	Ну же, поехали~!
line:c50535b3	Let's have it!	Давай!
line:9accd60e	Lets wash it off for our date tonight then.	Тогда смоем это перед нашим свиданием.
line:7ce1b833	Like what?	Как ем?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Я люблю своих друзей, но с ними столько всего связано.
line:aa1c54ab	Like, in general.	Я вообще обо всём.
line:bbe51f87	Like, in general.	Я вообще обо всём.
line:7b7b0a3f	Like, the future of my relationships.	О том, какие отношения у меня могут быть дальше.
line:db79a905	Like... a lemon?	То есть... как лимон?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Как... мудак? Я знаю, со мной паршиво.
line:a0a0a49c	Like... sexual stuff?	Ты про... секс?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Посмотрите на меня! Студенты поднимут меня на смех.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Мне бы из шланга сполоснуться. И станком воспользоваться заодно.
line:abdb5822	Looking forward to seeing ya'	Буду рад снова тебя увидеть.
line:5c335985	Looking forward to seeing you soon.	Буду рад скорой встрече.
line:1d0abc80	Looking forward to the wash.	Жду мытья с нетерпением.
line:646279a0	Looks like it.	Вроде того.
line:b6093881	Looks like ya' got a shipment, eh?	Смотрю, вам тут кое-что доставили?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	К счастью, в современном мире мы научились успешно предотвращать гибель от самовозгорания.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Немного напачкал... Но оно того стоило.
line:301e8665	Make haste! My reputation is on the line.	Поторопитесь! На кону моя репутация.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Главное — хорошенько отмойся. <size=70%><i>Хе-хе.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Понимаю! Да, с маленькими драконами весело.
line:22b2643b	Makes sense.	Логично.
line:e7f0e9ed	Makes sense.	Логично.
line:89c9a73b	Many think it's part of my body.	Многие принимают его за часть моего тела.
line:d7bcbe29	Max says I'm a clumsy dragon,	Макс считает меня неуклюжим драконом.
line:db986d0d	May you open the gate?	Не откроете ли ворота?
line:76a97730	Maybe later...?	Может, позже...?
line:08a422ba	Maybe like...	Может быть, так сказать...
line:6f293b7a	Maybe someone new...	Может, кого-то нового...
line:d2558a04	Maybe someone?	Или кого-нибудь?
line:67a46ddc	Maybe we can hang out later?	Может, потом вместе время проведём?
line:5691478f	Maybe we could just... Walk?	Может, просто... прогуляемся?
line:7734bf93	Me too, thanks!	И мне не терпится. Спасибо!
line:627a13e4	Me too.	И я тоже.
line:d3c733f5	Me too.	И я тоже.
line:ffa63d1b	Me too.	И я тоже.
line:040ee2a7	me too.	Я тоже.
line:d13cd125	Me.	Быть собой.
line:14e7b293	Me?	Я?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Значит, я готов к свиданию с одним кобольдом.
line:e5da247d	Means you know how to get hands on!	Значит, и ручную работу освоил!
line:171707d2	Mhm!	Угу!
line:11306335	Mhm! Come back anytime.	Угу! Заходи в любое время.
line:69dd6a73	Mhm! he's trying to meet new people.	Угу! Он как раз хочет новых знакомств.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Угу! Я <i>тот самый</i> кобольд!
line:a0cb3f78	Mhm! that's him.	Угу, он самый.
line:164fdb01	Mhm, he's trying.	Угу, старается.
line:1a663dcf	Mhm, right this way.	Угу, прошу сюда.
line:3cd8a8bd	Mhm... Thank you.	Угу... Благодарю вас.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Может, сейчас не лучшее время спрашивать. Но-о...
line:57d8b72a	Mind opening the gate to let me out?	Откроешь ворота? Мне пора.
line:b2a507ab	Mind opening the gate to let me out?	Откроешь ворота? Мне пора.
line:6d726280	Mind washing more?	Помоешь ещё немного?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	М-м, полагаю, это значит, что вы откроете ворота?
line:dd0c77ae	Mmm, Yeah I know the type.	М-м, да, знакомый типаж.
line:d8cafcc7	mmm..	М-м-м...
line:729cea0c	Mmmhm, I always do my best.	Угу, я всегда стараюсь как могу.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	М-м, да. Пора наладить сон...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Угу-у, надо готовиться к свиданию с ним.
line:a78dd44b	mmph! (Yea!)	М-мф! (Да!)
line:b132719c	Mmph- Hm?	М-мф... А?
line:16ee6b14	Money... mmm...	Деньги... М-м-м...
line:d8cc8048	Most people do!	Большинству нравится!
line:3d723db0	Must mean you two are a good match.	Значит, вы подходите друг другу.
line:9ca994a5	My bad	Виноват.
line:aaecba3d	My bad	Виноват.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Мой коллега, профессор Игвикс, попросил меня послужить ему подставкой.
line:08af3902	My date with Ryan was...	Наше свидание с Райаном было...
line:116b5405	My date with Ryan was...	Наше свидание с Райаном было...
line:e26c3b65	My first ever Yarn script in Unity!	Мой самый первый сценарий Yarn в Unity!
line:f15b014f	My names Ryan. So...	Меня зовут Райан. Так что...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Моим студентам стоило бы поучиться у вас усердию!
line:dfe74420	My-	Ох...
line:9b915bf2	Nah.	Не-а, не нравится.
line:c3642dec	Nah.	Не-а, не поэтому.
line:393c128a	Never cleaned a teacher dragon... woah.	Ещё не доводилось мыть дракона-учителя... Ух ты.
line:a99b03ed	Never tried it.	Ни разу не пробовал.
line:6df809e1	Nevermind. Could you get the gate?	Неважно. Откроешь ворота?
line:d3a50f3f	Next time I come in for a wash we'll go.	В следующий раз приду мыться, а потом пойдём.
line:ac5afd96	Next time I come in I'll have reservations!	К следующему визиту всё забронирую!
line:8990fcc9	Nice! Whats with all the... Gloop?	Класс! А что это за... липкая масса?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Отлично. Только ворота открой. Конрад идёт!
line:acab92d4	Nnf... I believe I needed that. Thank you.	М-мф... Кажется, именно это мне было нужно. Благодарю.
line:8fe11008	Nnnf... That was way better than those berries.	М-мф... Гораздо лучше тех ягод.
line:b251704a	No	Нет.
line:e05c2dca	No	Нет.
line:dc86c2de	no	Нет
line:5794ea87	No amount of justification makes it feel good though.	Только сколько себя ни убеждай, легче не становится.
line:5a5ec440	No I actually just got it	Нет, я только что его приобрёл.
line:cd5f07ca	No more excuses.	Хватит оправдываться.
line:4b38230f	No need for thanks. I'll get the gate.	Не за что благодарить. Сейчас открою.
line:11604fbd	No need to be nervous, Alexander!	Не волнуйтесь так, Александр!
line:eefef647	No need to be.	Не стоит так переживать.
line:73ea230a	No no, you're a certified cleaner yeah?	Не-не, ты же дипломированный мойщик?
line:743c64e6	No not really.	Нет, если честно.
line:50feefe8	No problem!	Не проблема!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Не за что! Скорее бы ты познакомился с Конрадом.
line:0a9993d2	No problem, thanks!	Не страшно, спасибо!
line:10bdb3a4	No problem, thanks!	Не страшно, спасибо!
line:3a8f65fa	No problem.	Без проблем.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Ничего страшного. Сейчас открою вам!
line:eedccaec	No way.	Не может быть.
line:f0351f0c	No way.	Не может быть.
line:d726f776	No worries,	Не переживай.
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Нет! То есть да, но ради моей репутации прошу никому не говорить о моём визите.
line:f7f963e3	No, I am.	Нет, всё-таки грязный.
line:54faa7c0	No, I don't think I do.	Нет, кажется, не нужно.
line:38419d8b	No, it's not. No more excuses.	Нет, не нормально. Хватит оправдываться.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Нет, это тебе спасибо. Я... очень рад.
line:1af1ad05	No, we don't offer things like that here.	Нет, таких услуг у нас не оказывают.
line:cb7e94e5	no.	Нет.
line:6128a09c	No. A lime that is yellow.	Нет. Именно лайм, но жёлтый.
line:de25dacd	No. I'm not. Do you have a medkit or not?	Нет, не нормально. Аптечка-то есть или нет?
line:1cc64bcf	No.. No it's fine... thank you.	Нет... Нет, всё хорошо... Спасибо.
line:525f5744	Nope	Не-а.
line:fbd2c3e7	Nope.	Не-а.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	Вообще-то я всегда за станок. Но сейчас не хочется.
line:ab92da6a	Not anymore at least!	По крайней мере, теперь проблем нет!
line:0cfcd179	Not for a date though.	Но для свидания не годится.
line:d1b90e2c	Not sure yet.	Пока не знаю.
line:e9643b5d	Not yet.	Пока нет.
line:326cc84d	Not yet. a little longer.	Ещё рано. Потерпите чуть-чуть.
line:56a729f6	Nothing more attractive than a man who can improve!	Нет ничего привлекательнее мужчины, который умеет меняться!
line:b5dabf9f	Nothing more attractive than a man who can improve!	Нет ничего привлекательнее мужчины, который умеет меняться!
line:8a321997	Now I'm eyeballing the mount...	А теперь я на станок заглядываюсь...
line:5e0a6d7a	Now I'm out here, agh!	А теперь мне приходится здесь торчать, ох!
line:564a9606	Now they'll never need to know!	Теперь им незачем об этом знать!
line:d66b7986	Now!	А теперь!
line:63596bb3	Now, do you have a medkit or not?	Так аптечка есть или нет?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	Ну, впускай! Хочу эту штуку опробовать!
line:0554966a	Now, more food?	Ну что, ещё поедим?
line:3fb3f8d4	Now, round two!	А теперь второй раунд!
line:12e6043e	Now... Food?	Ну что... За еду?
line:5f8b2de4	oah. <size=70%>okay.	Ой. <size=70%>Ладно.
line:13223129	Of course	Разумеется.
line:283e56d8	Of course I am! I know I'm very...	Ещё бы! Я-то знаю, что я очень...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	Ну конечно. Я же <i>профессионал</i>.
line:0b226939	Of course it is!	Конечно не против!
line:f21dd9d4	Of course it is!	Конечно не против!
line:642255fc	Of course!	Ну конечно!
line:76f8c20c	Of course!	Ну конечно!
line:877aced7	Of course!	Ну конечно!
line:d2401e75	Of course!	Ну конечно!
line:f9eb2b4a	Of course! Right this way!	Конечно! Проходи!
line:0d20d327	Of course! Thank you for the food.	Ну конечно! Спасибо за угощение.
line:4da976f5	Of course! You run a fine establishment.	Разумеется! У вас прекрасное заведение.
line:b629bcf2	Of course! You're wonderful.	Конечно! Вы чудесны.
line:b6c96475	Of course, you run a fine establishment.	Разумеется, заведение у вас замечательное.
line:dd082478	Of course.	Само собой.
line:203cc3d2	Of course. One moment!	Конечно. Секундочку!
line:fd145efe	Of course. Sorry you're going through all this.	Конечно. Жаль, что тебе через это приходится проходить.
line:7305cdbc	Oh cool!	О, здорово!
line:eb6ae4c3	Oh cool!	О, здорово!
line:77c996e8	Oh damn! You really are adventurous!	Вот чёрт! Ты и правда любишь приключения!
line:3fdb9d01	Oh fcuk something went wrong	Вот бля, что-то пошло не так.
line:9e403ecd	Oh fuck yeah.	Ох, бля, да.
line:13c39c50	Oh fudge, forget I said that!	Ах, чёрт, забудьте, что я сказал!
line:e722753e	Oh goodness no..	О боже, нет...
line:55e3dd36	Oh hi! um..	А, привет! Эм...
line:e8ee5747	Oh hi! um..	А, привет! Эм...
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	А, это тот маленький дракон, который недавно сюда заходил?
line:001ab950	Oh I heard good things about that.	О, я слышал хорошие отзывы.
line:0a4a28c0	Oh I see the button there, gotcha!	А, вижу кнопку. Всё понял!
line:c6b0b1aa	Oh like, swallowing things whole?	А, то есть глотаю целиком?
line:10254d13	Oh my	Ох ты.
line:39f6c77d	Oh my bad	Ой, моя ошибка.
line:79511a66	Oh my bad	Ой, моя ошибка.
line:8cfbd75d	Oh my bad	Ой, моя ошибка.
line:cb71b2a1	Oh my bad	Ой, моя ошибка.
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	Ох... Не ожидал, что вы так решительно... возьмёте всё в свои руки.
line:c60c65e8	Oh my. I suppose I could use the mount!	О боже. Пожалуй, можно и станком воспользоваться!
line:433cb27e	Oh no! Do you want to talk about it?	Ох нет! Хочешь рассказать?
line:d908622a	Oh no, Conrad. are you okay?	Ох, Конрад. Ты как?
line:bf977a7e	Oh okay. I'll go grab it.	А, хорошо. Принесу.
line:7428755b	Oh so it's new for both of us!	А, значит, для нас обоих это новое!
line:513bed5a	Oh so it's new to both of us!	О, значит, для нас обоих это в новинку!
line:4bad37a5	Oh that's good. I'm happy he's okay.	Вот и хорошо. Рад, что с ним всё в порядке.
line:7d791906	Oh this is better, but I still feel dirty.	О, уже лучше, но я ещё чувствую грязь.
line:63926ecd	Oh we're done?	О, уже закончили?
line:546d1bf2	Oh wow, you're really covered in it!	Ничего себе, вы и правда весь в чернилах!
line:b2d99a43	Oh wow..	Ох, ничего себе...
line:e8052272	Oh yeah I liked the first one.	А, да, первый мне понравился.
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	Ах да, в центре есть приятное заведение Wings.
line:d4d3ecd5	Oh yeah.	Ах да.
line:059142a3	Oh Yeah?	Да ну?
line:71053a53	Oh Yeah?	Да ну?
line:1121309c	Oh yeah?	А, да?
line:2b560f59	Oh yeah?	А, да?
line:2d2820b0	Oh yeah?	А, да?
line:6e82e54c	Oh yeah?	А, да?
line:b9d8a22f	Oh yeah?	А, да?
line:d8ce8566	Oh yeah?	А, да?
line:f103a4a8	Oh yeah?	А, да?
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	Да? Похоже, горячий у него характер.
line:60cdf456	Oh yeah? The little red drake?	О? С тем небольшим красным драконом?
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	О? С тем небесно-голубым драконом, которого я видел поблизости?
line:762882b4	Oh yeeeaaah?	Да неуже-ели?
line:5d737ca7	Oh yes	О да.
line:1c90fb6d	Oh you. Gonna make me blush.	Ой, ну ты скажешь. Сейчас покраснею.
line:7e3e59aa	Oh!	А!
