# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	よう、でかいワンコ。
line:79099951	I'm happy to be here too.	私もここに来られてうれしい。
line:99fd9b51	I'm happy to give you a place you can relax.	くつろげる場所を用意できてうれしい。
line:5d36d5c8	I'm happy to have met you.	君に出会えてうれしい。
line:ce21622a	I'm happy to hear that.	そう言ってもらえてうれしい。
line:69963a6c	I'm happy you feel comfy here.	ここでくつろいでもらえてうれしい。
line:38388248	I'm here for a wash.	洗ってもらいに来た。
line:a6974256	I'm here if you need someone to talk to.	話し相手が必要なら、僕がいるよ。
line:6690512d	I'm impressed.	すごいな。
line:2e424b13	I'm in need of another wash.	また洗ってもらいたくて。
line:ef91a572	I'm Jealous!	うらやましい！
line:a79b8639	I'm just happy I don't feel judged here.	ここでは責められない。それがうれしいんだ。
line:8076eb95	I'm just here for a wash though.	今日は洗ってもらうだけなんだけど。
line:c2caa0b7	I'm just here to bring you food!	食べ物を届けに来ただけ！
line:ec6c7823	I'm just... Happy.	ただ……うれしくて。
line:ed4b0d48	I'm kind of excited.	少し楽しみなんだ。
line:266c652e	I'm looking forward to seeing you again	また会えるのが楽しみだ。
line:e91e2041	I'm not <i>that</i> little-	<i>そんなに</i>小さくないよ。
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	なぜ急に君の「きゅっ」がわかるようになったのだろう。
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	よくわからない。WingCo で安売りしてた。
line:5b31909a	I'm only doing what I think is right.	正しいと思うことをしてるだけ。
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	今回の一件は、まったくもって恥ずかしい。
line:cfaffc52	I'm pumped.	楽しみだ。
line:c0a140f8	I'm really fond of letting folks ride on my back.	背中に人を乗せるの、大好きなんだ。
line:1a5e6184	I'm really looking forward to this.	本当に楽しみにしてる。
line:8b43a434	I'm really sorry you got hurt. Who did this?	つらかったね。誰にやられたの？
line:69ffe957	I'm so excited about this date!	このデート、すごく楽しみ！
line:e6290003	I'm so excited. I'll get you two in contact!	楽しみだな。二人を紹介するよ！
line:e8611ad0	I'm sorry for dumping that all on you earlier.	さっきはいろいろ聞かせちゃって、ごめん。
line:e613b1c3	I'm sorry I snapped at you earlier.	さっきは八つ当たりして、ごめん。
line:de208e68	I'm sorry you got hurt...	けがして、つらかったね……。
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	まだ泥だらけだから、石鹸で洗ってくれるとうれしい。
line:51d4e418	I'm such an idiot.	俺って本当に馬鹿だ。
line:32114891	I'm sure nobody will know...	きっと誰にも知られないよ……
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	きっと何か思いつくよ！ とにかく桟橋で会おう！
line:8136ef1a	I'm surprised how nice it is.	こんなに気持ちいいとは思わなかった。
line:722c6ab2	I'm thinking a date soon.	近いうちにデートしようかなって。
line:3471e9b1	I'm trying my best.	頑張ってるよ。
line:01492e5e	I'm trying not to be pushy.	押しつけないようにしてるんだ。
line:4d6cd625	I'm trying to get away from the house for a bit.	少し家から離れたかったんだ。
line:c1ef777a	I'm unsure why speaking with you is so easy.	なぜ君とはこんなに気楽に話せるのだろう。
line:822c0718	I'm very excited.	すごく楽しみ。
line:ddab3d34	I'm very satisfied with these results..	仕上がりには大変満足している……
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	よくわかっている。隅々まで洗ってもらうと、感覚が違う！
line:f9193c0d	I'm willing to do it. But I'd like something new.	やるつもりはある。でも、新しいものも欲しい。
line:63981253	I'm... Happy.	僕は……うれしい。
line:f80bd44b	I'm... not certain I'd like to use this today.	今日は……使いたいか、わからない。
line:d422462e	I'm... not sure I can answer that for you.	僕には……答えを出せないと思う。
line:8f107933	I'm... Rather close now	もう……そろそろ達しそうだ。
line:24c52c54	I'm... wondering...	その……どうだろう……
line:6bbd7f1d	I've always hated the rain.	雨は昔から嫌いなんだ。
line:b4353808	I've always loved giving my biped friends rides...	昔から、二足歩行の友達を乗せるのが好きでね……。
line:9541fceb	I've been considering asking you this for a while now.	前から誘おうかと考えていたんだ。
line:505154a4	I've been thinking...	考えていたのだが……
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	小さな人とは、顔を合わせて話すのが礼儀だって聞いたんだ。
line:2c560e29	I've been trying to get into the social sciences aswell.	社会科学にも取り組もうとしている。
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	知り合いに頼んで、明日いい物を届けさせるよ。
line:212f0021	I've had a lot of free time lately.	最近、自由な時間がたくさんあって。
line:701b9feb	I've had a lot of free time lately.	最近、自由な時間がたくさんあって。
line:79da763f	I've had a lot of free time lately.	最近、自由な時間がたくさんあって。
line:3c4443fd	I've seen bigger	もっと大きいのを見たことある。
line:d7a90078	I...	僕は……。
line:393d0e05	I... hm.	私は……ふむ。
line:0da5609b	I... Know this is unprompted.	その……唐突だとはわかっている。
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	<i>すごく</i>ぎくしゃくしていて、終わるとわかってる関係で。
line:b2f52b23	If I could uhm...	私も、ええと……
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	正直、少し前から君が好きだった。
line:7c13c28e	If only.	本当にね。
line:a56c5621	If someone like Ryan is interested, you're doing great.	ライアンみたいな人が興味を持つなら、うまくいってるよ。
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	また規則違反が発覚したら、私の評判は地に落ちる！
line:83f511d2	If ya' place the mount for me I'll have at it.	マウントを置いてくれたら、始めるよ。
line:7ead92b1	If you could come up front so I could talk.	話せるように、前に来てくれるかな。
line:e78656aa	If you could come up to where I can see you.	僕から見えるところに来てくれるかな。
line:9a013329	If you wanna talk about it more, I've got a minute.	もっと話したければ、少し時間あるよ。
line:3d014153	If you want to use it that's fine!	使いたいなら、いいよ！
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	これが表示されたら nael に知らせるか、不具合を報告してください
line:b9ab4eed	Im not complaining though.	文句はないけどな。
line:27340362	In a bad way?	悪い意味で？
line:2019bb85	In a good way?	いい意味で？
line:91d5fb72	Incredible!	すごい！
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	そうだとも！ 今は君以外のコボルトに洗ってほしくない。
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	その通り。この紋章を知っているのだね！ 錬金術を教えている。
line:dd9d30d2	Indeed. I'm glad you were able to help.	そうだね。君が助けてくれてよかった。
line:fd5ddfcb	Indeed. You're an excellent person to be around.	ああ。一緒にいて、とても心地よい人だ。
line:78c9b5cc	Is everything okay?	何も問題ない？
line:bea8f1f7	Is something on your mind?	何か気になることがある？
line:6b6dd8bc	Is that a good thing...?	それって、いいこと……？
line:848727f2	Is that a threat...?	それって脅し……？
line:db302830	Is that why you came in the first time?	それで最初にここへ来たの？
line:00e41343	Is this good?	気持ちいい？
line:7982d3d8	Is this the right place?	ここで合ってる？
line:c48f59a9	Is this the right place?	ここで合ってる？
line:b05f6eea	Isn't that... Wood?	それって……木じゃない？
line:bf137cb4	It arrived this morning, it should be near the gate.	今朝届いたんだ。門の近くにあるはず。
line:5080b6dd	It depends! Dragon thing.	物によるよ！ ドラゴンだからね。
line:34cf0601	It did! Thanks for asking.	うん！ 聞いてくれてありがとう。
line:900dca3c	It does wonders.	驚くほど救われるものだ。
line:cfd504c5	It does wonders.	驚くほど救われるものだ。
line:ac13bf68	It is indeed rather cool.	ああ、実に素敵な場所だ。
line:ea445b46	It is rather novel isn't it?	なかなか新鮮だろう？
line:56d34a41	It is? Good to know...	そうなの？ 覚えておこう……。
line:b058318f	It means you're doing a good job in kobold.	コボルト語で「いい感じ」って意味だよ。
line:13c906c7	It really has been. You're wonderful.	本当にね。君は素敵だ。
line:b032bfb1	It turns out baking is messy!	お菓子作りって、汚れるんだね！
line:da4f12a1	It turns out baking is messy!	お菓子作りって、汚れるんだね！
line:e106207b	It turns out baking is messy!	お菓子作りって、汚れるんだね！
line:e0c8c57b	It was good. We had sex.	よかったよ。セックスした。
line:681117ec	It was great. Conrad is wild. Good wild.	最高だった。コンラッドはワイルドだよ。いい意味でね。
line:28eee9f5	It went great!	最高だった！
line:92bfe06c	It went great!	最高だった！
line:a5d2b991	It went well.	うまくいったよ。
line:1ab5969b	It would be a... date. As most would say.	その……世間で言う、デートだ。
line:8440a3f4	It's a regrettable state I find myself in...	まったく、情けない有り様だ……
line:1706e86d	It's also new to me...	僕も初めてなんだ……。
line:c1b8e62b	It's always good when a kobold knows what they like.	自分の好みをわかってるコボルトって、いいよな。
line:deffce5c	It's crazy how much your neck can handle.	そんなに喉を通るなんて、すごい。
line:2e182063	It's difficult to find folks that are outside of my current bubble.	今の交友関係の外で人を見つけるのって難しい。
line:48cfc92b	It's endearing!	かわいいな！
line:5b6f00bd	It's fine.	気にしてないよ。
line:13dc0f15	It's fine. I close in about an hour.	大丈夫。閉店まで、あと一時間くらいある。
line:23ac92c8	It's freeing. I'll be back, yeah?	解き放たれる気分だ。また来てもいいね？
line:de9fdb93	It's hard to hold back..	我慢するのが難しい……。
line:9ebea3d0	It's hard to not be nervous after everything...	いろいろあったから、緊張しちゃうんだ……。
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	面白いね。君たち二足歩行の人は、ゆっくり味わうことが多い。
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	コンラッドに何かあったんだ。大丈夫だといいけど。
line:bee6c7dd	It's just that...	ただ、その……。
line:3b76093c	It's made for eating things whole.	丸のみできるようにできてるから。
line:19f36dc0	It's my dream.	私の夢なんだ。
line:18db795f	It's never easy to end things.	終わらせるのは、いつだって簡単じゃないよ。
line:049fb01f	It's nice to have friends to rely on.	頼れる友達がいるのって、いいな。
line:ed69e3a1	It's nice to relinquish control, even for a moment.	ほんの少しでも、主導権を手放すのは心地よい。
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	大したことないよ。みんな無事みたいだし。
line:7e511da7	It's okay!	大丈夫だよ！
line:b14d8520	It's okay, you sound like you need it.	いいよ。話したそうだし。
line:50b95260	It's okay. I needed to. She wasn't making me happy.	大丈夫。必要なことだった。彼女といても幸せじゃなかった。
line:47455767	It's okay. I'll figure something out.	大丈夫。何とかするよ。
line:9287c933	It's starting to feel like it's <i>my</i> fault.	<i>俺が</i>悪い気がしてきた。
line:7ab244af	It's the best way to enjoy food.	食べ物を楽しむなら、それが一番だよ。
line:0b7589ff	It's the mount you asked for.	頼まれたマウントだよ。
line:a5780e74	It's wonderful to be back!	また来られてうれしい！
line:649e8eb3	Its a nice get away from everything out there.	外のあれこれから離れられて、いいね。
line:d0361dd9	Its like an equine fusion thing...	馬族の創作料理みたいな感じで……。
line:df86a610	Jokes aside, your wash is definitely the best.	冗談抜きで、お前の洗い場が一番だ。
line:7fe40d2b	Just a rough day. Hoping this helps!	ちょっとつらい日だっただけ。ここで楽になるといいな！
line:ce77a00e	Just did!	今、話したところ！
line:7c93c604	Just doing my job!	仕事をしてるだけだよ！
line:fa0a9fbb	Just having fun.	ちょっと遊んでただけ。
line:9e9425cd	Just possibly...	もしかして……
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	酒場にいたドレイクだよ。俺が馬鹿でさ……つい余計なことを言い続けちまって。
line:ecb9a15d	Just touch me with your hand and I'll try to help.	手で触れてくれれば、合わせて動くよ。
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	ただ、その……こんなこと言ったって、誰にも話すなよ。
line:3bac1dad	Just... open the gate.	いいから……門を開けて。
line:4f826403	Keep going a little longer please	もう少し続けて、お願い。
line:087039ba	Keep going.	そのまま続けて。
line:d8f92323	Kinda! I've been getting out more.	まあな！ 最近、外に出るようになったんだ。
line:b965b4dd	Knock that off, we're not done yet. Right?	ふざけないでよ、まだ終わってないだろ？
line:d9d276bb	Kobolds always seem enamored by me eating.	コボルトはいつも、僕が食べるのに見入るんだね。
line:0274cacd	Kobolds are very flexible. It will fit.	コボルトはすごく柔らかいから。入るよ。
line:20cb68b9	lemme in?	入れてくれる？
line:41d5085a	Let go whenever you are ready.	準備ができたら、いつでも出して。
line:29a77d09	Let me give it a try!	試させてくれ！
line:265e14cb	Let me know when you're finished rinsing.	すすぎ終わったら教えてくれ。
line:0e1fd4b0	Let the <i>big C</i> out of this place!	この<i>ビッグ C</i>を外に出してくれ！
line:f7382398	Let's get going~!	さあ、始めよう！
line:c50535b3	Let's have it!	出して！
line:9accd60e	Lets wash it off for our date tonight then.	じゃあ、今夜のデートのために洗い落とそう。
line:7ce1b833	Like what?	どんな食べ方？
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	周りの人は好きだけど、いろいろな過去があるから。
line:aa1c54ab	Like, in general.	いろいろ、全部。
line:bbe51f87	Like, in general.	いろいろ、全部。
line:7b7b0a3f	Like, the future of my relationships.	これからの恋愛のこと。
line:db79a905	Like... a lemon?	レモンみたいな……？
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	嫌なやつってこと。俺と一緒にいても楽しくないだろ。
line:a0a0a49c	Like... sexual stuff?	えっと……性的なこと？
line:9becd177	Look at me! I'll be the laughing stock of my students.	この姿を見てくれ！ 学生たちの笑いものだ。
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	水で流してほしくてさ。マウントも使えたらうれしい。
line:abdb5822	Looking forward to seeing ya'	また会えるのが楽しみ。
line:5c335985	Looking forward to seeing you soon.	また近いうちに会えるのを楽しみにしてる。
line:1d0abc80	Looking forward to the wash.	楽しみにしている。
line:646279a0	Looks like it.	みたいだな。
line:b6093881	Looks like ya' got a shipment, eh?	荷物が届いたみたいだな？
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	幸い、現代では自然発火による死には十分な対策がある。
line:d2ba8ba9	Made a bit of a mess... Still worth it.	少し汚しちゃった……でも、その価値はあった。
line:301e8665	Make haste! My reputation is on the line.	急いでくれ！ 私の名誉がかかっている。
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	しっかりきれいにしておこう。<size=70%><i>へへ。
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	なるほど！ 小さなドレイクっていいよね。
line:22b2643b	Makes sense.	なるほど。
line:e7f0e9ed	Makes sense.	なるほど。
line:89c9a73b	Many think it's part of my body.	体の一部だと思う者が多い。
line:d7bcbe29	Max says I'm a clumsy dragon,	マックスには、不器用なドラゴンだって言われる。
line:db986d0d	May you open the gate?	門を開けてくれるかね？
line:76a97730	Maybe later...?	また今度……かな？
line:08a422ba	Maybe like...	ひょっとしたら……
line:6f293b7a	Maybe someone new...	新しい誰か、かもしれない……。
line:d2558a04	Maybe someone?	新しい誰か、とか？
line:67a46ddc	Maybe we can hang out later?	あとで一緒に遊ばない？
line:5691478f	Maybe we could just... Walk?	ただ……散歩するのはどう？
line:7734bf93	Me too, thanks!	僕もだよ、ありがとう！
line:627a13e4	Me too.	私もだ。
line:d3c733f5	Me too.	私もだ。
line:ffa63d1b	Me too.	私もだ。
line:040ee2a7	me too.	僕もそう思う。
line:d13cd125	Me.	私自身であることを。
line:14e7b293	Me?	僕……？
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	あるコボルトとデートする準備ができたってこと。
line:e5da247d	Means you know how to get hands on!	ってことは、手の使い方も知ってるよな！
line:171707d2	Mhm!	うん！
line:11306335	Mhm! Come back anytime.	うん！ いつでも来てね。
line:69dd6a73	Mhm! he's trying to meet new people.	うん！ 新しい人に会おうとしてるんだ。
line:da17b746	Mhm! I'm <i>the</i> kobold!	うん！ 僕が<i>その</i>コボルトだよ！
line:a0cb3f78	Mhm! that's him.	うん！ その人。
line:164fdb01	Mhm, he's trying.	うん、頑張ってる。
line:1a663dcf	Mhm, right this way.	うん、こちらへどうぞ。
line:3cd8a8bd	Mhm... Thank you.	うむ……ありがとう。
line:4546abce	Might seem kinda weird to ask now. Buuuut.	今聞くのも変かもしれないけど、さ。
line:57d8b72a	Mind opening the gate to let me out?	出られるよう、門を開けてくれる？
line:b2a507ab	Mind opening the gate to let me out?	出られるよう、門を開けてくれる？
line:6d726280	Mind washing more?	もう少し洗ってくれる？
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	ふむ、門を開けるという意味かね？
line:dd0c77ae	Mmm, Yeah I know the type.	うん、そういうタイプ、わかる。
line:d8cafcc7	mmm..	んん……。
line:729cea0c	Mmmhm, I always do my best.	うん、いつも全力だから。
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	うん。睡眠のリズム、直すよ……。
line:d38efb75	Mmmmhm, gotta prep for a date with him.	うん、彼とのデートの準備をしないと。
line:a78dd44b	mmph! (Yea!)	んむっ！（うん！）
line:b132719c	Mmph- Hm?	もぐ……ん？
line:16ee6b14	Money... mmm...	お金……ふふ……
line:d8cc8048	Most people do!	だいたいみんなそうだよ！
line:3d723db0	Must mean you two are a good match.	相性がいいということだね。
line:9ca994a5	My bad	ごめん
line:aaecba3d	My bad	ごめん
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	同僚のイグウィクス教授が、私を足場にしたがってね。
line:08af3902	My date with Ryan was...	ライアンとのデートが……。
line:116b5405	My date with Ryan was...	ライアンとのデートが……。
line:e26c3b65	My first ever Yarn script in Unity!	Unity で初めての Yarn スクリプト！
line:f15b014f	My names Ryan. So...	僕はライアン。それで……。
line:e4aced7b	My students could learn a thing or two from your work ethic!	学生たちにも君の働く姿勢を見習わせたい！
line:dfe74420	My-	ああ……。
line:9b915bf2	Nah.	ううん。
line:c3642dec	Nah.	ううん。
line:393c128a	Never cleaned a teacher dragon... woah.	先生のドラゴンを洗うの、初めて……すごい。
line:a99b03ed	Never tried it.	食べたことない。
line:6df809e1	Nevermind. Could you get the gate?	何でもない。門を開けてくれる？
line:d3a50f3f	Next time I come in for a wash we'll go.	次に洗いに来たとき、行こう。
line:ac5afd96	Next time I come in I'll have reservations!	次に来るときには予約しておく！
line:8990fcc9	Nice! Whats with all the... Gloop?	よかったね！ その……べたべたしたのは何？
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	いいね。でも門を開けてくれよ。コンラッド様のお通りだ！
line:acab92d4	Nnf... I believe I needed that. Thank you.	んっ……必要としていたのかもしれない。ありがとう。
line:8fe11008	Nnnf... That was way better than those berries.	んんっ……ベリーより、ずっとよかった。
line:b251704a	No	いいえ
line:e05c2dca	No	いいえ
line:dc86c2de	no	いいえ
line:5794ea87	No amount of justification makes it feel good though.	でも、どれだけ理由があっても、つらいものだね。
line:5a5ec440	No I actually just got it	ううん、実は手に入れたばかり。
line:cd5f07ca	No more excuses.	もう言い訳はしない。
line:4b38230f	No need for thanks. I'll get the gate.	お礼はいらないよ。門を開けるね。
line:11604fbd	No need to be nervous, Alexander!	緊張しなくていいよ、アレクサンダー！
line:eefef647	No need to be.	気にしなくていいよ。
line:73ea230a	No no, you're a certified cleaner yeah?	いやいや、お前、資格持ちの洗い手だろ？
line:743c64e6	No not really.	いや、あまり。
line:50feefe8	No problem!	どういたしまして！
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	どういたしまして！ コンラッドに会ってもらうのが楽しみ。
line:0a9993d2	No problem, thanks!	大丈夫、ありがとう！
line:10bdb3a4	No problem, thanks!	大丈夫、ありがとう！
line:3a8f65fa	No problem.	問題ないよ。
line:ee3d0ee4	No problem. Let me get that gate for ya'!	大丈夫。今、門を開けるよ！
line:eedccaec	No way.	うそでしょ。
line:f0351f0c	No way.	うそでしょ。
line:d726f776	No worries,	気にしないで。
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	いや！ その、そうだが、私の名誉のためにも、ここに来たことは秘密にしてくれないか。
line:f7f963e3	No, I am.	いや、汚れている。
line:54faa7c0	No, I don't think I do.	いや、ないと思う。
line:38419d8b	No, it's not. No more excuses.	いや、よくない。もう言い訳はしない。
line:cd9b2a8f	No, thank you. I'm... Really excited.	こちらこそ、ありがとう。僕……すごく楽しみだ。
line:1af1ad05	No, we don't offer things like that here.	ううん、そういうサービスはしてないよ。
line:cb7e94e5	no.	いや。
line:6128a09c	No. A lime that is yellow.	いや。黄色いライムだ。
line:de25dacd	No. I'm not. Do you have a medkit or not?	大丈夫じゃない。救急箱はあるのか、ないのか？
line:1cc64bcf	No.. No it's fine... thank you.	いや……大丈夫だ……ありがとう。
line:525f5744	Nope	ううん
line:fbd2c3e7	Nope.	まだ。
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	いつもならマウントは大歓迎だけど、今はいい。
line:ab92da6a	Not anymore at least!	少なくとも、もう問題はない！
line:0cfcd179	Not for a date though.	でも、デート向きじゃないね。
line:d1b90e2c	Not sure yet.	まだ決まってない。
line:e9643b5d	Not yet.	まだ。
line:326cc84d	Not yet. a little longer.	まだ。もう少しだけ。
line:56a729f6	Nothing more attractive than a man who can improve!	成長できる男ほど、魅力的なものはない！
line:b5dabf9f	Nothing more attractive than a man who can improve!	成長できる男ほど、魅力的なものはない！
line:8a321997	Now I'm eyeballing the mount...	今度はマウントが気になってきた……。
line:5e0a6d7a	Now I'm out here, agh!	おかげで私はこんな所に。ああ！
line:564a9606	Now they'll never need to know!	これで、知られずに済む！
line:d66b7986	Now!	さて！
line:63596bb3	Now, do you have a medkit or not?	で、救急箱はあるの、ないの？
line:eefc4e9f	Now, lemme in! I want to try that thing out!	じゃあ入れてくれ！ あれを試したい！
line:0554966a	Now, more food?	じゃあ、もっと食べる？
line:3fb3f8d4	Now, round two!	次は二回戦！
line:12e6043e	Now... Food?	じゃあ……食べようか？
line:5f8b2de4	oah. <size=70%>okay.	ああ……<size=70%>わかった。
line:13223129	Of course	もちろんだ。
line:283e56d8	Of course I am! I know I'm very...	そりゃそうだ！ 俺はとても……。
line:5788e15c	Of course I do. I'm a <i>professional</i>.	もちろん。僕は<i>プロ</i>だから。
line:0b226939	Of course it is!	もちろん大丈夫！
line:f21dd9d4	Of course it is!	もちろん大丈夫！
line:642255fc	Of course!	もちろん！
line:76f8c20c	Of course!	もちろん！
line:877aced7	Of course!	もちろん！
line:d2401e75	Of course!	もちろん！
line:f9eb2b4a	Of course! Right this way!	もちろん！ こちらへ！
line:0d20d327	Of course! Thank you for the food.	もちろん！ ごちそうさま。
line:4da976f5	Of course! You run a fine establishment.	当然だ！ 君の店はすばらしい。
line:b629bcf2	Of course! You're wonderful.	もちろん！ 君はすばらしい。
line:b6c96475	Of course, you run a fine establishment.	当然だ。君は立派な店を営んでいる。
line:dd082478	Of course.	もちろん。
line:203cc3d2	Of course. One moment!	もちろん。ちょっと待って！
line:fd145efe	Of course. Sorry you're going through all this.	もちろん。大変だったね。
line:7305cdbc	Oh cool!	へえ、すごい！
line:eb6ae4c3	Oh cool!	へえ、すごい！
line:77c996e8	Oh damn! You really are adventurous!	おお、くそ！ 本当に大胆だな！
line:3fdb9d01	Oh fcuk something went wrong	うわ、くそ、何かがおかしい
line:9e403ecd	Oh fuck yeah.	ああ、くそ、最高。
line:13c39c50	Oh fudge, forget I said that!	しまった、今のは忘れてくれ！
line:e722753e	Oh goodness no..	ああ、いや、それは……
line:55e3dd36	Oh hi! um..	あ、こんにちは！ えっと……。
line:e8ee5747	Oh hi! um..	あ、こんにちは！ えっと……。
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	ああ、この前、入ってくるのを見た小さいドレイクだね？
line:001ab950	Oh I heard good things about that.	ああ、評判がいいって聞いた。
line:0a4a28c0	Oh I see the button there, gotcha!	ああ、そこにボタンがあるんだね。わかった！
line:c6b0b1aa	Oh like, swallowing things whole?	ああ、丸のみすること？
line:10254d13	Oh my	うわあ。
line:39f6c77d	Oh my bad	あっ、ごめん。
line:79511a66	Oh my bad	あっ、ごめん。
line:8cfbd75d	Oh my bad	あっ、ごめん。
line:cb71b2a1	Oh my bad	あっ、ごめん。
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	おや、まさかそこまで……直接触れるとは。
line:c60c65e8	Oh my. I suppose I could use the mount!	おや。マウントを使ってもいいかもしれない！
line:433cb27e	Oh no! Do you want to talk about it?	えっ！ 話したい？
line:d908622a	Oh no, Conrad. are you okay?	大変、コンラッド。大丈夫？
line:bf977a7e	Oh okay. I'll go grab it.	あっ、うん。持ってくるね。
line:7428755b	Oh so it's new for both of us!	じゃあ、二人とも初めてだね！
line:513bed5a	Oh so it's new to both of us!	じゃあ、二人ともまだ慣れてないんだね！
line:4bad37a5	Oh that's good. I'm happy he's okay.	よかった。無事で何よりだね。
line:7d791906	Oh this is better, but I still feel dirty.	うん、よくなったけど、まだ汚れてる気がする。
line:63926ecd	Oh we're done?	あれ、もう終わり？
line:546d1bf2	Oh wow, you're really covered in it!	わあ、本当にインクだらけ！
line:b2d99a43	Oh wow..	ああ、すごい……。
line:e8052272	Oh yeah I liked the first one.	ああ、一作目は好きだった。
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	うん。街中に「ウィングス」っていい店がある。
line:d4d3ecd5	Oh yeah.	ああ、そうだ。
line:059142a3	Oh Yeah?	そうなの？
line:71053a53	Oh Yeah?	そうなの？
line:1121309c	Oh yeah?	そうなの？
line:2b560f59	Oh yeah?	そうなの？
line:2d2820b0	Oh yeah?	そうなの？
line:6e82e54c	Oh yeah?	そうなの？
line:b9d8a22f	Oh yeah?	そうなの？
line:d8ce8566	Oh yeah?	そうなの？
line:f103a4a8	Oh yeah?	そうなの？
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	そうなの？ 少し短気な人みたいだね。
line:60cdf456	Oh yeah? The little red drake?	ほう、あの小さな赤いドレイクかね？
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	ほう、時々見かける空色のドレイクかね？
line:762882b4	Oh yeeeaaah?	へえ、そうなの？
line:5d737ca7	Oh yes	もちろん。
line:1c90fb6d	Oh you. Gonna make me blush.	もう、照れちゃうよ。
line:7e3e59aa	Oh!	あっ！
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	ああ！ 見たことあるかも。小柄な彼だよね？
line:3bc15278	Oh! No it wouldn't be. It's fun!	ああ！ そんなことないよ。楽しいんだ！
line:c95a153d	Oh! nothing. I'll get the gate.	あっ！ 何でもない。門を開けるね。
line:b6fb6fce	Oh! Okay. I'll get the gate!	あっ！ わかった。門を開けるね！
line:4d3233a1	Oh! That's cold!	うわっ！ 冷たい！
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	あっ！ じゃあ早く入ってもらわないと。門を開けてくる。
line:0f2dc134	Oh! Yeah that makes sense...	ああ！ うん、わかるよ……。
line:1270a483	Oh, and I apologize for being absolutely filthy.	それと、ひどく汚れていて申し訳ない。
line:7b5be1f8	Oh, and I've figured it where to go.	ああ、行く場所も決めたよ。
line:52fb116d	Oh, and seems I got some on my face. woops.	ああ、顔についちゃったみたい。おっと。
line:73a37947	Oh, awesome. I'm a big salmon guy.	よかった。僕はサーモン大好き男なんだ。
line:74c9c07b	Oh, like... working class?	ああ、庶民的ってこと？
line:e048566b	Oh, no.	あ、やってないよ。
line:1a9e6537	Oh, no. Ryan is a sweetheart.	ああ、大丈夫。ライアンは優しいよ。
line:5f6a124a	Oh, okay. Thanks.	ああ、わかった。ありがとう。
line:17716b05	Oh, right. Sorry.	ああ、そうだね。ごめん。
line:82ba64bf	Oh, sorry-	ああ、ごめん。
line:956e5c91	Oh, sorry.	ああ、ごめん。
line:54a8bb22	Oh, sure. Come on in.	ああ、もちろん。入って。
line:270276eb	Oh, that's my favorite part!	ああ、そこが一番好きなんだ！
line:1ff9a04c	Oh, the crest around my head?	ああ、頭の周りの紋章かね？
line:ffed6d04	Oh, wonderful. Seem's we're similar.	それはいいね。僕と似てるみたいだ。
line:30e6b801	Oh, yeah!	ああ、うん！
line:bedeee82	Oh- Eager!	おお、積極的だね！
