# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	嘿，大狗狗。
line:63981253	I'm... Happy.	我……很开心。
line:f80bd44b	I'm... not certain I'd like to use this today.	我……不太确定今天想不想用这个。
line:d422462e	I'm... not sure I can answer that for you.	我……不确定能替你回答这个问题。
line:8f107933	I'm... Rather close now	我……现在快到极限了。
line:24c52c54	I'm... wondering...	我在……想……
line:6bbd7f1d	I've always hated the rain.	我一直很讨厌下雨。
line:b4353808	I've always loved giving my biped friends rides...	我一直很喜欢载着两足族朋友走……
line:9541fceb	I've been considering asking you this for a while now.	我已经想邀请你好一阵子了。
line:505154a4	I've been thinking...	我一直在想……
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	有人告诉我，跟小个子面对面说话才有礼貌。
line:2c560e29	I've been trying to get into the social sciences aswell.	我也一直想涉足社会科学。
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	我认识个人，明天能送份礼物过来，帮这里添点新气象。
line:212f0021	I've had a lot of free time lately.	最近空闲时间很多。
line:701b9feb	I've had a lot of free time lately.	最近空闲时间很多。
line:79da763f	I've had a lot of free time lately.	最近空闲时间很多。
line:3c4443fd	I've seen bigger	我看过更大的。
line:d7a90078	I...	我……
line:393d0e05	I... hm.	我……嗯。
line:0da5609b	I... Know this is unprompted.	我……知道突然说这个有点唐突。
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	如果一段感情<i>那么</i>不顺，你也知道迟早会结束。
line:b2f52b23	If I could uhm...	我能不能，嗯……
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	说实话，我喜欢你已经有一阵子了。
line:7c13c28e	If only.	要是有就好了。
line:a56c5621	If someone like Ryan is interested, you're doing great.	连莱恩那样的人都对你有兴趣，表示你做得很好。
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	要是又被发现违反规定，我的名声就毁了！
line:83f511d2	If ya' place the mount for me I'll have at it.	你把交配架摆好，我就能上了。
line:7ead92b1	If you could come up front so I could talk.	可以请你到前面来，我有话想说。
line:e78656aa	If you could come up to where I can see you.	可以到我看得到你的地方吗？
line:9a013329	If you wanna talk about it more, I've got a minute.	如果你还想聊，我有点时间。
line:3d014153	If you want to use it that's fine!	你想用的话，当然可以！
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	如果你看到这行字，请联系 nael 或提交错误报告。
line:b9ab4eed	Im not complaining though.	不过我可没在抱怨。
line:27340362	In a bad way?	是坏的意思吗？
line:2019bb85	In a good way?	是好的意思吗？
line:91d5fb72	Incredible!	太厉害了！
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	正是！现在我只想让你这只狗头人帮我洗澡。
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	正是，你一定认得我的头冠！我是教炼金术的。
line:dd9d30d2	Indeed. I'm glad you were able to help.	是啊。幸好有你帮忙。
line:fd5ddfcb	Indeed. You're an excellent person to be around.	当然。跟你相处是一件很棒的事。
line:78c9b5cc	Is everything okay?	一切都还好吗？
line:bea8f1f7	Is something on your mind?	你有心事吗？
line:6b6dd8bc	Is that a good thing...?	那是好事吗……？
line:848727f2	Is that a threat...?	你是在威胁我吗……？
line:db302830	Is that why you came in the first time?	所以你第一次才会来这里？
line:00e41343	Is this good?	这样舒服吗？
line:7982d3d8	Is this the right place?	是这里吗？
line:c48f59a9	Is this the right place?	是这里吗？
line:b05f6eea	Isn't that... Wood?	那不是……木头吗？
line:bf137cb4	It arrived this morning, it should be near the gate.	今天早上已经送到了，应该就在大门附近。
line:5080b6dd	It depends! Dragon thing.	看情况啦！龙就是这样。
line:34cf0601	It did! Thanks for asking.	很顺利！谢谢你关心。
line:900dca3c	It does wonders.	也能带来莫大的改变。
line:cfd504c5	It does wonders.	也能带来莫大的改变。
line:ac13bf68	It is indeed rather cool.	确实相当酷。
line:ea445b46	It is rather novel isn't it?	确实很新鲜，对吧？
line:56d34a41	It is? Good to know...	是吗？那我记住了……
line:b058318f	It means you're doing a good job in kobold.	用狗头人的话来说，就是你做得很棒。
line:13c906c7	It really has been. You're wonderful.	真的。你太好了。
line:b032bfb1	It turns out baking is messy!	结果烘焙会弄得一团糟！
line:da4f12a1	It turns out baking is messy!	结果烘焙会弄得一团糟！
line:e106207b	It turns out baking is messy!	结果烘焙会弄得一团糟！
line:e0c8c57b	It was good. We had sex.	很好。我们上床了。
line:681117ec	It was great. Conrad is wild. Good wild.	很棒。康拉德很狂，是好的那种狂。
line:28eee9f5	It went great!	超顺利！
line:92bfe06c	It went great!	超顺利！
line:a5d2b991	It went well.	很顺利。
line:1ab5969b	It would be a... date. As most would say.	那会是一次……约会。用一般人的说法。
line:8440a3f4	It's a regrettable state I find myself in...	落得这副模样，实在令人遗憾……
line:1706e86d	It's also new to me...	对我来说也是第一次……
line:c1b8e62b	It's always good when a kobold knows what they like.	狗头人知道自己喜欢什么，总是件好事。
line:deffce5c	It's crazy how much your neck can handle.	你的脖子竟然装得下这么多，太夸张了。
line:2e182063	It's difficult to find folks that are outside of my current bubble.	要认识现有圈子以外的人，挺难的。
line:48cfc92b	It's endearing!	真可爱！
line:5b6f00bd	It's fine.	没关系。
line:13dc0f15	It's fine. I close in about an hour.	没关系。我大概一小时后才打烊。
line:23ac92c8	It's freeing. I'll be back, yeah?	感觉好自由。我会再来，好吗？
line:de9fdb93	It's hard to hold back..	好难忍住……
line:9ebea3d0	It's hard to not be nervous after everything...	经历过那些事，很难不紧张……
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	很有趣，你们两足族好像都喜欢细细品尝。
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	就是康拉德出了点事，希望他没事。
line:bee6c7dd	It's just that...	只是……
line:3b76093c	It's made for eating things whole.	它就是为了整个吞食物而长的。
line:19f36dc0	It's my dream.	那是我的梦想。
line:18db795f	It's never easy to end things.	结束一段感情从来都不容易。
line:049fb01f	It's nice to have friends to rely on.	有能依靠的朋友真好。
line:ed69e3a1	It's nice to relinquish control, even for a moment.	把主导权交出去的感觉真好，即使只有片刻。
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	没什么啦。听起来大家都没事。
line:7e511da7	It's okay!	没关系！
line:b14d8520	It's okay, you sound like you need it.	没关系，听起来你需要有人听。
line:50b95260	It's okay. I needed to. She wasn't making me happy.	没事。我必须这么做。她让我不快乐。
line:47455767	It's okay. I'll figure something out.	没事。我会想办法的。
line:9287c933	It's starting to feel like it's <i>my</i> fault.	开始觉得，好像是<i>我的</i>错。
line:7ab244af	It's the best way to enjoy food.	这是享受食物最棒的方式。
line:0b7589ff	It's the mount you asked for.	就是你要的交配架。
line:a5780e74	It's wonderful to be back!	能再来真是太好了！
line:649e8eb3	Its a nice get away from everything out there.	能暂时远离外头的一切，真好。
line:d0361dd9	Its like an equine fusion thing...	大概是马族融合料理那种……
line:df86a610	Jokes aside, your wash is definitely the best.	说真的，你这里绝对是洗得最棒的。
line:7fe40d2b	Just a rough day. Hoping this helps!	只是今天有点难熬。希望洗个澡会好一点！
line:ce77a00e	Just did!	刚说完！
line:7c93c604	Just doing my job!	我只是在做我的工作！
line:fa0a9fbb	Just having fun.	只是玩一下嘛。
line:9e9425cd	Just possibly...	有没有可能……
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	就酒吧里一条龙。我犯蠢……就是闭不上嘴。
line:ecb9a15d	Just touch me with your hand and I'll try to help.	用手碰我一下，我就会尽量配合。
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	只是，嗯……别告诉别人我说了这些。
line:3bac1dad	Just... open the gate.	先……开门吧。
line:4f826403	Keep going a little longer please	请再继续一下。
line:087039ba	Keep going.	继续。
line:d8f92323	Kinda! I've been getting out more.	算有吧！我最近比较常出门。
line:b965b4dd	Knock that off, we're not done yet. Right?	别闹啦，我们还没洗完，对吧？
line:d9d276bb	Kobolds always seem enamored by me eating.	狗头人好像总是很着迷于我吃东西的样子。
line:0274cacd	Kobolds are very flexible. It will fit.	狗头人很有弹性，放得进去。
line:20cb68b9	lemme in?	让我进去？
line:41d5085a	Let go whenever you are ready.	准备好了就释放吧。
line:29a77d09	Let me give it a try!	让我试一下！
line:265e14cb	Let me know when you're finished rinsing.	冲干净了就告诉我。
line:0e1fd4b0	Let the <i>big C</i> out of this place!	放<i>C 大爷</i>出去吧！
line:f7382398	Let's get going~!	开始吧～！
line:c50535b3	Let's have it!	来吧！
line:9accd60e	Lets wash it off for our date tonight then.	那就为今晚的约会把它洗掉吧。
line:7ce1b833	Like what?	哪样？
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	就是，我很爱身边的人，但那里也有很多过去的包袱。
line:aa1c54ab	Like, in general.	我是说，整体而言。
line:bbe51f87	Like, in general.	我是说，整体而言。
line:7b7b0a3f	Like, the future of my relationships.	像是，未来的感情。
line:db79a905	Like... a lemon?	像是……柠檬？
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	像个……混蛋？我知道跟我相处很难受。
line:a0a0a49c	Like... sexual stuff?	像是……性方面的服务？
line:9becd177	Look at me! I'll be the laughing stock of my students.	看看我！学生们会把我当笑话看的。
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	想冲个澡。能顺便用交配架也不错。
line:abdb5822	Looking forward to seeing ya'	期待再见到你。
line:5c335985	Looking forward to seeing you soon.	期待很快再见到你。
line:1d0abc80	Looking forward to the wash.	很期待这次清洗。
line:646279a0	Looks like it.	看起来是。
line:b6093881	Looks like ya' got a shipment, eh?	看来你收到货了，嗯？
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	幸好在现代，突然自燃致死这种事已经被我们彻底解决了。
line:d2ba8ba9	Made a bit of a mess... Still worth it.	弄得有点乱……不过值得。
line:301e8665	Make haste! My reputation is on the line.	请快点！我的名声岌岌可危。
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	一定要洗得很干净。<size=70%><i>嘿嘿。
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	有道理！小龙确实很有趣。
line:22b2643b	Makes sense.	有道理。
line:e7f0e9ed	Makes sense.	有道理。
line:89c9a73b	Many think it's part of my body.	很多人以为那是我身体的一部分。
line:d7bcbe29	Max says I'm a clumsy dragon,	麦克斯说我是条笨手笨脚的龙，
line:db986d0d	May you open the gate?	可以开门吗？
line:76a97730	Maybe later...?	也许晚点……？
line:08a422ba	Maybe like...	或许可以……
line:6f293b7a	Maybe someone new...	也许是个新的人……
line:d2558a04	Maybe someone?	也许是某个人？
line:67a46ddc	Maybe we can hang out later?	我们晚点要不要一起玩？
line:5691478f	Maybe we could just... Walk?	也许我们可以……散散步？
line:7734bf93	Me too, thanks!	我也是，谢谢！
line:627a13e4	Me too.	我也是。
line:d3c733f5	Me too.	我也是。
line:ffa63d1b	Me too.	我也是。
line:040ee2a7	me too.	我也是。
line:d13cd125	Me.	自己的人。
line:14e7b293	Me?	我？
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	代表我准备好和某只狗头人约会了。
line:e5da247d	Means you know how to get hands on!	那你一定知道怎么亲自动手！
line:171707d2	Mhm!	嗯哼！
line:11306335	Mhm! Come back anytime.	嗯哼！随时欢迎再来。
line:69dd6a73	Mhm! he's trying to meet new people.	嗯哼！他正在试着认识新朋友。
line:da17b746	Mhm! I'm <i>the</i> kobold!	嗯！我就是<i>那个</i>狗头人！
line:a0cb3f78	Mhm! that's him.	嗯哼！就是他。
line:164fdb01	Mhm, he's trying.	嗯哼，他正在努力。
line:1a663dcf	Mhm, right this way.	嗯，这边请。
line:3cd8a8bd	Mhm... Thank you.	嗯……谢谢你。
line:4546abce	Might seem kinda weird to ask now. Buuuut.	现在问可能有点怪，不过嘛。
line:57d8b72a	Mind opening the gate to let me out?	可以开门让我出去吗？
line:b2a507ab	Mind opening the gate to let me out?	可以开门让我出去吗？
line:6d726280	Mind washing more?	可以再洗一下吗？
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	嗯，我可以理解成你要去开门吗？
line:dd0c77ae	Mmm, Yeah I know the type.	嗯，对，我懂那种类型。
line:d8cafcc7	mmm..	嗯……
line:729cea0c	Mmmhm, I always do my best.	嗯哼，我向来都尽力做到最好。
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	嗯哼。我会调整一下作息……
line:d38efb75	Mmmmhm, gotta prep for a date with him.	嗯哼，得为了跟他的约会做准备。
line:a78dd44b	mmph! (Yea!)	唔！（对！）
line:b132719c	Mmph- Hm?	唔——嗯？
line:16ee6b14	Money... mmm...	钱钱……嗯……
line:d8cc8048	Most people do!	大部分的人都喜欢啊！
line:3d723db0	Must mean you two are a good match.	那一定表示你们很合得来。
line:9ca994a5	My bad	我的错
line:aaecba3d	My bad	我的错
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	我的同事伊格维克斯教授，想把我当作垫脚的平台。
line:08af3902	My date with Ryan was...	我和莱恩的约会……
line:116b5405	My date with Ryan was...	我和莱恩的约会……
line:e26c3b65	My first ever Yarn script in Unity!	我在 Unity 里写的第一个 Yarn 脚本！
line:f15b014f	My names Ryan. So...	我叫莱恩。那么……
line:e4aced7b	My students could learn a thing or two from your work ethic!	我的学生真该向你学学这种工作态度！
line:dfe74420	My-	天啊——
line:9b915bf2	Nah.	不喜欢。
line:c3642dec	Nah.	没有啦。
line:393c128a	Never cleaned a teacher dragon... woah.	还没帮当老师的龙洗过澡呢……哇。
line:a99b03ed	Never tried it.	没试过。
line:6df809e1	Nevermind. Could you get the gate?	算了。可以开门吗？
line:d3a50f3f	Next time I come in for a wash we'll go.	下次我来洗澡，我们就去。
line:ac5afd96	Next time I come in I'll have reservations!	下次来的时候，我就会订好位！
line:8990fcc9	Nice! Whats with all the... Gloop?	真好！你身上那些……黏糊糊的是什么？
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	赞。不过得先开门啊。让康拉德进去！
line:acab92d4	Nnf... I believe I needed that. Thank you.	嗯唔……我想我确实需要这个。谢谢你。
line:8fe11008	Nnnf... That was way better than those berries.	嗯唔……比那些莓果爽多了。
line:b251704a	No	不会。
line:e05c2dca	No	没有
line:dc86c2de	no	没有
line:5794ea87	No amount of justification makes it feel good though.	但再多的理由，也没办法让这件事不难受。
line:5a5ec440	No I actually just got it	不是，其实我刚拿到这个
line:cd5f07ca	No more excuses.	不再找借口了。
line:4b38230f	No need for thanks. I'll get the gate.	不用谢。我去开门。
line:11604fbd	No need to be nervous, Alexander!	不用紧张，亚历山大！
line:eefef647	No need to be.	不用觉得丢脸。
line:73ea230a	No no, you're a certified cleaner yeah?	不不，你是有资格证的洗浴师，对吧？
line:743c64e6	No not really.	不，其实不太好。
line:50feefe8	No problem!	没问题！
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	没问题！等不及让你认识康拉德了。
line:0a9993d2	No problem, thanks!	没问题，谢啦！
line:10bdb3a4	No problem, thanks!	没问题，谢啦！
line:3a8f65fa	No problem.	没问题。
line:ee3d0ee4	No problem. Let me get that gate for ya'!	没问题。我来帮您开门！
line:eedccaec	No way.	不可能。
line:f0351f0c	No way.	不可能。
line:d726f776	No worries,	没关系，
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	不！我是说，没错，但为了我的名声，请别把我这次造访的事说出去。
line:f7f963e3	No, I am.	不，我很脏。
line:54faa7c0	No, I don't think I do.	没有，我想不用。
line:38419d8b	No, it's not. No more excuses.	不，有关系。不再找借口了。
line:cd9b2a8f	No, thank you. I'm... Really excited.	不，是我该谢谢你。我……真的很期待。
line:1af1ad05	No, we don't offer things like that here.	没有，我们这里不提供那类服务。
line:cb7e94e5	no.	没有。
line:6128a09c	No. A lime that is yellow.	不。是黄色的青柠。
line:de25dacd	No. I'm not. Do you have a medkit or not?	不好。我有事。你到底有没有急救箱？
line:1cc64bcf	No.. No it's fine... thank you.	不……不用，没事的……谢谢你。
line:525f5744	Nope	不记得
line:fbd2c3e7	Nope.	还没。
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	平常有交配架，我都会说好。但现在不想。
line:ab92da6a	Not anymore at least!	至少现在没问题了！
line:0cfcd179	Not for a date though.	但这样不适合约会。
line:d1b90e2c	Not sure yet.	还不确定。
line:e9643b5d	Not yet.	还不行。
line:326cc84d	Not yet. a little longer.	还不行，再一下。
line:56a729f6	Nothing more attractive than a man who can improve!	没什么比愿意成长的男人更有魅力了！
line:b5dabf9f	Nothing more attractive than a man who can improve!	没什么比愿意成长的男人更有魅力了！
line:8a321997	Now I'm eyeballing the mount...	我现在又盯上交配架了……
line:5e0a6d7a	Now I'm out here, agh!	搞得我现在跑来这里，唉！
line:564a9606	Now they'll never need to know!	这下就不会被发现了！
line:d66b7986	Now!	好了！
line:63596bb3	Now, do you have a medkit or not?	所以，你到底有没有急救箱？
line:eefc4e9f	Now, lemme in! I want to try that thing out!	快让我进去！我想试试那玩意！
line:0554966a	Now, more food?	那么，再吃一点？
line:3fb3f8d4	Now, round two!	接下来，第二回合！
line:12e6043e	Now... Food?	那么……吃东西？
line:5f8b2de4	oah. <size=70%>okay.	喔。<size=70%>好。
line:13223129	Of course	不客气
line:283e56d8	Of course I am! I know I'm very...	那当然！我知道自己很……
line:5788e15c	Of course I do. I'm a <i>professional</i>.	那当然。我可是<i>专业的</i>。
line:0b226939	Of course it is!	当然不介意！
line:f21dd9d4	Of course it is!	当然不介意！
line:642255fc	Of course!	当然！
line:76f8c20c	Of course!	当然！
line:877aced7	Of course!	当然！
line:d2401e75	Of course!	当然！
line:f9eb2b4a	Of course! Right this way!	当然！这边请！
line:0d20d327	Of course! Thank you for the food.	当然！谢谢你的食物。
line:4da976f5	Of course! You run a fine establishment.	当然！你的店非常出色。
line:b629bcf2	Of course! You're wonderful.	当然！你很棒。
line:b6c96475	Of course, you run a fine establishment.	不客气，你的店非常出色。
line:dd082478	Of course.	当然。
line:203cc3d2	Of course. One moment!	当然，稍等一下！
line:fd145efe	Of course. Sorry you're going through all this.	当然。你碰上这些事，我很难过。
line:7305cdbc	Oh cool!	喔，真酷！
line:eb6ae4c3	Oh cool!	喔，真酷！
line:77c996e8	Oh damn! You really are adventurous!	哦，靠！你还真敢玩！
line:3fdb9d01	Oh fcuk something went wrong	喔，靠，出问题了
line:9e403ecd	Oh fuck yeah.	哦，操，太爽了。
line:13c39c50	Oh fudge, forget I said that!	喔，糟糕，忘掉我刚刚说的！
line:e722753e	Oh goodness no..	喔，天啊，不行……
line:55e3dd36	Oh hi! um..	喔，嗨！嗯……
line:e8ee5747	Oh hi! um..	喔，嗨！嗯……
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	喔，就是前阵子我看到进来的那条小龙，对吧？
line:001ab950	Oh I heard good things about that.	喔，听说那部评价很好。
line:0a4a28c0	Oh I see the button there, gotcha!	喔，我看到那个按钮了，懂了！
line:c6b0b1aa	Oh like, swallowing things whole?	喔，你是说，整个吞下去？
line:10254d13	Oh my	喔，天啊
line:39f6c77d	Oh my bad	喔，我的错。
line:79511a66	Oh my bad	喔，我的错。
line:8cfbd75d	Oh my bad	喔，我的错。
line:cb71b2a1	Oh my bad	喔，我的错。
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	天啊——没想到你会这么……亲手上阵
line:c60c65e8	Oh my. I suppose I could use the mount!	天啊。我想我可以用一下交配架！
line:433cb27e	Oh no! Do you want to talk about it?	糟了！你想聊聊吗？
line:d908622a	Oh no, Conrad. are you okay?	天啊，康拉德，你还好吗？
line:bf977a7e	Oh okay. I'll go grab it.	喔，好。我去拿。
line:7428755b	Oh so it's new for both of us!	喔，那对我们两个来说都是新体验！
line:513bed5a	Oh so it's new to both of us!	喔，那对我们两个来说都是新体验！
line:4bad37a5	Oh that's good. I'm happy he's okay.	那就好。很高兴他没事。
line:7d791906	Oh this is better, but I still feel dirty.	喔，好多了，但我还是觉得有点脏。
line:63926ecd	Oh we're done?	喔，洗好了吗？
line:546d1bf2	Oh wow, you're really covered in it!	哇，你真的满身都是墨水！
line:b2d99a43	Oh wow..	喔，哇……
line:e8052272	Oh yeah I liked the first one.	喔，对，我很喜欢第一集。
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	喔，有啊，市中心有间不错的店叫「羽翼」。
line:d4d3ecd5	Oh yeah.	喔，对。
line:059142a3	Oh Yeah?	喔，是吗？
line:71053a53	Oh Yeah?	喔，是吗？
line:1121309c	Oh yeah?	喔，是吗？
line:2b560f59	Oh yeah?	喔，是吗？
line:2d2820b0	Oh yeah?	喔，是吗？
line:6e82e54c	Oh yeah?	喔，是吗？
line:b9d8a22f	Oh yeah?	喔，是吗？
line:d8ce8566	Oh yeah?	喔，是吗？
line:f103a4a8	Oh yeah?	喔，是吗？
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	喔，是吗？听起来他脾气有点冲。
line:60cdf456	Oh yeah? The little red drake?	喔，是吗？那条小红龙？
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	喔，是吗？就是我在附近见过的那条天蓝色龙？
line:762882b4	Oh yeeeaaah?	喔——是吗？
line:5d737ca7	Oh yes	喔，是啊
line:1c90fb6d	Oh you. Gonna make me blush.	哎呀你，害我都要脸红了。
line:7e3e59aa	Oh!	喔！
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	喔！我好像见过他。小小的那条，对吧？
line:3bc15278	Oh! No it wouldn't be. It's fun!	喔！不会啊。很好玩！
line:c95a153d	Oh! nothing. I'll get the gate.	喔！没事。我去开门。
line:b6fb6fce	Oh! Okay. I'll get the gate!	喔！好，我去开门！
line:4d3233a1	Oh! That's cold!	喔！好冰！
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	喔！那我得赶快让你进来。我去开门。
line:0f2dc134	Oh! Yeah that makes sense...	喔！对，有道理……
line:1270a483	Oh, and I apologize for being absolutely filthy.	喔，还有，抱歉把自己弄得脏兮兮的。
line:7b5be1f8	Oh, and I've figured it where to go.	喔，还有，我想好要去哪里了。
line:52fb116d	Oh, and seems I got some on my face. woops.	喔，看来脸上沾到一些了，哎呀。
line:73a37947	Oh, awesome. I'm a big salmon guy.	哦，太好了。我可是个特爱吃三文鱼的男人。
line:74c9c07b	Oh, like... working class?	哦，像是……工人阶级？
line:e048566b	Oh, no.	喔，没有。
line:1a9e6537	Oh, no. Ryan is a sweetheart.	喔，不会啦。莱恩很贴心。
line:5f6a124a	Oh, okay. Thanks.	喔，好。谢谢。
line:17716b05	Oh, right. Sorry.	喔，对。抱歉。
line:82ba64bf	Oh, sorry-	喔，抱歉——
line:956e5c91	Oh, sorry.	喔，抱歉。
line:54a8bb22	Oh, sure. Come on in.	喔，当然。进来吧。
line:270276eb	Oh, that's my favorite part!	喔，那是我最喜欢的部分！
line:1ff9a04c	Oh, the crest around my head?	喔，我头部周围的头冠吗？
line:ffed6d04	Oh, wonderful. Seem's we're similar.	喔，太好了。看来我们很像。
line:30e6b801	Oh, yeah!	喔，对啊！
line:bedeee82	Oh- Eager!	喔——真心急！
line:38b3c8c1	Oh- I mean. I'll go open the gate!	喔——我是说，我去开门！
line:714c180e	Oh- I'm glad!	喔——那就好！
line:ccf87ea9	Oh- I'm not too interested in using that right now.	喔——我现在不太想用那个。
line:963981e4	Oh- I'm sorry for making a mess...	喔——抱歉弄得一团糟……
line:8e407c6e	Oh- Not just the wash.	喔——不只是洗澡。
line:ad31ec4c	Oh- Not just the wash.	喔——不只是洗澡。
line:6866c2c9	Oh- Right now? 'aight I'm down.	喔——现在？行啊，我可以。
line:9a6dca4b	Oh- Ya. On it.	喔——对，马上来。
line:3b6d644d	Oh.	喔。
line:4399096b	Oh.	喔。
line:8441bf7b	Oh.	喔。
line:87233429	Oh.	喔。
line:e90fee8e	Oh.	喔。
line:ebd9b4d3	Oh.	喔。
line:8a79f72c	Oh. And one other thing.	喔，还有一件事。
line:e8289be5	Oh. good.	喔，那就好。
line:5442e228	Oh. Okay I'll go get the gate.	喔。好，我去开门。
line:0da15c85	Oh. Okay.	喔，好。
line:73f7f13d	OH. RIGHT.	喔，对耶。
line:c35890c8	Oh. That's... Wonderful!	喔。那真是……太好了！
line:0ce8d5aa	Oh. Then yeah, we're open.	喔。那有，我们有营业。
line:52ed140c	Oh. Uhm. <size=70%>Good.	喔，嗯。<size=70%>很好。
line:780d0993	Oh. yeah. Sorry.	喔，好。抱歉。
line:7f5113d5	OH. You're not used to eating them whole.	喔。你不习惯整颗吃下去。
line:45bc649d	Oh...	喔……
line:0a093816	Oh... hah. I like that.	喔……哈。我喜欢。
line:f885f11d	Oh... I suppose this is alright~	喔……我想这样也不错～
line:7cd85c8e	Oh... I'm so sorry.	喔……我很遗憾。
line:8cc1aa72	Oh... yeah we don't have one.	喔……对，我们没有。
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	喔……对，体型小的龙通常会……补偿在别的地方。
line:1d491283	Oh?	喔？
line:21c46e75	Oh?	喔？
line:fd8d786a	Oh?	喔？
line:0ce8d3c2	ohmygod I thought the egg was decorative.	天啊，我以为那颗蛋是装饰。
line:d9b26374	Ok I can do that	好，我可以。
line:1777121d	Ok I got this..	好，我撑得住……
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	好，不舒服或怎么了就告诉我。
line:6c3a98cc	Ok lets wash it off for our date tonight then.	好，那就为今晚的约会把它洗掉吧。
line:7a54a1e1	Okay	好
line:f64a5b30	Okay	好
line:249500dc	Okay!	好！
line:a327b5f9	Okay!	好！
line:ccaabca3	Okay!	好！
line:82d0ea81	Okay! I'll be back later then.	好！那我晚点再来。
line:3deb5f55	Okay! I'll go get the gate for you.	好！我去帮你开门。
line:9c3d6cb7	Okay! I'll see you soon.	好！很快再见。
line:72e0348e	Okay, bye!	好，再见！
line:255362b9	Okay, Conrad.	好啦，康拉德。
line:0d16ab28	Okay, I'll be waiting. Thanks.	好，我等你。谢谢。
line:155d1c64	Okay, I'll open the gate!	好，我来开门！
line:886f5df2	Okay, I'll see you later!	好，那下次见！
line:585d6a08	Okay, thank you.	好，谢谢你。
line:c298bc55	Okay, thank you.	好，谢谢你。
line:6acf71a3	Okay, thanks.	好，谢谢。
line:8ed5a204	Okay- okay. I'll go get the gate.	好啦，好啦。我去开门。
line:10b9a653	Okay- Thanks.	好——谢谢。
line:00a81c16	Okay. I hope you're doing alright though.	好。不过希望你还撑得住。
line:118a51bb	Okay. I should probably get out of your scales.	好。我大概该走，不打扰你了。
line:a62e8112	Okay. I'll open up shop. Give me a sec.	好。我来开店，等我一下。
line:9d434af5	Okay. I'll order a mount.	好。我会订一个交配架。
line:2f3b06de	Okay. Then I think I'd like to try.	好。那我想试试看。
line:54ad4706	Okay...	好吧……
line:28311fbb	Omg you're hurt!	天啊，你受伤了！
line:8b3abbf7	On it!	马上来！
line:42e3eba2	Once I'm cleaned up I'm gonna head out and get our spot ready.	洗干净之后，我就要先去把我们的位置准备好。
line:1d4b8a1c	One thing led to another...	然后自然而然就……
line:c70bea2d	Only been cleaning for a few weeks now!	我才做洗浴师几个星期！
line:5188bd4a	Only If that's alright-	只要你不介意——
line:01505282	Only realized how much of a mess I made after Max yelled at me, haha.	直到麦克斯骂我，我才发现自己弄得多脏，哈哈。
line:828eed25	Oof... Needed that. Thank you.	呼……我正需要这个。谢谢你。
line:2d40c69a	Oooh, alrighty.	喔——好呀。
line:99ff9e7f	Ooooh must be a big deal then.	喔——那一定很有头有脸啰。
line:e8ad4791	Ooooh.	喔——。
line:64bfd62a	Oops, my bad.	哎呀，我的错。
line:0fa31c40	Our first meeting went great though!	不过我们第一次见面很顺利！
line:77cebc41	People tell me I've got a fat cock, is that true?	大家都说我的屌很粗，是真的吗？
