# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Chào chó bự.
line:099ec7fd	I would love to.	Tôi rất muốn.
line:e6006cd6	I wouldn't mind!	Tôi không ngại đâu!
line:81905be1	I'd like to go out to eat.	Tôi muốn ra ngoài ăn.
line:75b152eb	I'd love to talk more, truly, but class is soon.	Tôi thật sự muốn trò chuyện thêm, nhưng sắp đến giờ lên lớp.
line:2fe8a558	I'd love to!	Tôi rất sẵn lòng!
line:87ba56cc	I'll be back again, yeah?	Tôi sẽ quay lại nhé?
line:ca035ef2	I'll be back again. It's nice having you as a friend.	Tôi sẽ quay lại. Thật tốt khi có cậu làm bạn.
line:0fcd9c26	I'll be back soon, yeah? Thanks for the wash.	Tôi sẽ sớm quay lại nhé? Cảm ơn đã tắm cho tôi.
line:d9f422eb	I'll be waiting at the bar for you tonight!	Tối nay tôi chờ cậu ở quán bar!
line:69dff2ec	I'll be waiting for the gate!	Tôi chờ cậu mở cổng!
line:ae4d09f6	I'll be waiting for the gate!	Tôi chờ cậu mở cổng!
line:ab616aac	I'll definitely keep this place in mind.	Chắc chắn tôi sẽ nhớ chỗ này.
line:b122441b	I'll get one ordered I promise!	Tôi sẽ đặt một cái, hứa đấy!
line:1642b6f1	I'll get out of your scales now. Thank you for the wash.	Giờ tôi không làm vướng chân cậu nữa. Cảm ơn đã tắm cho tôi.
line:707d2693	I'll get out of your scales...	Tôi không làm vướng chân cậu nữa...
line:ca480eed	I'll get you two in contact then.	Vậy tôi giúp hai người liên lạc nhé.
line:59416000	I'll go get the gate for ya'	Tôi đi mở cổng cho cậu.
line:6aa7ad03	I'll go get the gate for ya'	Tôi đi mở cổng cho cậu.
line:2a6d7e7d	I'll go get the gate for you.	Tôi đi mở cổng cho anh.
line:8107858d	I'll go get the gate for you.	Tôi đi mở cổng cho ông.
line:d1755010	I'll go get the gate for you.	Tôi đi mở cổng cho cậu.
line:4d692a01	I'll go get the gate.	Tôi đi mở cổng.
line:a75bb519	I'll go get the gate.	Tôi đi mở cổng.
line:8689a124	I'll happily get that for you.	Tôi rất vui được lấy nó cho ông.
line:48e99d7b	I'll have to close up shop first-	Tôi phải đóng tiệm trước...
line:f2b894e2	I'll have to reserve your spot while you close up.	Tôi sẽ giữ chỗ trong lúc cậu đóng tiệm.
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	Tôi sẽ ghi nhớ. Tôi quen với việc mọi thứ đều phải có qua có lại.
line:956a0f47	I'll make sure to ask him next time I see him.	Lần tới gặp cậu ấy tôi sẽ hỏi.
line:e64d21e4	I'll make sure to come back.	Nhất định tôi sẽ quay lại.
line:7c9fe106	I'll make sure to get out of your scales.	Tôi không làm vướng chân cậu nữa.
line:87006442	I'll make sure to tell others about this place	Tôi sẽ giới thiệu chỗ này với mọi người.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	Tôi sẽ kể cho cậu kết quả nhé?
line:49b6a167	I'll make sure you're <i>spotless.	Tôi sẽ làm anh <i>sạch không tì vết.
line:96981b61	I'll manage.	Tôi sẽ vượt qua.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	Tôi cần nhanh một chút, sinh viên đâu tự dạy mình được.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	Tôi phải hồi sinh Igwix. Xấu hổ quá!
line:90a9a98e	I'll see you next time I come in, yeah?	Hẹn lần tới tôi ghé nhé?
line:d0f6a49a	I'll see you next time I come in, yeah?	Hẹn lần tới tôi ghé nhé?
line:160bf40f	I'll start prepping for it.	Tôi bắt đầu chuẩn bị đây.
line:8af64cb8	I'll take care of this, don't you worry.	Tôi sẽ lo chuyện này, đừng lo.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	Lát nữa tôi kể. Giờ cậu mở cổng trước được không?
line:04c62f9b	I'm <i>spotless</i>.	Tôi <i>sạch không tì vết</i>.
line:629f8cff	I'm a bit of a big deal around there.	Tôi cũng có số má ở đó.
line:d9272031	I'm a dragon.	Tôi là rồng.
line:675e7284	I'm a rule breaker!	Tôi thích phá luật!
line:afcd5586	I'm a... kobold.	Tôi là... kobold.
line:5d41b5d6	I'm all dirty still!	Tôi vẫn bẩn khắp người!
line:2f6eb3c3	I'm all soapy still!	Tôi vẫn đầy xà phòng!
line:18707b19	I'm always happy to give you a wash!	Tôi luôn vui được tắm cho cậu!
line:3b01eb3b	I'm always happy to give you a wash!	Tôi luôn vui được tắm cho cậu!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	Tôi luôn sẵn lòng giúp. <i><size=70%>Nhất là một con rồng to.
line:46c6a3ed	I'm always happy to see you Ryan.	Tôi luôn vui được gặp cậu, Ryan.
line:75206eee	I'm always happy to see you Ryan.	Tôi luôn vui được gặp cậu, Ryan.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	Tôi luôn vui khi gặp ông. Tôi mở cổng cho ông nhé.
line:07e5fc05	I'm amazed!	Tôi ấn tượng thật đấy!
line:4586d55d	I'm an asshole. I know I am.	Tôi là thằng khốn. Tôi biết chứ.
line:a6d46685	I'm certain he also finds you pleasant!	Chắc chắn anh ấy cũng thích ở bên cậu!
line:ef399e26	I'm doing good!	Tôi vẫn ổn!
line:a6c1f2f4	I'm excited for you!	Tôi cũng thấy háo hức thay cậu!
line:94fbdbf0	I'm excited for you. I'll get the gate!	Tôi mừng cho anh. Tôi mở cổng!
line:f83e4966	I'm excited to hear about it!	Tôi mong được nghe!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Nhưng cũng mong thấy chúng trôi xuống cống.
line:24832f01	I'm excited.	Tôi háo hức lắm.
line:69f406a6	I'm excited.	Tôi háo hức lắm.
line:a00f681d	I'm excited.	Tôi háo hức lắm.
line:a0479425	I'm excited.	Tôi háo hức lắm.
line:b5d7d26f	I'm excited.	Tôi háo hức lắm.
line:d66b9155	I'm excited.	Tôi háo hức lắm.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Tôi mừng là cậu cũng thấy thích thú.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Mừng là cậu thích anh ấy. Chắc anh ấy cũng thích ở bên cậu.
line:c56ee060	I'm glad you enjoy my crest.	Mừng là cậu thích gia huy của tôi.
line:f44a1493	I'm glad you trust me.	Tôi mừng vì ông tin tưởng tôi.
line:3a2ed5ef	I'm glad you two are working out though.	Nhưng tôi mừng vì hai người tiến triển tốt.
line:c0972e81	I'm glad you two are working out.	Tôi mừng vì hai người tiến triển tốt.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Mừng là cậu đã chọn được điều tốt nhất cho mình.
line:d5a90e1c	I'm glad!	Tôi mừng lắm!
line:286fec49	I'm glad.	Tôi mừng lắm.
line:42f5fd9d	I'm glad.	Tôi mừng lắm.
line:99b6dc81	I'm glad.	Tôi mừng lắm.
line:570d4953	I'm happy for you!	Tôi mừng cho cậu!
line:ac6d5bd3	I'm happy for you!	Tôi mừng cho cậu!
line:ed5c40ca	I'm happy for you!	Tôi mừng cho cậu!
line:79099951	I'm happy to be here too.	Tôi cũng vui được ở đây.
line:99fd9b51	I'm happy to give you a place you can relax.	Tôi mừng vì có thể cho ông nơi để thư giãn.
line:5d36d5c8	I'm happy to have met you.	Tôi mừng vì đã gặp cậu.
line:ce21622a	I'm happy to hear that.	Tôi mừng khi nghe vậy.
line:69963a6c	I'm happy you feel comfy here.	Mừng là ông thấy thoải mái ở đây.
line:38388248	I'm here for a wash.	Tôi đến để tắm.
line:a6974256	I'm here if you need someone to talk to.	Tôi ở đây nếu anh cần người nói chuyện.
line:6690512d	I'm impressed.	Ấn tượng đấy.
line:2e424b13	I'm in need of another wash.	Tôi lại cần tắm.
line:ef91a572	I'm Jealous!	Tôi ghen tị đấy!
line:a79b8639	I'm just happy I don't feel judged here.	Tôi chỉ mừng vì không bị phán xét ở đây.
line:8076eb95	I'm just here for a wash though.	Nhưng tôi chỉ đến tắm thôi.
line:c2caa0b7	I'm just here to bring you food!	Tôi chỉ đến mang đồ ăn cho cậu!
line:ec6c7823	I'm just... Happy.	Tôi chỉ... hạnh phúc thôi.
line:ed4b0d48	I'm kind of excited.	Tôi thấy hơi háo hức.
line:266c652e	I'm looking forward to seeing you again	Tôi mong gặp lại cậu.
line:e91e2041	I'm not <i>that</i> little-	Tôi đâu nhỏ <i>đến thế</i>...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Tôi không rõ sao mình bỗng hiểu tiếng «chíp» của cậu.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Tôi cũng không rõ. Nó được giảm giá ở WingCo.
line:5b31909a	I'm only doing what I think is right.	Tôi chỉ làm điều mình nghĩ là đúng.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Toàn bộ chuyện này khiến tôi vô cùng xấu hổ.
line:cfaffc52	I'm pumped.	Tôi háo hức lắm.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Tôi rất thích cho người khác cưỡi trên lưng.
line:1a5e6184	I'm really looking forward to this.	Tôi rất mong chuyện này.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Rất tiếc vì anh bị thương. Ai đã làm vậy?
line:69ffe957	I'm so excited about this date!	Tôi háo hức với buổi hẹn này quá!
line:e6290003	I'm so excited. I'll get you two in contact!	Háo hức quá. Tôi sẽ giúp hai người liên lạc!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Xin lỗi vì lúc nãy trút hết chuyện đó lên cậu.
line:e613b1c3	I'm sorry I snapped at you earlier.	Xin lỗi vì lúc nãy gắt với cậu.
line:de208e68	I'm sorry you got hurt...	Tôi rất tiếc vì anh bị thương...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Tôi vẫn còn nhiều bùn, cậu xoa xà phòng giúp thì tốt.
line:51d4e418	I'm such an idiot.	Tôi đúng là thằng ngu.
line:32114891	I'm sure nobody will know...	Chắc không ai biết đâu...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Chắc chắn sẽ nghĩ ra gì đó! Cứ gặp tôi ở bến tàu!
line:8136ef1a	I'm surprised how nice it is.	Tôi ngạc nhiên vì dễ chịu đến vậy.
line:722c6ab2	I'm thinking a date soon.	Tôi nghĩ sớm hẹn một buổi.
line:3471e9b1	I'm trying my best.	Tôi đang cố hết sức.
line:01492e5e	I'm trying not to be pushy.	Tôi đang cố không ép người khác.
line:4d6cd625	I'm trying to get away from the house for a bit.	Tôi muốn ra khỏi nhà một lát.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Không rõ vì sao nói chuyện với cậu lại dễ dàng thế.
line:822c0718	I'm very excited.	Tôi háo hức lắm.
line:ddab3d34	I'm very satisfied with these results..	Tôi rất hài lòng với kết quả...
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Tôi biết rõ. Làm sạch kỹ đem lại cảm giác khác hẳn!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Tôi sẵn lòng làm. Nhưng tôi muốn điều gì mới.
line:63981253	I'm... Happy.	Tôi... hạnh phúc.
line:f80bd44b	I'm... not certain I'd like to use this today.	Tôi... không chắc hôm nay mình muốn dùng thứ này.
line:d422462e	I'm... not sure I can answer that for you.	Tôi... không chắc mình trả lời thay cậu được.
line:8f107933	I'm... Rather close now	Tôi... sắp ra rồi.
line:24c52c54	I'm... wondering...	Tôi... đang tự hỏi...
line:6bbd7f1d	I've always hated the rain.	Tôi luôn ghét mưa.
line:b4353808	I've always loved giving my biped friends rides...	Tôi luôn thích chở những người bạn đi hai chân...
line:9541fceb	I've been considering asking you this for a while now.	Tôi đã nghĩ đến việc hỏi cậu một thời gian rồi.
line:505154a4	I've been thinking...	Tôi đang nghĩ...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Tôi được dặn nói với người nhỏ hơn thì nên mặt đối mặt cho lịch sự.
line:2c560e29	I've been trying to get into the social sciences aswell.	Tôi cũng đang cố tìm hiểu thêm khoa học xã hội.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Tôi biết người có thể mang quà đến ngày mai, làm chỗ này khá hơn.
line:212f0021	I've had a lot of free time lately.	Dạo này tôi có nhiều thời gian rảnh.
line:701b9feb	I've had a lot of free time lately.	Dạo này tôi có nhiều thời gian rảnh.
line:79da763f	I've had a lot of free time lately.	Dạo này tôi có nhiều thời gian rảnh.
line:3c4443fd	I've seen bigger	Tôi từng thấy to hơn.
line:d7a90078	I...	Tôi...
line:393d0e05	I... hm.	Tôi... ừm.
line:0da5609b	I... Know this is unprompted.	Tôi... biết nói thế này hơi đường đột.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Nếu một mối quan hệ trắc trở <i>đến vậy</i>, và cậu biết sớm muộn cũng kết thúc.
line:b2f52b23	If I could uhm...	Liệu tôi có thể, ừm...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Nói thật, tôi thích cậu một thời gian rồi.
line:7c13c28e	If only.	Giá mà.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Người như Ryan có hứng thú thì anh làm rất tốt rồi.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Nếu bị bắt gặp vi phạm quy định lần nữa, danh tiếng tôi sẽ tan nát!
line:83f511d2	If ya' place the mount for me I'll have at it.	Cậu đặt cái giá ra là tôi xử ngay.
line:7ead92b1	If you could come up front so I could talk.	Cậu ra phía trước cho tôi nói chuyện nhé.
line:e78656aa	If you could come up to where I can see you.	Cậu đến chỗ tôi nhìn thấy được nhé.
line:9a013329	If you wanna talk about it more, I've got a minute.	Nếu muốn nói thêm, tôi còn chút thời gian.
line:3d014153	If you want to use it that's fine!	Nếu ông muốn dùng thì được thôi!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Nếu thấy dòng này, vui lòng tìm nael hoặc gửi báo cáo lỗi.
line:b9ab4eed	Im not complaining though.	Nhưng tôi không phàn nàn.
line:27340362	In a bad way?	Theo nghĩa xấu?
line:2019bb85	In a good way?	Theo nghĩa tốt?
line:91d5fb72	Incredible!	Không thể tin được!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	Đúng thế! Giờ tôi chỉ muốn được một kobold tắm cho, là cậu.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Đúng vậy, hẳn cậu nhận ra gia huy của tôi! Tôi dạy giả kim thuật.
line:dd9d30d2	Indeed. I'm glad you were able to help.	Đúng thế. Tôi mừng vì cậu giúp được.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	Đúng thế. Ở bên cậu rất dễ chịu.
line:78c9b5cc	Is everything okay?	Mọi chuyện ổn chứ?
line:bea8f1f7	Is something on your mind?	Cậu đang bận tâm điều gì?
line:6b6dd8bc	Is that a good thing...?	Thế là tốt à...?
line:848727f2	Is that a threat...?	Anh đang đe dọa à...?
line:db302830	Is that why you came in the first time?	Vậy nên lần đầu cậu mới đến đây?
line:00e41343	Is this good?	Thế này được không?
line:7982d3d8	Is this the right place?	Đúng chỗ này chứ?
line:c48f59a9	Is this the right place?	Đúng chỗ này chứ?
line:b05f6eea	Isn't that... Wood?	Đó không phải... gỗ à?
line:bf137cb4	It arrived this morning, it should be near the gate.	Hàng đến sáng nay, chắc ở gần cổng.
line:5080b6dd	It depends! Dragon thing.	Tùy thôi! Chuyện của rồng mà.
line:34cf0601	It did! Thanks for asking.	Có! Cảm ơn đã hỏi.
line:900dca3c	It does wonders.	Cũng tạo nên điều kỳ diệu.
line:cfd504c5	It does wonders.	Cũng tạo nên điều kỳ diệu.
line:ac13bf68	It is indeed rather cool.	Đúng là khá thú vị.
line:ea445b46	It is rather novel isn't it?	Khá mới mẻ, đúng không?
line:56d34a41	It is? Good to know...	Thật à? Biết vậy cũng hay...
line:b058318f	It means you're doing a good job in kobold.	Trong tiếng kobold, nghĩa là anh làm tốt đấy.
line:13c906c7	It really has been. You're wonderful.	Đúng vậy. Cậu thật tuyệt.
line:b032bfb1	It turns out baking is messy!	Hóa ra làm bánh bẩn thật!
line:da4f12a1	It turns out baking is messy!	Hóa ra làm bánh bẩn thật!
line:e106207b	It turns out baking is messy!	Hóa ra làm bánh bẩn thật!
line:e0c8c57b	It was good. We had sex.	Tốt. Chúng tôi làm tình.
line:681117ec	It was great. Conrad is wild. Good wild.	Tuyệt lắm. Conrad hoang dã. Theo nghĩa tốt.
line:28eee9f5	It went great!	Tuyệt lắm!
line:92bfe06c	It went great!	Tuyệt lắm!
line:a5d2b991	It went well.	Mọi chuyện tốt đẹp.
line:1ab5969b	It would be a... date. As most would say.	Đó sẽ là... một buổi hẹn. Theo cách mọi người gọi.
line:8440a3f4	It's a regrettable state I find myself in...	Thật đáng tiếc khi rơi vào tình trạng này...
line:1706e86d	It's also new to me...	Với tôi cũng mới...
line:c1b8e62b	It's always good when a kobold knows what they like.	Kobold biết mình thích gì thì lúc nào cũng tốt.
line:deffce5c	It's crazy how much your neck can handle.	Không ngờ cổ cậu chứa được nhiều thế.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Khó làm quen người ngoài nhóm quen biết hiện tại quá.
line:48cfc92b	It's endearing!	Đáng yêu thật!
line:5b6f00bd	It's fine.	Không sao đâu.
line:13dc0f15	It's fine. I close in about an hour.	Không sao. Khoảng một tiếng nữa tôi mới đóng cửa.
line:23ac92c8	It's freeing. I'll be back, yeah?	Thật nhẹ nhõm. Tôi sẽ quay lại nhé?
line:de9fdb93	It's hard to hold back..	Khó nhịn quá...
line:9ebea3d0	It's hard to not be nervous after everything...	Sau tất cả, khó mà không hồi hộp...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Thú vị thật, các cậu đi hai chân thường nhẩn nha thưởng thức từng miếng.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Chỉ là Conrad gặp chuyện, mong anh ấy ổn.
line:bee6c7dd	It's just that...	Chỉ là...
line:3b76093c	It's made for eating things whole.	Nó sinh ra để nuốt nguyên mọi thứ mà.
line:19f36dc0	It's my dream.	Đó là ước mơ của tôi.
line:18db795f	It's never easy to end things.	Chấm dứt một mối quan hệ chưa bao giờ dễ.
line:049fb01f	It's nice to have friends to rely on.	Có bạn để dựa vào thật tốt.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Thật dễ chịu khi buông quyền kiểm soát, dù chỉ một lúc.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Không có gì nghiêm trọng. Nghe có vẻ mọi người đều ổn.
line:7e511da7	It's okay!	Không sao mà!
line:b14d8520	It's okay, you sound like you need it.	Không sao, có vẻ cậu cần tâm sự.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Không sao. Tôi cần phải làm vậy. Ở bên cô ấy tôi không hạnh phúc.
line:47455767	It's okay. I'll figure something out.	Không sao. Tôi sẽ tìm cách.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Bắt đầu có cảm giác đó là lỗi của <i>tôi</i>.
line:7ab244af	It's the best way to enjoy food.	Đó là cách thưởng thức đồ ăn tuyệt nhất.
line:0b7589ff	It's the mount you asked for.	Là cái giá anh yêu cầu.
line:a5780e74	It's wonderful to be back!	Thật tuyệt khi quay lại!
line:649e8eb3	Its a nice get away from everything out there.	Ở đây giúp tôi tạm quên hết mọi chuyện ngoài kia.
line:d0361dd9	Its like an equine fusion thing...	Kiểu ẩm thực kết hợp của tộc ngựa...
line:df86a610	Jokes aside, your wash is definitely the best.	Đùa đủ rồi, chỗ cậu chắc chắn tắm thích nhất.
line:7fe40d2b	Just a rough day. Hoping this helps!	Chỉ là một ngày khó khăn. Mong là tắm sẽ giúp được!
line:ce77a00e	Just did!	Vừa xong!
line:7c93c604	Just doing my job!	Tôi chỉ làm việc của mình thôi!
line:fa0a9fbb	Just having fun.	Chỉ vui thôi mà.
line:9e9425cd	Just possibly...	Biết đâu...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Chỉ là một con rồng ở quán bar. Tôi ngu quá... Không chịu ngậm miệng.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Chỉ cần chạm tay, tôi sẽ cố giúp.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Chỉ là, ừm... Đừng kể ai là tôi nói những điều này.
line:3bac1dad	Just... open the gate.	Cứ... mở cổng đi.
line:4f826403	Keep going a little longer please	Xin cứ tiếp thêm chút nữa.
line:087039ba	Keep going.	Tiếp đi.
line:d8f92323	Kinda! I've been getting out more.	Cũng có! Tôi ra ngoài nhiều hơn.
line:b965b4dd	Knock that off, we're not done yet. Right?	Dừng lại, ta chưa xong mà. Đúng chứ?
line:d9d276bb	Kobolds always seem enamored by me eating.	Kobold lúc nào cũng mê mẩn khi nhìn tôi ăn.
line:0274cacd	Kobolds are very flexible. It will fit.	Kobold dẻo dai lắm. Sẽ vừa thôi.
line:20cb68b9	lemme in?	Cho tôi vào nhó?
line:41d5085a	Let go whenever you are ready.	Cứ thả ra khi ông sẵn sàng.
line:29a77d09	Let me give it a try!	Cho tôi thử đi!
line:265e14cb	Let me know when you're finished rinsing.	Báo tôi khi xả sạch xong.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Cho <i>anh C bự</i> ra nào!
line:f7382398	Let's get going~!	Bắt đầu nào~!
line:c50535b3	Let's have it!	Cho tôi đi!
line:9accd60e	Lets wash it off for our date tonight then.	Vậy rửa sạch cho buổi hẹn tối nay nhé.
line:7ce1b833	Like what?	Ăn thế nào?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Tôi quý những người xung quanh, nhưng có quá nhiều chuyện cũ gắn với họ.
line:aa1c54ab	Like, in general.	Mà là mọi chuyện nói chung.
line:bbe51f87	Like, in general.	Mà là mọi chuyện nói chung.
line:7b7b0a3f	Like, the future of my relationships.	Kiểu như tương lai chuyện tình cảm ấy.
line:db79a905	Like... a lemon?	Giống... chanh vàng?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Như... thằng khốn ấy? Tôi biết ở cạnh mình chẳng dễ chịu gì.
line:a0a0a49c	Like... sexual stuff?	Ý anh là... chuyện tình dục?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Nhìn tôi đi! Sinh viên sẽ cười vào mặt tôi.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Tôi muốn được xịt rửa. Dùng cả giá nữa cũng được.
line:abdb5822	Looking forward to seeing ya'	Mong sớm gặp cậu.
line:5c335985	Looking forward to seeing you soon.	Mong sớm gặp lại ông.
line:1d0abc80	Looking forward to the wash.	Tôi mong được tắm.
line:646279a0	Looks like it.	Có vẻ vậy.
line:b6093881	Looks like ya' got a shipment, eh?	Hình như cậu mới nhận hàng nhỉ?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	May thay, trong thế giới hiện đại, chúng ta đã hạn chế rất hiệu quả việc chết do tự bốc cháy.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Hơi bừa bộn... Nhưng vẫn đáng.
line:301e8665	Make haste! My reputation is on the line.	Nhanh lên! Danh tiếng của tôi đang bị đe dọa.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Nhớ phải thật sạch nhé. <size=70%><i>Hehe.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Hợp lý! Ừ, rồng nhỏ vui lắm.
line:22b2643b	Makes sense.	Cũng hợp lý.
line:e7f0e9ed	Makes sense.	Cũng hợp lý.
line:89c9a73b	Many think it's part of my body.	Nhiều người tưởng đó là một phần cơ thể tôi.
line:d7bcbe29	Max says I'm a clumsy dragon,	Max bảo tôi là con rồng vụng về.
line:db986d0d	May you open the gate?	Cậu mở cổng được chứ?
line:76a97730	Maybe later...?	Có lẽ để sau...?
line:08a422ba	Maybe like...	Có lẽ như...
line:6f293b7a	Maybe someone new...	Có lẽ là một người mới...
line:d2558a04	Maybe someone?	Có lẽ là ai đó?
line:67a46ddc	Maybe we can hang out later?	Hay lát nữa ta đi chơi?
line:5691478f	Maybe we could just... Walk?	Hay chỉ... đi dạo?
line:7734bf93	Me too, thanks!	Tôi cũng vậy, cảm ơn!
line:627a13e4	Me too.	Tôi cũng thế.
line:d3c733f5	Me too.	Tôi cũng thế.
line:ffa63d1b	Me too.	Tôi cũng thế.
line:040ee2a7	me too.	Tôi cũng vậy.
line:d13cd125	Me.	Chính mình.
line:14e7b293	Me?	Tôi?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Nghĩa là tôi sẵn sàng đi hẹn với một kobold nào đó.
line:e5da247d	Means you know how to get hands on!	Thế thì biết dùng tay chứ!
line:171707d2	Mhm!	Ừm!
line:11306335	Mhm! Come back anytime.	Ừm! Cứ ghé bất cứ lúc nào.
line:69dd6a73	Mhm! he's trying to meet new people.	Ừm! Anh ấy đang muốn gặp người mới.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Ừm! Tôi chính là <i>kobold đó</i>!
line:a0cb3f78	Mhm! that's him.	Ừm! Đúng anh ấy.
line:164fdb01	Mhm, he's trying.	Ừm, anh ấy đang cố.
line:1a663dcf	Mhm, right this way.	Ừm, mời lối này.
line:3cd8a8bd	Mhm... Thank you.	Ừm... Cảm ơn.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Hỏi bây giờ có vẻ hơi kỳ. Nhưng mààà.
line:57d8b72a	Mind opening the gate to let me out?	Cậu mở cổng cho tôi ra nhé?
line:b2a507ab	Mind opening the gate to let me out?	Cậu mở cổng cho tôi ra nhé?
line:6d726280	Mind washing more?	Cậu rửa thêm nhé?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Ừm, tôi hiểu nghĩa là cậu sẽ mở cổng?
line:dd0c77ae	Mmm, Yeah I know the type.	Ừm, tôi biết kiểu đó.
line:d8cafcc7	mmm..	Ừm...
line:729cea0c	Mmmhm, I always do my best.	Ừm, tôi luôn cố hết sức.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Ừừm. Tôi sẽ sửa lại giờ ngủ...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Ừừm, phải chuẩn bị cho buổi hẹn với anh ấy.
line:a78dd44b	mmph! (Yea!)	Ưm! (Ừ!)
line:b132719c	Mmph- Hm?	Ưm... Hử?
line:16ee6b14	Money... mmm...	Tiền... Ừm...
line:d8cc8048	Most people do!	Phần lớn mọi người đều thích!
line:3d723db0	Must mean you two are a good match.	Hẳn hai người rất hợp nhau.
line:9ca994a5	My bad	Lỗi tôi.
line:aaecba3d	My bad	Lỗi tôi.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Đồng nghiệp của tôi, giáo sư Igwyx, muốn dùng tôi làm bục đứng.
line:08af3902	My date with Ryan was...	Buổi hẹn với Ryan...
line:116b5405	My date with Ryan was...	Buổi hẹn với Ryan...
line:e26c3b65	My first ever Yarn script in Unity!	Kịch bản Yarn đầu tiên của tôi trong Unity!
line:f15b014f	My names Ryan. So...	Tôi tên là Ryan. Vậy...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Sinh viên của tôi nên học hỏi tinh thần làm việc của cậu!
line:dfe74420	My-	Ôi...
line:9b915bf2	Nah.	Không.
line:c3642dec	Nah.	Không.
line:393c128a	Never cleaned a teacher dragon... woah.	Tôi chưa từng tắm cho rồng làm thầy giáo... Oa.
line:a99b03ed	Never tried it.	Tôi chưa thử bao giờ.
line:6df809e1	Nevermind. Could you get the gate?	Thôi. Cậu mở cổng nhé?
line:d3a50f3f	Next time I come in for a wash we'll go.	Lần tới tôi đến tắm thì ta đi.
line:ac5afd96	Next time I come in I'll have reservations!	Lần tới đến là tôi đặt chỗ xong rồi!
line:8990fcc9	Nice! Whats with all the... Gloop?	Hay quá! Mấy thứ... nhầy nhụa này là sao?
