# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	היי, כלב גדול.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	אני אספר לך איך הולך, טוב?
line:49b6a167	I'll make sure you're <i>spotless.	אדאג שתהיה <i>מצוחצח.
line:96981b61	I'll manage.	אני אסתדר.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	אצטרך שזה יהיה מהיר. הסטודנטים לא ילמדו את עצמם.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	אצטרך להחיות את איגוויקס. כמה מביך!
line:90a9a98e	I'll see you next time I come in, yeah?	נתראה בביקור הבא, טוב?
line:d0f6a49a	I'll see you next time I come in, yeah?	נתראה בביקור הבא, טוב?
line:160bf40f	I'll start prepping for it.	אתחיל להתארגן לזה.
line:8af64cb8	I'll take care of this, don't you worry.	אטפל בזה, אל תדאג.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	אספר עוד מעט. תוכל בינתיים פשוט לפתוח את השער?
line:04c62f9b	I'm <i>spotless</i>.	אני <i>מצוחצח</i>.
line:629f8cff	I'm a bit of a big deal around there.	אני קצת שם דבר שם.
line:d9272031	I'm a dragon.	אני דרקון.
line:675e7284	I'm a rule breaker!	אני שובר את הכללים!
line:afcd5586	I'm a... kobold.	אני... קובולד.
line:5d41b5d6	I'm all dirty still!	אני עדיין מלוכלך לגמרי!
line:2f6eb3c3	I'm all soapy still!	אני עדיין מלא סבון!
line:18707b19	I'm always happy to give you a wash!	אני תמיד שמח לרחוץ אותך!
line:3b01eb3b	I'm always happy to give you a wash!	אני תמיד שמח לרחוץ אותך!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	אני תמיד שמח לעזור. <i><size=70%>במיוחד לדרקון גדול.
line:46c6a3ed	I'm always happy to see you Ryan.	אני תמיד שמח לראות אותך, ראיין.
line:75206eee	I'm always happy to see you Ryan.	אני תמיד שמח לראות אותך, ראיין.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	אני תמיד שמח לראות אותך. אלך לפתוח לך.
line:07e5fc05	I'm amazed!	אני נדהם!
line:4586d55d	I'm an asshole. I know I am.	אני חרא. אני יודע.
line:a6d46685	I'm certain he also finds you pleasant!	אני בטוח שגם הוא מחבב אותך!
line:ef399e26	I'm doing good!	אני בטוב!
line:a6c1f2f4	I'm excited for you!	אני מתרגש בשבילך!
line:94fbdbf0	I'm excited for you. I'll get the gate!	אני שמח בשבילך. אפתח את השער!
line:f83e4966	I'm excited to hear about it!	אני כבר רוצה לשמוע!
line:bd55b8f4	I'm excited to see them washing down the drain though.	אבל אני גם מחכה לראות אותן יורדות בפתח הניקוז.
line:24832f01	I'm excited.	אני מתרגש.
line:69f406a6	I'm excited.	אני מתרגש.
line:a00f681d	I'm excited.	אני מתרגש.
line:a0479425	I'm excited.	אני מתרגש.
line:b5d7d26f	I'm excited.	אני מתרגש.
line:d66b9155	I'm excited.	אני מתרגש.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	אני שמח שגם אתה מפיק מכך הנאה.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	אני שמח שאתה נהנה מחברתו. אני בטוח שגם הוא מחבב אותך.
line:c56ee060	I'm glad you enjoy my crest.	אני שמח שאתה אוהב את הסמל שלי.
line:f44a1493	I'm glad you trust me.	אני שמח שאתה סומך עליי.
line:3a2ed5ef	I'm glad you two are working out though.	בכל מקרה, אני שמח שהולך לכם טוב.
line:c0972e81	I'm glad you two are working out.	אני שמח שהולך לכם טוב.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	אני שמח שהצלחת לבחור במה שהכי טוב בשבילך.
line:d5a90e1c	I'm glad!	אני שמח!
line:286fec49	I'm glad.	אני שמח.
line:42f5fd9d	I'm glad.	אני שמח.
line:99b6dc81	I'm glad.	אני שמח.
line:570d4953	I'm happy for you!	אני שמח בשבילכם!
line:ac6d5bd3	I'm happy for you!	אני שמח בשבילכם!
line:ed5c40ca	I'm happy for you!	אני שמח בשבילכם!
line:79099951	I'm happy to be here too.	גם אני שמח להיות כאן.
line:99fd9b51	I'm happy to give you a place you can relax.	אני שמח לתת לך מקום שבו תוכל להירגע.
line:5d36d5c8	I'm happy to have met you.	אני שמח שהכרתי אותך.
line:ce21622a	I'm happy to hear that.	אני שמח לשמוע.
line:69963a6c	I'm happy you feel comfy here.	אני שמח שנוח לך כאן.
line:38388248	I'm here for a wash.	באתי לרחיצה.
line:a6974256	I'm here if you need someone to talk to.	אני כאן אם אתה צריך לדבר עם מישהו.
line:6690512d	I'm impressed.	אני מתרשם.
line:2e424b13	I'm in need of another wash.	אני צריך עוד רחיצה.
line:ef91a572	I'm Jealous!	אני מקנא!
line:a79b8639	I'm just happy I don't feel judged here.	אני פשוט שמח שאני לא מרגיש ששופטים אותי כאן.
line:8076eb95	I'm just here for a wash though.	אבל אני כאן רק לרחיצה.
line:c2caa0b7	I'm just here to bring you food!	באתי רק להביא לך אוכל!
line:ec6c7823	I'm just... Happy.	אני פשוט... מאושר.
line:ed4b0d48	I'm kind of excited.	אני קצת מתרגש.
line:266c652e	I'm looking forward to seeing you again	אני מחכה לראות אותך שוב.
line:e91e2041	I'm not <i>that</i> little-	אני לא <i>עד כדי כך</i> קטן...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	איני יודע מדוע אני מבין פתאום את ה״ייפים״ שלך.
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	אני לא ממש בטוח. היא הייתה במבצע ב־WingCo.
line:5b31909a	I'm only doing what I think is right.	אני רק עושה את מה שנראה לי נכון.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	אני נבוך עמוקות מכל הפרשה הזאת.
line:cfaffc52	I'm pumped.	אני נלהב.
line:c0a140f8	I'm really fond of letting folks ride on my back.	אני ממש אוהב לתת לאנשים לרכוב לי על הגב.
line:1a5e6184	I'm really looking forward to this.	אני ממש מחכה לזה.
line:8b43a434	I'm really sorry you got hurt. Who did this?	ממש מצטער שנפגעת. מי עשה את זה?
line:69ffe957	I'm so excited about this date!	אני כל כך מתרגש מהדייט הזה!
line:e6290003	I'm so excited. I'll get you two in contact!	אני כל כך מתרגש. אקשר ביניכם!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	סליחה שהפלתי עליך את כל זה קודם.
line:e613b1c3	I'm sorry I snapped at you earlier.	סליחה שהתפרצתי עליך קודם.
line:de208e68	I'm sorry you got hurt...	מצטער שפגעו בך...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	אני עדיין מלא בוץ. יהיה מצוין אם תסבן אותי.
line:51d4e418	I'm such an idiot.	אני כזה אידיוט.
line:32114891	I'm sure nobody will know...	אני בטוח שאף אחד לא יידע...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	בטוח שנחשוב על משהו! תפגוש אותי במזח!
line:8136ef1a	I'm surprised how nice it is.	מפתיע כמה שזה נעים.
line:722c6ab2	I'm thinking a date soon.	אני חושב על דייט בקרוב.
line:3471e9b1	I'm trying my best.	אני עושה כמיטב יכולתי.
line:01492e5e	I'm trying not to be pushy.	אני מנסה לא ללחוץ.
line:4d6cd625	I'm trying to get away from the house for a bit.	אני מנסה לצאת קצת מהבית.
line:c1ef777a	I'm unsure why speaking with you is so easy.	איני יודע מדוע קל כל כך לדבר איתך.
line:822c0718	I'm very excited.	אני ממש מתרגש.
line:ddab3d34	I'm very satisfied with these results..	אני מרוצה מאוד מהתוצאות..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	אני יודע היטב. לניקוי יסודי יש תחושה מיוחדת!
line:f9193c0d	I'm willing to do it. But I'd like something new.	אני מוכן לנסות. אבל הייתי רוצה משהו חדש.
line:63981253	I'm... Happy.	אני... מאושר.
line:f80bd44b	I'm... not certain I'd like to use this today.	אני... לא בטוח שארצה להשתמש בזה היום.
line:d422462e	I'm... not sure I can answer that for you.	אני... לא בטוח שאוכל לענות על זה בשבילך.
line:8f107933	I'm... Rather close now	אני... די קרוב עכשיו.
line:24c52c54	I'm... wondering...	אני... תוהה...
line:6bbd7f1d	I've always hated the rain.	תמיד שנאתי גשם.
line:b4353808	I've always loved giving my biped friends rides...	תמיד אהבתי לתת לחבריי ההולכים על שתיים טרמפ...
line:9541fceb	I've been considering asking you this for a while now.	אני שוקל לשאול אותך כבר זמן מה.
line:505154a4	I've been thinking...	חשבתי לעצמי...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	אמרו לי שמנומס לדבר פנים אל פנים עם מי שקטן ממך.
line:2c560e29	I've been trying to get into the social sciences aswell.	אני מנסה להיכנס גם לתחום מדעי החברה.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	אני מכיר מישהו שיוכל להביא מתנה מחר, שתשפר את האווירה.
line:212f0021	I've had a lot of free time lately.	יש לי הרבה זמן פנוי לאחרונה.
line:701b9feb	I've had a lot of free time lately.	יש לי הרבה זמן פנוי לאחרונה.
line:79da763f	I've had a lot of free time lately.	יש לי הרבה זמן פנוי לאחרונה.
line:3c4443fd	I've seen bigger	ראיתי גדולים יותר.
line:d7a90078	I...	אני...
line:393d0e05	I... hm.	אני... הממ.
line:0da5609b	I... Know this is unprompted.	אני... יודע שזה בא משום מקום.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	אם הקשר <i>כל כך</i> קשה ואתה יודע שהוא עומד להיגמר.
line:b2f52b23	If I could uhm...	אם אוכל, אממ...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	האמת היא שאני דלוק עליך כבר זמן מה.
line:7c13c28e	If only.	אילו רק.
line:a56c5621	If someone like Ryan is interested, you're doing great.	אם מישהו כמו ראיין מעוניין, אתה עושה עבודה מצוינת.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	אם יתפסו אותנו מפרים עוד נוהל, המוניטין שלי ייהרס!
line:83f511d2	If ya' place the mount for me I'll have at it.	אם תעמיד לי את המתקן, אני אגש לעניין.
line:7ead92b1	If you could come up front so I could talk.	אם תוכל לבוא קדימה כדי שאוכל לדבר.
line:e78656aa	If you could come up to where I can see you.	תוכל לבוא למקום שבו אוכל לראות אותך?
line:9a013329	If you wanna talk about it more, I've got a minute.	אם תרצה לדבר עוד, יש לי רגע.
line:3d014153	If you want to use it that's fine!	אם אתה רוצה להשתמש בו, זה בסדר!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	אם אתה רואה את זה, הודע לנאל או שלח דיווח על באג.
line:b9ab4eed	Im not complaining though.	אבל אני לא מתלונן.
line:27340362	In a bad way?	במובן הרע?
line:2019bb85	In a good way?	במובן הטוב?
line:91d5fb72	Incredible!	לא ייאמן!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	אכן! כעת אתה הקובולד היחיד שאני רוצה שירחץ אותי.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	אכן, ודאי זיהית את הסמל שלי! אני מלמד אלכימיה.
line:dd9d30d2	Indeed. I'm glad you were able to help.	אכן. אני שמח שהצלחת לעזור.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	אכן. נעים מאוד להיות בחברתך.
line:78c9b5cc	Is everything okay?	הכול בסדר?
line:bea8f1f7	Is something on your mind?	משהו מטריד אותך?
line:6b6dd8bc	Is that a good thing...?	זה דבר טוב...?
line:848727f2	Is that a threat...?	זה איום...?
line:db302830	Is that why you came in the first time?	בגלל זה באת בפעם הראשונה?
line:00e41343	Is this good?	זה טוב?
line:7982d3d8	Is this the right place?	הגעתי למקום הנכון?
line:c48f59a9	Is this the right place?	הגעתי למקום הנכון?
line:b05f6eea	Isn't that... Wood?	זה לא... עץ?
line:bf137cb4	It arrived this morning, it should be near the gate.	הוא הגיע הבוקר. הוא אמור להיות ליד השער.
line:5080b6dd	It depends! Dragon thing.	זה תלוי! עניין של דרקונים.
line:34cf0601	It did! Thanks for asking.	היה! תודה ששאלת.
line:900dca3c	It does wonders.	עושה פלאים.
line:cfd504c5	It does wonders.	עושה פלאים.
line:ac13bf68	It is indeed rather cool.	אכן, זה די מגניב.
line:ea445b46	It is rather novel isn't it?	זה די חדש, לא?
line:56d34a41	It is? Good to know...	באמת? טוב לדעת...
line:b058318f	It means you're doing a good job in kobold.	בקובולדית זה אומר שאתה עושה עבודה טובה.
line:13c906c7	It really has been. You're wonderful.	באמת היה. אתה נפלא.
line:b032bfb1	It turns out baking is messy!	מסתבר שאפייה מלכלכת!
line:da4f12a1	It turns out baking is messy!	מסתבר שאפייה מלכלכת!
line:e106207b	It turns out baking is messy!	מסתבר שאפייה מלכלכת!
line:e0c8c57b	It was good. We had sex.	טוב. עשינו סקס.
line:681117ec	It was great. Conrad is wild. Good wild.	מצוין. קונרד פראי. במובן הטוב.
line:28eee9f5	It went great!	היה מצוין!
line:92bfe06c	It went great!	היה מצוין!
line:a5d2b991	It went well.	היה טוב.
line:1ab5969b	It would be a... date. As most would say.	זה יהיה... דייט. כפי שנהוג לומר.
line:8440a3f4	It's a regrettable state I find myself in...	זהו מצב מצער שאני שרוי בו...
line:1706e86d	It's also new to me...	זה חדש גם לי...
line:c1b8e62b	It's always good when a kobold knows what they like.	תמיד טוב שקובולד יודע מה הוא אוהב.
line:deffce5c	It's crazy how much your neck can handle.	מטורף כמה הצוואר שלך מסוגל להכיל.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	קשה להכיר אנשים מחוץ למעגל שלי.
line:48cfc92b	It's endearing!	זה מקסים!
line:5b6f00bd	It's fine.	זה בסדר.
line:13dc0f15	It's fine. I close in about an hour.	זה בסדר. אני סוגר בעוד שעה בערך.
line:23ac92c8	It's freeing. I'll be back, yeah?	זה משחרר. אחזור, בסדר?
line:de9fdb93	It's hard to hold back..	קשה להתאפק..
line:9ebea3d0	It's hard to not be nervous after everything...	קשה לא להיות לחוץ אחרי הכול...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	זה מעניין, אתם ההולכים על שתיים נוטים להתענג על הארוחות שלכם.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	פשוט קרה משהו לקונרד. אני מקווה שהוא בסדר.
line:bee6c7dd	It's just that...	זה פשוט ש...
line:3b76093c	It's made for eating things whole.	הוא נועד לבליעת דברים שלמים.
line:19f36dc0	It's my dream.	זה החלום שלי.
line:18db795f	It's never easy to end things.	אף פעם לא קל לסיים קשר.
line:049fb01f	It's nice to have friends to rely on.	טוב שיש חברים שאפשר לסמוך עליהם.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	נעים לוותר על השליטה, ולו לרגע.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	זה לא נורא. נשמע שכולם בסדר.
line:7e511da7	It's okay!	זה בסדר!
line:b14d8520	It's okay, you sound like you need it.	זה בסדר, נשמע שאתה צריך את זה.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	זה בסדר. הייתי חייב. לא הייתי מאושר איתה.
line:47455767	It's okay. I'll figure something out.	זה בסדר. כבר אחשוב על משהו.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	אני מתחיל להרגיש שזאת אשמתי <i>שלי</i>.
line:7ab244af	It's the best way to enjoy food.	זאת הדרך הכי טובה ליהנות מאוכל.
line:0b7589ff	It's the mount you asked for.	זה המתקן שביקשת.
line:a5780e74	It's wonderful to be back!	נפלא לחזור!
line:649e8eb3	Its a nice get away from everything out there.	טוב להתנתק קצת מכל מה שקורה בחוץ.
line:d0361dd9	Its like an equine fusion thing...	זאת מין מסעדת פיוז'ן סוסית...
line:df86a610	Jokes aside, your wash is definitely the best.	בלי צחוק, בית הרחצה שלך בהחלט הכי טוב.
line:7fe40d2b	Just a rough day. Hoping this helps!	פשוט היה יום קשה. מקווה שזה יעזור!
line:ce77a00e	Just did!	הרגע!
line:7c93c604	Just doing my job!	אני רק עושה את העבודה שלי!
line:fa0a9fbb	Just having fun.	סתם נהנה.
line:9e9425cd	Just possibly...	ייתכן ש...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	סתם דרקון מהבר. הייתי טיפש... לא הצלחתי לסתום את הפה.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	פשוט תיגע בי ביד ואנסה לעזור.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	רק, אממ... אל תספר לאף אחד שאני אומר את כל זה.
line:3bac1dad	Just... open the gate.	פשוט... תפתח את השער.
line:4f826403	Keep going a little longer please	תמשיך עוד קצת, בבקשה.
line:087039ba	Keep going.	תמשיך.
line:d8f92323	Kinda! I've been getting out more.	בערך! אני יוצא יותר.
line:b965b4dd	Knock that off, we're not done yet. Right?	תפסיק, עוד לא סיימנו. נכון?
line:d9d276bb	Kobolds always seem enamored by me eating.	קובולדים תמיד נראים מרותקים כשאני אוכל.
line:0274cacd	Kobolds are very flexible. It will fit.	קובולדים גמישים מאוד. זה ייכנס.
line:20cb68b9	lemme in?	תכניס אותי?
line:41d5085a	Let go whenever you are ready.	תשתחרר כשתהיה מוכן.
line:29a77d09	Let me give it a try!	תן לי לנסות!
line:265e14cb	Let me know when you're finished rinsing.	הודע לי כשתסיים לשטוף.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	תוציא מכאן את <i>ק׳ הגדול</i>!
line:f7382398	Let's get going~!	בוא נתחיל~!
line:c50535b3	Let's have it!	תן לי הכול!
line:9accd60e	Lets wash it off for our date tonight then.	אז בוא נשטוף את זה לקראת הדייט הערב.
line:7ce1b833	Like what?	איך?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	אני אוהב את האנשים סביבי, אבל יש שם הרבה מטען.
line:aa1c54ab	Like, in general.	בכלל, על הכול.
line:bbe51f87	Like, in general.	בכלל, על הכול.
line:7b7b0a3f	Like, the future of my relationships.	על העתיד שלהם, כלומר.
line:db79a905	Like... a lemon?	כמו... לימון?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	כמו... חרא של בן אדם? אני יודע שקשה להיות בחברתי.
line:a0a0a49c	Like... sexual stuff?	כאילו... דברים מיניים?
line:9becd177	Look at me! I'll be the laughing stock of my students.	תראה אותי! אהיה לבדיחה בעיני הסטודנטים שלי.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	באתי לשטיפה. לא אתנגד גם למתקן.
line:abdb5822	Looking forward to seeing ya'	מחכה לראות אותך שוב.
line:5c335985	Looking forward to seeing you soon.	מחכה לראות אותך שוב בקרוב.
line:1d0abc80	Looking forward to the wash.	אני מצפה לרחיצה.
line:646279a0	Looks like it.	ככה נראה.
line:b6093881	Looks like ya' got a shipment, eh?	נראה שהגיע משלוח, אה?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	למרבה המזל, בעולם המודרני צמצמנו מאוד את המוות עקב בעירה ספונטנית.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	עשיתי קצת בלגן... עדיין היה שווה.
line:301e8665	Make haste! My reputation is on the line.	הזדרז! המוניטין שלי מונח על הכף.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	תוודא שאתה נקי לגמרי. <size=70%><i>חח.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	הגיוני! כן, דרקונים קטנים הם כיפיים.
line:22b2643b	Makes sense.	הגיוני.
line:e7f0e9ed	Makes sense.	הגיוני.
line:89c9a73b	Many think it's part of my body.	רבים חושבים שהוא חלק מהגוף שלי.
line:d7bcbe29	Max says I'm a clumsy dragon,	לדברי מקס, אני דרקון מגושם.
line:db986d0d	May you open the gate?	תוכל לפתוח את השער?
line:76a97730	Maybe later...?	אולי אחר כך...?
line:08a422ba	Maybe like...	אולי, כאילו...
line:6f293b7a	Maybe someone new...	אולי מישהו חדש...
line:d2558a04	Maybe someone?	אולי מישהו?
line:67a46ddc	Maybe we can hang out later?	אולי נוכל לבלות יחד אחר כך?
line:5691478f	Maybe we could just... Walk?	אולי נוכל פשוט... לטייל?
line:7734bf93	Me too, thanks!	גם אני, תודה!
line:627a13e4	Me too.	גם אני.
line:d3c733f5	Me too.	גם אני.
line:ffa63d1b	Me too.	גם אני.
line:040ee2a7	me too.	גם אני.
line:d13cd125	Me.	אני עצמי.
line:14e7b293	Me?	אני?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	זה אומר שאני מוכן לדייט עם קובולד מסוים.
line:e5da247d	Means you know how to get hands on!	אז אתה יודע לעבוד עם הידיים!
line:171707d2	Mhm!	ממ־המ!
line:11306335	Mhm! Come back anytime.	ממ־המ! תחזור מתי שתרצה.
line:69dd6a73	Mhm! he's trying to meet new people.	ממ־המ! הוא מנסה להכיר אנשים חדשים.
line:da17b746	Mhm! I'm <i>the</i> kobold!	ממ־המ! אני <i>ה</i>קובולד!
line:a0cb3f78	Mhm! that's him.	ממ־המ! זה הוא.
line:164fdb01	Mhm, he's trying.	ממ־המ, הוא מנסה.
line:1a663dcf	Mhm, right this way.	ממ־המ, מכאן.
line:3cd8a8bd	Mhm... Thank you.	ממ־המ... תודה.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	אולי זה מוזר לשאול עכשיו. אבבבל...
line:57d8b72a	Mind opening the gate to let me out?	תוכל לפתוח את השער כדי שאצא?
line:b2a507ab	Mind opening the gate to let me out?	תוכל לפתוח את השער כדי שאצא?
line:6d726280	Mind washing more?	תוכל לרחוץ עוד קצת?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	הממ, אני מבין שזה אומר שתפתח את השער?
line:dd0c77ae	Mmm, Yeah I know the type.	מממ, כן, אני מכיר את הטיפוס.
line:d8cafcc7	mmm..	מממ...
line:729cea0c	Mmmhm, I always do my best.	ממ־המ, אני תמיד עושה כמיטב יכולתי.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	ממ־המ. אעבוד על שעות השינה שלי...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	ממ־המ, צריך להתכונן לדייט איתו.
line:a78dd44b	mmph! (Yea!)	ממף! (כן!)
line:b132719c	Mmph- Hm?	ממף... הממ?
line:16ee6b14	Money... mmm...	כסף... מממ...
line:d8cc8048	Most people do!	רוב האנשים אוהבים!
line:3d723db0	Must mean you two are a good match.	זה כנראה אומר שאתם מתאימים.
line:9ca994a5	My bad	טעות שלי.
line:aaecba3d	My bad	טעות שלי.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	עמיתי, פרופסור איגוויקס, רצה להשתמש בי כבמה.
line:08af3902	My date with Ryan was...	הדייט עם ראיין היה...
line:116b5405	My date with Ryan was...	הדייט עם ראיין היה...
line:e26c3b65	My first ever Yarn script in Unity!	תסריט ה-Yarn הראשון שלי ב-Unity!
line:f15b014f	My names Ryan. So...	קוראים לי ראיין. אז...
line:e4aced7b	My students could learn a thing or two from your work ethic!	הסטודנטים שלי יכולים ללמוד ממך על מוסר עבודה!
line:dfe74420	My-	אלוהים...
line:9b915bf2	Nah.	לא.
line:c3642dec	Nah.	לא.
line:393c128a	Never cleaned a teacher dragon... woah.	אף פעם לא רחצתי דרקון מורה... וואו.
line:a99b03ed	Never tried it.	אף פעם לא ניסיתי.
line:6df809e1	Nevermind. Could you get the gate?	לא משנה. תוכל לפתוח את השער?
line:d3a50f3f	Next time I come in for a wash we'll go.	בפעם הבאה שאבוא לרחיצה, נלך.
line:ac5afd96	Next time I come in I'll have reservations!	בפעם הבאה שאבוא, כבר תהיה לי הזמנה!
line:8990fcc9	Nice! Whats with all the... Gloop?	מעולה! מה זה כל ה... דביק הזה?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	טוב. אבל צריך לפתוח את השער. תכניס את קונרד!
line:acab92d4	Nnf... I believe I needed that. Thank you.	ננף... נדמה לי שהייתי זקוק לזה. תודה.
line:8fe11008	Nnnf... That was way better than those berries.	ננף... זה היה הרבה יותר טוב מפירות היער האלה.
line:b251704a	No	לא.
line:e05c2dca	No	לא.
line:dc86c2de	no	לא
line:5794ea87	No amount of justification makes it feel good though.	אבל שום הצדקה לא גורמת לזה להרגיש טוב.
line:5a5ec440	No I actually just got it	לא, האמת שרק עכשיו קיבלתי אותו.
line:cd5f07ca	No more excuses.	די לתירוצים.
line:4b38230f	No need for thanks. I'll get the gate.	אין צורך להודות. אפתח את השער.
line:11604fbd	No need to be nervous, Alexander!	אין צורך להילחץ, אלכסנדר!
line:eefef647	No need to be.	אין צורך להתבייש.
line:73ea230a	No no, you're a certified cleaner yeah?	לא, לא. אתה רוחץ מוסמך, נכון?
line:743c64e6	No not really.	לא, לא ממש.
line:50feefe8	No problem!	אין בעיה!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	אין בעיה! אני כבר מחכה שתפגוש את קונרד.
line:0a9993d2	No problem, thanks!	אין בעיה, תודה!
line:10bdb3a4	No problem, thanks!	אין בעיה, תודה!
line:3a8f65fa	No problem.	אין בעיה.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	אין בעיה. אפתח לך את השער!
line:eedccaec	No way.	אין מצב.
line:f0351f0c	No way.	אין מצב.
line:d726f776	No worries,	אין בעיה,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	לא! כלומר כן, אבל למען המוניטין שלי, תוכל בבקשה לשמור את הביקור הזה בסוד?
line:f7f963e3	No, I am.	לא, אני כן.
line:54faa7c0	No, I don't think I do.	לא, לא נראה לי.
line:38419d8b	No, it's not. No more excuses.	לא, זה לא בסדר. די לתירוצים.
line:cd9b2a8f	No, thank you. I'm... Really excited.	לא, תודה לך. אני... ממש מתרגש.
line:1af1ad05	No, we don't offer things like that here.	לא, אנחנו לא מציעים כאן שירותים כאלה.
line:cb7e94e5	no.	לא.
line:6128a09c	No. A lime that is yellow.	לא. ליים שצבעו צהוב.
line:de25dacd	No. I'm not. Do you have a medkit or not?	לא. אני לא בסדר. יש לך ערכה או לא?
line:1cc64bcf	No.. No it's fine... thank you.	לא... לא, זה בסדר... תודה.
line:525f5744	Nope	לא.
line:fbd2c3e7	Nope.	לא.
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	בדרך כלל הייתי מסכים למתקן. אבל לא עכשיו.
line:ab92da6a	Not anymore at least!	לפחות כבר לא!
line:0cfcd179	Not for a date though.	אבל לא לדייט.
line:d1b90e2c	Not sure yet.	עוד לא בטוח.
line:e9643b5d	Not yet.	עוד לא.
line:326cc84d	Not yet. a little longer.	עוד לא. קצת יותר.
line:56a729f6	Nothing more attractive than a man who can improve!	אין דבר מושך יותר מגבר שיכול להשתפר!
line:b5dabf9f	Nothing more attractive than a man who can improve!	אין דבר מושך יותר מגבר שיכול להשתפר!
line:8a321997	Now I'm eyeballing the mount...	עכשיו אני לא מצליח להוריד את העיניים מהמתקן...
line:5e0a6d7a	Now I'm out here, agh!	ועכשיו אני כאן בחוץ, אוף!
line:564a9606	Now they'll never need to know!	עכשיו הם לעולם לא יצטרכו לדעת!
line:d66b7986	Now!	ועכשיו!
line:63596bb3	Now, do you have a medkit or not?	אז יש לך ערכת עזרה ראשונה או לא?
line:eefc4e9f	Now, lemme in! I want to try that thing out!	עכשיו תכניס אותי! אני רוצה לנסות את הדבר הזה!
line:0554966a	Now, more food?	אז... עוד אוכל?
line:3fb3f8d4	Now, round two!	עכשיו, סיבוב שני!
line:12e6043e	Now... Food?	אז... אוכל?
line:5f8b2de4	oah. <size=70%>okay.	אה. <size=70%>בסדר.
line:13223129	Of course	כמובן.
line:283e56d8	Of course I am! I know I'm very...	ברור! אני יודע שאני מאוד...
line:5788e15c	Of course I do. I'm a <i>professional</i>.	ברור. אני <i>מקצוען</i>.
line:0b226939	Of course it is!	ברור שכן!
line:f21dd9d4	Of course it is!	ברור שכן!
line:642255fc	Of course!	ברור!
line:76f8c20c	Of course!	ברור!
line:877aced7	Of course!	ברור!
line:d2401e75	Of course!	ברור!
