# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	Hej, granda hundo.
line:707d2693	I'll get out of your scales...	Mi lasos vin trankvila...
line:ca480eed	I'll get you two in contact then.	Do mi metos vin en kontakton.
line:59416000	I'll go get the gate for ya'	Mi malfermos por vi.
line:6aa7ad03	I'll go get the gate for ya'	Mi malfermos por vi.
line:2a6d7e7d	I'll go get the gate for you.	Mi iros malfermi la pordegon por vi.
line:8107858d	I'll go get the gate for you.	Mi iros malfermi la pordegon por vi.
line:d1755010	I'll go get the gate for you.	Mi iros malfermi la pordegon por vi.
line:4d692a01	I'll go get the gate.	Mi malfermos la pordegon.
line:a75bb519	I'll go get the gate.	Mi malfermos la pordegon.
line:8689a124	I'll happily get that for you.	Mi volonte alportos ĝin por vi.
line:48e99d7b	I'll have to close up shop first-	Mi unue devos fermi la lavejon...
line:f2b894e2	I'll have to reserve your spot while you close up.	Mi gardos vian lokon dum vi fermas.
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	Mi memoros tion. Mi kutimas, ke ĉio estas interŝanĝo.
line:956a0f47	I'll make sure to ask him next time I see him.	Mi certe demandos lin ĉe nia venonta renkontiĝo.
line:e64d21e4	I'll make sure to come back.	Mi certe revenos.
line:7c9fe106	I'll make sure to get out of your scales.	Mi lasos vin trankvila.
line:87006442	I'll make sure to tell others about this place	Mi rakontos al aliaj pri ĉi tiu loko.
line:1db78e06	I'll make sure to tell you how it goes, yeah?	Mi certe rakontos, kiel ni sukcesas, ĉu bone?
line:49b6a167	I'll make sure you're <i>spotless.	Mi certigos, ke vi estas <i>senmakula.
line:96981b61	I'll manage.	Mi eltenos.
line:9aa97614	I'll need this to be swift, students won't teach themselves.	Mi bezonos rapidan servon. La studentoj ne instruos sin mem.
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	Mi devos revivigi Igvikson. Kiel embarase!
line:90a9a98e	I'll see you next time I come in, yeah?	Ĝis mia venonta vizito, ĉu?
line:d0f6a49a	I'll see you next time I come in, yeah?	Ĝis mia venonta vizito, ĉu?
line:160bf40f	I'll start prepping for it.	Mi komencos prepari ĉion.
line:8af64cb8	I'll take care of this, don't you worry.	Mi prizorgos tion, ne zorgu.
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	Mi rakontos baldaŭ. Ĉu vi nun simple malfermus la pordegon?
line:04c62f9b	I'm <i>spotless</i>.	Mi estas <i>senmakula</i>.
line:629f8cff	I'm a bit of a big deal around there.	Mi estas iom grava tie.
line:d9272031	I'm a dragon.	Mi estas drako.
line:675e7284	I'm a rule breaker!	Mi estas regulrompanto!
line:afcd5586	I'm a... kobold.	Mi estas... koboldo.
line:5d41b5d6	I'm all dirty still!	Mi ankoraŭ estas tute malpura!
line:2f6eb3c3	I'm all soapy still!	Mi ankoraŭ estas tute sapa!
line:18707b19	I'm always happy to give you a wash!	Mi ĉiam volonte lavas vin!
line:3b01eb3b	I'm always happy to give you a wash!	Mi ĉiam volonte lavas vin!
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	Mi ĉiam volonte helpas. <i><size=70%>Precipe grandan drakon.
line:46c6a3ed	I'm always happy to see you Ryan.	Mi ĉiam ĝojas vidi vin, Rajano.
line:75206eee	I'm always happy to see you Ryan.	Mi ĉiam ĝojas vidi vin, Rajano.
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	Mi ĉiam ĝojas vidi vin. Mi malfermos por vi.
line:07e5fc05	I'm amazed!	Mi estas mirigita!
line:4586d55d	I'm an asshole. I know I am.	Mi estas fiaĉulo. Mi scias.
line:a6d46685	I'm certain he also finds you pleasant!	Mi certas, ke vi ankaŭ plaĉas al li!
line:ef399e26	I'm doing good!	Mi fartas bone!
line:a6c1f2f4	I'm excited for you!	Mi ĝojas por vi!
line:94fbdbf0	I'm excited for you. I'll get the gate!	Mi ĝojas por vi. Mi malfermos!
line:f83e4966	I'm excited to hear about it!	Mi antaŭĝojas aŭdi pri tio!
line:bd55b8f4	I'm excited to see them washing down the drain though.	Sed mi ankaŭ antaŭĝojas vidi ilin flui en la elfluejon.
line:24832f01	I'm excited.	Mi antaŭĝojas.
line:69f406a6	I'm excited.	Mi antaŭĝojas.
line:a00f681d	I'm excited.	Mi antaŭĝojas.
line:a0479425	I'm excited.	Mi antaŭĝojas.
line:b5d7d26f	I'm excited.	Mi antaŭĝojas.
line:d66b9155	I'm excited.	Mi antaŭĝojas.
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	Mi ĝojas, ke vi ankaŭ ĝuas tion.
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	Mi ĝojas, ke vi ĝuas lian kompanion. Li certe ankaŭ ŝatas vin.
line:c56ee060	I'm glad you enjoy my crest.	Mi ĝojas, ke vi ŝatas mian blazonon.
line:f44a1493	I'm glad you trust me.	Mi ĝojas, ke vi fidas min.
line:3a2ed5ef	I'm glad you two are working out though.	Sed mi ĝojas, ke via rilato sukcesas.
line:c0972e81	I'm glad you two are working out.	Mi ĝojas, ke via rilato sukcesas.
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	Mi ĝojas, ke vi povis fari la plej bonan elekton por vi.
line:d5a90e1c	I'm glad!	Mi ĝojas!
line:286fec49	I'm glad.	Mi ĝojas.
line:42f5fd9d	I'm glad.	Mi ĝojas.
line:99b6dc81	I'm glad.	Mi ĝojas.
line:570d4953	I'm happy for you!	Mi ĝojas por vi!
line:ac6d5bd3	I'm happy for you!	Mi ĝojas por vi!
line:ed5c40ca	I'm happy for you!	Mi ĝojas por vi!
line:79099951	I'm happy to be here too.	Mi ankaŭ ĝojas esti ĉi tie.
line:99fd9b51	I'm happy to give you a place you can relax.	Mi ĝojas doni al vi lokon por malstreĉiĝi.
line:5d36d5c8	I'm happy to have met you.	Mi ĝojas, ke mi renkontis vin.
line:ce21622a	I'm happy to hear that.	Mi ĝojas aŭdi tion.
line:69963a6c	I'm happy you feel comfy here.	Mi ĝojas, ke vi sentas vin komforte ĉi tie.
line:38388248	I'm here for a wash.	Mi venis por lavado.
line:a6974256	I'm here if you need someone to talk to.	Mi estas ĉi tie se vi bezonas iun por paroli.
line:6690512d	I'm impressed.	Mi estas impresita.
line:2e424b13	I'm in need of another wash.	Mi bezonas denovan lavadon.
line:ef91a572	I'm Jealous!	Mi envias!
line:a79b8639	I'm just happy I don't feel judged here.	Mi nur ĝojas, ke mi ne sentas min juĝata ĉi tie.
line:8076eb95	I'm just here for a wash though.	Sed mi venis nur por lavado.
line:c2caa0b7	I'm just here to bring you food!	Mi estas ĉi tie nur por alporti al vi manĝaĵon!
line:ec6c7823	I'm just... Happy.	Mi nur... feliĉas.
line:ed4b0d48	I'm kind of excited.	Mi iom antaŭĝojas.
line:266c652e	I'm looking forward to seeing you again	Mi antaŭĝojas revidi vin.
line:e91e2041	I'm not <i>that</i> little-	Mi ne estas <i>tiel</i> eta...
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	Mi ne certas, kial mi subite komprenas viajn «jipojn».
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	Mi ne tro certas. Ĝi estis rabatita ĉe WingCo.
line:5b31909a	I'm only doing what I think is right.	Mi nur faras tion, kion mi opinias ĝusta.
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	Mi profunde hontas pri ĉi tiu tuta afero.
line:cfaffc52	I'm pumped.	Mi tre antaŭĝojas.
line:c0a140f8	I'm really fond of letting folks ride on my back.	Mi tre ŝatas porti homojn sur mia dorso.
line:1a5e6184	I'm really looking forward to this.	Mi vere antaŭĝojas tion.
line:8b43a434	I'm really sorry you got hurt. Who did this?	Mi vere bedaŭras, ke vi vundiĝis. Kiu faris tion?
line:69ffe957	I'm so excited about this date!	Mi tiel antaŭĝojas ĉi tiun rendevuon!
line:e6290003	I'm so excited. I'll get you two in contact!	Mi tiel ĝojas. Mi metos vin en kontakton!
line:e8611ad0	I'm sorry for dumping that all on you earlier.	Pardonu, ke mi pli frue ŝarĝis vin per ĉio tio.
line:e613b1c3	I'm sorry I snapped at you earlier.	Pardonu, ke mi pli frue ekkoleris kontraŭ vi.
line:de208e68	I'm sorry you got hurt...	Mi bedaŭras, ke oni vundis vin...
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	Mi ankoraŭ estas tre kota. Estus bone, se vi sapus min.
line:51d4e418	I'm such an idiot.	Mi estas idioto.
line:32114891	I'm sure nobody will know...	Mi certas, ke neniu ekscios...
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	Ni certe elpensos ion! Renkontu min ĉe la moleo!
line:8136ef1a	I'm surprised how nice it is.	Mi miras, kiel agrabla tio estas.
line:722c6ab2	I'm thinking a date soon.	Mi pensas pri baldaŭa rendevuo.
line:3471e9b1	I'm trying my best.	Mi faras mian plej bonan.
line:01492e5e	I'm trying not to be pushy.	Mi provas ne esti trudema.
line:4d6cd625	I'm trying to get away from the house for a bit.	Mi provas iom foriri de la hejmo.
line:c1ef777a	I'm unsure why speaking with you is so easy.	Mi ne scias, kial estas tiel facile paroli kun vi.
line:822c0718	I'm very excited.	Mi tre antaŭĝojas.
line:ddab3d34	I'm very satisfied with these results..	Mi estas tre kontenta pri la rezultoj..
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	Mi bone scias. Profunda lavado havas apartan senton!
line:f9193c0d	I'm willing to do it. But I'd like something new.	Mi pretas fari tion. Sed mi ŝatus ion novan.
line:63981253	I'm... Happy.	Mi... feliĉas.
line:f80bd44b	I'm... not certain I'd like to use this today.	Mi... ne certas, ĉu mi volas uzi tion hodiaŭ.
line:d422462e	I'm... not sure I can answer that for you.	Mi... ne certas, ĉu mi povas respondi tion por vi.
line:8f107933	I'm... Rather close now	Mi estas... Sufiĉe proksima nun.
line:24c52c54	I'm... wondering...	Mi... demandas min...
line:6bbd7f1d	I've always hated the rain.	Mi ĉiam malamis pluvon.
line:b4353808	I've always loved giving my biped friends rides...	Mi ĉiam amis porti miajn dupiedajn amikojn...
line:9541fceb	I've been considering asking you this for a while now.	Mi jam delonge pripensas demandi vin pri tio.
line:505154a4	I've been thinking...	Mi pensadis...
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	Oni diris al mi, ke estas ĝentile paroli vidalvide kun pli malgrandaj homoj.
line:2c560e29	I've been trying to get into the social sciences aswell.	Mi ankaŭ provas okupiĝi pri sociaj sciencoj.
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	Mi konas iun, kiu povas liveri donacon morgaŭ por beligi la lokon.
line:212f0021	I've had a lot of free time lately.	Mi havas multe da libera tempo lastatempe.
line:701b9feb	I've had a lot of free time lately.	Mi havas multe da libera tempo lastatempe.
line:79da763f	I've had a lot of free time lately.	Mi havas multe da libera tempo lastatempe.
line:3c4443fd	I've seen bigger	Mi vidis pli grandajn.
line:d7a90078	I...	Mi...
line:393d0e05	I... hm.	Mi... Hm.
line:0da5609b	I... Know this is unprompted.	Mi... scias, ke tio ne rilatas.
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	Se rilato estas <i>tiel</i> malfacila kaj vi scias, ke ĝi finiĝos.
line:b2f52b23	If I could uhm...	Ĉu mi povus, nu...
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	Verdire, vi jam delonge iom plaĉas al mi.
line:7c13c28e	If only.	Se nur.
line:a56c5621	If someone like Ryan is interested, you're doing great.	Se iu kiel Rajano interesiĝas, vi bonege agas.
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	Se oni kaptos nin malobservi ankoraŭ unu regulon, mia reputacio ruiniĝos!
line:83f511d2	If ya' place the mount for me I'll have at it.	Se vi starigos por mi la seksapogilon, mi ekuzos ĝin.
line:7ead92b1	If you could come up front so I could talk.	Ĉu vi povus veni antaŭen, por ke mi parolu?
line:e78656aa	If you could come up to where I can see you.	Ĉu vi povus veni tien, kie mi vidas vin?
line:9a013329	If you wanna talk about it more, I've got a minute.	Se vi volas plu paroli, mi havas momenton.
line:3d014153	If you want to use it that's fine!	Se vi volas uzi ĝin, ne estas problemo!
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	Se vi vidas ĉi tion, bonvolu informi Nael aŭ sendi cimraporton.
line:b9ab4eed	Im not complaining though.	Sed mi ne plendas.
line:27340362	In a bad way?	En malbona senco?
line:2019bb85	In a good way?	En bona senco?
line:91d5fb72	Incredible!	Nekredeble!
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	Efektive! Nun vi estas la sola koboldo, kiun mi volas por lavi min.
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	Efektive, vi certe rekonis mian blazonon! Mi instruas alkemion.
line:dd9d30d2	Indeed. I'm glad you were able to help.	Efektive. Mi ĝojas, ke vi povis helpi.
line:fd5ddfcb	Indeed. You're an excellent person to be around.	Efektive. Estas bonege esti apud vi.
line:78c9b5cc	Is everything okay?	Ĉu ĉio estas en ordo?
line:bea8f1f7	Is something on your mind?	Ĉu io okupas vian menson?
line:6b6dd8bc	Is that a good thing...?	Ĉu tio estas bona...?
line:848727f2	Is that a threat...?	Ĉu tio estas minaco...?
line:db302830	Is that why you came in the first time?	Ĉu tial vi venis la unuan fojon?
line:00e41343	Is this good?	Ĉu tio estas bona?
line:7982d3d8	Is this the right place?	Ĉu mi venis al la ĝusta loko?
line:c48f59a9	Is this the right place?	Ĉu mi venis al la ĝusta loko?
line:b05f6eea	Isn't that... Wood?	Ĉu tio ne estas... ligno?
line:bf137cb4	It arrived this morning, it should be near the gate.	Ĝi alvenis ĉi-matene. Ĝi devus esti apud la pordego.
line:5080b6dd	It depends! Dragon thing.	Dependas! Draka afero.
line:34cf0601	It did! Thanks for asking.	Jes! Dankon, ke vi demandis.
line:900dca3c	It does wonders.	Tio faras mirindaĵojn.
line:cfd504c5	It does wonders.	Tio faras mirindaĵojn.
line:ac13bf68	It is indeed rather cool.	Ĝi ja estas sufiĉe mojosa.
line:ea445b46	It is rather novel isn't it?	Estas sufiĉe nova sperto, ĉu ne?
line:56d34a41	It is? Good to know...	Ĉu vere? Bone scii...
line:b058318f	It means you're doing a good job in kobold.	Kobolde tio signifas, ke vi bone agas.
line:13c906c7	It really has been. You're wonderful.	Vere estis. Vi estas mirinda.
line:b032bfb1	It turns out baking is messy!	Montriĝas, ke bakado estas malpuriga!
line:da4f12a1	It turns out baking is messy!	Montriĝas, ke bakado estas malpuriga!
line:e106207b	It turns out baking is messy!	Montriĝas, ke bakado estas malpuriga!
line:e0c8c57b	It was good. We had sex.	Bona. Ni seksumis.
line:681117ec	It was great. Conrad is wild. Good wild.	Bonega. Konrado estas sovaĝa. En bona senco.
line:28eee9f5	It went great!	Estis bonege!
line:92bfe06c	It went great!	Estis bonege!
line:a5d2b991	It went well.	Iris bone.
line:1ab5969b	It would be a... date. As most would say.	Estus... amrendevuo. Kiel oni kutime diras.
line:8440a3f4	It's a regrettable state I find myself in...	Mi troviĝas en bedaŭrinda stato...
line:1706e86d	It's also new to me...	Ĝi estas nova ankaŭ por mi...
line:c1b8e62b	It's always good when a kobold knows what they like.	Ĉiam estas bone, kiam koboldo scias, kion li ŝatas.
line:deffce5c	It's crazy how much your neck can handle.	Estas freneze, kiom via kolo povas elteni.
line:2e182063	It's difficult to find folks that are outside of my current bubble.	Estas malfacile trovi homojn ekster mia nuna rondo.
line:48cfc92b	It's endearing!	Estas kortuŝe!
line:5b6f00bd	It's fine.	Ne gravas.
line:13dc0f15	It's fine. I close in about an hour.	Ne gravas. Mi fermos post ĉirkaŭ horo.
line:23ac92c8	It's freeing. I'll be back, yeah?	Estas liberige. Mi revenos, ĉu bone?
line:de9fdb93	It's hard to hold back..	Estas malfacile reteni min..
line:9ebea3d0	It's hard to not be nervous after everything...	Estas malfacile ne nervozi post ĉio...
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	Estas interese, vi dupieduloj emas gustumi viajn manĝojn.
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	Simple io okazis al Konrado. Mi esperas, ke li estas en ordo.
line:bee6c7dd	It's just that...	Simple...
line:3b76093c	It's made for eating things whole.	Ĝi estas farita por engluti aferojn tutaj.
line:19f36dc0	It's my dream.	Estas mia revo.
line:18db795f	It's never easy to end things.	Neniam estas facile fini rilaton.
line:049fb01f	It's nice to have friends to rely on.	Estas bone havi amikojn, je kiuj oni povas fidi.
line:ed69e3a1	It's nice to relinquish control, even for a moment.	Estas agrable cedi la regadon, eĉ nur momente.
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	Ne estas grave. Ŝajne ĉiuj estas en ordo.
line:7e511da7	It's okay!	Estas en ordo!
line:b14d8520	It's okay, you sound like you need it.	Ne ĝenas, ŝajnas, ke vi bezonas paroli.
line:50b95260	It's okay. I needed to. She wasn't making me happy.	Estas en ordo. Necesis. Ŝi ne feliĉigis min.
line:47455767	It's okay. I'll figure something out.	Estas en ordo. Mi elpensos ion.
line:9287c933	It's starting to feel like it's <i>my</i> fault.	Mi komencas pensi, ke estas <i>mia</i> kulpo.
line:7ab244af	It's the best way to enjoy food.	Jen la plej bona maniero ĝui manĝaĵon.
line:0b7589ff	It's the mount you asked for.	Estas la seksapogilo, kiun vi petis.
line:a5780e74	It's wonderful to be back!	Estas mirinde reveni!
line:649e8eb3	Its a nice get away from everything out there.	Estas bele iom eskapi de ĉio ekstere.
line:d0361dd9	Its like an equine fusion thing...	Estas ia ĉevalula kuirarta kunfando...
line:df86a610	Jokes aside, your wash is definitely the best.	Senŝerce, via lavejo certe estas la plej bona.
line:7fe40d2b	Just a rough day. Hoping this helps!	Nur malfacila tago. Espereble tio helpos!
line:ce77a00e	Just did!	Ĵus!
line:7c93c604	Just doing my job!	Mi nur faras mian laboron!
line:fa0a9fbb	Just having fun.	Mi nur amuziĝas.
line:9e9425cd	Just possibly...	Nur eventuale...
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	Iu drako en la drinkejo. Mi estis stulta... Mi ne povis fermi la buŝon.
line:ecb9a15d	Just touch me with your hand and I'll try to help.	Nur tuŝu min per via mano, kaj mi provos helpi.
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	Nur, nu... Ne diru al iu, ke mi rakontas ĉion ĉi.
line:3bac1dad	Just... open the gate.	Nur... malfermu la pordegon.
line:4f826403	Keep going a little longer please	Bonvolu daŭrigi iom pli longe.
line:087039ba	Keep going.	Daŭrigu.
line:d8f92323	Kinda! I've been getting out more.	Iom! Mi pli ofte eliras.
line:b965b4dd	Knock that off, we're not done yet. Right?	Ĉesu tion, ni ankoraŭ ne finis. Ĉu?
line:d9d276bb	Kobolds always seem enamored by me eating.	Koboldoj ĉiam ŝajnas fascinitaj de mia manĝado.
line:0274cacd	Kobolds are very flexible. It will fit.	Koboldoj estas tre flekseblaj. Ĝi eniros.
line:20cb68b9	lemme in?	Ĉu vi enlafuf min?
line:41d5085a	Let go whenever you are ready.	Lasu vin iri kiam vi pretas.
line:29a77d09	Let me give it a try!	Lasu min provi!
line:265e14cb	Let me know when you're finished rinsing.	Diru al mi, kiam vi finis la ellavadon.
line:0e1fd4b0	Let the <i>big C</i> out of this place!	Ellasu la <i>grandan K</i> el ĉi tiu loko!
line:f7382398	Let's get going~!	Ni komencu~!
line:c50535b3	Let's have it!	Donu ĉion!
line:9accd60e	Lets wash it off for our date tonight then.	Do ni forlavu tion por nia rendevuo ĉi-vespere.
line:7ce1b833	Like what?	Kiel?
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	Mi amas la proksimulojn, sed tie estas multe da emocia bagaĝo.
line:aa1c54ab	Like, in general.	Ĝenerale, pri ĉio.
line:bbe51f87	Like, in general.	Ĝenerale, pri ĉio.
line:7b7b0a3f	Like, the future of my relationships.	Pri la estonteco de miaj amrilatoj.
line:db79a905	Like... a lemon?	Kiel... citrono?
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	Kiel... fiaĉulo? Mi scias, ke estas aĉe esti apud mi.
line:a0a0a49c	Like... sexual stuff?	Kiel... seksajn aferojn?
line:9becd177	Look at me! I'll be the laughing stock of my students.	Rigardu min! Mi fariĝos mokata de miaj studentoj.
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	Mi serĉas rapidan ŝpruclavon. Ankaŭ la seksapogilo plaĉus.
line:abdb5822	Looking forward to seeing ya'	Mi antaŭĝojas revidi vin.
line:5c335985	Looking forward to seeing you soon.	Mi antaŭĝojas revidi vin baldaŭ.
line:1d0abc80	Looking forward to the wash.	Mi antaŭĝojas la lavadon.
line:646279a0	Looks like it.	Tiel ŝajnas.
line:b6093881	Looks like ya' got a shipment, eh?	Ŝajnas, ke vi ricevis liveraĵon, ĉu?
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	Feliĉe ni jam forte limigis morton pro spontanea brulado en la moderna mondo.
line:d2ba8ba9	Made a bit of a mess... Still worth it.	Mi iom malpurigis ĉion... Tamen valoris.
line:301e8665	Make haste! My reputation is on the line.	Rapidu! Mia reputacio estas en risko.
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	Certigu, ke vi estas tre pura. <size=70%><i>Hehe.
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	Kompreneble! Jes, etaj drakoj estas amuzaj.
line:22b2643b	Makes sense.	Tio havas sencon.
line:e7f0e9ed	Makes sense.	Tio havas sencon.
line:89c9a73b	Many think it's part of my body.	Multaj kredas, ke ĝi estas parto de mia korpo.
line:d7bcbe29	Max says I'm a clumsy dragon,	Maks diras, ke mi estas mallerta drako.
line:db986d0d	May you open the gate?	Ĉu vi bonvolus malfermi la pordegon?
line:76a97730	Maybe later...?	Eble poste...?
line:08a422ba	Maybe like...	Eble, kiel...
line:6f293b7a	Maybe someone new...	Eble iun novan...
line:d2558a04	Maybe someone?	Eble iun?
line:67a46ddc	Maybe we can hang out later?	Eble ni povus pasigi tempon kune poste?
line:5691478f	Maybe we could just... Walk?	Eble ni povus simple... promeni?
line:7734bf93	Me too, thanks!	Ankaŭ mi, dankon!
line:627a13e4	Me too.	Ankaŭ mi.
line:d3c733f5	Me too.	Ankaŭ mi.
line:ffa63d1b	Me too.	Ankaŭ mi.
line:040ee2a7	me too.	Ankaŭ mi.
line:d13cd125	Me.	Mi mem.
line:14e7b293	Me?	Mi?
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	Tio signifas, ke mi pretas por rendevuo kun iu koboldo.
line:e5da247d	Means you know how to get hands on!	Do vi scias kiel uzi la manojn!
line:171707d2	Mhm!	Mhm!
line:11306335	Mhm! Come back anytime.	Mhm! Revenu kiam ajn vi volas.
line:69dd6a73	Mhm! he's trying to meet new people.	Mhm! Li provas renkonti novajn homojn.
line:da17b746	Mhm! I'm <i>the</i> kobold!	Mhm! Mi estas <i>la</i> koboldo!
line:a0cb3f78	Mhm! that's him.	Mhm! Jen li.
line:164fdb01	Mhm, he's trying.	Mhm, li provas.
line:1a663dcf	Mhm, right this way.	Mhm, ĉi tien.
line:3cd8a8bd	Mhm... Thank you.	Mhm... Dankon.
line:4546abce	Might seem kinda weird to ask now. Buuuut.	Eble estas strange demandi nun. Seeed...
line:57d8b72a	Mind opening the gate to let me out?	Ĉu vi malfermus la pordegon, por ke mi eliru?
line:b2a507ab	Mind opening the gate to let me out?	Ĉu vi malfermus la pordegon, por ke mi eliru?
line:6d726280	Mind washing more?	Ĉu vi povus lavi plu?
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	Mmm, ĉu mi komprenu, ke vi malfermos la pordegon?
line:dd0c77ae	Mmm, Yeah I know the type.	Mmm, jes, mi konas tiun tipon.
line:d8cafcc7	mmm..	Mmm...
line:729cea0c	Mmmhm, I always do my best.	Mhm, mi ĉiam faras mian plej bonan.
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	Mmmhm. Mi provos ripari mian dormoritmon...
line:d38efb75	Mmmmhm, gotta prep for a date with him.	Mmmhm, necesas prepari min por rendevuo kun li.
line:a78dd44b	mmph! (Yea!)	Mmf! (Jes!)
line:b132719c	Mmph- Hm?	Mmf... Hm?
line:16ee6b14	Money... mmm...	Mono... Mmm...
line:d8cc8048	Most people do!	Plej multaj ŝatas tion!
line:3d723db0	Must mean you two are a good match.	Tio devas signifi, ke vi bone kongruas.
line:9ca994a5	My bad	Mia kulpo.
line:aaecba3d	My bad	Mia kulpo.
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	Mia kolego, profesoro Igvikso, volis uzi min kiel platformon.
line:08af3902	My date with Ryan was...	Mia rendevuo kun Rajano estis...
line:116b5405	My date with Ryan was...	Mia rendevuo kun Rajano estis...
line:e26c3b65	My first ever Yarn script in Unity!	Mia plej unua Yarn-skripto en Unity!
line:f15b014f	My names Ryan. So...	Mi nomiĝas Rajano. Do...
line:e4aced7b	My students could learn a thing or two from your work ethic!	Miaj studentoj povus lerni ion de via laboremo!
line:dfe74420	My-	Ho ve...
line:9b915bf2	Nah.	Ne.
line:c3642dec	Nah.	Ne.
line:393c128a	Never cleaned a teacher dragon... woah.	Mi neniam lavis drakon instruiston... Ho.
line:a99b03ed	Never tried it.	Mi neniam provis.
line:6df809e1	Nevermind. Could you get the gate?	Ne gravas. Ĉu vi malfermus la pordegon?
line:d3a50f3f	Next time I come in for a wash we'll go.	Ni iros la venontan fojon, kiam mi venos por lavado.
line:ac5afd96	Next time I come in I'll have reservations!	La venontan fojon, kiam mi venos, mi havos rezervon!
line:8990fcc9	Nice! Whats with all the... Gloop?	Bonege! Kio estas tiu tuta... ŝlimaĵo?
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	Bone. Sed malfermu la pordegon. Enlasu Konradon!
line:acab92d4	Nnf... I believe I needed that. Thank you.	Nnf... Mi kredas, ke mi bezonis tion. Dankon.
line:8fe11008	Nnnf... That was way better than those berries.	Nnnf... Tio estis multe pli bona ol tiuj beroj.
line:b251704a	No	Ne.
line:e05c2dca	No	Ne.
line:dc86c2de	no	Ne
line:5794ea87	No amount of justification makes it feel good though.	Sed neniu pravigo forigas la doloron.
line:5a5ec440	No I actually just got it	Ne, fakte mi ĵus ricevis ĝin.
line:cd5f07ca	No more excuses.	Ne plu pretekstoj.
line:4b38230f	No need for thanks. I'll get the gate.	Ne necesas danki. Mi malfermos la pordegon.
line:11604fbd	No need to be nervous, Alexander!	Ne necesas nervozi, Aleksandro!
line:eefef647	No need to be.	Vi ne bezonas honti.
line:73ea230a	No no, you're a certified cleaner yeah?	Ne, ne. Vi estas atestita lavisto, ĉu?
line:743c64e6	No not really.	Ne, ne vere.
line:50feefe8	No problem!	Neniu problemo!
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	Ne dankinde! Mi antaŭĝojas, ke vi renkontu Konradon.
line:0a9993d2	No problem, thanks!	Neniu problemo, dankon!
line:10bdb3a4	No problem, thanks!	Neniu problemo, dankon!
line:3a8f65fa	No problem.	Neniu problemo.
line:ee3d0ee4	No problem. Let me get that gate for ya'!	Neniu problemo. Mi malfermos por vi!
line:eedccaec	No way.	Ne eblas.
line:f0351f0c	No way.	Ne eblas.
line:d726f776	No worries,	Ne zorgu,
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	Ne! Mi volas diri, jes, sed pro mia reputacio bonvolu gardi mian viziton ĉi tie sekreta.
line:f7f963e3	No, I am.	Jes, mi estas.
line:54faa7c0	No, I don't think I do.	Ne, mi kredas, ke ne.
line:38419d8b	No, it's not. No more excuses.	Jes, gravas. Ne plu pretekstoj.
line:cd9b2a8f	No, thank you. I'm... Really excited.	Ne, dankon al vi. Mi... vere antaŭĝojas.
line:1af1ad05	No, we don't offer things like that here.	Ne, ni ne ofertas tiajn servojn ĉi tie.
line:cb7e94e5	no.	Ne.
