# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	喂，大狗。
line:69ffe957	I'm so excited about this date!	我好期待今次約會！
line:e6290003	I'm so excited. I'll get you two in contact!	好期待呀。我幫你哋交換聯絡方法！
line:e8611ad0	I'm sorry for dumping that all on you earlier.	頭先將啲煩惱倒晒畀你，唔好意思。
line:e613b1c3	I'm sorry I snapped at you earlier.	頭先對你發脾氣，對唔住。
line:de208e68	I'm sorry you got hurt...	見你受傷，我好難過……
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	我仲有好多泥，你幫我搽啲番梘就最好。
line:51d4e418	I'm such an idiot.	我真係蠢到死。
line:32114891	I'm sure nobody will know...	我肯定唔會有人知道……
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	我哋實諗到嘢做！喺碼頭等我就得！
line:8136ef1a	I'm surprised how nice it is.	估唔到會咁舒服。
line:722c6ab2	I'm thinking a date soon.	我諗遲啲約個會。
line:3471e9b1	I'm trying my best.	我盡緊力㗎喇。
line:01492e5e	I'm trying not to be pushy.	我努力緊唔好再迫人。
line:4d6cd625	I'm trying to get away from the house for a bit.	我想離開屋企一陣。
line:c1ef777a	I'm unsure why speaking with you is so easy.	我唔明白，點解同你傾偈會咁輕鬆。
line:822c0718	I'm very excited.	我好期待。
line:ddab3d34	I'm very satisfied with these results..	呢個成果令我非常滿意……
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	我好清楚。深層清潔嘅感覺，的確與別不同！
line:f9193c0d	I'm willing to do it. But I'd like something new.	我肯慢慢處理。不過都想有啲新開始。
line:63981253	I'm... Happy.	我……好開心。
line:f80bd44b	I'm... not certain I'd like to use this today.	我……唔肯定今日想唔想用呢樣嘢。
line:d422462e	I'm... not sure I can answer that for you.	我……唔肯定可以幫你答到。
line:8f107933	I'm... Rather close now	我……而家就快到極限喇。
line:24c52c54	I'm... wondering...	我……想知……
line:6bbd7f1d	I've always hated the rain.	我一向都好憎落雨。
line:b4353808	I've always loved giving my biped friends rides...	我一向都好鍾意載住兩條腿嘅朋友……
line:9541fceb	I've been considering asking you this for a while now.	呢個問題，我考慮咗好一段時間先問你。
line:505154a4	I've been thinking...	我一直諗緊……
line:58b4f5fb	I've been told it's polite to talk to smaller folk face to face.	人哋話，同細隻過自己嘅人講嘢，面對面先有禮貌。
line:2c560e29	I've been trying to get into the social sciences aswell.	我亦都嘗試涉獵社會科學。
line:b4a29141	I've got a guy who can drop a gift by tomorrow that would spruce things up.	我識個人，聽日可以送份禮物嚟，幫呢度添啲新意。
line:212f0021	I've had a lot of free time lately.	最近多咗好多空閒時間。
line:701b9feb	I've had a lot of free time lately.	最近多咗好多空閒時間。
line:79da763f	I've had a lot of free time lately.	最近多咗好多空閒時間。
line:3c4443fd	I've seen bigger	我見過更大嘅。
line:d7a90078	I...	我……
line:393d0e05	I... hm.	我……嗯。
line:0da5609b	I... Know this is unprompted.	我……知呢句有啲突然。
line:5cfb94b9	If a relationship is <i>so</i> bumpy and you know its going to end.	如果一段感情<i>咁</i>唔順利，而你知道遲早會分開。
line:b2f52b23	If I could uhm...	我可唔可以，呃……
line:b4990e3d	If I'm honest. I've had a crush on you for a bit.	老實講，我暗戀咗你一陣喇。
line:7c13c28e	If only.	如果有就好。
line:a56c5621	If someone like Ryan is interested, you're doing great.	連賴恩咁好嘅都對你有興趣，你做得好好喇。
line:52f28749	If we're caught violating another policy my reputation would be in ruins!	如果再被發現違反規則，我嘅聲譽就毀於一旦！
line:83f511d2	If ya' place the mount for me I'll have at it.	你幫我擺好個交配架，我就即刻上。
line:7ead92b1	If you could come up front so I could talk.	可唔可以行返前面，等我講嘢？
line:e78656aa	If you could come up to where I can see you.	可唔可以行過嚟，等我望到你？
line:9a013329	If you wanna talk about it more, I've got a minute.	如果你仲想傾，我有少少時間。
line:3d014153	If you want to use it that's fine!	你想用就用啦，冇問題！
line:a9eb9a76	if you're seeing this please grab nael or submit a bug report	如果你見到呢句，請搵 nael 或提交錯誤報告。
line:b9ab4eed	Im not complaining though.	不過我冇投訴。
line:27340362	In a bad way?	唔好嗰方面？
line:2019bb85	In a good way?	好嗰方面？
line:91d5fb72	Incredible!	難以置信！
line:61c8781b	Indeed! You're the only kobold I wish to wash me now.	正是！而家我只想由你呢位狗頭人幫我清洗。
line:a5979ac9	Indeed, you must know of my crest! I teach alchemy.	正是，你一定認得我嘅徽飾！我教鍊金術。
line:dd9d30d2	Indeed. I'm glad you were able to help.	的確。好高興當時有你幫忙。
line:fd5ddfcb	Indeed. You're an excellent person to be around.	正是。同你相處，感覺非常好。
line:78c9b5cc	Is everything okay?	你冇事吖嘛？
line:bea8f1f7	Is something on your mind?	你有心事？
line:6b6dd8bc	Is that a good thing...?	係好事嚟……？
line:848727f2	Is that a threat...?	你威脅我……？
line:db302830	Is that why you came in the first time?	所以你第一次先會嚟呢度？
line:00e41343	Is this good?	咁樣舒唔舒服？
line:7982d3d8	Is this the right place?	係咪呢度呀？
line:c48f59a9	Is this the right place?	係咪呢度呀？
line:b05f6eea	Isn't that... Wood?	嗰啲唔係……木嚟咩？
line:bf137cb4	It arrived this morning, it should be near the gate.	今朝已經送到，應該喺閘口附近。
line:5080b6dd	It depends! Dragon thing.	睇情況啦！龍嘅習慣。
line:34cf0601	It did! Thanks for asking.	好順利！多謝你關心。
line:900dca3c	It does wonders.	都已經大有幫助。
line:cfd504c5	It does wonders.	都已經大有幫助。
line:ac13bf68	It is indeed rather cool.	的確相當唔錯。
line:ea445b46	It is rather novel isn't it?	的確好新鮮，對嗎？
line:56d34a41	It is? Good to know...	係咩？知道都好……
line:b058318f	It means you're doing a good job in kobold.	狗頭人語嚟講，即係你做得好好。
line:13c906c7	It really has been. You're wonderful.	真係㗎。你好好。
line:b032bfb1	It turns out baking is messy!	原來焗嘢食會搞到成身污糟！
line:da4f12a1	It turns out baking is messy!	原來焗嘢食會搞到成身污糟！
line:e106207b	It turns out baking is messy!	原來焗嘢食會搞到成身污糟！
line:e0c8c57b	It was good. We had sex.	幾好。我哋上咗床。
line:681117ec	It was great. Conrad is wild. Good wild.	好好。康拉德好狂野，係好嗰種。
line:28eee9f5	It went great!	好順利！
line:92bfe06c	It went great!	好順利！
line:a5d2b991	It went well.	幾順利。
line:1ab5969b	It would be a... date. As most would say.	即係……約會。一般人會咁稱呼。
line:8440a3f4	It's a regrettable state I find myself in...	搞到自己咁嘅模樣，真係遺憾……
line:1706e86d	It's also new to me...	我都未試過……
line:c1b8e62b	It's always good when a kobold knows what they like.	狗頭人知道自己鍾意乜，真係好事。
line:deffce5c	It's crazy how much your neck can handle.	你條頸塞得落咁多嘢，真係誇張。
line:2e182063	It's difficult to find folks that are outside of my current bubble.	要識到自己圈子以外嘅人，幾難。
line:48cfc92b	It's endearing!	好可愛！
line:5b6f00bd	It's fine.	唔緊要。
line:13dc0f15	It's fine. I close in about an hour.	唔緊要。我仲有大概一個鐘先收舖。
line:23ac92c8	It's freeing. I'll be back, yeah?	感覺好自由。我會再嚟，好嗎？
line:de9fdb93	It's hard to hold back..	好難忍……
line:9ebea3d0	It's hard to not be nervous after everything...	發生咗咁多事，唔緊張都難……
line:ec8243d8	It's interesting; you bipeds tend to savor your meals.	好有趣，你哋兩條腿行路嘅，通常會慢慢品嚐啲嘢食。
line:d50cb509	It's just that something happened to Conrad, I hope he's okay.	只係康拉德出咗啲事，希望佢冇事。
line:bee6c7dd	It's just that...	只係……
line:3b76093c	It's made for eating things whole.	條頸天生就係用嚟成件吞嘢㗎。
line:19f36dc0	It's my dream.	教書係我嘅夢想。
line:18db795f	It's never easy to end things.	要結束一段感情，從來都唔容易。
line:049fb01f	It's nice to have friends to rely on.	有朋友可以依靠，真係好。
line:ed69e3a1	It's nice to relinquish control, even for a moment.	放低控制權，哪怕只係一陣，都幾舒服。
line:e9d34ea0	It's no biggie. It sounds like everyone is fine.	小事啫。聽落大家都冇事。
line:7e511da7	It's okay!	唔緊要！
line:b14d8520	It's okay, you sound like you need it.	唔緊要，聽落你需要搵人傾吓。
line:50b95260	It's okay. I needed to. She wasn't making me happy.	唔緊要。我需要咁做。同佢一齊，我唔開心。
line:47455767	It's okay. I'll figure something out.	冇事。我會諗到辦法。
line:9287c933	It's starting to feel like it's <i>my</i> fault.	開始覺得，係<i>我</i>自己有問題。
line:7ab244af	It's the best way to enjoy food.	咁樣先係享受食物嘅最佳方法。
line:0b7589ff	It's the mount you asked for.	就係你要嘅交配架。
line:a5780e74	It's wonderful to be back!	返到嚟真係好！
line:649e8eb3	Its a nice get away from everything out there.	可以暫時唔理出面啲煩惱，真係幾好。
line:d0361dd9	Its like an equine fusion thing...	算係馬族融合菜嗰類……
line:df86a610	Jokes aside, your wash is definitely the best.	講笑啫，你呢度真係洗得最好。
line:7fe40d2b	Just a rough day. Hoping this helps!	今日有啲難捱。希望沖完會好啲！
line:ce77a00e	Just did!	啱啱傾完！
line:7c93c604	Just doing my job!	做好自己份工啫！
line:fa0a9fbb	Just having fun.	玩吓啫。
line:9e9425cd	Just possibly...	有冇可能……
line:1d73a343	Just some drake at the bar. Was stupid... Couldn't shut my mouth.	酒吧一條龍啫。我太蠢……把口停唔到。
line:ecb9a15d	Just touch me with your hand and I'll try to help.	用手掂吓我，我會盡量配合。
line:14209365	Just uhm... Don't tell anyone I'm saying all this.	只係，呃……唔好同人講我講過呢啲。
line:3bac1dad	Just... open the gate.	總之……開閘啦。
line:4f826403	Keep going a little longer please	唔該再繼續多陣。
line:087039ba	Keep going.	繼續。
line:d8f92323	Kinda! I've been getting out more.	算有啦！我近排多咗出去。
line:b965b4dd	Knock that off, we're not done yet. Right?	唔好撳住，我哋仲未洗完，係咪？
line:d9d276bb	Kobolds always seem enamored by me eating.	狗頭人好似成日都睇我食嘢睇到入晒迷。
line:0274cacd	Kobolds are very flexible. It will fit.	狗頭人身體好有彈性，放得入㗎。
line:20cb68b9	lemme in?	畀我入嚟？
line:41d5085a	Let go whenever you are ready.	你準備好就射啦。
line:29a77d09	Let me give it a try!	畀我試吓啦！
line:265e14cb	Let me know when you're finished rinsing.	沖完水請話我知。
line:0e1fd4b0	Let the <i>big C</i> out of this place!	畀<i>大 C</i>出去啦！
line:f7382398	Let's get going~!	開始啦～！
line:c50535b3	Let's have it!	射嚟啦！
line:9accd60e	Lets wash it off for our date tonight then.	咁為咗今晚約會，洗走佢啦。
line:7ce1b833	Like what?	點食呀？
line:cb91e703	Like, I love those around me, but there's a lot of baggage there.	即係，我好鍾意身邊嘅人，不過當中有好多包袱。
line:aa1c54ab	Like, in general.	即係，所有嘢。
line:bbe51f87	Like, in general.	即係，所有嘢。
line:7b7b0a3f	Like, the future of my relationships.	即係，之後嘅感情生活。
line:db79a905	Like... a lemon?	即係……檸檬？
line:ffd7dcc4	Like... An asshole? I know I'm miserable to be around.	即係……咁乞人憎？我知同我一齊好難頂。
line:a0a0a49c	Like... sexual stuff?	即係……性服務？
line:9becd177	Look at me! I'll be the laughing stock of my students.	睇吓我！我會成為學生嘅笑柄。
line:9711cf03	Lookin' for a hose down. Wouldn't mind using the mount aswell.	我想沖吓水。順便用埋交配架都好。
line:abdb5822	Looking forward to seeing ya'	期待下次見到你。
line:5c335985	Looking forward to seeing you soon.	期待好快再見到你。
line:1d0abc80	Looking forward to the wash.	期待你嘅清洗。
line:646279a0	Looks like it.	睇落係。
line:b6093881	Looks like ya' got a shipment, eh?	睇嚟你收咗貨喎？
line:f1fc3e3c	Luckily death via spontaneous combustion is a concept we have thoroughly curtailed in the modern world.	幸好喺現代世界，自燃致死嘅情況已經大大減少。
line:d2ba8ba9	Made a bit of a mess... Still worth it.	搞到有啲污糟……不過值得。
line:301e8665	Make haste! My reputation is on the line.	請快啲！我嘅聲譽岌岌可危。
line:5072cc60	Make sure you're very clean. <size=70%><i>hehe.	記得洗乾淨啲。<size=70%><i>嘿嘿。
line:da21cf49	Makes sense! Yeah tiny drakes are fun.	明白！細隻龍係幾好玩。
line:22b2643b	Makes sense.	有道理。
line:e7f0e9ed	Makes sense.	有道理。
line:89c9a73b	Many think it's part of my body.	好多人以為係我身體一部分。
line:d7bcbe29	Max says I'm a clumsy dragon,	麥斯話我係條論盡龍，
line:db986d0d	May you open the gate?	可否幫我開閘？
line:76a97730	Maybe later...?	或者遲啲……？
line:08a422ba	Maybe like...	或者……
line:6f293b7a	Maybe someone new...	或者識個新對象……
line:d2558a04	Maybe someone?	或者識個新人？
line:67a46ddc	Maybe we can hang out later?	或者遲啲可以一齊玩？
line:5691478f	Maybe we could just... Walk?	或者我哋可以……行吓？
line:7734bf93	Me too, thanks!	我都係，唔該！
line:627a13e4	Me too.	我都係。
line:d3c733f5	Me too.	我都係。
line:ffa63d1b	Me too.	我都係。
line:040ee2a7	me too.	我都係。
line:d13cd125	Me.	自己。
line:14e7b293	Me?	我？
line:b9cb051a	Means I'm ready to go on a date with a certain kobold.	即係我準備好，同某個狗頭人去約會。
line:e5da247d	Means you know how to get hands on!	即係你知點親自落手啦！
line:171707d2	Mhm!	嗯！
line:11306335	Mhm! Come back anytime.	嗯！隨時再嚟啦。
line:69dd6a73	Mhm! he's trying to meet new people.	嗯！佢都想識新朋友。
line:da17b746	Mhm! I'm <i>the</i> kobold!	嗯！我就係<i>嗰個</i>狗頭人！
line:a0cb3f78	Mhm! that's him.	嗯！就係佢。
line:164fdb01	Mhm, he's trying.	嗯，佢努力緊。
line:1a663dcf	Mhm, right this way.	嗯，呢邊請。
line:3cd8a8bd	Mhm... Thank you.	嗯……多謝。
line:4546abce	Might seem kinda weird to ask now. Buuuut.	而家問可能有啲怪。不過……
line:57d8b72a	Mind opening the gate to let me out?	可唔可以開閘畀我出去？
line:b2a507ab	Mind opening the gate to let me out?	可唔可以開閘畀我出去？
line:6d726280	Mind washing more?	可唔可以再洗吓？
line:c8281b83	Mmm, I understand that to mean you'll get the gate?	嗯，我理解為你會去開閘，對嗎？
line:dd0c77ae	Mmm, Yeah I know the type.	嗯，係呀，我知呢類型。
line:d8cafcc7	mmm..	嗯……
line:729cea0c	Mmmhm, I always do my best.	嗯，我一直都盡力做到最好。
line:f36b8b76	Mmmhm. I'll work on my sleep schedule...	嗯。我會調整吓瞓覺時間……
line:d38efb75	Mmmmhm, gotta prep for a date with him.	嗯，要為同佢約會做好準備。
line:a78dd44b	mmph! (Yea!)	唔唔！（係呀！）
line:b132719c	Mmph- Hm?	唔——嗯？
line:16ee6b14	Money... mmm...	錢……嗯……
line:d8cc8048	Most people do!	大部分人都鍾意㗎！
line:3d723db0	Must mean you two are a good match.	即係你哋兩個好合襯。
line:9ca994a5	My bad	我唔啱。
line:aaecba3d	My bad	我唔啱。
line:fedbf70c	My colleague, professor Igwyx, wished to use me as a platform.	我同事伊格維克斯教授，想借我當踏台。
line:08af3902	My date with Ryan was...	我同賴恩個約會……
line:116b5405	My date with Ryan was...	我同賴恩個約會……
line:e26c3b65	My first ever Yarn script in Unity!	我喺 Unity 入面嘅第一個 Yarn 劇本！
line:f15b014f	My names Ryan. So...	我叫賴恩。咁……
line:e4aced7b	My students could learn a thing or two from your work ethic!	你嘅工作態度，我啲學生真係應該學吓！
line:dfe74420	My-	天——
line:9b915bf2	Nah.	唔鍾意。
line:c3642dec	Nah.	唔係。
line:393c128a	Never cleaned a teacher dragon... woah.	未幫過龍老師沖涼……嘩。
line:a99b03ed	Never tried it.	未試過食。
line:6df809e1	Nevermind. Could you get the gate?	算啦。可唔可以開閘？
line:d3a50f3f	Next time I come in for a wash we'll go.	下次我嚟沖涼，我哋就去。
line:ac5afd96	Next time I come in I'll have reservations!	下次嚟，我就訂好位喇！
line:8990fcc9	Nice! Whats with all the... Gloop?	好呀！咁你身上啲……黏糊糊嘅嘢係乜？
line:1d4b8528	Nice. Gotta open the gate though. Let Conrad in!	好。不過要開閘先。畀康拉德入嚟啦！
line:acab92d4	Nnf... I believe I needed that. Thank you.	嗯……我相信自己真係需要。多謝你。
line:8fe11008	Nnnf... That was way better than those berries.	嗯……爽過頭先啲莓好多。
line:b251704a	No	唔會。
line:e05c2dca	No	冇。
line:dc86c2de	no	冇
line:5794ea87	No amount of justification makes it feel good though.	不過幾多理由，都唔會令分手變得好受。
line:5a5ec440	No I actually just got it	唔係，其實我啱啱先攞到。
line:cd5f07ca	No more excuses.	唔可以再搵藉口。
line:4b38230f	No need for thanks. I'll get the gate.	唔使多謝。我去開閘。
line:11604fbd	No need to be nervous, Alexander!	亞歷山大，唔使緊張！
line:eefef647	No need to be.	唔使覺得難堪。
line:73ea230a	No no, you're a certified cleaner yeah?	唔唔，你係有牌嘅洗龍師傅，係咪？
line:743c64e6	No not really.	唔算冇事。
line:50feefe8	No problem!	冇問題！
line:1a9a36e1	No problem! Can't wait for you to meet Conrad.	冇問題！好想快啲見到你識康拉德。
line:0a9993d2	No problem, thanks!	冇問題，唔該！
line:10bdb3a4	No problem, thanks!	冇問題，唔該！
line:3a8f65fa	No problem.	冇問題。
line:ee3d0ee4	No problem. Let me get that gate for ya'!	冇問題。我幫你開閘先！
line:eedccaec	No way.	唔係吓嘛。
line:f0351f0c	No way.	唔係吓嘛。
line:d726f776	No worries,	唔緊要，
line:12b7a5b3	No! I mean, yes, but for the sake of my reputation could you please keep my incursion here to yourself.	唔係！我意思係，係，不過為咗我嘅聲譽，麻煩唔好同人講我嚟過。
line:f7f963e3	No, I am.	唔，我確實好污糟。
line:54faa7c0	No, I don't think I do.	冇，我諗唔使。
line:38419d8b	No, it's not. No more excuses.	唔，唔係冇所謂。唔可以再搵藉口。
line:cd9b2a8f	No, thank you. I'm... Really excited.	唔，係我多謝你。我……真係好期待。
line:1af1ad05	No, we don't offer things like that here.	唔係，我哋呢度冇呢類服務。
line:cb7e94e5	no.	唔係。
line:6128a09c	No. A lime that is yellow.	唔係。黃色嘅青檸。
line:de25dacd	No. I'm not. Do you have a medkit or not?	有事呀。你到底有冇急救箱？
line:1cc64bcf	No.. No it's fine... thank you.	唔……唔使，冇事……多謝。
line:525f5744	Nope	唔記得。
line:fbd2c3e7	Nope.	未知。
line:5406ba8e	Normally I'd say yes to a mount. But, not right now.	平時我會想用交配架。不過而家唔係時候。
line:ab92da6a	Not anymore at least!	至少而家唔使擔心喇！
line:0cfcd179	Not for a date though.	不過約會就唔啱。
line:d1b90e2c	Not sure yet.	仲未諗定。
line:e9643b5d	Not yet.	仲未得。
line:326cc84d	Not yet. a little longer.	仲未得，再耐少少。
line:56a729f6	Nothing more attractive than a man who can improve!	識得改進自己嘅男人，最吸引！
line:b5dabf9f	Nothing more attractive than a man who can improve!	識得改進自己嘅男人，最吸引！
line:8a321997	Now I'm eyeballing the mount...	我而家掛住望個交配架……
line:5e0a6d7a	Now I'm out here, agh!	搞到我而家要嚟呢度，唉！
line:564a9606	Now they'll never need to know!	而家佢就永遠唔使知道喇！
line:d66b7986	Now!	而家！
line:63596bb3	Now, do you have a medkit or not?	而家，你到底有冇急救箱？
line:eefc4e9f	Now, lemme in! I want to try that thing out!	快啲畀我入去！我要試吓嗰樣嘢！
line:0554966a	Now, more food?	咁……再食啲嘢？
line:3fb3f8d4	Now, round two!	而家，第二回合！
line:12e6043e	Now... Food?	咁……食嘢？
line:5f8b2de4	oah. <size=70%>okay.	哦。<size=70%>好。
line:13223129	Of course	當然。
line:283e56d8	Of course I am! I know I'm very...	梗係啦！我知自己好……
line:5788e15c	Of course I do. I'm a <i>professional</i>.	梗係識。我係<i>專業人士</i>。
line:0b226939	Of course it is!	梗係唔介意！
line:f21dd9d4	Of course it is!	梗係唔介意！
line:642255fc	Of course!	梗係啦！
line:76f8c20c	Of course!	梗係啦！
line:877aced7	Of course!	梗係啦！
line:d2401e75	Of course!	梗係啦！
line:f9eb2b4a	Of course! Right this way!	梗係！呢邊請！
line:0d20d327	Of course! Thank you for the food.	梗係！多謝你啲嘢食。
line:4da976f5	Of course! You run a fine establishment.	當然！你間店經營得好好。
line:b629bcf2	Of course! You're wonderful.	當然！你好好。
line:b6c96475	Of course, you run a fine establishment.	當然，你間店經營得好好。
line:dd082478	Of course.	當然。
line:203cc3d2	Of course. One moment!	當然。等一陣！
line:fd145efe	Of course. Sorry you're going through all this.	當然。你要捱呢啲，真係辛苦你。
line:7305cdbc	Oh cool!	哦，幾好喎！
line:eb6ae4c3	Oh cool!	哦，幾好喎！
line:77c996e8	Oh damn! You really are adventurous!	嘩！你真係好敢試！
line:3fdb9d01	Oh fcuk something went wrong	屌，出咗問題。
line:9e403ecd	Oh fuck yeah.	哦，屌，正呀。
line:13c39c50	Oh fudge, forget I said that!	哎呀，忘記我啱啱講嗰句！
line:e722753e	Oh goodness no..	天呀，唔得……
line:55e3dd36	Oh hi! um..	啊，你好！呃……
line:e8ee5747	Oh hi! um..	啊，你好！呃……
line:b90f527f	Oh huh, that's the tiny drake I saw coming in a bit back yeah?	哦，係之前見到入嚟嗰條細細條嘅龍？
line:001ab950	Oh I heard good things about that.	哦，聽講嗰套幾好。
line:0a4a28c0	Oh I see the button there, gotcha!	哦，我見到嗰度個掣喇，明白！
line:c6b0b1aa	Oh like, swallowing things whole?	哦，即係成件吞落去？
line:10254d13	Oh my	天呀。
line:39f6c77d	Oh my bad	哦，我唔啱。
line:79511a66	Oh my bad	哦，我唔啱。
line:8cfbd75d	Oh my bad	哦，我唔啱。
line:cb71b2a1	Oh my bad	哦，我唔啱。
line:7d13eca0	Oh my- I didn't expect you to be so... hands on	天呀——估唔到你會咁……親自落手。
line:c60c65e8	Oh my. I suppose I could use the mount!	天呀。我諗可以用吓交配架！
line:433cb27e	Oh no! Do you want to talk about it?	唔係呀嘛！你想唔想傾吓？
line:d908622a	Oh no, Conrad. are you okay?	唔係呀嘛，康拉德，你有冇事？
line:bf977a7e	Oh okay. I'll go grab it.	哦，好。我去攞。
line:7428755b	Oh so it's new for both of us!	哦，咁我哋兩個都係第一次！
line:513bed5a	Oh so it's new to both of us!	哦，咁對我哋兩個嚟講都仲好新鮮喎！
line:4bad37a5	Oh that's good. I'm happy he's okay.	哦，咁就好。好高興佢冇事。
line:7d791906	Oh this is better, but I still feel dirty.	哦，好咗啲，不過我仲覺得污糟。
line:63926ecd	Oh we're done?	哦，洗完喇？
line:546d1bf2	Oh wow, you're really covered in it!	嘩，你真係成身都係！
line:b2d99a43	Oh wow..	哦，嘩……
line:e8052272	Oh yeah I liked the first one.	哦，係，我幾鍾意第一集。
line:a4a26529	Oh yeah, there's this nice place downtown called wings.	哦，係，市中心有間幾好嘅地方，叫 Wings。
line:d4d3ecd5	Oh yeah.	哦，係喎。
line:059142a3	Oh Yeah?	哦，係？
line:71053a53	Oh Yeah?	哦，係？
line:1121309c	Oh yeah?	係咩？
line:2b560f59	Oh yeah?	係咩？
line:2d2820b0	Oh yeah?	係咩？
line:6e82e54c	Oh yeah?	係咩？
line:b9d8a22f	Oh yeah?	係咩？
line:d8ce8566	Oh yeah?	係咩？
line:f103a4a8	Oh yeah?	係咩？
line:4f6344f1	Oh yeah? He sounds like a bit of a hothead.	係咩？聽落佢脾氣幾火爆。
line:60cdf456	Oh yeah? The little red drake?	哦，係咩？嗰條細細條嘅紅龍？
line:a9253dd8	Oh yeah? The sky blue drake I've seen around?	哦，係咩？我喺附近見過嗰條天藍色龍？
line:762882b4	Oh yeeeaaah?	哦，係咩～？
line:5d737ca7	Oh yes	係呀。
line:1c90fb6d	Oh you. Gonna make me blush.	你呀，講到我面紅喇。
line:7e3e59aa	Oh!	哦！
line:3605a48a	Oh! I think I've seen him. The tiny one, yeah?	哦！我好似見過佢。細細條嗰個，係咪？
line:3bc15278	Oh! No it wouldn't be. It's fun!	哦！唔會㗎。幾好玩！
line:c95a153d	Oh! nothing. I'll get the gate.	哦！冇嘢。我去開閘。
line:b6fb6fce	Oh! Okay. I'll get the gate!	哦！好。我去開閘！
line:4d3233a1	Oh! That's cold!	哦！好凍！
line:403f2ab7	Oh! Then I better let you in. I'll go get the gate.	哦！咁我快啲畀你入嚟。我去開閘。
line:0f2dc134	Oh! Yeah that makes sense...	哦！係呀，有道理……
line:1270a483	Oh, and I apologize for being absolutely filthy.	另外，我成身污糟，實在失禮。
line:7b5be1f8	Oh, and I've figured it where to go.	哦，仲有，我諗到去邊喇。
line:52fb116d	Oh, and seems I got some on my face. woops.	哦，好似沾咗啲上塊面。哎呀。
line:73a37947	Oh, awesome. I'm a big salmon guy.	哦，太好喇。我係個超鍾意三文魚嘅男人。
line:74c9c07b	Oh, like... working class?	哦，即係……工人階級嗰種？
line:e048566b	Oh, no.	哦，冇喎。
line:1a9e6537	Oh, no. Ryan is a sweetheart.	哦，唔會㗎。賴恩好溫柔。
line:5f6a124a	Oh, okay. Thanks.	哦，好。唔該。
line:17716b05	Oh, right. Sorry.	哦，係喎。唔好意思。
line:82ba64bf	Oh, sorry-	哦，唔好意思——
line:956e5c91	Oh, sorry.	哦，唔好意思。
line:54a8bb22	Oh, sure. Come on in.	哦，好呀。入嚟啦。
line:270276eb	Oh, that's my favorite part!	哦，嗰部分我最鍾意！
line:1ff9a04c	Oh, the crest around my head?	哦，圍住我個頭嘅徽飾？
line:ffed6d04	Oh, wonderful. Seem's we're similar.	哦，太好喇。睇嚟我哋幾似。
line:30e6b801	Oh, yeah!	哦，係呀！
line:bedeee82	Oh- Eager!	哦——好心急喎！
line:38b3c8c1	Oh- I mean. I'll go open the gate!	啊——我意思係，我去開閘！
line:714c180e	Oh- I'm glad!	哦——咁就好喇！
line:ccf87ea9	Oh- I'm not too interested in using that right now.	哦——而家我唔係太想用嗰個。
line:963981e4	Oh- I'm sorry for making a mess...	哦——搞到周圍污糟，抱歉……
line:8e407c6e	Oh- Not just the wash.	哦——唔單止沖涼。
line:ad31ec4c	Oh- Not just the wash.	哦——唔單止沖涼。
line:6866c2c9	Oh- Right now? 'aight I'm down.	哦——而家？得，我冇問題。
line:9a6dca4b	Oh- Ya. On it.	哦——係。我去開。
line:3b6d644d	Oh.	哦。
line:4399096b	Oh.	哦。
line:8441bf7b	Oh.	哦。
line:87233429	Oh.	哦。
line:e90fee8e	Oh.	哦。
line:ebd9b4d3	Oh.	哦。
line:8a79f72c	Oh. And one other thing.	哦，仲有一件事。
line:e8289be5	Oh. good.	哦，咁就好。
line:5442e228	Oh. Okay I'll go get the gate.	哦，好，我去開閘。
line:0da15c85	Oh. Okay.	哦，好。
line:73f7f13d	OH. RIGHT.	哦，係喎！
line:c35890c8	Oh. That's... Wonderful!	哦，咁真係……太好喇！
line:0ce8d5aa	Oh. Then yeah, we're open.	哦。咁係，我哋仲開緊。
line:52ed140c	Oh. Uhm. <size=70%>Good.	哦。呃。<size=70%>幾好。
line:780d0993	Oh. yeah. Sorry.	哦，係。唔好意思。
line:7f5113d5	OH. You're not used to eating them whole.	哦。你唔慣成隻食。
line:45bc649d	Oh...	哦……
line:0a093816	Oh... hah. I like that.	哦……哈。我鍾意。
line:f885f11d	Oh... I suppose this is alright~	哦……我諗咁都幾好～
line:7cd85c8e	Oh... I'm so sorry.	哦……真係替你難過。
line:8cc1aa72	Oh... yeah we don't have one.	哦……係呀，我哋冇。
line:f16d7940	Oh... Yeah, tinier dragons tend to... Compensate.	哦……係呀，細隻啲嘅龍通常會……喺第二度補返。
line:1d491283	Oh?	哦？
line:21c46e75	Oh?	哦？
line:fd8d786a	Oh?	哦？
line:0ce8d3c2	ohmygod I thought the egg was decorative.	天呀，我以為隻蛋係裝飾。
line:d9b26374	Ok I can do that	好，我做到。
line:1777121d	Ok I got this..	好，我忍得住……
line:f3af3ce8	Ok just tell me if you get uncomfortable or anything.	好，有唔舒服或者其他問題就話我知。
line:6c3a98cc	Ok lets wash it off for our date tonight then.	好，咁為咗今晚約會，洗走佢啦。
line:7a54a1e1	Okay	好。
line:f64a5b30	Okay	好。
